Product ID : 1034 # of JPs covered : 1 : 224 : Employment Litigation, 
us_000518296,0.344353, 0.009385
us_000501612,0.344353, 0.032701
us_000554997,0.344353, 0.048979
us_000554664,0.344353, 0.056735
us_000593577,0.344353, 0.062784
us_000483963,0.344353, 0.145811
us_000533314,0.326055, 0.000000
pr_000194396,0.326055, 0.000091
us_000474598,0.326055, 0.025673
us_000247366,0.326055, 0.414228
us_000504054,0.326055, 0.593747
us_000460772,0.326055, 0.682828
us_000460804,0.326055, 0.689852
us_000500056,0.326055, 0.729131
us_000544606,0.323596, 0.000000
us_000507751,0.323596, 0.000000
us_000569161,0.323596, 0.000000
us_000563533,0.323596, 0.000000
pr_000986380,0.323596, 0.000001
pr_000568028,0.323596, 0.000009
pr_000870214,0.323596, 0.000009
pr_000817344,0.323596, 0.000036
us_000511282,0.323596, 0.002024
us_000518675,0.323596, 0.006604
us_000494016,0.323596, 0.009189
us_000479606,0.323596, 0.011091
pr_001162733,0.323596, 0.011680
us_000457563,0.323596, 0.011712
us_000535336,0.323596, 0.017551
us_000541717,0.323596, 0.481579
us_000557243,0.323596, 0.508833
us_000466707,0.323596, 0.509312
us_000464762,0.323596, 0.540427
us_000557058,0.323596, 0.571458
us_000461392,0.323596, 0.593733
us_000129321,0.323596, 0.596920
us_000303868,0.323596, 0.600455
us_000022969,0.323596, 0.614201
us_000398363,0.323596, 0.624804
us_000530051,0.323596, 0.654760
us_000485599,0.323596, 0.655372
us_000486716,0.323596, 0.673149
us_000482952,0.323596, 0.702918
us_000553819,0.323596, 0.722639
us_000145312,0.323596, 0.942199
us_000545535,0.292607, 0.000000
pr_000342560,0.292607, 0.000002
pr_001688852,0.292607, 0.000002
pr_000890341,0.292607, 0.000009
pr_000167401,0.292607, 0.000013
pr_000661188,0.292607, 0.000013
pr_000972795,0.292607, 0.000013
us_000561859,0.292607, 0.000016
pr_000790378,0.292607, 0.000019
pr_000180137,0.292607, 0.000019
pr_000334534,0.292607, 0.000026
pr_000343272,0.292607, 0.000067
pr_000973217,0.292607, 0.000070
pr_000814368,0.292607, 0.000076
pr_000904707,0.292607, 0.000099
pr_000172115,0.292607, 0.000116
pr_000160365,0.292607, 0.000172
pr_000690275,0.292607, 0.000187
pr_000178487,0.292607, 0.000363
us_000528644,0.292607, 0.000449
us_000480158,0.292607, 0.000977
us_000536983,0.292607, 0.001847
pr_000791264,0.292607, 0.001885
us_000548251,0.292607, 0.007769
us_000551909,0.292607, 0.010697
us_000377465,0.292607, 0.050043
us_000022560,0.292607, 0.150206
us_000581276,0.292607, 0.159389
us_000512535,0.292607, 0.161811
us_000542697,0.292607, 0.168015
us_000610665,0.292607, 0.168584
us_000490144,0.292607, 0.169927
us_000586658,0.292607, 0.171944
us_000468195,0.292607, 0.175969
us_000511070,0.292607, 0.176970
us_000537547,0.292607, 0.184991
us_000481287,0.292607, 0.185926
us_000550125,0.292607, 0.187189
us_000538938,0.292607, 0.192467
us_000563519,0.292607, 0.192720
us_000515761,0.292607, 0.194282
us_000538165,0.292607, 0.194747
us_000542765,0.292607, 0.194884
us_000528734,0.292607, 0.195109
us_000541851,0.292607, 0.195661
us_000504060,0.292607, 0.197084
us_000510883,0.292607, 0.198787
us_000543250,0.292607, 0.202978
us_000300026,0.292607, 0.203935
us_000487759,0.292607, 0.204602
us_000550181,0.292607, 0.205155
us_000501175,0.292607, 0.205777
us_000519509,0.292607, 0.207435
us_000471352,0.292607, 0.207745
us_000471878,0.292607, 0.212281
us_000491767,0.292607, 0.212675
us_000483210,0.292607, 0.212868
us_000498797,0.292607, 0.213230
us_000475865,0.292607, 0.215393
us_000507536,0.292607, 0.216382
us_000514791,0.292607, 0.221978
us_000105529,0.292607, 0.223894
us_000501313,0.292607, 0.224153
us_000506433,0.292607, 0.225129
us_000525151,0.292607, 0.227085
us_000542939,0.292607, 0.227108
us_000479868,0.292607, 0.228429
us_000541753,0.292607, 0.228496
us_000581273,0.292607, 0.229141
us_000515068,0.292607, 0.230801
us_000550071,0.292607, 0.233874
us_000287893,0.292607, 0.235263
us_000551524,0.292607, 0.235870
us_000571377,0.292607, 0.239362
us_000510934,0.292607, 0.240783
us_000556649,0.292607, 0.243484
us_000555368,0.292607, 0.243484
us_000553021,0.292607, 0.243484
us_000555378,0.292607, 0.243484
us_000495732,0.292607, 0.243588
us_000586833,0.292607, 0.243768
us_000537595,0.292607, 0.244757
us_000411353,0.292607, 0.246029
us_000538032,0.292607, 0.246506
us_000581963,0.292607, 0.249684
us_000495573,0.292607, 0.252012
us_000555888,0.292607, 0.254866
us_000538230,0.292607, 0.254920
us_000487069,0.292607, 0.265400
us_000533700,0.292607, 0.274257
us_000495515,0.292607, 0.290253
us_000537530,0.292607, 0.291073
us_000005437,0.292607, 0.376077
us_000471958,0.292607, 0.411622
us_000512246,0.292607, 0.464593
us_000541326,0.292607, 0.489329
us_000599139,0.292607, 0.517753
us_000490163,0.292607, 0.543288
us_000014182,0.292607, 0.631566
us_000576165,0.292607, 0.930437
us_000486712,0.292607, 0.996859
us_000468049,0.292607, 1.039707
us_000545444,0.150180, 0.000001
us_000561258,0.150180, 0.000001
us_000533412,0.150180, 0.000001
us_000512296,0.150180, 0.000001
us_000551704,0.150180, 0.000001
us_000536845,0.150180, 0.000001
us_000471196,0.150180, 0.005201
us_000542667,0.150180, 0.067445
us_000521695,0.150180, 0.071013
us_000484888,0.150180, 0.071496
us_000419083,0.150180, 0.071647
us_000480316,0.150180, 0.076090
us_000477689,0.150180, 0.076498
us_000391292,0.150180, 0.076784
us_000486017,0.150180, 0.077127
us_000477680,0.150180, 0.077595
us_000462186,0.150180, 0.077757
us_000555849,0.150180, 0.080937
us_000571035,0.150180, 0.081175
us_000575067,0.150180, 0.081436
us_000576170,0.150180, 0.081500
us_000474851,0.150180, 0.081513
us_000490103,0.150180, 0.081601
us_000502282,0.150180, 0.081873
us_000552047,0.150180, 0.082259
us_000462145,0.150180, 0.082353
us_000497486,0.150180, 0.082781
us_000459635,0.150180, 0.083041
us_000233161,0.150180, 0.083585
us_000273712,0.150180, 0.083597
us_000474455,0.150180, 0.083813
us_000579583,0.150180, 0.083890
us_000549204,0.150180, 0.083994
us_000597176,0.150180, 0.084016
us_000107385,0.150180, 0.084290
us_000480303,0.150180, 0.084477
us_000474229,0.150180, 0.084492
us_000489148,0.150180, 0.084911
us_000029507,0.150180, 0.085455
us_000465545,0.150180, 0.085465
us_000408446,0.150180, 0.085634
us_000068139,0.150180, 0.086254
us_000472225,0.150180, 0.086528
us_000482534,0.150180, 0.086602
us_000459036,0.150180, 0.086678
us_000068495,0.150180, 0.086764
us_000097269,0.150180, 0.086770
us_000031347,0.150180, 0.086777
us_000466295,0.150180, 0.086896
us_000464608,0.150180, 0.086958
us_000485764,0.150180, 0.086958
us_000463352,0.150180, 0.086977
us_000470516,0.150180, 0.086993
us_000467394,0.150180, 0.086993
us_000371675,0.150180, 0.086993
us_000385192,0.150180, 0.087136
us_000471678,0.150180, 0.087320
us_000470331,0.150180, 0.087341
us_000550159,0.150180, 0.087503
us_000500079,0.150180, 0.087503
us_000472235,0.150180, 0.087503
us_000598872,0.150180, 0.087632
us_000467179,0.150180, 0.088119
us_000483356,0.150180, 0.088119
us_000471981,0.150180, 0.088119
us_000472512,0.150180, 0.088119
us_000467203,0.150180, 0.088209
us_000469821,0.150180, 0.088209
us_000465365,0.150180, 0.088209
us_000477534,0.150180, 0.088302
us_000490651,0.150180, 0.088302
us_000334074,0.150180, 0.088302
us_000483680,0.150180, 0.088302
us_000485399,0.150180, 0.088302
us_000483163,0.150180, 0.088302
us_000488412,0.150180, 0.088497
us_000114238,0.150180, 0.088666
us_000512713,0.150180, 0.088771
us_000482238,0.150180, 0.089268
us_000235621,0.150180, 0.089268
us_000472588,0.150180, 0.089268
us_000487454,0.150180, 0.089389
us_000408350,0.150180, 0.089389
us_000299546,0.150180, 0.089389
us_000466468,0.150180, 0.089389
us_000058967,0.150180, 0.089624
us_000491857,0.150180, 0.089647
us_000000646,0.150180, 0.090163
us_000342987,0.150180, 0.090233
us_000234394,0.150180, 0.090233
us_000468180,0.150180, 0.090233
us_000477729,0.150180, 0.090301
us_000404104,0.150180, 0.090465
us_000478361,0.150180, 0.090562
us_000519970,0.150180, 0.090562
us_000473906,0.150180, 0.090562
us_000553065,0.150180, 0.090562
us_000564501,0.150180, 0.090562
us_000474062,0.150180, 0.090562
us_000549422,0.150180, 0.090562
us_000474051,0.150180, 0.090562
us_000477454,0.150180, 0.090562
us_000552172,0.150180, 0.090846
us_000581917,0.150180, 0.091043
us_000515693,0.150180, 0.091059
us_000485430,0.150180, 0.091085
us_000321595,0.150180, 0.091085
us_000462025,0.150180, 0.091773
us_000245310,0.150180, 0.091836
us_000392771,0.150180, 0.091857
us_000118076,0.150180, 0.092243
us_000470597,0.150180, 0.092610
us_000465041,0.150180, 0.092610
us_000462599,0.150180, 0.092610
us_000461947,0.150180, 0.092610
us_000477898,0.150180, 0.092610
us_000103969,0.150180, 0.092610
us_000472159,0.150180, 0.092610
us_000474112,0.150180, 0.092610
us_000473222,0.150180, 0.092610
us_000552977,0.150180, 0.092610
us_000553095,0.150180, 0.092610
us_000555379,0.150180, 0.092610
us_000470691,0.150180, 0.092610
us_000555357,0.150180, 0.092610
us_000550506,0.150180, 0.092610
us_000463285,0.150180, 0.092610
us_000490257,0.150180, 0.092610
us_000492857,0.150180, 0.092610
us_000483185,0.150180, 0.092610
us_000486197,0.150180, 0.092610
us_000487366,0.150180, 0.092610
us_000465489,0.150180, 0.092610
us_000474359,0.150180, 0.092610
us_000555381,0.150180, 0.092610
us_000462134,0.150180, 0.092610
us_000480318,0.150180, 0.092610
us_000495477,0.150180, 0.092610
us_000470265,0.150180, 0.092610
us_000407378,0.150180, 0.092610
us_000485199,0.150180, 0.092610
us_000464399,0.150180, 0.092610
us_000463275,0.150180, 0.092610
us_000500096,0.150180, 0.092610
us_000492582,0.150180, 0.092610
us_000483401,0.150180, 0.092610
us_000491067,0.150180, 0.092610
us_000459793,0.150180, 0.092610
us_000491069,0.150180, 0.092610
us_000470492,0.150180, 0.092610
us_000459841,0.150180, 0.092610
us_000492645,0.150180, 0.092610
us_000555353,0.150180, 0.092610
us_000486687,0.150180, 0.092610
us_000556512,0.150180, 0.092610
us_000555356,0.150180, 0.092610
us_000477727,0.150180, 0.092610
us_000473584,0.150180, 0.092610
us_000486744,0.150180, 0.092610
us_000485476,0.150180, 0.092610
us_000458545,0.150180, 0.092610
us_000555376,0.150180, 0.092610
us_000553020,0.150180, 0.092610
us_000486686,0.150180, 0.092610
us_000471326,0.150180, 0.092610
us_000470711,0.150180, 0.092610
us_000491016,0.150180, 0.092610
us_000258439,0.150180, 0.092610
us_000486569,0.150180, 0.092610
us_000492359,0.150180, 0.092610
us_000492860,0.150180, 0.092610
us_000520736,0.150180, 0.092610
us_000127720,0.150180, 0.092610
us_000465496,0.150180, 0.092610
us_000475003,0.150180, 0.092610
us_000491750,0.150180, 0.092610
us_000477967,0.150180, 0.092610
us_000464404,0.150180, 0.092610
us_000095166,0.150180, 0.092610
us_000474269,0.150180, 0.092610
us_000474365,0.150180, 0.092610
us_000485071,0.150180, 0.092610
us_000458855,0.150180, 0.092610
us_000555374,0.150180, 0.092610
us_000491662,0.150180, 0.092610
us_000462256,0.150180, 0.092610
us_000275966,0.150180, 0.092610
us_000465490,0.150180, 0.092610
us_000482959,0.150180, 0.092610
us_000462585,0.150180, 0.092610
us_000500099,0.150180, 0.092610
us_000476282,0.150180, 0.092610
us_000490221,0.150180, 0.092610
us_000465503,0.150180, 0.092610
us_000495196,0.150180, 0.092610
us_000555355,0.150180, 0.092610
us_000564959,0.150180, 0.092610
us_000463842,0.150180, 0.092610
us_000495599,0.150180, 0.092610
us_000470318,0.150180, 0.092610
us_000491744,0.150180, 0.092610
us_000309210,0.150180, 0.092610
us_000553334,0.150180, 0.092610
us_000458663,0.150180, 0.092610
us_000470676,0.150180, 0.092610
us_000499220,0.150180, 0.092610
us_000458457,0.150180, 0.092610
us_000469882,0.150180, 0.092610
us_000486186,0.150180, 0.092610
us_000473215,0.150180, 0.092610
us_000555367,0.150180, 0.092610
us_000476317,0.150180, 0.092610
us_000490630,0.150180, 0.092610
us_000472580,0.150180, 0.092610
us_000495553,0.150180, 0.092610
us_000462166,0.150180, 0.092610
us_000465530,0.150180, 0.092610
us_000036158,0.150180, 0.092610
us_000469885,0.150180, 0.092610
us_000433388,0.150180, 0.092610
us_000549863,0.150180, 0.092610
us_000462122,0.150180, 0.092610
us_000471588,0.150180, 0.092610
us_000492032,0.150180, 0.092610
us_000198585,0.150180, 0.092610
us_000505618,0.150180, 0.092610
us_000462418,0.150180, 0.092610
us_000500509,0.150180, 0.092610
us_000182431,0.150180, 0.092610
us_000462272,0.150180, 0.092610
us_000555352,0.150180, 0.092610
us_000555375,0.150180, 0.092610
us_000461983,0.150180, 0.092610
us_000478549,0.150180, 0.092610
us_000000001,0.150180, 0.092610
us_000485540,0.150180, 0.092610
us_000473587,0.150180, 0.092610
us_000486992,0.150180, 0.092610
us_000478229,0.150180, 0.092610
us_000471688,0.150180, 0.092610
us_000485931,0.150180, 0.092610
us_000464385,0.150180, 0.092610
us_000550740,0.150180, 0.092610
us_000469877,0.150180, 0.092610
us_000507526,0.150180, 0.092610
us_000470022,0.150180, 0.092610
us_000555372,0.150180, 0.092610
us_000564803,0.150180, 0.092610
us_000465517,0.150180, 0.092610
us_000473593,0.150180, 0.092610
us_000555365,0.150180, 0.092610
us_000351299,0.150180, 0.092610
us_000486259,0.150180, 0.092610
us_000473907,0.150180, 0.092610
us_000474988,0.150180, 0.092610
us_000469859,0.150180, 0.092610
us_000467096,0.150180, 0.092610
us_000486673,0.150180, 0.092610
us_000183687,0.150180, 0.092610
us_000555380,0.150180, 0.092610
us_000503656,0.150180, 0.092610
us_000507282,0.150180, 0.092610
us_000492131,0.150180, 0.092610
us_000475829,0.150180, 0.092960
us_000471686,0.150180, 0.093721
us_000459919,0.150180, 0.093969
us_000459897,0.150180, 0.093969
us_000494147,0.150180, 0.093969
us_000104295,0.150180, 0.094037
us_000495330,0.150180, 0.094233
us_000469387,0.150180, 0.094371
us_000327711,0.150180, 0.094549
us_000550650,0.150180, 0.094577
us_000474105,0.150180, 0.094748
us_000199122,0.150180, 0.095124
us_000519152,0.150180, 0.095235
us_000493457,0.150180, 0.095362
us_000473923,0.150180, 0.095537
us_000511209,0.150180, 0.095887
us_000475860,0.150180, 0.096731
us_000275190,0.150180, 0.096779
us_000478280,0.150180, 0.096790
us_000425237,0.150180, 0.096989
us_000556427,0.150180, 0.097177
us_000543189,0.150180, 0.097269
us_000471411,0.150180, 0.097288
us_000468233,0.150180, 0.097454
us_000490214,0.150180, 0.097454
us_000503657,0.150180, 0.097454
us_000515817,0.150180, 0.097615
us_000528021,0.150180, 0.097934
us_000542488,0.150180, 0.098079
us_000461893,0.150180, 0.098224
us_000471430,0.150180, 0.098252
us_000478416,0.150180, 0.099274
us_000483482,0.150180, 0.100239
us_000495008,0.150180, 0.100845
us_000497475,0.150180, 0.101070
us_000470330,0.150180, 0.101575
us_000486134,0.150180, 0.101621
us_000483250,0.150180, 0.101758
us_000461700,0.150180, 0.101833
us_000496308,0.150180, 0.102752
us_000520786,0.150180, 0.104231
us_000462430,0.150180, 0.104543
us_000391189,0.150180, 0.108042
us_000469326,0.150180, 0.108431
us_000603205,0.150180, 0.108694
us_000474940,0.150180, 0.109584
us_000488942,0.150180, 0.110034
us_000466483,0.150180, 0.111671
us_000579328,0.150180, 0.111961
us_000489859,0.150180, 0.112125
us_000500437,0.150180, 0.112236
us_000305929,0.150180, 0.112592
us_000287148,0.150180, 0.113276
us_000484324,0.150180, 0.114087
us_000553022,0.150180, 0.114300
us_000495440,0.150180, 0.114437
us_000495491,0.150180, 0.119069
us_000461559,0.150180, 0.119669
us_000542910,0.150180, 0.120578
us_000495685,0.150180, 0.120848
us_000490459,0.150180, 0.120973
us_000474363,0.150180, 0.121273
us_000463737,0.150180, 0.125582
us_000550153,0.150180, 0.126631
us_000525798,0.150180, 0.128457
us_000279052,0.150180, 0.128528
us_000477551,0.150180, 0.131829
us_000474828,0.150180, 0.134824
us_000469880,0.150180, 0.138839
us_000516374,0.150180, 0.140318
us_000501501,0.150180, 0.144560
us_000462682,0.150180, 0.145275
us_000549521,0.150180, 0.146739
us_000263920,0.150180, 0.146844
us_000102584,0.150180, 0.150829
us_000489146,0.150180, 0.154168
us_000491920,0.150180, 0.157551
us_000549065,0.150180, 0.157807
us_000465087,0.150180, 0.158768
us_000533522,0.150180, 0.158872
us_000495307,0.150180, 0.159875
us_000474924,0.150180, 0.160560
us_000486465,0.150180, 0.161955
us_000534160,0.150180, 0.164030
us_000550062,0.150180, 0.164418
us_000470278,0.150180, 0.166188
us_000490361,0.150180, 0.167682
us_000426197,0.150180, 0.174586
us_000484009,0.150180, 0.175023
us_000498142,0.150180, 0.187320
us_000469936,0.150180, 0.189351
us_000494955,0.150180, 0.191400
us_000550191,0.150180, 0.195012
us_000503462,0.150180, 0.196953
us_000485439,0.150180, 0.199799
us_000458617,0.150180, 0.206452
us_000505365,0.150180, 0.207325
us_000404483,0.150180, 0.212885
us_000461965,0.150180, 0.216166
us_000515671,0.150180, 0.226100
us_000579168,0.150180, 0.232270
us_000494056,0.150180, 0.235781
us_000495200,0.150180, 0.236865
us_000477983,0.150180, 0.238482
us_000492583,0.150180, 0.244642
us_000187391,0.150180, 0.271747
us_000527699,0.150180, 0.303304
us_000500692,0.150180, 0.305061
us_000473617,0.150180, 0.313746
us_000488502,0.150180, 0.313975
us_000475620,0.150180, 0.330056
us_000467122,0.150180, 0.331663
us_000492329,0.150180, 0.334471
us_000459340,0.150180, 0.366234
us_000466373,0.150180, 0.417128
us_000462514,0.150180, 0.429537
us_000458727,0.150180, 0.452681
us_000459666,0.150180, 0.479048
us_000472654,0.150180, 0.525025
us_000264951,0.150180, 0.526461
us_000459770,0.150180, 0.552353
us_000494225,0.150180, 0.608524
us_000139487,0.150180, 0.610523
us_000488839,0.150180, 0.611286
us_000500116,0.150180, 0.628567
us_000555377,0.150180, 0.664773
us_000409224,0.150180, 0.692941
us_000486260,0.150180, 0.768973
us_000486263,0.150180, 0.833386
us_000521636,0.150180, 1.299797
pr_001091065,0.149805, 0.000000
pr_001120826,0.149805, 0.000000
pr_000915845,0.149805, 0.000000
pr_000915711,0.149805, 0.000000
us_000616082,0.149805, 0.000005
us_000500459,0.149805, 0.000228
us_000493117,0.149805, 0.006521
us_000504734,0.149805, 0.014084
us_000580935,0.149805, 0.588482
pr_000010530,0.100692, 0.000005
pr_000573314,0.100692, 0.000006
pr_001416265,0.100692, 0.000044
pr_000936232,0.100692, 0.000058
pr_000757857,0.100692, 0.000098
pr_001011626,0.100692, 0.000108
pr_000631544,0.100692, 0.000127
us_000556597,0.100692, 0.000684
us_000502802,0.100692, 0.002896
us_000495878,0.100692, 0.012717
us_000497218,0.100692, 0.149331
us_000533660,0.080627, 0.000000
us_000603288,0.080627, 0.000142
us_000540600,0.080627, 0.000338
us_000556455,0.080627, 0.009165
us_000588505,0.080627, 0.091357
us_000267787,0.080627, 0.097660
us_000476843,0.080627, 0.099092
us_000602335,0.080627, 0.103099
us_000582355,0.080627, 0.103584
us_000335523,0.080627, 0.104068
us_000578848,0.080627, 0.104326
us_000547924,0.080627, 0.106162
us_000587837,0.080627, 0.107035
us_000591545,0.080627, 0.107924
us_000547779,0.080627, 0.112247
us_000601588,0.080627, 0.114011
us_000572355,0.080627, 0.114249
us_000561983,0.080627, 0.114847
us_000616754,0.080627, 0.115129
us_000510836,0.080627, 0.117770
us_000564355,0.080627, 0.118053
us_000595922,0.080627, 0.118525
us_000562488,0.080627, 0.119282
us_000476935,0.080627, 0.119331
us_000525474,0.080627, 0.121007
us_000473981,0.080627, 0.121561
us_000564363,0.080627, 0.121926
us_000494388,0.080627, 0.122411
us_000582130,0.080627, 0.122508
us_000547269,0.080627, 0.122521
us_000560414,0.080627, 0.122838
us_000560204,0.080627, 0.123270
us_000592231,0.080627, 0.123717
us_000535656,0.080627, 0.123843
us_000536174,0.080627, 0.124285
us_000540137,0.080627, 0.124426
us_000546558,0.080627, 0.124936
us_000539378,0.080627, 0.127182
us_000564481,0.080627, 0.127368
us_000506868,0.080627, 0.127460
us_000610960,0.080627, 0.127854
us_000468016,0.080627, 0.127860
us_000504976,0.080627, 0.128477
us_000562106,0.080627, 0.128536
us_000128093,0.080627, 0.129565
us_000276186,0.080627, 0.129856
us_000489927,0.080627, 0.132097
us_000491968,0.080627, 0.132101
us_000504974,0.080627, 0.132166
us_000564946,0.080627, 0.133383
us_000498327,0.080627, 0.133613
us_000565237,0.080627, 0.133613
us_000118720,0.080627, 0.134359
us_000472035,0.080627, 0.135769
us_000608380,0.080627, 0.137523
us_000607561,0.080627, 0.137556
us_000562685,0.080627, 0.137926
us_000563902,0.080627, 0.139250
us_000559228,0.080627, 0.140917
us_000562569,0.080627, 0.141179
us_000614538,0.080627, 0.143021
us_000496785,0.080627, 0.144461
us_000511357,0.080627, 0.146119
us_000575491,0.080627, 0.147204
us_000323029,0.080627, 0.147462
us_000571569,0.080627, 0.148153
us_000523993,0.080627, 0.148466
us_000559300,0.080627, 0.152002
us_000524116,0.080627, 0.153811
us_000547666,0.080627, 0.156256
us_000524800,0.080627, 0.158444
us_000591891,0.080627, 0.158685
us_000562193,0.080627, 0.161505
us_000462845,0.080627, 0.162320
us_000522717,0.080627, 0.164051
us_000595062,0.080627, 0.165617
us_000574614,0.080627, 0.166095
us_000577854,0.080627, 0.166301
us_000568344,0.080627, 0.191675
us_000515133,0.080627, 0.202592
us_000605327,0.080627, 0.212425
us_000615817,0.080627, 0.212963
us_000567967,0.080627, 0.234856
us_000605562,0.080627, 0.236150
us_000551085,0.080627, 0.289511
us_000596709,0.080627, 0.295533
us_000006966,0.080627, 0.298939
us_000550841,0.080627, 0.338066
us_000562833,0.080627, 0.485174
us_000476986,0.080627, 0.593763
pr_001836173,0.071776, 0.000000
pr_001707898,0.071776, 0.000000
pr_001079725,0.071776, 0.000000
pr_000677595,0.071776, 0.000004
us_000520912,0.071776, 0.000009
us_000516629,0.071776, 0.000009
us_000532031,0.071776, 0.000017
us_000533633,0.071776, 0.000017
us_000531994,0.071776, 0.000017
us_000558327,0.071776, 0.000017
pr_001148861,0.071776, 0.000020
pr_000918152,0.071776, 0.000048
pr_002054728,0.071776, 0.000057
pr_001692607,0.071776, 0.000109
us_000565907,0.071776, 0.000642
us_000485434,0.071776, 0.008474
us_000522572,0.071776, 0.015033
us_000122250,0.071776, 0.020884
us_000496276,0.071776, 0.070575
us_000459538,0.065901, 0.000002
pr_001076616,0.065901, 0.000003
pr_000801297,0.065901, 0.000016
pr_000766149,0.065901, 0.000021
pr_000818641,0.065901, 0.000071
pr_000974760,0.065901, 0.000546
pr_000845265,0.065901, 0.000575
us_000459067,0.065901, 0.532434
us_000539092,0.065901, 0.593608
us_000511057,0.065901, 0.660259
us_000504378,0.065901, 0.697211
us_000459914,0.065901, 0.728491
us_000489553,0.065901, 0.744421
us_000489631,0.065901, 0.751385
us_000489576,0.065901, 0.754930
us_000509204,0.065901, 0.827956
us_000504506,0.065901, 0.844351
us_000509068,0.065901, 0.858390
us_000537693,0.065901, 0.868171
us_000489738,0.065901, 0.874217
us_000489171,0.065901, 0.941733
us_000583052,0.065901, 0.983111
us_000447416,0.065901, 0.986805
us_000582849,0.065901, 0.989962
us_000502070,0.065901, 0.992792
us_000537757,0.065901, 0.995924
us_000508766,0.065901, 1.005545
us_000459446,0.065901, 1.027586
us_000475458,0.065901, 1.789990
pr_001770582,0.054803, 0.000000
us_000571481,0.054803, 0.000000
pr_001147733,0.054803, 0.000000
pr_001015456,0.054803, 0.000000
us_000525101,0.054803, 0.000000
pr_000519682,0.054803, 0.000000
pr_001394582,0.054803, 0.000000
pr_001684555,0.054803, 0.000000
pr_001809956,0.054803, 0.000000
pr_001684951,0.054803, 0.000000
pr_001690149,0.054803, 0.000000
pr_001033537,0.054803, 0.000000
pr_001884556,0.054803, 0.000000
pr_001895145,0.054803, 0.000000
us_000504311,0.054803, 0.000000
us_000613677,0.054803, 0.000000
pr_001785883,0.054803, 0.000000
pr_001684597,0.054803, 0.000000
pr_001810931,0.054803, 0.000000
pr_001394428,0.054803, 0.000000
us_000572927,0.054803, 0.000000
pr_001771326,0.054803, 0.000000
pr_001812793,0.054803, 0.000000
us_000549160,0.054803, 0.000000
us_000563807,0.054803, 0.000000
pr_001147807,0.054803, 0.000000
pr_001612280,0.054803, 0.000000
pr_001810891,0.054803, 0.000000
pr_001015339,0.054803, 0.000000
pr_001690205,0.054803, 0.000000
pr_001410418,0.054803, 0.000000
us_000601886,0.054803, 0.000000
pr_001679948,0.054803, 0.000000
pr_001673262,0.054803, 0.000000
pr_001011151,0.054803, 0.000000
pr_001610596,0.054803, 0.000000
pr_001700832,0.054803, 0.000000
pr_001895106,0.054803, 0.000000
pr_001141245,0.054803, 0.000000
pr_001771608,0.054803, 0.000000
pr_001147548,0.054803, 0.000000
pr_001395121,0.054803, 0.000000
us_000564017,0.054803, 0.000000
pr_001790887,0.054803, 0.000000
us_000589535,0.054803, 0.000000
pr_001698986,0.054803, 0.000000
us_000574746,0.054803, 0.000001
us_000590151,0.054803, 0.000001
us_000599604,0.054803, 0.000008
us_000584664,0.054803, 0.000008
us_000581645,0.054803, 0.000008
pr_000656487,0.054803, 0.000014
us_000484401,0.054803, 0.000014
pr_000869395,0.054803, 0.000854
us_000575402,0.054803, 0.056601
us_000467989,0.054803, 0.061300
us_000480132,0.054803, 0.061995
us_000157344,0.054803, 0.061995
us_000481932,0.054803, 0.062986
us_000487560,0.054803, 0.062989
us_000307534,0.054803, 0.063723
us_000456330,0.054803, 0.064758
us_000600156,0.054803, 0.064824
us_000560144,0.054803, 0.064953
us_000517790,0.054803, 0.065375
us_000477276,0.054803, 0.066002
us_000561967,0.054803, 0.066011
us_000551359,0.054803, 0.066186
us_000572784,0.054803, 0.066488
us_000474305,0.054803, 0.066668
us_000567541,0.054803, 0.067001
us_000403605,0.054803, 0.067258
us_000463612,0.054803, 0.067636
us_000472570,0.054803, 0.067943
us_000603957,0.054803, 0.068041
us_000353966,0.054803, 0.068088
us_000116945,0.054803, 0.068367
us_000477782,0.054803, 0.068508
us_000227722,0.054803, 0.068759
us_000564333,0.054803, 0.068778
us_000493510,0.054803, 0.068871
us_000477526,0.054803, 0.068879
us_000059891,0.054803, 0.068922
us_000473477,0.054803, 0.068935
us_000575263,0.054803, 0.068982
us_000478125,0.054803, 0.069141
us_000467125,0.054803, 0.069184
us_000575416,0.054803, 0.069237
us_000591850,0.054803, 0.069374
us_000482036,0.054803, 0.069382
us_000577393,0.054803, 0.069430
us_000471640,0.054803, 0.069581
pr_000006875,0.054803, 0.069662
us_000608437,0.054803, 0.069670
us_000576258,0.054803, 0.069712
us_000589612,0.054803, 0.069819
us_000574169,0.054803, 0.070098
us_000563123,0.054803, 0.070148
us_000600131,0.054803, 0.070285
us_000605589,0.054803, 0.070339
us_000576257,0.054803, 0.070578
us_000480566,0.054803, 0.070701
us_000290045,0.054803, 0.070704
us_000482984,0.054803, 0.070831
us_000534963,0.054803, 0.070852
us_000476723,0.054803, 0.070928
us_000478976,0.054803, 0.070942
us_000578733,0.054803, 0.071014
us_000509885,0.054803, 0.071123
us_000597130,0.054803, 0.071369
us_000593274,0.054803, 0.071536
us_000467757,0.054803, 0.071606
us_000589999,0.054803, 0.071625
us_000490601,0.054803, 0.071678
us_000494355,0.054803, 0.071678
us_000602390,0.054803, 0.071714
us_000505922,0.054803, 0.071737
us_000598621,0.054803, 0.071768
