Product ID : 2120 # of JPs covered : 1 : 297 : Emp-Lit-Wage Hour, 
OID,Confidence at Map Node,Error at Map Node
us_000467667,0.083777, 1.329818
us_000487479,0.083777, 1.682760
us_000514920,0.065081, 0.000000
us_000467996,0.065081, 0.000000
pr_000585010,0.065081, 0.000001
us_000502801,0.065081, 0.000003
us_000290197,0.065081, 0.000003
us_000466246,0.065081, 0.001070
us_000559298,0.065081, 0.001567
us_000498336,0.065081, 0.009722
us_000527085,0.065081, 0.009975
us_000496345,0.065081, 0.341116
us_000503300,0.065081, 0.407605
us_000558596,0.065081, 0.431047
us_000533323,0.065081, 0.458641
us_000534545,0.065081, 0.469734
us_000468108,0.061336, 0.000000
us_000470895,0.061336, 0.000000
us_000462216,0.061336, 0.000000
us_000493150,0.061336, 0.000000
us_000461363,0.061336, 0.000000
us_000472497,0.061336, 0.000000
us_000509256,0.061336, 0.000007
us_000496567,0.061336, 0.000007
us_000495380,0.061336, 0.000007
us_000505655,0.061336, 0.000178
us_000509310,0.061336, 0.000574
pr_001075616,0.061336, 0.000878
us_000539054,0.061336, 0.004626
us_000561786,0.061336, 0.004966
us_000487196,0.061336, 0.438677
us_000493122,0.061336, 0.458349
us_000606639,0.061336, 0.582879
pr_000010530,0.054190, 0.000005
pr_000573314,0.054190, 0.000006
pr_001416265,0.054190, 0.000044
pr_000936232,0.054190, 0.000058
pr_000757857,0.054190, 0.000098
pr_001011626,0.054190, 0.000108
pr_000631544,0.054190, 0.000127
us_000556597,0.054190, 0.000684
us_000502802,0.054190, 0.002896
us_000495878,0.054190, 0.012717
us_000497218,0.054190, 0.149331
pr_001054905,0.046766, 0.000000
us_000541093,0.046766, 0.000005
us_000541241,0.046766, 0.000025
us_000535724,0.046766, 0.000684
us_000525184,0.046766, 0.000829
us_000489884,0.046766, 0.003600
us_000536561,0.046766, 0.026707
us_000573535,0.046766, 0.026930
us_000477887,0.046766, 0.099514
us_000532648,0.046766, 0.142891
us_000517764,0.046766, 0.154849
us_000551898,0.046766, 0.179922
us_000535582,0.046766, 0.184520
us_000511673,0.046766, 0.188148
us_000504279,0.046766, 0.188148
us_000509358,0.046766, 0.188148
us_000524151,0.046766, 0.191419
us_000516698,0.046766, 0.193451
us_000573148,0.046766, 0.193895
us_000557654,0.046766, 0.199666
us_000592022,0.046766, 0.219284
us_000124200,0.046766, 0.223190
us_000548094,0.046766, 0.243298
pr_000914643,0.014879, 0.000000
us_000507571,0.014879, 0.000225
us_000612598,0.014879, 0.000909
us_000568192,0.014879, 0.002545
us_000505103,0.014879, 0.002702
us_000542892,0.014879, 0.004158
us_000544965,0.014879, 0.004646
us_000570969,0.014879, 0.005830
us_000536177,0.014879, 0.006357
us_000506414,0.014879, 0.053790
us_000524918,0.014879, 0.059435
us_000488723,0.014879, 0.066561
us_000535361,0.014879, 0.071229
us_000548428,0.014879, 0.071535
us_000493868,0.014879, 0.073734
us_000550862,0.014879, 0.075596
us_000514200,0.014879, 0.076356
us_000547530,0.014879, 0.077827
us_000533597,0.014879, 0.080612
us_000493383,0.014879, 0.081106
us_000514418,0.014879, 0.083729
us_000514756,0.014879, 0.084105
us_000595729,0.014879, 0.086146
us_000587683,0.014879, 0.087048
us_000549689,0.014879, 0.088183
us_000480809,0.014879, 0.089186
us_000571155,0.014879, 0.089310
us_000506439,0.014879, 0.090188
us_000548109,0.014879, 0.091042
us_000509595,0.014879, 0.091357
us_000529426,0.014879, 0.091713
us_000533656,0.014879, 0.091908
us_000596249,0.014879, 0.092448
us_000484172,0.014879, 0.092651
us_000462199,0.014879, 0.092995
us_000495656,0.014879, 0.094580
us_000552905,0.014879, 0.094898
us_000577667,0.014879, 0.095500
us_000532909,0.014879, 0.095957
us_000556269,0.014879, 0.096231
us_000532265,0.014879, 0.097097
us_000265165,0.014879, 0.098575
us_000548485,0.014879, 0.099695
us_000562887,0.014879, 0.100010
us_000584108,0.014879, 0.100511
us_000581785,0.014879, 0.100807
us_000494519,0.014879, 0.102031
us_000521733,0.014879, 0.104491
us_000462133,0.014879, 0.104698
us_000550855,0.014879, 0.105459
us_000598244,0.014879, 0.105614
us_000481072,0.014879, 0.105876
us_000532120,0.014879, 0.105879
us_000561849,0.014879, 0.106085
us_000582770,0.014879, 0.106490
us_000532167,0.014879, 0.106514
us_000533501,0.014879, 0.106635
us_000535454,0.014879, 0.106917
us_000525458,0.014879, 0.106940
us_000580441,0.014879, 0.107748
us_000548877,0.014879, 0.108063
us_000600135,0.014879, 0.108633
us_000513148,0.014879, 0.108763
us_000556639,0.014879, 0.109031
us_000556600,0.014879, 0.109442
us_000597058,0.014879, 0.109740
us_000486333,0.014879, 0.109756
us_000487591,0.014879, 0.110176
us_000595974,0.014879, 0.110302
us_000476180,0.014879, 0.110828
us_000465961,0.014879, 0.111016
us_000548382,0.014879, 0.111148
us_000536694,0.014879, 0.111461
us_000534563,0.014879, 0.111503
us_000582880,0.014879, 0.112271
us_000491432,0.014879, 0.112282
us_000559409,0.014879, 0.112677
us_000493595,0.014879, 0.112998
us_000550253,0.014879, 0.113238
us_000514204,0.014879, 0.113660
us_000494003,0.014879, 0.115068
us_000596117,0.014879, 0.115160
us_000616645,0.014879, 0.115188
us_000487185,0.014879, 0.115327
us_000508372,0.014879, 0.115988
us_000550985,0.014879, 0.117061
us_000524142,0.014879, 0.117329
us_000416885,0.014879, 0.117588
us_000586260,0.014879, 0.117618
us_000569740,0.014879, 0.118024
us_000591975,0.014879, 0.118036
us_000588760,0.014879, 0.118202
us_000616984,0.014879, 0.118439
us_000557572,0.014879, 0.118467
us_000587316,0.014879, 0.118579
us_000585015,0.014879, 0.118579
us_000617102,0.014879, 0.118579
us_000508148,0.014879, 0.118646
us_000598486,0.014879, 0.119213
us_000552084,0.014879, 0.119228
us_000582831,0.014879, 0.119395
us_000557578,0.014879, 0.119395
us_000524256,0.014879, 0.119410
us_000580596,0.014879, 0.119453
us_000524874,0.014879, 0.119814
us_000579243,0.014879, 0.120135
us_000570360,0.014879, 0.120156
us_000616918,0.014879, 0.121027
us_000476441,0.014879, 0.121913
us_000596121,0.014879, 0.122672
us_000546366,0.014879, 0.122826
us_000517235,0.014879, 0.122864
us_000548419,0.014879, 0.123463
us_000536119,0.014879, 0.123855
us_000554357,0.014879, 0.124343
us_000500638,0.014879, 0.124343
us_000549902,0.014879, 0.124343
us_000518496,0.014879, 0.124343
us_000504901,0.014879, 0.124343
us_000535186,0.014879, 0.124343
us_000504718,0.014879, 0.124343
us_000557576,0.014879, 0.124343
us_000532666,0.014879, 0.124343
us_000536661,0.014879, 0.124343
us_000500661,0.014879, 0.124343
us_000548635,0.014879, 0.124343
us_000536911,0.014879, 0.124343
us_000549092,0.014879, 0.124343
us_000556388,0.014879, 0.124343
us_000505429,0.014879, 0.124343
us_000557577,0.014879, 0.124343
us_000500766,0.014879, 0.124343
us_000548882,0.014879, 0.124343
us_000548431,0.014879, 0.124343
us_000536734,0.014879, 0.124343
us_000557568,0.014879, 0.124343
us_000505221,0.014879, 0.124343
us_000563269,0.014879, 0.124343
us_000554354,0.014879, 0.124343
us_000554355,0.014879, 0.124343
us_000500809,0.014879, 0.124343
us_000519154,0.014879, 0.124343
us_000532618,0.014879, 0.124343
us_000548065,0.014879, 0.124343
us_000582731,0.014879, 0.124343
us_000554352,0.014879, 0.124343
us_000536648,0.014879, 0.124343
us_000548416,0.014879, 0.124343
us_000548177,0.014879, 0.124532
us_000532852,0.014879, 0.124532
us_000517731,0.014879, 0.124532
us_000517713,0.014879, 0.124532
us_000553476,0.014879, 0.124532
us_000554097,0.014879, 0.124532
us_000532828,0.014879, 0.124532
us_000541748,0.014879, 0.124619
us_000584333,0.014879, 0.125599
us_000598214,0.014879, 0.125685
us_000461021,0.014879, 0.125849
us_000552050,0.014879, 0.126275
us_000584335,0.014879, 0.126323
us_000578303,0.014879, 0.126640
us_000616559,0.014879, 0.126678
us_000529618,0.014879, 0.127529
us_000556162,0.014879, 0.128655
us_000536308,0.014879, 0.129379
us_000557569,0.014879, 0.129498
us_000536044,0.014879, 0.129967
us_000499837,0.014879, 0.130671
us_000492084,0.014879, 0.130749
us_000583515,0.014879, 0.130786
us_000513350,0.014879, 0.131878
us_000511944,0.014879, 0.131962
us_000466106,0.014879, 0.132054
us_000557595,0.014879, 0.132458
us_000595424,0.014879, 0.132933
us_000521272,0.014879, 0.133122
us_000521702,0.014879, 0.133841
us_000588149,0.014879, 0.135936
us_000091490,0.014879, 0.136099
us_000514717,0.014879, 0.136836
us_000517477,0.014879, 0.136836
us_000553766,0.014879, 0.138256
us_000535340,0.014879, 0.138713
us_000597457,0.014879, 0.139994
us_000589182,0.014879, 0.140350
us_000536046,0.014879, 0.142483
us_000496807,0.014879, 0.142546
us_000532737,0.014879, 0.142994
us_000556818,0.014879, 0.143383
us_000533290,0.014879, 0.143603
us_000577258,0.014879, 0.143737
us_000542911,0.014879, 0.143966
us_000570526,0.014879, 0.143966
us_000582556,0.014879, 0.144161
us_000488277,0.014879, 0.145114
us_000517770,0.014879, 0.145454
us_000557631,0.014879, 0.146786
us_000475717,0.014879, 0.147669
us_000551281,0.014879, 0.149260
us_000517449,0.014879, 0.149582
us_000551156,0.014879, 0.150088
us_000581899,0.014879, 0.153611
us_000491499,0.014879, 0.154353
us_000598216,0.014879, 0.154493
us_000586044,0.014879, 0.156218
us_000556985,0.014879, 0.158522
us_000575704,0.014879, 0.158876
us_000566360,0.014879, 0.159504
us_000521189,0.014879, 0.160438
us_000530456,0.014879, 0.160735
us_000549037,0.014879, 0.166986
us_000509084,0.014879, 0.168140
us_000478546,0.014879, 0.172214
us_000556406,0.014879, 0.172282
us_000571250,0.014879, 0.172931
us_000567461,0.014879, 0.173299
us_000583128,0.014879, 0.173307
us_000466819,0.014879, 0.174192
us_000549060,0.014879, 0.178149
us_000532447,0.014879, 0.179287
us_000478123,0.014879, 0.180502
us_000492310,0.014879, 0.198514
us_000027348,0.014879, 0.198890
us_000475767,0.014879, 0.199730
us_000565822,0.014879, 0.201227
us_000482822,0.014879, 0.202243
us_000573549,0.014879, 0.202332
us_000543026,0.014879, 0.203178
us_000495199,0.014879, 0.204734
us_000479624,0.014879, 0.205292
us_000520620,0.014879, 0.208706
us_000477631,0.014879, 0.209496
us_000556516,0.014879, 0.213428
us_000548972,0.014879, 0.214079
us_000548697,0.014879, 0.214587
us_000588757,0.014879, 0.215023
us_000525417,0.014879, 0.216123
us_000478173,0.014879, 0.217814
us_000536049,0.014879, 0.220051
us_000123506,0.014879, 0.222047
us_000566747,0.014879, 0.236022
us_000530398,0.014879, 0.240842
us_000573175,0.014879, 0.241576
us_000536614,0.014879, 0.242353
us_000525124,0.014879, 0.247623
us_000466127,0.014879, 0.251024
us_000551314,0.014879, 0.275931
us_000495831,0.014879, 0.280191
us_000565881,0.014879, 0.280777
us_000549309,0.014879, 0.284951
us_000511353,0.014879, 0.286899
us_000530403,0.014879, 0.290350
us_000476553,0.014879, 0.295307
us_000461354,0.014879, 0.303652
us_000548857,0.014879, 0.318722
us_000554324,0.014879, 0.320502
us_000536402,0.014879, 0.322130
us_000527671,0.014879, 0.329600
us_000557137,0.014879, 0.336883
us_000518072,0.014879, 0.347672
us_000578347,0.014879, 0.386074
us_000487358,0.014879, 0.398372
us_000479216,0.014879, 0.408412
us_000554975,0.014879, 0.441697
us_000487577,0.014879, 0.448814
us_000584106,0.014879, 0.454897
us_000519636,0.014879, 0.488833
us_000529409,0.014879, 0.509200
us_000467114,0.014879, 0.574665
us_000495601,0.014879, 0.751126
us_000496015,0.014879, 0.757285
us_000523291,0.014879, 0.872523
us_000475540,0.014879, 1.242249
us_000476224,0.014879, 1.842535
us_000559258,0.014879, 2.400422
pr_000650146,0.002807, 0.000000
pr_000905084,0.002807, 0.000000
pr_000178430,0.002807, 0.000000
us_000584589,0.002807, 0.000000
us_000465556,0.002807, 0.000000
us_000461037,0.002807, 0.000000
us_000465023,0.002807, 0.000000
us_000147678,0.002807, 0.000000
us_000460689,0.002807, 0.000000
us_000466939,0.002807, 0.000000
us_000464924,0.002807, 0.000000
us_000471269,0.002807, 0.000000
us_000476289,0.002807, 0.000000
us_000463797,0.002807, 0.000000
us_000474667,0.002807, 0.000000
us_000475421,0.002807, 0.000000
us_000465002,0.002807, 0.000000
us_000454827,0.002807, 0.000000
us_000582226,0.002807, 0.000001
pr_001166852,0.002807, 0.000001
pr_001135544,0.002807, 0.000001
pr_001858538,0.002807, 0.000001
pr_001694839,0.002807, 0.000003
pr_001835785,0.002807, 0.000003
pr_000174178,0.002807, 0.000004
pr_001847064,0.002807, 0.000004
pr_000495547,0.002807, 0.000004
pr_001583970,0.002807, 0.000004
us_000589104,0.002807, 0.000025
us_000582212,0.002807, 0.000025
us_000615191,0.002807, 0.000025
pr_001000636,0.002807, 0.000029
pr_000934159,0.002807, 0.000031
pr_000959051,0.002807, 0.000037
pr_000825109,0.002807, 0.000056
pr_000346896,0.002807, 0.000066
pr_001686858,0.002807, 0.000070
pr_000836997,0.002807, 0.000082
pr_000997583,0.002807, 0.000149
us_000520898,0.002807, 0.000178
pr_001410993,0.002807, 0.000193
pr_000303983,0.002807, 0.000266
pr_000178042,0.002807, 0.000266
pr_000176389,0.002807, 0.000302
us_000542330,0.002807, 0.001635
us_000513843,0.002807, 0.003704
us_000518602,0.002807, 0.356601
us_000459872,0.002807, 0.399914
us_000120917,0.002807, 0.419872
us_000121290,0.002807, 0.438152
us_000460008,0.002807, 0.440892
us_000060282,0.002807, 0.442279
us_000537492,0.002807, 0.442864
us_000471313,0.002807, 0.460618
us_000491989,0.002807, 0.462169
us_000459066,0.002807, 0.465824
us_000471319,0.002807, 0.466268
us_000116400,0.002807, 0.467339
us_000171593,0.002807, 0.468140
us_000193207,0.002807, 0.468163
us_000491573,0.002807, 0.473214
us_000161646,0.002807, 0.477023
us_000472400,0.002807, 0.480202
us_000497045,0.002807, 0.483820
us_000491571,0.002807, 0.496423
us_000447797,0.002807, 0.497857
us_000471582,0.002807, 0.500938
us_000472498,0.002807, 0.504652
us_000398503,0.002807, 0.505468
us_000481762,0.002807, 0.505778
us_000402846,0.002807, 0.512039
us_000467119,0.002807, 0.515720
us_000593654,0.002807, 0.527543
us_000518136,0.002807, 0.534408
us_000496900,0.002807, 0.538123
us_000424675,0.002807, 0.547003
us_000469654,0.002807, 0.556980
us_000470079,0.002807, 0.562474
us_000497398,0.002807, 0.575455
us_000459065,0.002807, 0.581026
us_000481698,0.002807, 0.597305
us_000497034,0.002807, 0.625131
us_000496907,0.002807, 0.627977
us_000465259,0.002807, 0.693153
us_000468962,0.002807, 1.592948
