Product ID : 2147 JPs covered : 216 : Accounting-Non-Profit, 
us_000585989,0.971872, 0.724847
us_000595998,0.971872, 0.724847
us_000594226,0.971872, 0.724847
us_000467941,0.971872, 0.724847
us_000556694,0.971872, 0.724847
us_000467715,0.971872, 0.724847
us_000535543,0.971872, 0.724847
us_000521842,0.971872, 0.724847
us_000594324,0.971872, 0.724847
us_000554294,0.971872, 0.724847
us_000334888,0.971872, 0.724847
us_000593554,0.971872, 0.724847
us_000550168,0.971872, 0.724847
us_000582616,0.971872, 0.724847
us_000580030,0.971872, 0.724847
us_000566228,0.971872, 0.724847
us_000553988,0.971872, 0.724847
us_000603737,0.971872, 0.724847
us_000615468,0.971872, 0.724847
us_000526101,0.971872, 0.724847
us_000460493,0.971872, 0.724847
us_000550170,0.971872, 0.724847
us_000508377,0.971872, 0.724847
us_000555291,0.971872, 0.724847
us_000525309,0.971872, 0.724847
us_000509879,0.971872, 0.724847
us_000486880,0.971872, 0.724847
us_000574040,0.971872, 0.724847
us_000502042,0.971872, 0.724847
us_000612783,0.971872, 0.724847
us_000468483,0.971872, 0.724847
us_000594327,0.971872, 0.724847
us_000500551,0.971872, 0.724847
us_000550169,0.971872, 0.724847
us_000487578,0.971872, 0.724847
us_000554010,0.971872, 0.724847
us_000511666,0.971872, 0.724847
us_000596542,0.971872, 0.724847
us_000564295,0.971872, 0.724847
us_000597433,0.971872, 0.724847
us_000586084,0.971872, 0.724847
us_000497130,0.971872, 0.724847
us_000490834,0.971872, 0.724847
us_000577574,0.971872, 0.724847
us_000581026,0.971872, 0.724847
us_000566405,0.971872, 0.724847
us_000581020,0.971872, 0.724847
us_000615575,0.971872, 0.724847
us_000577170,0.971872, 0.724847
us_000520903,0.971872, 0.724847
us_000586710,0.971872, 0.724847
us_000466294,0.971872, 0.724847
us_000544638,0.971872, 0.724847
us_000594320,0.971872, 0.724847
us_000479060,0.971872, 0.724847
us_000468345,0.971872, 0.724847
us_000596483,0.971872, 0.724847
us_000585016,0.971872, 0.724847
us_000591118,0.971872, 0.724847
us_000555866,0.971872, 0.724847
us_000551055,0.971872, 0.724847
us_000581533,0.971872, 0.724847
us_000603695,0.971872, 0.724847
us_000502413,0.971872, 0.724847
us_000613301,0.971872, 0.724847
us_000577375,0.971872, 0.724847
us_000556620,0.971872, 0.724847
us_000509778,0.971872, 0.724847
us_000460311,0.971872, 0.724847
us_000552589,0.971872, 0.724847
us_000602310,0.971872, 0.724847
us_000550215,0.971872, 0.724847
us_000526811,0.971872, 0.724847
us_000555690,0.971872, 0.724847
us_000560524,0.971872, 0.724847
us_000611986,0.971872, 0.724847
us_000460716,0.971872, 0.724847
us_000509868,0.971872, 0.724847
us_000551412,0.971872, 0.724847
us_000605725,0.971872, 0.724847
us_000513921,0.971872, 0.724847
us_000602183,0.971872, 0.724847
us_000558725,0.971872, 0.724847
us_000005150,0.971872, 0.724847
us_000612471,0.971872, 0.724847
us_000479835,0.971872, 0.724847
us_000591242,0.971872, 0.724847
us_000577784,0.971872, 0.724847
us_000602344,0.971872, 0.724847
us_000556556,0.971872, 0.724847
us_000468189,0.971872, 0.724847
us_000531675,0.971872, 0.724847
us_000614948,0.971872, 0.724847
us_000523316,0.971872, 0.724847
us_000521941,0.971872, 0.724847
us_000550203,0.971872, 0.724847
us_000520792,0.971872, 0.724847
us_000517146,0.971872, 0.724847
us_000531775,0.971872, 0.724847
us_000559311,0.971872, 0.724847
us_000462870,0.971872, 0.724847
us_000568859,0.971872, 0.724847
us_000593386,0.971872, 0.724847
us_000607348,0.971872, 0.724847
us_000597079,0.971872, 0.724847
us_000459741,0.971872, 0.724847
us_000502065,0.971872, 0.724847
us_000580029,0.971872, 0.724847
us_000556899,0.971872, 0.724847
us_000479042,0.971872, 0.724847
us_000468356,0.971872, 0.724847
us_000594321,0.971872, 0.724847
us_000518468,0.971872, 0.724847
us_000569672,0.971872, 0.724847
us_000492944,0.971872, 0.724847
us_000526094,0.971872, 0.724847
us_000540625,0.971872, 0.724847
us_000490595,0.971872, 0.724847
us_000476376,0.971872, 0.724847
us_000503314,0.971872, 0.724847
us_000609715,0.971872, 0.724847
us_000461324,0.971872, 0.724847
us_000501942,0.971872, 0.724847
us_000462744,0.971872, 0.724847
us_000591075,0.971872, 0.724847
us_000525760,0.971872, 0.724847
us_000486559,0.971872, 0.724847
us_000509779,0.971872, 0.724847
us_000476660,0.971872, 0.724847
us_000476460,0.971872, 0.724847
us_000537792,0.971872, 0.724847
us_000523056,0.971872, 0.724847
us_000522739,0.971872, 0.724847
us_000612384,0.971872, 0.724847
us_000583570,0.971872, 0.724847
us_000578907,0.971872, 0.724847
us_000468501,0.971872, 0.724847
us_000528097,0.971872, 0.724847
us_000596744,0.971872, 0.724847
us_000557899,0.971872, 0.724847
us_000611984,0.971872, 0.724847
us_000519978,0.971872, 0.724847
us_000554272,0.971872, 0.724847
us_000552852,0.971872, 0.724847
us_000537497,0.971872, 0.724847
us_000614950,0.971872, 0.724847
us_000605649,0.971872, 0.724847
us_000496234,0.971872, 0.724847
us_000594328,0.971872, 0.724847
us_000614220,0.971872, 0.724847
us_000594319,0.971872, 0.724847
us_000583870,0.971872, 0.724847
us_000461818,0.971872, 0.724847
us_000292932,0.971872, 0.724847
us_000586091,0.971872, 0.724847
us_000546191,0.971872, 0.724847
us_000522781,0.971872, 0.724847
us_000537235,0.971872, 0.724847
us_000459225,0.971872, 0.724847
us_000550279,0.971872, 0.724847
us_000587306,0.971872, 0.724847
us_000486621,0.971872, 0.724847
us_000527153,0.971872, 0.724847
us_000562841,0.971872, 0.724847
us_000521134,0.971872, 0.724847
us_000563289,0.971872, 0.724847
us_000546360,0.971872, 0.724847
us_000594323,0.971872, 0.724847
us_000550190,0.971872, 0.724847
us_000477795,0.971872, 0.724847
us_000579934,0.971872, 0.724847
us_000225763,0.971872, 0.724847
us_000525985,0.971872, 0.724847
us_000615444,0.971872, 0.724847
us_000501755,0.971872, 0.724847
us_000573527,0.971872, 0.724847
us_000486233,0.971872, 0.724847
us_000488605,0.971872, 0.724847
us_000525631,0.971872, 0.724847
us_000550236,0.971872, 0.724847
us_000551408,0.971872, 0.724847
us_000561691,0.971872, 0.724847
us_000478946,0.971872, 0.724847
us_000580015,0.971872, 0.724847
us_000605883,0.971872, 0.724847
us_000499104,0.971872, 0.724847
us_000531598,0.971872, 0.724847
us_000502086,0.971872, 0.724847
us_000546108,0.971872, 0.724847
us_000566181,0.971872, 0.724847
us_000527232,0.971872, 0.724847
us_000500440,0.971872, 0.724847
us_000614837,0.971872, 0.724847
us_000514780,0.971872, 0.724847
us_000605906,0.971872, 0.724847
us_000556720,0.971872, 0.724847
us_000496842,0.971872, 0.724847
us_000520037,0.971872, 0.724847
us_000518505,0.971872, 0.724847
us_000460430,0.971872, 0.724847
us_000471165,0.971872, 0.724847
us_000525996,0.971872, 0.724847
us_000558726,0.971872, 0.724847
us_000594318,0.971872, 0.724847
us_000499164,0.971872, 0.724847
us_000612781,0.971872, 0.724847
us_000527417,0.971872, 0.724847
us_000463191,0.971872, 0.724847
us_000605552,0.971872, 0.724847
us_000585765,0.971872, 0.724847
us_000614222,0.971872, 0.724847
us_000594326,0.971872, 0.724847
us_000522310,0.971872, 0.724847
us_000582343,0.971872, 0.724847
us_000508397,0.971872, 0.724847
us_000484241,0.971872, 0.724847
us_000530422,0.971872, 0.724847
us_000566408,0.971872, 0.724847
us_000486171,0.971872, 0.724847
us_000569523,0.971872, 0.724847
us_000594139,0.971872, 0.724847
us_000531677,0.971872, 0.724847
us_000531727,0.971872, 0.724847
us_000537188,0.971872, 0.724847
us_000527841,0.971872, 0.724847
us_000594222,0.971872, 0.724847
us_000563615,0.971872, 0.724847
us_000596881,0.971872, 0.724847
us_000549178,0.971872, 0.724847
us_000468466,0.971872, 0.724847
us_000469886,0.971872, 0.724847
us_000596199,0.971872, 0.724847
us_000562788,0.971872, 0.724847
us_000586086,0.971872, 0.724847
us_000464081,0.971872, 0.724847
us_000576359,0.971872, 0.724953
us_000487032,0.971872, 0.725348
us_000594420,0.971872, 0.725348
us_000596883,0.971872, 0.725385
us_000478717,0.971872, 0.725713
us_000580016,0.971872, 0.725732
us_000547828,0.971872, 0.725929
us_000565930,0.971872, 0.727158
us_000476530,0.971872, 0.727774
us_000562081,0.971872, 0.727774
us_000594702,0.971872, 0.727943
us_000534758,0.971872, 0.728192
us_000464373,0.971872, 0.728305
us_000356093,0.971872, 0.728307
us_000470193,0.971872, 0.729767
us_000500754,0.971872, 0.729857
us_000491463,0.971872, 0.731545
us_000491945,0.971872, 0.731545
us_000529566,0.971872, 0.731545
us_000491966,0.971872, 0.731545
us_000566154,0.971872, 0.731545
us_000591077,0.971872, 0.732043
us_000469382,0.971872, 0.732640
us_000466611,0.971872, 0.732700
us_000501811,0.971872, 0.732700
us_000468378,0.971872, 0.732700
us_000465101,0.971872, 0.734777
us_000460318,0.971872, 0.734836
us_000524801,0.971872, 0.734906
us_000512552,0.971872, 0.734906
us_000501039,0.971872, 0.734906
us_000588559,0.971872, 0.734906
us_000526631,0.971872, 0.734906
us_000482022,0.971872, 0.735854
us_000564351,0.971872, 0.736030
us_000479082,0.971872, 0.737567
us_000458536,0.971872, 0.737893
us_000612012,0.971872, 0.738075
us_000464660,0.971872, 0.739367
us_000466309,0.971872, 0.739367
us_000387318,0.971872, 0.739367
us_000464494,0.971872, 0.739367
us_000469392,0.971872, 0.739367
us_000466249,0.971872, 0.739367
us_000469888,0.971872, 0.739918
us_000466301,0.971872, 0.740904
us_000459479,0.971872, 0.744125
us_000471149,0.971872, 0.744287
us_000460752,0.971872, 0.746533
us_000463019,0.971872, 0.748926
us_000460337,0.971872, 0.750182
us_000461152,0.971872, 0.754412
us_000467771,0.971872, 0.754412
us_000467840,0.971872, 0.755435
us_000462617,0.971872, 0.756849
us_000446997,0.971872, 0.757750
us_000461920,0.971872, 0.757750
us_000466842,0.971872, 0.757750
us_000472709,0.971872, 0.757750
us_000466288,0.971872, 0.759956
us_000469398,0.971872, 0.759956
us_000467949,0.971872, 0.771398
us_000530215,0.971872, 0.772349
us_000458498,0.971872, 0.773153
us_000461199,0.971872, 0.773153
us_000472436,0.971872, 0.773153
us_000482057,0.971872, 0.776490
us_000351857,0.971872, 0.776490
us_000456768,0.971872, 0.785906
us_000211770,0.971872, 0.787229
us_000198344,0.971872, 0.791010
us_000460041,0.971872, 0.797050
us_000467074,0.971872, 0.797817
us_000460147,0.971872, 0.801659
us_000461173,0.971872, 0.810802
us_000461029,0.971872, 0.812104
us_000481080,0.971872, 0.814192
us_000458526,0.971872, 0.818023
us_000213185,0.971872, 0.821033
us_000300684,0.971872, 0.828505
us_000242533,0.971872, 0.831121
us_000387354,0.971872, 0.861382
us_000463121,0.971872, 0.876139
us_000463160,0.971872, 0.890658
us_000344791,0.971872, 0.938156
us_000492531,0.971872, 0.940848
us_000458917,0.971872, 1.300792
pr_000557693,0.951828, 0.000000
pr_001158210,0.951828, 0.000000
us_000486195,0.951828, 0.000000
us_000500670,0.951828, 0.000000
us_000586355,0.951828, 0.000000
pr_001873462,0.951828, 0.000000
us_000530774,0.951828, 0.000001
us_000545809,0.951828, 0.000001
us_000544548,0.951828, 0.000001
pr_001873335,0.951828, 0.000001
pr_002050689,0.951828, 0.000001
us_000460986,0.951828, 0.000009
pr_001778745,0.951828, 0.000013
pr_000005246,0.951828, 0.000027
us_000533237,0.951828, 0.000030
us_000531145,0.951828, 0.000399
us_000470655,0.951828, 0.000411
us_000539395,0.951828, 0.006789
us_000537988,0.951828, 0.025486
us_000518919,0.951828, 1.174891
us_000473949,0.795733, 0.000000
us_000511701,0.795733, 0.000000
pr_001708366,0.795733, 0.000000
us_000602590,0.795733, 0.000002
pr_000852109,0.795733, 0.000008
us_000613983,0.795733, 0.000015
us_000503757,0.795733, 0.000023
pr_000932114,0.795733, 0.000037
pr_000650065,0.795733, 0.000520
us_000531184,0.795733, 0.001476
us_000572238,0.795733, 0.002184
us_000555121,0.795733, 0.003671
pr_001998020,0.795733, 0.019829
us_000576571,0.795733, 0.508373
us_000546942,0.666874, 0.000000
pr_001612195,0.666874, 0.000002
pr_000382936,0.666874, 0.000053
pr_001147959,0.666874, 0.000076
pr_001613423,0.666874, 0.000111
pr_001611517,0.666874, 0.000111
pr_001148031,0.666874, 0.000111
pr_000628335,0.666874, 0.000122
pr_001146387,0.666874, 0.000157
pr_000384374,0.666874, 0.000162
pr_001001154,0.666874, 0.000168
pr_000990866,0.666874, 0.000171
pr_001599936,0.666874, 0.000192
pr_001623830,0.666874, 0.000193
pr_001149498,0.666874, 0.000196
pr_000914889,0.666874, 0.000207
pr_000362566,0.666874, 0.000236
pr_001673822,0.666874, 0.000250
pr_000656297,0.666874, 0.000250
pr_000375219,0.666874, 0.000264
pr_000371171,0.666874, 0.000265
pr_000518398,0.666874, 0.000346
pr_001146615,0.666874, 0.000357
pr_001156488,0.666874, 0.000378
pr_001147816,0.666874, 0.000772
pr_000370105,0.666874, 0.000774
pr_000910589,0.666874, 0.000849
pr_001068946,0.666874, 0.001744
us_000338566,0.666874, 0.354038
us_000459249,0.666874, 0.740877
us_000485528,0.666874, 0.758356
us_000057203,0.666874, 0.759889
us_000460286,0.666874, 0.776667
us_000010545,0.666874, 0.780062
us_000006135,0.666874, 0.788856
us_000023180,0.666874, 0.798432
us_000244290,0.666874, 0.839172
us_000251194,0.666874, 0.865271
us_000468437,0.666874, 0.866314
us_000017136,0.666874, 0.870509
us_000467749,0.666874, 0.877624
us_000464927,0.666874, 0.882554
us_000378951,0.666874, 0.885088
us_000013466,0.666874, 0.885302
us_000383137,0.666874, 0.935795
us_000334068,0.666874, 0.948709
us_000211533,0.666874, 0.957515
us_000479064,0.666874, 0.957515
us_000468953,0.666874, 0.969578
us_000467987,0.666874, 0.989104
us_000492669,0.666874, 1.003645
us_000263205,0.666874, 1.013305
us_000483097,0.666874, 1.014603
us_000469216,0.666874, 1.026393
us_000468577,0.666874, 1.045000
us_000488430,0.666874, 1.058891
us_000417328,0.666874, 1.061650
us_000468031,0.666874, 1.100551
us_000226708,0.666874, 1.131648
us_000468593,0.666874, 1.134178
us_000464483,0.666874, 1.140959
us_000465053,0.666874, 1.141341
us_000484207,0.666874, 1.150295
us_000224064,0.666874, 1.155048
us_000469329,0.666874, 1.189115
us_000492670,0.666874, 1.189115
us_000468809,0.666874, 1.189115
us_000466967,0.666874, 1.189820
us_000481515,0.666874, 1.198277
pr_000289426,0.358194, 0.000075
pr_000712917,0.358194, 0.000605
pr_001147138,0.358194, 0.000935
pr_000623023,0.358194, 0.001929
pr_001067291,0.358194, 0.002819
us_000512544,0.288605, 0.219782
us_000485236,0.288605, 0.220093
us_000547671,0.288605, 0.220334
us_000596335,0.288605, 0.223778
us_000508698,0.288605, 0.231240
us_000501927,0.288605, 0.231240
us_000529297,0.288605, 0.231240
us_000529444,0.288605, 0.231357
us_000536140,0.288605, 0.234507
us_000529319,0.288605, 0.235909
us_000527644,0.288605, 0.245803
us_000588791,0.288605, 0.245979
us_000460750,0.288605, 0.248486
us_000509799,0.288605, 0.251423
pr_000697843,0.288605, 0.259646
pr_000890533,0.288605, 0.261648
pr_000723671,0.288605, 0.267700
pr_001075185,0.288605, 0.267700
pr_001904844,0.288605, 0.269660
pr_000697549,0.288605, 0.269733
pr_001087448,0.288605, 0.269733
pr_001130571,0.288605, 0.269733
pr_001089217,0.288605, 0.269733
pr_000994580,0.288605, 0.269733
pr_001003299,0.288605, 0.277638
us_000512122,0.288605, 0.333869
us_000511502,0.288605, 0.391991
us_000529043,0.288605, 0.391991
us_000523305,0.288605, 0.391991
us_000512442,0.288605, 0.391991
us_000530492,0.288605, 0.391991
us_000510621,0.288605, 0.391991
us_000512988,0.288605, 0.391991
us_000528214,0.288605, 0.391991
us_000528702,0.288605, 0.391991
us_000522917,0.288605, 0.391991
us_000530433,0.288605, 0.402375
us_000512537,0.288605, 0.402375
us_000513002,0.288605, 0.402375
us_000512109,0.288605, 0.402375
us_000529254,0.288605, 0.413279
us_000512367,0.288605, 0.413279
us_000506189,0.288605, 0.421092
us_000491852,0.259417, 0.000000
pr_001016315,0.259417, 0.000000
pr_001618246,0.259417, 0.000000
pr_001612302,0.259417, 0.000000
pr_001017113,0.259417, 0.000000
pr_002084723,0.259417, 0.000000
pr_000847704,0.259417, 0.000000
pr_001037306,0.259417, 0.000000
pr_002162644,0.259417, 0.000000
pr_002215583,0.259417, 0.000000
pr_002169463,0.259417, 0.000000
pr_002194820,0.259417, 0.000000
pr_001924854,0.259417, 0.000000
pr_000944115,0.259417, 0.000000
pr_000928510,0.259417, 0.000000
pr_000605824,0.259417, 0.000000
pr_000968038,0.259417, 0.000000
pr_002220907,0.259417, 0.000000
pr_000608116,0.259417, 0.000000
pr_000989861,0.259417, 0.000000
pr_000754241,0.259417, 0.000000
pr_000814902,0.259417, 0.000000
pr_000761727,0.259417, 0.000000
pr_000823957,0.259417, 0.000000
pr_000880034,0.259417, 0.000000
pr_002180981,0.259417, 0.000000
pr_000858155,0.259417, 0.000000
pr_000747591,0.259417, 0.000000
pr_001978454,0.259417, 0.000000
pr_000790886,0.259417, 0.000000
pr_002182062,0.259417, 0.000000
pr_001012826,0.259417, 0.000000
pr_002189660,0.259417, 0.000000
pr_000749861,0.259417, 0.000000
pr_000758097,0.259417, 0.000000
pr_000960531,0.259417, 0.000000
pr_001048568,0.259417, 0.000000
pr_002060394,0.259417, 0.000000
pr_000859299,0.259417, 0.000000
pr_000789130,0.259417, 0.000000
pr_000606832,0.259417, 0.000000
pr_001816761,0.259417, 0.000000
pr_001747637,0.259417, 0.000000
pr_000758561,0.259417, 0.000000
pr_001011767,0.259417, 0.000000
pr_001679306,0.259417, 0.000000
pr_001915689,0.259417, 0.000000
pr_001715076,0.259417, 0.000000
pr_000884141,0.259417, 0.000000
pr_000814948,0.259417, 0.000000
pr_001048891,0.259417, 0.000000
pr_000768556,0.259417, 0.000000
pr_001944567,0.259417, 0.000000
pr_001937111,0.259417, 0.000000
pr_001640064,0.259417, 0.000000
pr_000810561,0.259417, 0.000000
pr_000996229,0.259417, 0.000000
pr_001396377,0.259417, 0.000000
pr_000825705,0.259417, 0.000000
pr_000752331,0.259417, 0.000000
pr_001019633,0.259417, 0.000000
pr_000782149,0.259417, 0.000000
pr_000951247,0.259417, 0.000000
pr_000994939,0.259417, 0.000000
pr_000737902,0.259417, 0.000000
pr_001038024,0.259417, 0.000000
pr_000609199,0.259417, 0.000000
pr_000970630,0.259417, 0.000000
pr_001082583,0.259417, 0.000000
pr_000978782,0.259417, 0.000000
pr_001817010,0.259417, 0.000000
pr_000789186,0.259417, 0.000000
pr_001109735,0.259417, 0.000000
pr_002108621,0.259417, 0.000000
pr_002160143,0.259417, 0.000000
pr_000974736,0.259417, 0.000000
pr_001707488,0.259417, 0.000000
pr_000651357,0.259417, 0.000000
pr_001607271,0.259417, 0.000000
pr_000768728,0.259417, 0.000000
pr_001827793,0.259417, 0.000000
pr_001815313,0.259417, 0.000000
pr_002202412,0.259417, 0.000000
pr_000964683,0.259417, 0.000000
pr_001135709,0.259417, 0.000000
pr_001919793,0.259417, 0.000000
pr_000860294,0.259417, 0.000000
pr_001078159,0.259417, 0.000000
pr_001608386,0.259417, 0.000000
pr_000668463,0.259417, 0.000000
pr_000649977,0.259417, 0.000000
pr_000649277,0.259417, 0.000000
pr_000863478,0.259417, 0.000000
pr_000757001,0.259417, 0.000000
pr_000911894,0.259417, 0.000000
pr_001150944,0.259417, 0.000000
pr_000865428,0.259417, 0.000000
pr_000752188,0.259417, 0.000000
pr_002054575,0.259417, 0.000000
pr_000943419,0.259417, 0.000000
pr_001849222,0.259417, 0.000000
pr_002182038,0.259417, 0.000000
pr_000758200,0.259417, 0.000000
pr_001592366,0.259417, 0.000000
pr_001978442,0.259417, 0.000000
pr_000920921,0.259417, 0.000000
pr_000786955,0.259417, 0.000000
pr_000816621,0.259417, 0.000000
pr_001742273,0.259417, 0.000000
pr_002058166,0.259417, 0.000000
pr_002229789,0.259417, 0.000000
pr_000918514,0.259417, 0.000000
pr_001734942,0.259417, 0.000000
pr_001031708,0.259417, 0.000000
pr_001582084,0.259417, 0.000000
pr_002113936,0.259417, 0.000000
pr_000749966,0.259417, 0.000000
pr_000757886,0.259417, 0.000000
pr_000709507,0.259417, 0.000000
pr_000648217,0.259417, 0.000000
pr_001708371,0.259417, 0.000000
pr_001937723,0.259417, 0.000000
pr_000642040,0.259417, 0.000000
pr_000607572,0.259417, 0.000000
pr_000744434,0.259417, 0.000000
pr_000662742,0.259417, 0.000000
pr_000860982,0.259417, 0.000000
pr_000860926,0.259417, 0.000000
pr_001738218,0.259417, 0.000000
pr_000758249,0.259417, 0.000000
pr_000907660,0.259417, 0.000000
pr_000876238,0.259417, 0.000000
pr_001938286,0.259417, 0.000000
pr_001098847,0.259417, 0.000000
pr_000781260,0.259417, 0.000000
pr_002142213,0.259417, 0.000000
pr_001662474,0.259417, 0.000000
pr_000953416,0.259417, 0.000000
pr_000893037,0.259417, 0.000000
pr_001961850,0.259417, 0.000000
pr_000709751,0.259417, 0.000000
pr_000752551,0.259417, 0.000000
pr_000856358,0.259417, 0.000000
pr_001011591,0.259417, 0.000000
pr_000751298,0.259417, 0.000000
pr_001746508,0.259417, 0.000000
pr_000831605,0.259417, 0.000000
pr_001871743,0.259417, 0.000000
pr_001866018,0.259417, 0.000000
pr_001953212,0.259417, 0.000000
pr_001766496,0.259417, 0.000000
pr_000955084,0.259417, 0.000000
pr_001046141,0.259417, 0.000000
pr_000860286,0.259417, 0.000000
pr_002192018,0.259417, 0.000000
pr_002137149,0.259417, 0.000000
pr_001746613,0.259417, 0.000000
pr_000877084,0.259417, 0.000000
pr_000906891,0.259417, 0.000000
pr_000610769,0.259417, 0.000000
pr_000609194,0.259417, 0.000000
pr_001109298,0.259417, 0.000000
pr_000747489,0.259417, 0.000000
pr_000959017,0.259417, 0.000000
pr_002149061,0.259417, 0.000000
pr_001818822,0.259417, 0.000000
pr_001038450,0.259417, 0.000000
pr_001092491,0.259417, 0.000000
pr_000815446,0.259417, 0.000000
pr_002136144,0.259417, 0.000000
pr_000786779,0.259417, 0.000000
pr_001076594,0.259417, 0.000000
pr_000607614,0.259417, 0.000000
pr_001982536,0.259417, 0.000000
pr_002073551,0.259417, 0.000000
pr_001009150,0.259417, 0.000000
pr_002199057,0.259417, 0.000000
pr_001026110,0.259417, 0.000000
pr_000427754,0.259417, 0.000000
pr_000413928,0.259417, 0.000001
pr_002123225,0.259417, 0.000001
pr_000607500,0.259417, 0.000001
pr_001070209,0.259417, 0.000001
pr_001951858,0.259417, 0.000001
pr_000953223,0.259417, 0.000001
pr_002229928,0.259417, 0.000001
pr_000749719,0.259417, 0.000001
pr_001949314,0.259417, 0.000001
pr_000900708,0.259417, 0.000001
pr_000610703,0.259417, 0.000001
pr_000889213,0.259417, 0.000001
pr_000770001,0.259417, 0.000001
pr_001009778,0.259417, 0.000001
pr_001937487,0.259417, 0.000001
pr_002194240,0.259417, 0.000001
pr_000745449,0.259417, 0.000001
us_000492040,0.259417, 0.000002
us_000521064,0.259417, 0.000002
pr_000912047,0.259417, 0.000003
pr_000819199,0.259417, 0.000003
pr_001926322,0.259417, 0.000003
pr_002150292,0.259417, 0.000003
pr_000999017,0.259417, 0.000003
pr_001968804,0.259417, 0.000003
pr_001032172,0.259417, 0.000003
us_000500119,0.259417, 0.000003
pr_001011442,0.259417, 0.000004
pr_001626370,0.259417, 0.000010
pr_001746903,0.259417, 0.000025
us_000467161,0.259417, 0.000075
pr_002087316,0.259417, 0.000078
pr_000785059,0.259417, 0.000118
us_000493322,0.259417, 0.000186
us_000519468,0.259417, 0.000375
pr_000419678,0.259417, 0.000388
us_000534697,0.259417, 0.002553
us_000527974,0.259417, 0.003131
us_000458695,0.259417, 0.011969
us_000586851,0.259417, 0.013561
us_000470805,0.259417, 0.398820
us_000542148,0.259417, 2.464985
pr_001879494,0.222933, 0.000000
pr_000730510,0.222933, 0.000000
pr_002126831,0.222933, 0.000000
pr_001691300,0.222933, 0.000001
pr_001087552,0.222933, 0.000001
pr_000628707,0.222933, 0.000001
pr_001394633,0.222933, 0.000001
pr_001124861,0.222933, 0.000001
pr_001905437,0.222933, 0.000001
pr_001680478,0.222933, 0.000001
pr_001394728,0.222933, 0.000001
pr_001590706,0.222933, 0.000001
pr_001093786,0.222933, 0.000001
pr_001616113,0.222933, 0.000001
pr_001678496,0.222933, 0.000001
pr_001161539,0.222933, 0.000001
pr_001096769,0.222933, 0.000001
pr_000558091,0.222933, 0.000001
pr_001394600,0.222933, 0.000001
pr_001159346,0.222933, 0.000001
pr_001163295,0.222933, 0.000001
pr_001904299,0.222933, 0.000001
pr_001949966,0.222933, 0.000001
pr_000654758,0.222933, 0.000001
pr_000561116,0.222933, 0.000001
pr_001676774,0.222933, 0.000001
pr_000560735,0.222933, 0.000001
pr_001855211,0.222933, 0.000001
pr_001126287,0.222933, 0.000001
pr_001115731,0.222933, 0.000001
pr_000569837,0.222933, 0.000342
pr_001155677,0.222933, 0.000471
us_000460654,0.222933, 0.191647
us_000460056,0.222933, 0.195860
us_000479569,0.222933, 0.218684
us_000463633,0.222933, 0.220912
us_000473890,0.222933, 0.226895
us_000503453,0.222933, 0.250948
us_000492041,0.222933, 0.263725
us_000551745,0.222933, 0.264529
us_000500384,0.222933, 0.271636
us_000386038,0.222933, 0.278972
us_000569865,0.222933, 0.280770
us_000566910,0.222933, 0.286714
us_000253881,0.222933, 0.304540
us_000570503,0.222933, 0.308389
us_000463411,0.222933, 0.309866
us_000465414,0.222933, 0.310923
us_000460723,0.222933, 0.311959
us_000490516,0.222933, 0.313342
us_000557395,0.222933, 0.314224
us_000501344,0.222933, 0.316504
us_000593532,0.222933, 0.318400
us_000576704,0.222933, 0.320465
us_000490378,0.222933, 0.321058
us_000464921,0.222933, 0.321909
us_000298120,0.222933, 0.327141
us_000522580,0.222933, 0.330647
us_000460245,0.222933, 0.332179
us_000541127,0.222933, 0.335247
us_000506326,0.222933, 0.335434
us_000538486,0.222933, 0.336274
us_000458642,0.222933, 0.336556
us_000541125,0.222933, 0.337074
us_000549587,0.222933, 0.337746
us_000501840,0.222933, 0.338721
us_000319428,0.222933, 0.339792
us_000502048,0.222933, 0.339796
us_000458813,0.222933, 0.340279
us_000350034,0.222933, 0.340279
us_000511566,0.222933, 0.340279
us_000536556,0.222933, 0.340382
us_000472442,0.222933, 0.340524
us_000472584,0.222933, 0.341297
us_000552106,0.222933, 0.343084
us_000549240,0.222933, 0.343918
us_000485064,0.222933, 0.344211
us_000563145,0.222933, 0.344879
us_000397051,0.222933, 0.346321
us_000344862,0.222933, 0.353674
us_000464750,0.222933, 0.355384
us_000472736,0.222933, 0.357077
us_000539648,0.222933, 0.357101
us_000491723,0.222933, 0.357101
us_000463368,0.222933, 0.357101
us_000458451,0.222933, 0.358237
us_000517406,0.222933, 0.358826
us_000530134,0.222933, 0.358826
us_000524832,0.222933, 0.359095
us_000534108,0.222933, 0.359444
us_000478389,0.222933, 0.362179
us_000574387,0.222933, 0.362979
us_000529784,0.222933, 0.363440
us_000468504,0.222933, 0.363440
us_000463358,0.222933, 0.363818
us_000493245,0.222933, 0.364759
us_000538410,0.222933, 0.364759
us_000496121,0.222933, 0.365804
us_000538310,0.222933, 0.366135
us_000552069,0.222933, 0.366546
us_000434636,0.222933, 0.366705
us_000496004,0.222933, 0.367568
us_000582626,0.222933, 0.367914
us_000550442,0.222933, 0.368341
us_000587339,0.222933, 0.368658
us_000269507,0.222933, 0.371340
us_000516969,0.222933, 0.371497
us_000460505,0.222933, 0.371497
us_000492959,0.222933, 0.371497
us_000529723,0.222933, 0.371863
