Product ID : 958 # of JPs covered : 1 : 69 : Class Action, 
OID,Confidence at Map Node,Error at Map Node
us_000500207,0.540751, 0.436257
us_000587355,0.540751, 0.439347
us_000530009,0.540751, 0.440724
us_000535386,0.540751, 0.442027
us_000561330,0.540751, 0.449409
us_000582457,0.540751, 0.451267
us_000568503,0.540751, 0.451371
us_000589679,0.540751, 0.456543
us_000559405,0.540751, 0.456951
us_000593704,0.540751, 0.457604
us_000463653,0.540751, 0.460306
us_000572217,0.540751, 0.462094
us_000464090,0.540751, 0.462101
us_000594295,0.540751, 0.462681
us_000494296,0.540751, 0.473825
us_000572956,0.540751, 0.484119
us_000493982,0.540751, 0.487721
us_000616604,0.540751, 0.487953
us_000487659,0.540751, 0.488287
us_000576067,0.540751, 0.489192
us_000569632,0.540751, 0.491525
us_000465167,0.540751, 0.492486
us_000584605,0.540751, 0.492877
us_000558792,0.540751, 0.493486
us_000527707,0.540751, 0.494532
us_000572937,0.540751, 0.494642
us_000489983,0.540751, 0.495083
us_000573701,0.540751, 0.495320
us_000571869,0.540751, 0.495479
us_000495034,0.540751, 0.496381
us_000474897,0.540751, 0.501891
us_000333236,0.540751, 0.501928
us_000550380,0.540751, 0.502997
us_000568762,0.540751, 0.505842
us_000567802,0.540751, 0.506423
us_000562521,0.540751, 0.507243
us_000612112,0.540751, 0.507868
us_000499406,0.540751, 0.508282
us_000541111,0.540751, 0.509753
us_000513550,0.540751, 0.510108
us_000558621,0.540751, 0.511232
us_000570207,0.540751, 0.512110
us_000562323,0.540751, 0.512747
us_000586932,0.540751, 0.512825
us_000581021,0.540751, 0.514124
us_000571216,0.540751, 0.515248
us_000505800,0.540751, 0.515363
us_000542366,0.540751, 0.515363
us_000487751,0.540751, 0.515759
us_000566500,0.540751, 0.516035
us_000572084,0.540751, 0.516035
us_000571319,0.540751, 0.516901
us_000563802,0.540751, 0.517443
us_000566534,0.540751, 0.517634
us_000566474,0.540751, 0.518838
us_000596830,0.540751, 0.520223
us_000586098,0.540751, 0.520605
us_000600983,0.540751, 0.521064
us_000604364,0.540751, 0.521555
us_000561514,0.540751, 0.522307
us_000558283,0.540751, 0.522521
us_000598632,0.540751, 0.523494
us_000562481,0.540751, 0.524057
us_000572247,0.540751, 0.524791
us_000605873,0.540751, 0.526238
us_000572947,0.540751, 0.527140
us_000555243,0.540751, 0.528075
us_000526894,0.540751, 0.528407
us_000566389,0.540751, 0.529479
us_000582185,0.540751, 0.529851
us_000547389,0.540751, 0.531066
us_000577205,0.540751, 0.531094
us_000611506,0.540751, 0.534092
us_000502336,0.540751, 0.534092
us_000323704,0.540751, 0.536341
us_000594117,0.540751, 0.536616
us_000503373,0.540751, 0.538410
us_000603233,0.540751, 0.538482
us_000499376,0.540751, 0.539708
us_000486336,0.540751, 0.540328
us_000326682,0.540751, 0.541677
us_000536823,0.540751, 0.541779
us_000572094,0.540751, 0.542085
us_000595914,0.540751, 0.543077
us_000572871,0.540751, 0.543329
us_000572955,0.540751, 0.543509
us_000587805,0.540751, 0.544025
us_000587802,0.540751, 0.544025
us_000587806,0.540751, 0.544025
us_000587810,0.540751, 0.544025
us_000589677,0.540751, 0.544752
us_000580652,0.540751, 0.544854
us_000570285,0.540751, 0.544899
us_000591874,0.540751, 0.544988
us_000596185,0.540751, 0.545261
us_000573352,0.540751, 0.545261
us_000567571,0.540751, 0.545777
us_000473900,0.540751, 0.545905
us_000572136,0.540751, 0.546500
us_000572116,0.540751, 0.546500
us_000487068,0.540751, 0.546878
us_000563969,0.540751, 0.547162
us_000523578,0.540751, 0.547308
us_000560345,0.540751, 0.547412
us_000572590,0.540751, 0.547743
us_000561673,0.540751, 0.547743
us_000582248,0.540751, 0.547743
us_000572570,0.540751, 0.547743
us_000576947,0.540751, 0.547743
us_000571535,0.540751, 0.547743
us_000587134,0.540751, 0.547743
us_000572721,0.540751, 0.547743
us_000578831,0.540751, 0.547926
us_000487033,0.540751, 0.549925
us_000601834,0.540751, 0.550695
us_000508822,0.540751, 0.553115
us_000603203,0.540751, 0.553130
us_000564759,0.540751, 0.554134
us_000540264,0.540751, 0.558101
us_000567233,0.540751, 0.558101
us_000601814,0.540751, 0.562729
us_000583022,0.540751, 0.564287
us_000541271,0.540751, 0.564555
us_000531954,0.540751, 0.564680
us_000587840,0.540751, 0.565355
us_000517367,0.540751, 0.565865
us_000613290,0.540751, 0.566001
us_000572193,0.540751, 0.566410
us_000611489,0.540751, 0.566916
us_000560231,0.540751, 0.569547
us_000524047,0.540751, 0.569863
us_000542047,0.540751, 0.570336
us_000582313,0.540751, 0.570336
us_000566473,0.540751, 0.570336
us_000540132,0.540751, 0.570336
us_000376896,0.540751, 0.570625
us_000592220,0.540751, 0.570932
us_000567554,0.540751, 0.571305
us_000505819,0.540751, 0.571759
us_000566215,0.540751, 0.571759
us_000562491,0.540751, 0.571759
us_000540597,0.540751, 0.571759
us_000521645,0.540751, 0.571759
us_000559757,0.540751, 0.572239
us_000486697,0.540751, 0.572554
us_000318642,0.540751, 0.573092
us_000116543,0.540751, 0.573619
us_000490465,0.540751, 0.573967
us_000566497,0.540751, 0.574139
us_000562698,0.540751, 0.574750
us_000506945,0.540751, 0.574750
us_000540055,0.540751, 0.574750
us_000607271,0.540751, 0.574750
us_000526919,0.540751, 0.574750
us_000511694,0.540751, 0.574750
us_000542178,0.540751, 0.574750
us_000523008,0.540751, 0.574750
us_000543142,0.540751, 0.574750
us_000540949,0.540751, 0.574750
us_000566815,0.540751, 0.574750
us_000534521,0.540751, 0.574750
us_000562578,0.540751, 0.574750
us_000525409,0.540751, 0.574750
us_000543047,0.540751, 0.574750
us_000562557,0.540751, 0.574750
us_000542676,0.540751, 0.574750
us_000567603,0.540751, 0.574750
us_000588134,0.540751, 0.574750
us_000523492,0.540751, 0.574750
us_000506527,0.540751, 0.574750
us_000543808,0.540751, 0.574750
us_000525757,0.540751, 0.574750
us_000523420,0.540751, 0.574750
us_000506947,0.540751, 0.574750
us_000542525,0.540751, 0.574750
us_000557920,0.540751, 0.574750
us_000544096,0.540751, 0.574750
us_000567170,0.540751, 0.574750
us_000563003,0.540751, 0.574750
us_000562715,0.540751, 0.574750
us_000604457,0.540751, 0.574750
us_000556217,0.540751, 0.574750
us_000567169,0.540751, 0.575180
us_000565282,0.540751, 0.575202
us_000565388,0.540751, 0.575795
us_000565542,0.540751, 0.576982
us_000502617,0.540751, 0.577382
us_000604864,0.540751, 0.577460
us_000571437,0.540751, 0.578227
us_000502831,0.540751, 0.578789
us_000526459,0.540751, 0.579055
us_000579652,0.540751, 0.579940
us_000474437,0.540751, 0.580804
us_000567061,0.540751, 0.581278
us_000523319,0.540751, 0.582136
us_000523130,0.540751, 0.583823
us_000526729,0.540751, 0.587106
us_000579788,0.540751, 0.588617
us_000524489,0.540751, 0.589617
us_000506003,0.540751, 0.593433
us_000500001,0.540751, 0.593433
us_000565540,0.540751, 0.595783
us_000572817,0.540751, 0.596389
us_000525209,0.540751, 0.599175
us_000475302,0.540751, 0.601024
us_000609902,0.540751, 0.601998
us_000560306,0.540751, 0.602654
us_000589073,0.540751, 0.605736
us_000508926,0.540751, 0.611354
us_000535330,0.540751, 0.612166
us_000526427,0.540751, 0.619927
us_000567164,0.540751, 0.621288
us_000583619,0.540751, 0.621683
us_000552307,0.540751, 0.621683
us_000539014,0.540751, 0.622792
us_000531470,0.540751, 0.631555
us_000566584,0.540751, 0.633108
us_000547418,0.540751, 0.635435
us_000494405,0.540751, 0.639380
us_000524723,0.540751, 0.640859
us_000475642,0.540751, 0.645692
us_000561491,0.540751, 0.649966
us_000567199,0.540751, 0.650442
us_000550620,0.540751, 0.660673
us_000511513,0.540751, 0.695697
us_000578321,0.540751, 0.701396
us_000551697,0.540751, 0.703444
us_000153784,0.540751, 0.708335
us_000604592,0.540751, 0.708644
us_000534878,0.540751, 0.711542
us_000583064,0.540751, 0.714883
us_000500761,0.540751, 0.731932
us_000491138,0.540751, 0.748827
us_000490075,0.540751, 0.754897
us_000340341,0.540751, 0.779469
us_000544381,0.540751, 0.790892
us_000594260,0.540751, 0.803644
us_000558091,0.540751, 0.815186
us_000034466,0.540751, 0.830172
us_000072560,0.540751, 0.898396
us_000559116,0.540751, 1.103141
us_000591370,0.540751, 1.111343
us_000467463,0.512403, 0.000000
us_000337568,0.512403, 0.000000
us_000485830,0.512403, 0.000103
us_000565944,0.512403, 0.000139
us_000551696,0.512403, 0.000273
us_000583114,0.512403, 0.000486
us_000489766,0.512403, 0.001562
us_000495758,0.512403, 0.014425
us_000590257,0.512403, 0.842289
pr_000028857,0.506569, 0.000000
us_000475735,0.506569, 0.000003
us_000528980,0.506569, 0.000003
us_000430352,0.506569, 0.000003
pr_000716417,0.506569, 0.000009
pr_001091171,0.506569, 0.000028
pr_001850133,0.506569, 0.000037
pr_002068799,0.506569, 0.000046
pr_000166615,0.506569, 0.000073
pr_000178489,0.506569, 0.000092
pr_001707467,0.506569, 0.000136
pr_000922929,0.506569, 0.000179
us_000529377,0.506569, 0.003717
us_000485812,0.506569, 0.006449
us_000591919,0.506569, 0.010295
us_000574664,0.506569, 0.381246
us_000278295,0.506569, 0.449608
us_000535855,0.506569, 0.481606
us_000583923,0.506569, 0.489542
us_000554802,0.506569, 0.493010
us_000493096,0.506569, 0.504753
us_000574661,0.506569, 0.527852
us_000467435,0.506569, 0.532808
us_000559822,0.506569, 0.533858
us_000537389,0.506569, 0.541193
us_000584238,0.506569, 0.543970
us_000513643,0.506569, 0.546288
us_000553149,0.506569, 0.552240
us_000568226,0.506569, 0.554041
us_000510377,0.506569, 0.554890
us_000569228,0.506569, 0.556065
us_000573609,0.506569, 0.556635
us_000559532,0.506569, 0.558743
us_000553609,0.506569, 0.561657
us_000536053,0.506569, 0.564736
us_000475804,0.506569, 0.569228
us_000559739,0.506569, 0.570041
us_000536024,0.506569, 0.573696
us_000537880,0.506569, 0.574443
us_000481852,0.506569, 0.576925
us_000537212,0.506569, 0.577136
us_000526362,0.506569, 0.577232
us_000533116,0.506569, 0.577302
us_000514388,0.506569, 0.577654
us_000500252,0.506569, 0.579430
us_000535539,0.506569, 0.583212
us_000491247,0.506569, 0.583827
us_000525787,0.506569, 0.585799
us_000517740,0.506569, 0.587160
us_000542228,0.506569, 0.588965
us_000514238,0.506569, 0.590858
us_000525790,0.506569, 0.592429
us_000560315,0.506569, 0.594311
us_000530088,0.506569, 0.594324
us_000488789,0.506569, 0.594424
us_000577921,0.506569, 0.595734
us_000535485,0.506569, 0.596092
us_000529420,0.506569, 0.596688
us_000526553,0.506569, 0.604684
us_000516478,0.506569, 0.605794
us_000557839,0.506569, 0.607219
us_000530633,0.506569, 0.616506
us_000528871,0.506569, 0.617653
us_000554801,0.506569, 0.619539
us_000514265,0.506569, 0.620400
us_000544160,0.506569, 0.620617
us_000490100,0.506569, 0.621278
us_000534650,0.506569, 0.621744
us_000488755,0.506569, 0.622059
us_000500421,0.506569, 0.623942
us_000517291,0.506569, 0.627318
us_000547287,0.506569, 0.630465
us_000484274,0.506569, 0.631466
us_000568438,0.506569, 0.632021
us_000526852,0.506569, 0.639205
us_000534826,0.506569, 0.639649
us_000529901,0.506569, 0.644083
us_000489580,0.506569, 0.644844
us_000547463,0.506569, 0.647255
us_000557927,0.506569, 0.647547
us_000478151,0.506569, 0.648549
us_000544286,0.506569, 0.648742
us_000514533,0.506569, 0.649436
us_000529480,0.506569, 0.650717
us_000529508,0.506569, 0.650717
us_000513648,0.506569, 0.650717
us_000490429,0.506569, 0.652522
us_000512338,0.506569, 0.653196
us_000517727,0.506569, 0.653884
us_000517664,0.506569, 0.653884
us_000517741,0.506569, 0.653884
us_000559297,0.506569, 0.653884
us_000517676,0.506569, 0.653884
us_000547438,0.506569, 0.653884
us_000529329,0.506569, 0.653884
us_000531541,0.506569, 0.653884
us_000547345,0.506569, 0.653884
us_000544122,0.506569, 0.653946
us_000558515,0.506569, 0.657348
us_000535512,0.506569, 0.657348
us_000516754,0.506569, 0.657348
us_000535238,0.506569, 0.657348
us_000559239,0.506569, 0.657348
us_000514085,0.506569, 0.657348
us_000517358,0.506569, 0.657348
us_000515705,0.506569, 0.657348
us_000517718,0.506569, 0.657348
us_000535484,0.506569, 0.657348
us_000547478,0.506569, 0.657348
us_000546948,0.506569, 0.657348
us_000545159,0.506569, 0.657348
us_000535224,0.506569, 0.657348
us_000558007,0.506569, 0.657348
us_000547460,0.506569, 0.657348
us_000535230,0.506569, 0.657348
us_000558412,0.506569, 0.657348
us_000535012,0.506569, 0.657348
us_000558445,0.506569, 0.657348
us_000535231,0.506569, 0.657348
us_000535229,0.506569, 0.657348
us_000527711,0.506569, 0.657348
us_000447580,0.506569, 0.657348
us_000533817,0.506569, 0.657348
us_000516488,0.506569, 0.657348
us_000535228,0.506569, 0.657348
us_000535520,0.506569, 0.657348
us_000546271,0.506569, 0.657348
us_000558477,0.506569, 0.657348
us_000579143,0.506569, 0.658109
us_000512371,0.506569, 0.659111
us_000558513,0.506569, 0.660103
us_000558517,0.506569, 0.660103
us_000534202,0.506569, 0.660611
us_000481592,0.506569, 0.661017
us_000491251,0.506569, 0.661341
us_000522514,0.506569, 0.662431
us_000491558,0.506569, 0.662465
us_000511410,0.506569, 0.663036
us_000584048,0.506569, 0.666639
us_000534995,0.506569, 0.674378
us_000530814,0.506569, 0.675006
us_000547466,0.506569, 0.677236
us_000537484,0.506569, 0.681898
us_000475139,0.506569, 0.687365
us_000482762,0.506569, 0.692842
us_000517726,0.506569, 0.694475
us_000530032,0.506569, 0.709488
us_000485763,0.506569, 0.711789
us_000527966,0.506569, 0.714500
us_000534375,0.506569, 0.721296
us_000483663,0.506569, 0.727466
us_000498773,0.506569, 0.740779
us_000492292,0.506569, 0.743623
us_000544967,0.506569, 0.754669
us_000503268,0.506569, 0.777629
us_000492653,0.506569, 0.822867
us_000524492,0.506569, 0.890315
us_000508818,0.506569, 1.202691
us_000482293,0.506569, 1.203953
us_000467646,0.506569, 1.214749
us_000559095,0.506569, 1.265864
us_000510491,0.506569, 1.555134
us_000467692,0.506569, 1.556613
pr_000981857,0.467700, 0.000000
pr_000856317,0.467700, 0.000000
pr_002162702,0.467700, 0.000000
pr_000778608,0.467700, 0.000000
pr_001393004,0.467700, 0.000000
pr_002226191,0.467700, 0.000000
pr_000977379,0.467700, 0.000000
pr_001018538,0.467700, 0.000000
pr_001037513,0.467700, 0.000000
pr_000761107,0.467700, 0.000000
pr_001824890,0.467700, 0.000000
pr_000726508,0.467700, 0.000000
pr_001064089,0.467700, 0.000000
pr_000761505,0.467700, 0.000000
pr_001039563,0.467700, 0.000000
pr_000705570,0.467700, 0.000000
pr_001417515,0.467700, 0.000000
pr_000810360,0.467700, 0.000000
pr_001610500,0.467700, 0.000000
pr_001066274,0.467700, 0.000000
pr_001149098,0.467700, 0.000000
pr_000849144,0.467700, 0.000000
pr_002145687,0.467700, 0.000000
pr_000970318,0.467700, 0.000000
pr_001068019,0.467700, 0.000000
pr_000772908,0.467700, 0.000000
pr_000763023,0.467700, 0.000000
pr_000751836,0.467700, 0.000000
pr_002168278,0.467700, 0.000000
pr_001045934,0.467700, 0.000000
pr_002162764,0.467700, 0.000000
pr_000836751,0.467700, 0.000000
pr_000859774,0.467700, 0.000000
pr_000860612,0.467700, 0.000000
pr_000852115,0.467700, 0.000000
pr_001951791,0.467700, 0.000000
pr_002204806,0.467700, 0.000000
pr_000976744,0.467700, 0.000000
pr_001087284,0.467700, 0.000000
pr_001906507,0.467700, 0.000000
pr_000836437,0.467700, 0.000000
pr_000738908,0.467700, 0.000000
pr_001652379,0.467700, 0.000000
pr_000732735,0.467700, 0.000000
pr_001701913,0.467700, 0.000000
pr_000668815,0.467700, 0.000000
pr_001695385,0.467700, 0.000000
pr_000924608,0.467700, 0.000000
pr_001198432,0.467700, 0.000000
pr_001601590,0.467700, 0.000000
pr_000768718,0.467700, 0.000000
pr_000337828,0.467700, 0.000000
pr_000701448,0.467700, 0.000000
pr_000932335,0.467700, 0.000000
pr_000701072,0.467700, 0.000000
pr_000158240,0.467700, 0.000000
pr_000639721,0.467700, 0.000000
pr_000021644,0.467700, 0.000000
pr_000538908,0.467700, 0.000000
pr_001700445,0.467700, 0.000000
pr_001031644,0.467700, 0.000000
pr_000640771,0.467700, 0.000000
pr_000941739,0.467700, 0.000000
pr_001074865,0.467700, 0.000000
pr_001144576,0.467700, 0.000000
pr_002135419,0.467700, 0.000000
pr_001608520,0.467700, 0.000000
pr_000164009,0.467700, 0.000000
pr_000885611,0.467700, 0.000000
pr_000743418,0.467700, 0.000000
pr_000133648,0.467700, 0.000000
pr_000571020,0.467700, 0.000000
pr_000236848,0.467700, 0.000000
pr_000768330,0.467700, 0.000000
pr_000636451,0.467700, 0.000000
pr_000532015,0.467700, 0.000000
pr_000172486,0.467700, 0.000000
pr_001059674,0.467700, 0.000000
pr_000838044,0.467700, 0.000000
pr_000158416,0.467700, 0.000000
pr_000836624,0.467700, 0.000000
pr_000640371,0.467700, 0.000000
pr_000324253,0.467700, 0.000000
pr_001704387,0.467700, 0.000000
pr_002158697,0.467700, 0.000000
pr_000731270,0.467700, 0.000000
pr_001074841,0.467700, 0.000000
pr_000642743,0.467700, 0.000000
pr_000577146,0.467700, 0.000000
pr_000304918,0.467700, 0.000000
pr_000626260,0.467700, 0.000000
pr_000824649,0.467700, 0.000000
pr_000753846,0.467700, 0.000000
pr_001092412,0.467700, 0.000000
pr_000719672,0.467700, 0.000000
pr_000848405,0.467700, 0.000000
pr_000565962,0.467700, 0.000000
pr_000947745,0.467700, 0.000000
pr_000638411,0.467700, 0.000000
pr_000858716,0.467700, 0.000000
pr_000084605,0.467700, 0.000000
pr_001109086,0.467700, 0.000000
pr_000931302,0.467700, 0.000000
pr_000763317,0.467700, 0.000000
pr_000931763,0.467700, 0.000000
pr_000875274,0.467700, 0.000000
pr_001581167,0.467700, 0.000000
pr_000937178,0.467700, 0.000000
pr_001085724,0.467700, 0.000000
pr_001157587,0.467700, 0.000000
pr_001160065,0.467700, 0.000000
pr_001084226,0.467700, 0.000000
pr_001198441,0.467700, 0.000000
pr_000904407,0.467700, 0.000000
pr_001396203,0.467700, 0.000000
pr_001601757,0.467700, 0.000000
pr_000931288,0.467700, 0.000000
pr_001163750,0.467700, 0.000000
pr_001017906,0.467700, 0.000000
pr_001081030,0.467700, 0.000000
pr_000324808,0.467700, 0.000000
pr_001711310,0.467700, 0.000000
pr_000872583,0.467700, 0.000000
pr_001039117,0.467700, 0.000000
pr_001029144,0.467700, 0.000000
pr_000830192,0.467700, 0.000000
pr_001638629,0.467700, 0.000000
pr_000012363,0.467700, 0.000000
pr_000575039,0.467700, 0.000000
pr_000812575,0.467700, 0.000000
pr_000917905,0.467700, 0.000000
pr_000879580,0.467700, 0.000000
pr_000831414,0.467700, 0.000000
pr_001601796,0.467700, 0.000000
pr_000855052,0.467700, 0.000000
pr_001410277,0.467700, 0.000000
pr_000852977,0.467700, 0.000000
pr_000914561,0.467700, 0.000000
pr_001020142,0.467700, 0.000000
pr_001700165,0.467700, 0.000000
pr_000869815,0.467700, 0.000000
pr_000592116,0.467700, 0.000000
pr_000853656,0.467700, 0.000000
pr_000595297,0.467700, 0.000000
pr_000235445,0.467700, 0.000000
pr_000917042,0.467700, 0.000000
pr_001081102,0.467700, 0.000000
pr_001702700,0.467700, 0.000000
pr_000941828,0.467700, 0.000000
pr_000594303,0.467700, 0.000000
pr_000871578,0.467700, 0.000000
pr_000591180,0.467700, 0.000000
pr_000162837,0.467700, 0.000000
pr_001122767,0.467700, 0.000000
pr_000984136,0.467700, 0.000000
pr_000705714,0.467700, 0.000000
pr_000703686,0.467700, 0.000000
pr_000213409,0.467700, 0.000000
pr_000998580,0.467700, 0.000000
pr_001116642,0.467700, 0.000000
pr_001083955,0.467700, 0.000000
pr_001825343,0.467700, 0.000000
pr_000917971,0.467700, 0.000000
pr_000729618,0.467700, 0.000000
pr_000172037,0.467700, 0.000000
pr_002061970,0.467700, 0.000000
pr_000632695,0.467700, 0.000000
pr_000884002,0.467700, 0.000000
pr_000887646,0.467700, 0.000000
pr_000831466,0.467700, 0.000000
pr_001623625,0.467700, 0.000000
pr_001017796,0.467700, 0.000000
pr_001030901,0.467700, 0.000000
pr_001647266,0.467700, 0.000000
pr_000938637,0.467700, 0.000000
pr_000648648,0.467700, 0.000000
pr_000176549,0.467700, 0.000000
pr_000815227,0.467700, 0.000000
pr_000937708,0.467700, 0.000000
pr_000965269,0.467700, 0.000000
pr_000957582,0.467700, 0.000000
pr_000918857,0.467700, 0.000000
pr_000913997,0.467700, 0.000000
pr_000198423,0.467700, 0.000000
pr_001816367,0.467700, 0.000000
pr_000534797,0.467700, 0.000000
pr_001038500,0.467700, 0.000000
pr_000919020,0.467700, 0.000000
pr_000767202,0.467700, 0.000000
pr_000703373,0.467700, 0.000000
pr_000290620,0.467700, 0.000000
pr_000640639,0.467700, 0.000000
pr_000942747,0.467700, 0.000000
pr_001631298,0.467700, 0.000000
pr_000547076,0.467700, 0.000000
pr_001390128,0.467700, 0.000000
pr_001653220,0.467700, 0.000000
pr_000563350,0.467700, 0.000000
pr_000526837,0.467700, 0.000000
pr_001015112,0.467700, 0.000000
pr_000965113,0.467700, 0.000000
pr_000890537,0.467700, 0.000000
pr_001047128,0.467700, 0.000000
pr_000912872,0.467700, 0.000000
pr_000172754,0.467700, 0.000000
pr_000906249,0.467700, 0.000000
pr_001063611,0.467700, 0.000000
pr_000907713,0.467700, 0.000000
pr_000859300,0.467700, 0.000000
pr_000918553,0.467700, 0.000000
pr_001132036,0.467700, 0.000000
pr_000223960,0.467700, 0.000000
pr_001688072,0.467700, 0.000000
pr_001062833,0.467700, 0.000000
pr_000329158,0.467700, 0.000000
pr_000981562,0.467700, 0.000000
pr_000875204,0.467700, 0.000000
pr_000693787,0.467700, 0.000000
pr_001152120,0.467700, 0.000000
pr_001151378,0.467700, 0.000000
pr_001690360,0.467700, 0.000000
pr_001077344,0.467700, 0.000000
pr_000964935,0.467700, 0.000000
pr_001112518,0.467700, 0.000000
pr_001065282,0.467700, 0.000000
pr_001913901,0.467700, 0.000000
pr_000711347,0.467700, 0.000000
pr_001596878,0.467700, 0.000000
pr_001899427,0.467700, 0.000000
pr_000964419,0.467700, 0.000000
pr_001825310,0.467700, 0.000000
pr_001416518,0.467700, 0.000000
pr_000640476,0.467700, 0.000000
pr_001604307,0.467700, 0.000000
pr_000737079,0.467700, 0.000000
pr_000333009,0.467700, 0.000000
pr_001416509,0.467700, 0.000000
pr_000721798,0.467700, 0.000000
pr_000589456,0.467700, 0.000000
pr_000191391,0.467700, 0.000000
pr_000325816,0.467700, 0.000000
pr_000694777,0.467700, 0.000000
pr_001619705,0.467700, 0.000000
pr_001120963,0.467700, 0.000000
pr_000888297,0.467700, 0.000000
pr_000984488,0.467700, 0.000000
pr_001122734,0.467700, 0.000000
pr_000902005,0.467700, 0.000000
pr_001654933,0.467700, 0.000000
pr_001168318,0.467700, 0.000000
pr_001004700,0.467700, 0.000000
pr_000695543,0.467700, 0.000000
pr_001697262,0.467700, 0.000000
pr_001071697,0.467700, 0.000000
pr_001027647,0.467700, 0.000000
pr_001069065,0.467700, 0.000000
pr_001115209,0.467700, 0.000000
pr_001142556,0.467700, 0.000000
pr_000642259,0.467700, 0.000000
pr_000845742,0.467700, 0.000000
pr_001815221,0.467700, 0.000000
pr_001121482,0.467700, 0.000000
pr_000914601,0.467700, 0.000000
pr_001111722,0.467700, 0.000000
pr_000749180,0.467700, 0.000000
pr_000708857,0.467700, 0.000000
pr_001697256,0.467700, 0.000000
pr_000973464,0.467700, 0.000000
pr_000915509,0.467700, 0.000000
pr_001601616,0.467700, 0.000000
pr_000488840,0.467700, 0.000000
pr_000880210,0.467700, 0.000000
pr_001820731,0.467700, 0.000000
pr_001062812,0.467700, 0.000000
pr_000899759,0.467700, 0.000000
pr_000590076,0.467700, 0.000000
pr_000568376,0.467700, 0.000000
pr_001870929,0.467700, 0.000000
pr_001605454,0.467700, 0.000000
pr_001596896,0.467700, 0.000000
pr_001019584,0.467700, 0.000000
pr_001901168,0.467700, 0.000000
pr_000947217,0.467700, 0.000000
pr_000186658,0.467700, 0.000000
pr_001616028,0.467700, 0.000000
pr_001119290,0.467700, 0.000000
pr_001030880,0.467700, 0.000000
pr_001690302,0.467700, 0.000000
pr_000722079,0.467700, 0.000000
pr_000343452,0.467700, 0.000000
pr_001630124,0.467700, 0.000000
pr_000206046,0.467700, 0.000000
pr_000917666,0.467700, 0.000000
pr_000699745,0.467700, 0.000000
pr_000858914,0.467700, 0.000000
pr_000749090,0.467700, 0.000000
pr_000232813,0.467700, 0.000000
pr_000757699,0.467700, 0.000000
pr_000974412,0.467700, 0.000000
pr_000023671,0.467700, 0.000000
pr_000819183,0.467700, 0.000000
pr_001699919,0.467700, 0.000000
pr_000850751,0.467700, 0.000000
pr_000771792,0.467700, 0.000000
pr_001827422,0.467700, 0.000000
pr_000977200,0.467700, 0.000000
pr_001015589,0.467700, 0.000000
pr_000745280,0.467700, 0.000000
pr_000918746,0.467700, 0.000000
pr_001817182,0.467700, 0.000000
pr_001006717,0.467700, 0.000000
pr_001699199,0.467700, 0.000000
pr_000753651,0.467700, 0.000000
pr_001601868,0.467700, 0.000000
pr_000770905,0.467700, 0.000000
pr_001702187,0.467700, 0.000000
pr_000914434,0.467700, 0.000000
pr_001019631,0.467700, 0.000000
pr_000219001,0.467700, 0.000000
pr_000705162,0.467700, 0.000000
pr_000501929,0.467700, 0.000000
pr_000584735,0.467700, 0.000000
pr_001078132,0.467700, 0.000000
pr_000161784,0.467700, 0.000000
pr_000824595,0.467700, 0.000000
pr_000321425,0.467700, 0.000000
pr_001017056,0.467700, 0.000000
pr_001617467,0.467700, 0.000000
pr_000930688,0.467700, 0.000000
pr_000564669,0.467700, 0.000000
pr_000584759,0.467700, 0.000000
pr_000766265,0.467700, 0.000000
pr_000973579,0.467700, 0.000000
pr_001004798,0.467700, 0.000000
pr_001637995,0.467700, 0.000000
pr_001396191,0.467700, 0.000000
pr_001074419,0.467700, 0.000000
pr_001088134,0.467700, 0.000000
pr_001416155,0.467700, 0.000000
pr_001699184,0.467700, 0.000000
pr_001821128,0.467700, 0.000000
pr_000772504,0.467700, 0.000000
pr_001132308,0.467700, 0.000000
pr_000582342,0.467700, 0.000000
pr_000963591,0.467700, 0.000000
pr_000873250,0.467700, 0.000000
pr_001702245,0.467700, 0.000000
pr_000830743,0.467700, 0.000000
pr_001003738,0.467700, 0.000000
pr_000975534,0.467700, 0.000000
pr_001901324,0.467700, 0.000000
pr_001065724,0.467700, 0.000000
pr_001672367,0.467700, 0.000000
pr_000734430,0.467700, 0.000000
pr_000696334,0.467700, 0.000000
pr_001009726,0.467700, 0.000000
pr_000179191,0.467700, 0.000000
pr_000237935,0.467700, 0.000000
pr_000587953,0.467700, 0.000000
pr_001720577,0.467700, 0.000000
pr_000596196,0.467700, 0.000000
pr_000227971,0.467700, 0.000000
pr_001009782,0.467700, 0.000000
pr_000754229,0.467700, 0.000000
pr_000914501,0.467700, 0.000000
pr_000191908,0.467700, 0.000000
pr_000667610,0.467700, 0.000000
pr_000813892,0.467700, 0.000000
pr_000741188,0.467700, 0.000000
pr_000995080,0.467700, 0.000000
pr_000190855,0.467700, 0.000000
pr_000550727,0.467700, 0.000000
pr_001166634,0.467700, 0.000000
pr_001065354,0.467700, 0.000000
pr_000595445,0.467700, 0.000000
pr_000566671,0.467700, 0.000000
pr_000755620,0.467700, 0.000000
pr_000950234,0.467700, 0.000000
pr_001145258,0.467700, 0.000000
pr_001709355,0.467700, 0.000000
pr_001653213,0.467700, 0.000000
pr_000661076,0.467700, 0.000000
pr_000925460,0.467700, 0.000000
