Product ID : 911 # of JPs covered : 1 : 198 : Corporate Finance, 
OID,Confidence at Map Node,Error at Map Node
us_000465107,0.555875, 0.000000
us_000478918,0.555875, 0.000000
us_000460028,0.555875, 0.000000
us_000460155,0.555875, 0.000000
us_000479864,0.555875, 0.000000
us_000472508,0.555875, 0.000000
us_000613188,0.555875, 0.000001
us_000467328,0.555875, 0.000001
us_000469270,0.555875, 0.000002
us_000616768,0.555875, 0.000002
us_000593253,0.555875, 0.000002
us_000599268,0.555875, 0.000003
us_000462815,0.555875, 0.000004
us_000600990,0.555875, 0.000004
us_000460461,0.555875, 0.000006
pr_000486261,0.555875, 0.000014
pr_000620787,0.555875, 0.000022
us_000530659,0.555875, 0.000030
us_000573850,0.555875, 0.000063
us_000461304,0.555875, 0.000088
pr_000904856,0.555875, 0.000102
pr_000101704,0.555875, 0.000179
us_000556827,0.555875, 0.000208
us_000554934,0.555875, 0.000518
pr_000097396,0.555875, 0.000537
us_000529131,0.555875, 0.003941
us_000584861,0.555875, 0.009091
us_000474753,0.555875, 0.015730
us_000540395,0.555875, 0.642360
us_000583922,0.555875, 0.668397
us_000475640,0.555875, 0.717881
us_000001563,0.555875, 0.745938
us_000198696,0.555875, 0.893182
us_000573438,0.555875, 1.538513
us_000553041,0.534008, 0.000000
us_000552308,0.534008, 0.000000
pr_001644419,0.534008, 0.000000
us_000567686,0.534008, 0.000000
us_000534668,0.534008, 0.000000
us_000567680,0.534008, 0.000000
us_000571706,0.534008, 0.000000
us_000553099,0.534008, 0.000000
us_000552105,0.534008, 0.000000
us_000552103,0.534008, 0.000000
us_000534696,0.534008, 0.000000
us_000503598,0.534008, 0.000000
us_000498930,0.534008, 0.000000
us_000523009,0.534008, 0.000000
us_000528890,0.534008, 0.000000
us_000504446,0.534008, 0.000000
us_000555385,0.534008, 0.000000
us_000489506,0.534008, 0.000000
us_000498541,0.534008, 0.000000
us_000498444,0.534008, 0.000000
pr_000594926,0.534008, 0.000002
pr_000888948,0.534008, 0.000002
pr_001071050,0.534008, 0.000003
pr_000837717,0.534008, 0.000004
pr_001070843,0.534008, 0.000007
pr_001111011,0.534008, 0.000010
pr_001816886,0.534008, 0.000010
pr_000945480,0.534008, 0.000017
pr_000737528,0.534008, 0.000019
pr_001671998,0.534008, 0.000020
pr_000563130,0.534008, 0.000028
pr_001705915,0.534008, 0.000039
us_000606569,0.534008, 0.000044
us_000599477,0.534008, 0.000112
us_000460541,0.534008, 0.000675
us_000478077,0.534008, 0.000705
us_000536994,0.534008, 0.000879
us_000542906,0.534008, 0.000909
us_000503156,0.534008, 0.001068
us_000475086,0.534008, 0.001075
us_000514786,0.534008, 0.001088
us_000496794,0.534008, 0.001132
us_000594844,0.534008, 0.001325
us_000550677,0.534008, 0.001611
us_000498933,0.534008, 0.001893
us_000478617,0.534008, 0.001925
us_000577298,0.534008, 0.002137
us_000497079,0.534008, 0.002565
us_000516751,0.534008, 0.002677
us_000478183,0.534008, 0.003127
us_000542089,0.534008, 0.003305
us_000501803,0.534008, 0.003769
us_000614369,0.534008, 0.004512
us_000505246,0.534008, 0.006259
us_000499614,0.534008, 0.007320
us_000542579,0.534008, 0.009862
us_000483650,0.534008, 0.010035
us_000477095,0.534008, 0.010301
us_000566346,0.534008, 0.010845
us_000562589,0.534008, 0.015323
us_000475890,0.534008, 0.015475
us_000565017,0.534008, 0.017221
us_000582549,0.534008, 0.018585
us_000546377,0.534008, 0.021337
us_000575308,0.534008, 0.026354
us_000469801,0.534008, 0.030733
us_000538390,0.534008, 0.031518
us_000463636,0.534008, 0.034271
us_000587536,0.534008, 0.065471
us_000314503,0.534008, 0.127623
us_000529455,0.534008, 6.773587
us_000587547,0.534008, 8.514680
us_000534572,0.484916, 0.000000
us_000516149,0.484916, 0.000000
us_000539508,0.484916, 0.000000
us_000508884,0.484916, 0.000000
us_000492450,0.484916, 0.000000
us_000493872,0.484916, 0.000000
pr_002080674,0.484916, 0.000000
pr_001662580,0.484916, 0.000000
pr_001924575,0.484916, 0.000000
pr_001027650,0.484916, 0.000000
us_000478923,0.484916, 0.000000
us_000560731,0.484916, 0.000000
us_000528723,0.484916, 0.000000
us_000495469,0.484916, 0.000000
us_000535804,0.484916, 0.000000
us_000546890,0.484916, 0.000001
pr_001076612,0.484916, 0.000001
pr_000162877,0.484916, 0.000001
pr_000946800,0.484916, 0.000001
pr_000584044,0.484916, 0.000001
pr_000701602,0.484916, 0.000016
pr_001752271,0.484916, 0.000026
pr_000850946,0.484916, 0.000033
pr_001775012,0.484916, 0.000052
pr_000880109,0.484916, 0.000064
pr_001047926,0.484916, 0.000081
pr_000835333,0.484916, 0.000088
us_000498495,0.484916, 0.000262
pr_000975720,0.484916, 0.000269
us_000544112,0.484916, 0.000309
us_000453116,0.484916, 0.000842
us_000475064,0.484916, 0.000968
us_000487678,0.484916, 0.001397
us_000514940,0.484916, 0.001467
pr_000401350,0.484916, 0.001512
us_000460252,0.484916, 0.003781
us_000482306,0.484916, 0.004822
pr_001399156,0.484916, 0.005275
us_000494655,0.484916, 0.007612
us_000521885,0.484916, 0.009760
us_000335496,0.484916, 0.010994
us_000509438,0.484916, 0.018867
us_000386049,0.484916, 0.021989
us_000183256,0.484916, 0.062180
us_000561529,0.466897, 0.000000
us_000589907,0.466897, 0.000000
us_000516688,0.466897, 0.000000
pr_000510114,0.466897, 0.000000
us_000543926,0.466897, 0.000001
us_000489204,0.466897, 0.000009
pr_000842586,0.466897, 0.000020
us_000552794,0.466897, 0.017778
us_000595198,0.466897, 0.146786
us_000554810,0.466897, 0.290910
us_000524020,0.466897, 0.359458
us_000536258,0.466897, 0.378351
us_000571805,0.466897, 0.380871
us_000574582,0.466897, 0.405637
us_000506919,0.466897, 0.535742
us_000567604,0.466897, 0.543890
us_000536267,0.466897, 0.570374
us_000524049,0.466897, 0.635687
us_000177678,0.466897, 0.966798
us_000507046,0.466897, 1.156844
us_000550912,0.466897, 1.466130
pr_002035758,0.344979, 0.000000
pr_001997855,0.344979, 0.000000
pr_001144166,0.344979, 0.000000
pr_001127002,0.344979, 0.000000
pr_002004556,0.344979, 0.000001
pr_001803621,0.344979, 0.000001
pr_001792295,0.344979, 0.000004
us_000541672,0.344979, 0.000006
us_000581270,0.344979, 0.000006
pr_000118758,0.344979, 0.000006
us_000606070,0.344979, 0.000022
us_000605909,0.344979, 0.000027
pr_000824899,0.344979, 0.000030
pr_002002497,0.344979, 0.000041
us_000493656,0.344979, 0.000129
pr_000862165,0.344979, 0.000164
pr_000518684,0.344979, 0.000256
pr_001008126,0.344979, 0.000276
pr_000731630,0.344979, 0.000279
pr_000396013,0.344979, 0.000346
pr_000628777,0.344979, 0.000355
pr_001044402,0.344979, 0.000355
pr_001147826,0.344979, 0.000505
pr_001776167,0.344979, 0.000573
pr_001855400,0.344979, 0.000573
pr_001059419,0.344979, 0.000780
pr_001151355,0.344979, 0.000813
pr_001151314,0.344979, 0.001315
us_000543413,0.344979, 0.009951
us_000263453,0.344979, 0.030412
us_000609442,0.344979, 0.044978
us_000512698,0.326138, 0.000000
us_000522941,0.326138, 0.000000
us_000512316,0.326138, 0.000000
us_000513252,0.326138, 0.000000
us_000571953,0.326138, 0.000000
us_000594573,0.326138, 0.000000
us_000532443,0.326138, 0.000000
us_000520982,0.326138, 0.000000
pr_001899361,0.326138, 0.000001
pr_001907189,0.326138, 0.000001
pr_000396952,0.326138, 0.000001
us_000540020,0.326138, 0.000002
us_000463513,0.326138, 0.000003
us_000527444,0.326138, 0.000003
pr_000173069,0.326138, 0.000006
us_000581659,0.326138, 0.000011
us_000521772,0.326138, 0.000021
us_000507143,0.326138, 0.000021
pr_001899606,0.326138, 0.000037
us_000535516,0.326138, 0.000038
pr_001056280,0.326138, 0.000039
pr_000843290,0.326138, 0.000043
us_000523968,0.326138, 0.000046
us_000503166,0.326138, 0.000049
pr_001795552,0.326138, 0.000051
us_000540203,0.326138, 0.000056
us_000539967,0.326138, 0.000056
us_000528914,0.326138, 0.000056
us_000564390,0.326138, 0.000056
us_000543918,0.326138, 0.000056
pr_000845328,0.326138, 0.000072
pr_000992470,0.326138, 0.000072
pr_000638202,0.326138, 0.000072
pr_000901473,0.326138, 0.000072
pr_000996895,0.326138, 0.000072
pr_000836092,0.326138, 0.000072
pr_000817973,0.326138, 0.000072
pr_000519322,0.326138, 0.000072
pr_000393702,0.326138, 0.000072
pr_000287459,0.326138, 0.000072
pr_000567769,0.326138, 0.000078
pr_000911151,0.326138, 0.000085
pr_000393930,0.326138, 0.000085
pr_000840735,0.326138, 0.000085
pr_000827660,0.326138, 0.000085
us_000503763,0.326138, 0.000086
us_000521706,0.326138, 0.000087
us_000496640,0.326138, 0.000089
pr_000569416,0.326138, 0.000110
pr_001036151,0.326138, 0.000110
pr_001147420,0.326138, 0.000110
pr_000362588,0.326138, 0.000114
pr_000405340,0.326138, 0.000122
pr_000818443,0.326138, 0.000123
pr_001156502,0.326138, 0.000123
pr_000559292,0.326138, 0.000123
pr_000643799,0.326138, 0.000126
pr_001151497,0.326138, 0.000126
pr_001679789,0.326138, 0.000157
pr_000368754,0.326138, 0.000170
pr_000643991,0.326138, 0.000195
pr_001148828,0.326138, 0.000196
pr_000644574,0.326138, 0.000201
pr_000363584,0.326138, 0.000208
pr_001149493,0.326138, 0.000211
pr_001146425,0.326138, 0.000217
pr_001025301,0.326138, 0.000242
pr_001148106,0.326138, 0.000258
pr_000816748,0.326138, 0.000277
pr_000383305,0.326138, 0.000298
pr_000089278,0.326138, 0.000325
pr_000394013,0.326138, 0.000327
pr_001148630,0.326138, 0.000365
pr_000816964,0.326138, 0.000378
pr_000376493,0.326138, 0.000380
pr_001739915,0.326138, 0.000402
pr_000393620,0.326138, 0.000412
pr_000781835,0.326138, 0.000416
pr_000821965,0.326138, 0.000424
pr_000872531,0.326138, 0.000424
pr_001149669,0.326138, 0.000435
pr_001089542,0.326138, 0.000449
pr_000750931,0.326138, 0.000449
pr_000961891,0.326138, 0.000449
pr_000823781,0.326138, 0.000449
pr_000655596,0.326138, 0.000449
pr_001127848,0.326138, 0.000449
pr_001410297,0.326138, 0.000449
pr_000841315,0.326138, 0.000450
pr_000622291,0.326138, 0.000466
pr_001673589,0.326138, 0.000472
pr_001146818,0.326138, 0.000515
pr_002071238,0.326138, 0.000522
pr_000395368,0.326138, 0.000615
pr_000512838,0.326138, 0.000619
pr_000888672,0.326138, 0.000660
pr_000394395,0.326138, 0.000669
pr_000911143,0.326138, 0.000801
pr_000932121,0.326138, 0.000999
us_000493042,0.326138, 0.001067
pr_000396566,0.326138, 0.001300
pr_000347959,0.326138, 0.001351
us_000465967,0.326138, 0.001658
pr_001064873,0.326138, 0.001942
pr_001412940,0.326138, 0.003275
us_000520396,0.326138, 0.003548
us_000520377,0.326138, 0.006454
us_000591568,0.326138, 0.024226
us_000593371,0.326138, 0.175503
us_000597179,0.326138, 3.753362
us_000596935,0.326138, 3.763901
pr_000641720,0.316971, 0.000001
pr_000527234,0.316971, 0.000003
pr_000856409,0.316971, 0.000003
pr_000969386,0.316971, 0.000003
pr_001131757,0.316971, 0.000003
pr_001401091,0.316971, 0.000003
pr_001040952,0.316971, 0.000003
pr_000790732,0.316971, 0.000003
pr_000762575,0.316971, 0.000003
pr_000825229,0.316971, 0.000003
pr_001928531,0.316971, 0.000003
pr_000988917,0.316971, 0.000003
pr_001121899,0.316971, 0.000003
pr_001731867,0.316971, 0.000006
pr_001844658,0.316971, 0.000116
us_000546674,0.316971, 0.000224
us_000591015,0.316971, 0.000359
us_000546789,0.316971, 0.002396
pr_000976254,0.313459, 0.010452
pr_000752059,0.313459, 0.011377
us_000595238,0.313459, 0.153086
pr_000777289,0.268684, 0.000090
us_000536014,0.268684, 0.002322
us_000509201,0.268684, 0.002322
us_000510781,0.268684, 0.002322
us_000509618,0.268684, 0.002322
us_000484899,0.268684, 0.058286
us_000502329,0.268684, 2.886946
us_000510176,0.251601, 0.000000
us_000534518,0.251601, 0.000000
pr_000392387,0.251601, 0.000000
pr_000866301,0.251601, 0.000000
pr_000892033,0.251601, 0.000000
pr_000631045,0.251601, 0.000000
pr_000521651,0.251601, 0.000000
pr_001007891,0.251601, 0.000000
pr_000370888,0.251601, 0.000000
pr_001725143,0.251601, 0.000000
pr_000716561,0.251601, 0.000000
pr_001001208,0.251601, 0.000000
pr_001084880,0.251601, 0.000000
pr_001042571,0.251601, 0.000000
pr_001009301,0.251601, 0.000000
pr_000516574,0.251601, 0.000000
pr_000525247,0.251601, 0.000000
pr_000821939,0.251601, 0.000000
pr_000569273,0.251601, 0.000000
pr_001042350,0.251601, 0.000000
pr_001008742,0.251601, 0.000000
pr_000369463,0.251601, 0.000000
pr_000643863,0.251601, 0.000000
pr_001010579,0.251601, 0.000000
pr_000932175,0.251601, 0.000000
pr_000633442,0.251601, 0.000000
pr_000543443,0.251601, 0.000000
pr_000712940,0.251601, 0.000000
pr_001001264,0.251601, 0.000000
pr_000994505,0.251601, 0.000000
pr_001063260,0.251601, 0.000000
pr_000897118,0.251601, 0.000000
pr_000974635,0.251601, 0.000000
pr_000980144,0.251601, 0.000000
pr_000722461,0.251601, 0.000000
pr_000524018,0.251601, 0.000000
pr_000821554,0.251601, 0.000000
pr_000715644,0.251601, 0.000000
pr_000515829,0.251601, 0.000000
pr_001043709,0.251601, 0.000000
pr_000823842,0.251601, 0.000000
pr_000661833,0.251601, 0.000000
pr_000944443,0.251601, 0.000000
pr_000986960,0.251601, 0.000000
pr_001001362,0.251601, 0.000000
pr_000432496,0.251601, 0.000000
pr_001089132,0.251601, 0.000000
pr_000513530,0.251601, 0.000000
pr_000372459,0.251601, 0.000000
pr_000838117,0.251601, 0.000000
pr_000626826,0.251601, 0.000000
pr_000988521,0.251601, 0.000000
pr_000643603,0.251601, 0.000000
pr_000525872,0.251601, 0.000000
pr_001003158,0.251601, 0.000000
pr_001032917,0.251601, 0.000000
pr_000646446,0.251601, 0.000000
pr_000393396,0.251601, 0.000000
pr_000708399,0.251601, 0.000000
pr_000525643,0.251601, 0.000000
pr_000991776,0.251601, 0.000000
pr_000643892,0.251601, 0.000000
pr_000669306,0.251601, 0.000000
pr_000923217,0.251601, 0.000000
pr_000713073,0.251601, 0.000000
pr_000718980,0.251601, 0.000000
pr_001082989,0.251601, 0.000000
pr_000713968,0.251601, 0.000000
pr_001044979,0.251601, 0.000000
pr_000525034,0.251601, 0.000000
pr_001043864,0.251601, 0.000000
pr_001008378,0.251601, 0.000000
pr_000868255,0.251601, 0.000000
pr_000517795,0.251601, 0.000000
pr_000372021,0.251601, 0.000000
pr_000720851,0.251601, 0.000000
pr_001041547,0.251601, 0.000000
pr_000862623,0.251601, 0.000000
pr_000883302,0.251601, 0.000000
pr_000517637,0.251601, 0.000000
pr_000725232,0.251601, 0.000000
pr_000716530,0.251601, 0.000000
pr_001004296,0.251601, 0.000000
pr_000720085,0.251601, 0.000000
pr_000523869,0.251601, 0.000000
pr_001045344,0.251601, 0.000000
pr_000521515,0.251601, 0.000000
pr_000293473,0.251601, 0.000000
pr_001960351,0.251601, 0.000000
pr_002051026,0.251601, 0.000000
pr_001908024,0.251601, 0.000000
us_000492544,0.251601, 0.000000
us_000482611,0.251601, 0.000000
pr_001742265,0.251601, 0.000000
pr_000853279,0.251601, 0.000000
pr_000283407,0.251601, 0.000001
us_000461331,0.251601, 0.000001
us_000476075,0.251601, 0.000001
pr_001147438,0.251601, 0.000002
pr_001872371,0.251601, 0.000002
pr_000568004,0.251601, 0.000002
pr_000991759,0.251601, 0.000002
pr_000848254,0.251601, 0.000002
pr_000433289,0.251601, 0.000002
pr_000568265,0.251601, 0.000002
pr_000369127,0.251601, 0.000002
pr_001025357,0.251601, 0.000002
pr_000517747,0.251601, 0.000009
pr_000396788,0.251601, 0.000011
us_000546870,0.251601, 0.000013
us_000589047,0.251601, 0.000016
us_000599468,0.251601, 0.000016
us_000615720,0.251601, 0.000016
us_000570963,0.251601, 0.000016
pr_000849429,0.251601, 0.000074
pr_000780975,0.251601, 0.000359
us_000568602,0.251601, 0.001495
us_000498029,0.251601, 0.400782
us_000582014,0.251601, 0.457843
us_000578542,0.251601, 0.474241
us_000540008,0.251601, 0.487563
us_000514206,0.251601, 0.559867
us_000516577,0.238714, 0.000000
us_000468102,0.238714, 0.000000
pr_001803441,0.238714, 0.000001
pr_001784468,0.238714, 0.000009
pr_001800859,0.238714, 0.000009
us_000571715,0.238714, 0.021870
us_000468187,0.238714, 0.210981
us_000540784,0.238714, 0.211961
us_000529862,0.238714, 0.216182
us_000586500,0.238714, 0.218670
us_000524294,0.238714, 0.218942
us_000477440,0.238714, 0.219386
us_000468772,0.238714, 0.219839
us_000462175,0.238714, 0.219839
us_000475629,0.238714, 0.221138
us_000500004,0.238714, 0.224139
us_000607347,0.238714, 0.224314
us_000462562,0.238714, 0.224885
us_000557486,0.238714, 0.224885
us_000466328,0.238714, 0.226006
us_000475713,0.238714, 0.227757
us_000475702,0.238714, 0.227757
us_000462801,0.238714, 0.228663
us_000547420,0.238714, 0.228733
us_000250477,0.238714, 0.229186
us_000577236,0.238714, 0.229366
us_000504470,0.238714, 0.229440
us_000552920,0.238714, 0.229525
us_000485677,0.238714, 0.229813
us_000463836,0.238714, 0.229823
us_000483079,0.238714, 0.229927
us_000607641,0.238714, 0.230415
us_000468775,0.238714, 0.230863
us_000544109,0.238714, 0.230937
us_000548992,0.238714, 0.233275
us_000477492,0.238714, 0.233742
us_000562456,0.238714, 0.235824
us_000477788,0.238714, 0.237042
us_000549091,0.238714, 0.237042
us_000460181,0.238714, 0.237741
us_000483045,0.238714, 0.237775
us_000465792,0.238714, 0.237775
us_000468257,0.238714, 0.237775
us_000464194,0.238714, 0.237775
us_000466336,0.238714, 0.239269
us_000477917,0.238714, 0.239601
us_000476368,0.238714, 0.240562
us_000500195,0.238714, 0.240840
us_000507695,0.238714, 0.241399
us_000526505,0.238714, 0.243168
us_000502130,0.238714, 0.243168
us_000475636,0.238714, 0.243976
us_000489837,0.238714, 0.243976
us_000462736,0.238714, 0.243976
us_000550639,0.238714, 0.245021
us_000497267,0.238714, 0.245643
us_000470118,0.238714, 0.250417
us_000494646,0.238714, 0.250938
us_000571999,0.238714, 0.251753
us_000592389,0.238714, 0.253961
us_000578551,0.238714, 0.264809
us_000462285,0.238714, 0.283907
us_000568780,0.238714, 0.285967
us_000567474,0.238714, 0.286363
us_000518920,0.238714, 0.295562
us_000477284,0.238714, 0.305783
us_000101268,0.238714, 0.309688
us_000476999,0.238714, 0.316599
us_000029860,0.238714, 0.332341
us_000499383,0.238714, 0.335928
us_000574742,0.238714, 0.346076
us_000591831,0.238714, 0.371946
us_000459379,0.238714, 0.388660
us_000502641,0.238714, 0.390570
us_000525875,0.238714, 0.416523
us_000567506,0.238714, 0.426527
us_000550518,0.238714, 0.530964
us_000573977,0.238714, 0.536587
us_000578945,0.238714, 0.618946
us_000547458,0.238714, 0.622288
us_000581574,0.238714, 0.746172
us_000573244,0.238714, 0.753607
us_000524282,0.238714, 1.407493
us_000546278,0.238714, 1.584851
pr_001127773,0.220459, 0.000000
pr_001127327,0.220459, 0.000000
pr_001154951,0.220459, 0.000000
pr_001034856,0.220459, 0.000000
pr_001127095,0.220459, 0.000000
pr_000883250,0.220459, 0.000000
pr_001687816,0.220459, 0.000000
pr_002041291,0.220459, 0.000000
us_000465712,0.220459, 0.000000
us_000573976,0.220459, 0.000000
us_000484443,0.220459, 0.000000
us_000491946,0.220459, 0.000000
pr_000759714,0.220459, 0.000002
pr_001941393,0.220459, 0.000015
pr_001780928,0.220459, 0.000028
us_000513367,0.220459, 0.000036
us_000584776,0.220459, 0.000077
us_000534064,0.220459, 0.179848
us_000503728,0.219226, 0.000000
us_000562284,0.219226, 0.000000
us_000521079,0.219226, 0.000000
us_000511974,0.219226, 0.000000
us_000566719,0.219226, 0.000000
us_000521076,0.219226, 0.000000
us_000514252,0.219226, 0.000000
us_000518719,0.219226, 0.000000
us_000517178,0.219226, 0.000000
us_000515076,0.219226, 0.000000
pr_000265453,0.219226, 0.000000
us_000539472,0.219226, 0.000002
us_000578540,0.219226, 0.000270
us_000540197,0.219226, 0.000310
us_000430654,0.219226, 1.291053
us_000442120,0.219226, 2.037311
us_000512219,0.219226, 2.092754
us_000541784,0.219226, 2.167688
us_000511993,0.219226, 2.203688
us_000491553,0.219226, 2.312161
us_000512029,0.219226, 2.329067
us_000586663,0.219226, 2.370489
us_000465172,0.219226, 2.425948
us_000607540,0.219226, 2.502980
us_000462636,0.219226, 2.531965
us_000247337,0.219226, 2.537531
us_000431753,0.219226, 2.572265
us_000494848,0.219226, 2.580237
us_000507611,0.219226, 2.589262
us_000507818,0.197402, 0.000000
pr_000917967,0.197402, 0.000001
pr_001085750,0.197402, 0.000001
pr_000426370,0.197402, 0.000001
pr_000358127,0.197402, 0.000001
pr_000904532,0.197402, 0.000001
pr_002149102,0.197402, 0.000001
pr_002083461,0.197402, 0.000001
pr_001164604,0.197402, 0.000001
pr_001022418,0.197402, 0.000001
us_000513644,0.197402, 0.000002
pr_000281489,0.197402, 0.000007
us_000505098,0.197402, 0.000014
us_000571282,0.197402, 0.000016
us_000603977,0.197402, 0.000016
pr_000006303,0.197402, 0.000017
us_000600387,0.197402, 0.000017
us_000594562,0.197402, 0.000092
pr_000608061,0.197402, 0.000103
pr_000407368,0.197402, 0.000128
us_000579121,0.197402, 0.000159
us_000498135,0.197402, 0.004657
us_000535412,0.197402, 0.012819
us_000574371,0.197402, 0.599241
us_000533214,0.197402, 0.732388
us_000125898,0.115741, 0.000000
us_000476864,0.115741, 0.000000
us_000475710,0.115741, 0.000000
us_000475265,0.115741, 0.000000
us_000454651,0.115741, 0.000000
us_000476350,0.115741, 0.000000
us_000470605,0.115741, 0.000000
us_000476324,0.115741, 0.000000
us_000475740,0.115741, 0.000000
us_000475313,0.115741, 0.000000
us_000467248,0.115741, 0.000000
us_000467223,0.115741, 0.000000
us_000473159,0.115741, 0.000000
us_000475033,0.115741, 0.000000
us_000467224,0.115741, 0.000000
us_000508179,0.115741, 0.000000
pr_001668386,0.115741, 0.000000
us_000470086,0.115741, 0.000000
pr_000829070,0.115741, 0.000000
pr_000724891,0.115741, 0.000000
pr_001659233,0.115741, 0.000000
pr_001094461,0.115741, 0.000001
us_000467788,0.115741, 0.000002
us_000525923,0.115741, 0.000002
us_000569909,0.115741, 0.000002
us_000529839,0.115741, 0.000002
us_000493967,0.115741, 0.000002
us_000528093,0.115741, 0.000002
us_000544366,0.115741, 0.000002
us_000561286,0.115741, 0.000002
us_000515161,0.115741, 0.000002
us_000551346,0.115741, 0.000002
us_000572124,0.115741, 0.000002
us_000533287,0.115741, 0.000004
pr_000992583,0.115741, 0.000006
pr_001062915,0.115741, 0.000006
pr_000654439,0.115741, 0.000006
pr_001666683,0.115741, 0.000008
pr_000204501,0.115741, 0.000008
pr_000353389,0.115741, 0.000010
us_000525838,0.115741, 0.000014
pr_000922829,0.115741, 0.000026
us_000459957,0.115741, 0.000029
us_000466917,0.115741, 0.000045
pr_001396113,0.115741, 0.000045
pr_001863770,0.115741, 0.000057
us_000512623,0.115741, 0.000058
pr_000214617,0.115741, 0.000068
us_000571760,0.115741, 0.000084
pr_000651867,0.115741, 0.000085
us_000495743,0.115741, 0.000098
pr_000979242,0.115741, 0.000120
us_000519733,0.115741, 0.000151
pr_000654741,0.115741, 0.000189
us_000602929,0.115741, 0.000215
pr_001043964,0.115741, 0.000322
us_000559749,0.115741, 0.000334
pr_000856808,0.115741, 0.000401
pr_000877373,0.115741, 0.000481
pr_001804945,0.115741, 0.000518
pr_000641864,0.115741, 0.000551
us_000468733,0.115741, 0.000576
us_000510902,0.115741, 0.000592
pr_001659572,0.115741, 0.000615
us_000533975,0.115741, 0.000908
pr_000993660,0.115741, 0.001023
pr_001620362,0.115741, 0.001388
pr_000825523,0.115741, 0.001451
us_000499533,0.115741, 0.001574
pr_000697292,0.115741, 0.001640
us_000523410,0.115741, 0.012144
us_000500138,0.115741, 0.013754
us_000500462,0.115741, 0.014014
us_000467070,0.115741, 0.022070
us_000570107,0.115741, 0.025947
us_000551929,0.115741, 0.028690
us_000554681,0.115741, 0.039017
us_000502916,0.115741, 0.043698
us_000129357,0.115741, 0.047213
us_000028057,0.115741, 0.050054
us_000458632,0.115741, 0.061789
us_000435759,0.115741, 0.075212
us_000586742,0.115741, 0.306978
us_000430456,0.115741, 1.038287
us_000472338,0.112263, 0.000000
us_000471243,0.112263, 0.000000
us_000515758,0.112263, 0.000000
pr_000735974,0.112263, 0.000001
pr_002006777,0.112263, 0.000001
us_000525240,0.112263, 0.000001
us_000464409,0.112263, 0.000002
us_000539301,0.112263, 0.000002
us_000541449,0.112263, 0.000002
pr_000750203,0.112263, 0.000004
pr_001894874,0.112263, 0.000006
us_000537888,0.112263, 0.000009
pr_002066217,0.112263, 0.000014
us_000510426,0.112263, 0.000023
us_000518842,0.112263, 0.000030
pr_001963351,0.112263, 0.000036
pr_001930435,0.112263, 0.000036
us_000537897,0.112263, 0.000061
us_000537922,0.112263, 0.000061
pr_001884506,0.112263, 0.000087
us_000503686,0.112263, 0.000159
us_000519328,0.112263, 0.000248
us_000441576,0.112263, 0.000263
us_000508831,0.112263, 0.000349
us_000512067,0.112263, 0.000349
us_000508799,0.112263, 0.000349
pr_001021085,0.112263, 0.000371
us_000521577,0.112263, 0.000510
us_000550742,0.112263, 0.000547
pr_000791139,0.112263, 0.000562
pr_001089198,0.112263, 0.000562
pr_000822658,0.112263, 0.000562
pr_000744957,0.112263, 0.000610
us_000484930,0.112263, 0.000615
pr_000886452,0.112263, 0.000629
pr_000880013,0.112263, 0.000629
us_000463914,0.112263, 0.000642
pr_000274758,0.112263, 0.000660
us_000542656,0.112263, 0.000807
pr_000289167,0.112263, 0.000914
pr_001611410,0.112263, 0.000931
us_000466827,0.112263, 0.000948
us_000539375,0.112263, 0.000987
pr_000562899,0.112263, 0.001170
us_000467129,0.112263, 0.001461
us_000599052,0.112263, 0.002507
us_000509297,0.112263, 0.003076
us_000486085,0.112263, 0.003112
us_000520640,0.112263, 0.003294
us_000492918,0.112263, 0.003344
us_000543433,0.112263, 0.003416
pr_001018053,0.112263, 0.003455
us_000535835,0.112263, 0.003694
us_000537949,0.112263, 0.005143
us_000106058,0.112263, 0.005842
us_000580820,0.112263, 0.007428
us_000559191,0.112263, 0.007515
us_000515699,0.112263, 0.007522
us_000542328,0.112263, 0.007790
us_000598055,0.112263, 0.008061
us_000506858,0.112263, 0.008871
us_000568739,0.112263, 0.010266
us_000567553,0.112263, 0.010913
us_000568680,0.112263, 0.011957
us_000470418,0.112263, 0.012760
us_000533657,0.112263, 0.012852
us_000542961,0.112263, 0.014734
us_000487783,0.112263, 0.017237
us_000498982,0.112263, 0.017759
us_000557514,0.112263, 0.017989
us_000566715,0.112263, 0.019626
us_000575454,0.112263, 0.020177
us_000163426,0.112263, 0.023441
us_000480432,0.112263, 0.026936
us_000472790,0.112263, 0.035748
us_000589732,0.112263, 0.043366
us_000525393,0.112263, 0.044941
us_000568938,0.112263, 0.050226
us_000480335,0.112263, 0.050962
us_000495291,0.112263, 0.056536
us_000589275,0.112263, 0.073321
us_000579268,0.112263, 0.081077
us_000494628,0.112263, 0.103556
us_000495488,0.112263, 0.162111
us_000482659,0.112263, 0.169227
us_000553948,0.112263, 0.228592
us_000558206,0.088300, 0.000000
us_000524943,0.088300, 0.000000
us_000569628,0.088300, 0.000000
us_000560441,0.088300, 0.000000
us_000570028,0.088300, 0.000000
us_000464063,0.088300, 0.000000
pr_001157499,0.088300, 0.000000
pr_002130038,0.088300, 0.000000
pr_001907376,0.088300, 0.000000
pr_002189276,0.088300, 0.000000
pr_001658142,0.088300, 0.000000
