Product ID : 911 # of JPs covered : 1 : 198 : Corporate Finance, 
OID,Confidence at Map Node,Error at Map Node
pr_000885929,0.088300, 0.000000
pr_000373390,0.088300, 0.000000
pr_000017246,0.088300, 0.000000
pr_001081766,0.088300, 0.000000
us_000524973,0.088300, 0.000000
us_000526073,0.088300, 0.000000
us_000547750,0.088300, 0.000000
pr_000727381,0.088300, 0.000001
us_000552345,0.088300, 0.000001
us_000498252,0.088300, 0.000001
us_000538060,0.088300, 0.000001
us_000484010,0.088300, 0.000001
us_000536554,0.088300, 0.000001
pr_000204318,0.088300, 0.000007
us_000464378,0.088300, 0.000015
us_000606186,0.088300, 0.000024
pr_000473075,0.088300, 0.000031
us_000470740,0.088300, 0.000048
pr_000401060,0.088300, 0.000069
us_000517925,0.088300, 0.000072
us_000591432,0.088300, 0.000089
pr_001007496,0.088300, 0.000231
pr_000815468,0.088300, 0.000406
pr_001754762,0.088300, 0.002113
pr_000726652,0.088300, 0.002527
us_000592406,0.088300, 0.002615
us_000493910,0.088300, 0.013167
pr_000631155,0.088300, 0.024582
us_000579014,0.088300, 0.031748
us_000502403,0.088300, 0.061644
us_000562424,0.088300, 1.562146
us_000482472,0.088300, 1.592997
us_000506898,0.088300, 1.661037
us_000531520,0.083135, 0.000000
us_000531486,0.083135, 0.000000
us_000522936,0.083135, 0.000000
us_000505951,0.083135, 0.000000
us_000510967,0.083135, 0.000000
pr_001770045,0.083135, 0.000001
pr_001111655,0.083135, 0.000001
pr_000992375,0.083135, 0.000001
pr_000890362,0.083135, 0.000001
pr_002115554,0.083135, 0.000001
pr_000988100,0.083135, 0.000001
pr_002114822,0.083135, 0.000001
pr_001620409,0.083135, 0.000001
pr_001978033,0.083135, 0.000001
pr_000745031,0.083135, 0.000001
pr_001167780,0.083135, 0.000001
pr_002177595,0.083135, 0.000001
pr_000758323,0.083135, 0.000001
pr_001031097,0.083135, 0.000001
pr_001968006,0.083135, 0.000001
pr_001751035,0.083135, 0.000001
pr_000970426,0.083135, 0.000001
pr_002233544,0.083135, 0.000001
pr_001946910,0.083135, 0.000001
pr_000760821,0.083135, 0.000003
pr_001045079,0.083135, 0.000003
pr_001009812,0.083135, 0.000014
pr_000185559,0.083135, 0.000021
us_000553395,0.083135, 0.000047
pr_000856412,0.083135, 0.000116
us_000563774,0.083135, 0.000143
pr_000871959,0.083135, 0.000152
pr_001770146,0.083135, 0.000254
us_000582625,0.083135, 0.000373
pr_000268548,0.083135, 0.000665
pr_001857057,0.083135, 0.000792
us_000609747,0.083135, 0.000850
pr_000183965,0.083135, 0.000858
pr_000766981,0.083135, 0.000902
us_000342587,0.083135, 0.006192
pr_000873647,0.083135, 0.006517
us_000494706,0.083135, 0.016534
us_000603501,0.083135, 0.023056
us_000568187,0.083135, 0.086780
us_000467531,0.078966, 0.000000
us_000492676,0.078966, 0.000000
us_000467581,0.078966, 0.000000
us_000592377,0.078966, 0.000000
pr_001002689,0.078966, 0.000000
pr_001894438,0.078966, 0.000003
us_000547152,0.078966, 0.000007
us_000481473,0.078966, 0.004569
us_000542773,0.078966, 0.177274
us_000546034,0.078966, 0.207914
pr_000075133,0.073773, 0.000000
us_000538436,0.073773, 0.000000
pr_000834852,0.073773, 0.000000
pr_001812326,0.073773, 0.000000
pr_000377121,0.073773, 0.000000
pr_001005638,0.073773, 0.000000
us_000576735,0.073773, 0.000002
us_000576738,0.073773, 0.000002
us_000595996,0.073773, 0.000003
us_000597544,0.073773, 0.000005
us_000615555,0.073773, 0.000005
us_000565267,0.073773, 0.000014
pr_000524797,0.073773, 0.000021
us_000597150,0.073773, 0.000061
us_000576798,0.073773, 0.000064
pr_000125791,0.073773, 0.000146
us_000488126,0.073773, 0.000226
us_000601750,0.073773, 0.000264
us_000535051,0.073773, 0.000303
us_000536791,0.073773, 0.000656
us_000534470,0.073773, 0.001012
us_000484876,0.073773, 0.001350
us_000555142,0.073773, 0.005198
us_000540085,0.073773, 0.011889
pr_001155269,0.073755, 0.000000
pr_002004862,0.073755, 0.000000
pr_002042800,0.073755, 0.000000
pr_002122232,0.073755, 0.000000
pr_001786150,0.073755, 0.000000
pr_001888662,0.073755, 0.000000
pr_001780981,0.073755, 0.000000
pr_001854677,0.073755, 0.000000
pr_001712919,0.073755, 0.000000
pr_001161635,0.073755, 0.000000
pr_002135450,0.073755, 0.000000
pr_002045343,0.073755, 0.000000
pr_001787781,0.073755, 0.000000
pr_001889207,0.073755, 0.000000
pr_001949360,0.073755, 0.000000
pr_001906709,0.073755, 0.000000
pr_002007857,0.073755, 0.000000
pr_002119198,0.073755, 0.000000
pr_001790498,0.073755, 0.000000
pr_001785005,0.073755, 0.000000
pr_001891518,0.073755, 0.000000
pr_001803718,0.073755, 0.000000
pr_001892993,0.073755, 0.000000
pr_001789881,0.073755, 0.000000
pr_001787716,0.073755, 0.000000
pr_002135452,0.073755, 0.000000
pr_001153898,0.073755, 0.000000
pr_002119064,0.073755, 0.000000
pr_001156562,0.073755, 0.000000
pr_000823655,0.073755, 0.000000
pr_001802291,0.073755, 0.000000
pr_002016238,0.073755, 0.000000
pr_002042151,0.073755, 0.000000
pr_001800408,0.073755, 0.000000
pr_001941096,0.073755, 0.000000
pr_001779189,0.073755, 0.000000
pr_001853505,0.073755, 0.000000
pr_002041916,0.073755, 0.000000
pr_001794576,0.073755, 0.000000
pr_001716813,0.073755, 0.000000
pr_001802940,0.073755, 0.000000
pr_002120465,0.073755, 0.000000
pr_001163296,0.073755, 0.000000
pr_001894535,0.073755, 0.000000
pr_001161953,0.073755, 0.000000
pr_001792008,0.073755, 0.000000
pr_002122403,0.073755, 0.000000
pr_000778900,0.073755, 0.000000
pr_001710595,0.073755, 0.000000
pr_001922616,0.073755, 0.000001
pr_001655006,0.073755, 0.000001
pr_000573300,0.073755, 0.000001
pr_001832460,0.073755, 0.000001
pr_000851951,0.073755, 0.000001
pr_000727034,0.073755, 0.000001
pr_001805738,0.073755, 0.000001
pr_000749705,0.073755, 0.000001
pr_001411778,0.073755, 0.000001
pr_001655067,0.073755, 0.000001
pr_002148409,0.073755, 0.000001
pr_000875224,0.073755, 0.000001
pr_001768842,0.073755, 0.000001
pr_000556461,0.073755, 0.000001
us_000570270,0.073755, 0.000004
pr_002008760,0.073755, 0.000017
pr_002002106,0.073755, 0.000020
us_000537372,0.073755, 0.000028
us_000549801,0.073755, 0.016581
us_000549419,0.073755, 0.267552
us_000571098,0.073755, 0.337633
us_000525508,0.073755, 0.794489
us_000558472,0.073755, 1.435973
us_000560225,0.063231, 0.004032
us_000541734,0.063231, 0.004478
us_000566917,0.063231, 0.915524
us_000499630,0.063231, 0.928234
us_000498943,0.063231, 1.024382
us_000523842,0.063231, 1.029268
us_000526746,0.063231, 1.045794
us_000252500,0.063231, 1.082964
us_000573288,0.063231, 1.084181
us_000574548,0.063231, 1.111947
us_000521763,0.063231, 1.121326
us_000596968,0.063231, 1.124372
us_000533840,0.063231, 1.131347
us_000512420,0.063231, 1.134546
us_000511606,0.063231, 1.134874
us_000501578,0.063231, 1.135142
us_000544167,0.063231, 1.141719
us_000420058,0.063231, 1.160496
us_000231918,0.063231, 1.163367
us_000521257,0.063231, 1.171971
us_000608495,0.063231, 1.175544
us_000553688,0.063231, 1.190439
us_000585856,0.063231, 1.200118
us_000481393,0.063231, 1.200121
us_000607653,0.063231, 1.200936
us_000013307,0.063231, 1.214702
us_000552628,0.063231, 1.214716
us_000542790,0.063231, 1.214898
us_000540087,0.063231, 1.217507
us_000477165,0.063231, 1.219986
us_000524561,0.063231, 1.221637
us_000464995,0.063231, 1.227212
us_000563385,0.063231, 1.233130
us_000546153,0.063231, 1.237415
us_000526876,0.063231, 1.241167
us_000475220,0.063231, 1.243559
us_000463053,0.063231, 1.245253
us_000584017,0.063231, 1.247627
us_000509559,0.063231, 1.248593
us_000553323,0.063231, 1.249257
us_000481589,0.063231, 1.249510
us_000596948,0.063231, 1.253557
us_000488601,0.063231, 1.256358
us_000577173,0.063231, 1.262653
us_000607864,0.063231, 1.264768
us_000556562,0.063231, 1.271283
us_000608646,0.063231, 1.273696
us_000579256,0.063231, 1.274435
us_000304749,0.063231, 1.274475
us_000501132,0.063231, 1.280955
us_000475104,0.063231, 1.288393
us_000507414,0.063231, 1.291835
us_000142957,0.063231, 1.295701
us_000476958,0.063231, 1.297820
us_000461280,0.063231, 1.302820
us_000110358,0.063231, 1.308040
us_000458597,0.063231, 1.318960
us_000465118,0.063231, 1.320176
us_000538101,0.063231, 1.320859
us_000610388,0.063231, 1.326796
us_000557647,0.063231, 1.334814
us_000436858,0.063231, 1.335462
us_000538783,0.063231, 1.490428
us_000459256,0.062506, 0.000000
us_000467002,0.062506, 0.000000
us_000566578,0.062506, 0.000000
us_000480651,0.062506, 0.000000
pr_000433461,0.062506, 0.000000
us_000559707,0.062506, 0.000000
us_000521006,0.062506, 0.000000
us_000522117,0.062506, 0.000000
us_000518482,0.062506, 0.000000
us_000536178,0.062506, 0.000000
pr_000010577,0.062506, 0.000000
us_000475577,0.062506, 0.086213
us_000511825,0.062506, 0.094679
us_000511827,0.062506, 0.099072
us_000484353,0.062506, 0.102669
us_000523062,0.062506, 0.102919
us_000544120,0.062506, 0.105103
us_000607406,0.062506, 0.105853
us_000597883,0.062506, 0.106997
us_000463559,0.062506, 0.108303
us_000526704,0.062506, 0.109106
us_000503414,0.062506, 0.109377
us_000555761,0.062506, 0.109732
us_000468883,0.062506, 0.109986
us_000607542,0.062506, 0.110633
us_000543962,0.062506, 0.110729
us_000286526,0.062506, 0.111327
us_000608625,0.062506, 0.111718
us_000468290,0.062506, 0.112417
us_000607288,0.062506, 0.112824
us_000572849,0.062506, 0.113005
us_000607743,0.062506, 0.113033
us_000024986,0.062506, 0.113270
us_000475714,0.062506, 0.113398
us_000573589,0.062506, 0.113830
us_000532117,0.062506, 0.113902
us_000476097,0.062506, 0.114392
us_000608627,0.062506, 0.114822
us_000475685,0.062506, 0.115608
us_000502775,0.062506, 0.115719
us_000516807,0.062506, 0.115755
us_000504927,0.062506, 0.115885
us_000610229,0.062506, 0.115938
us_000535045,0.062506, 0.116790
us_000477108,0.062506, 0.116810
us_000304805,0.062506, 0.117059
us_000548906,0.062506, 0.117112
us_000572456,0.062506, 0.117657
us_000541473,0.062506, 0.117849
us_000502855,0.062506, 0.118109
us_000539410,0.062506, 0.118386
us_000554577,0.062506, 0.118505
us_000546752,0.062506, 0.119362
us_000475081,0.062506, 0.119389
us_000498472,0.062506, 0.119527
us_000491501,0.062506, 0.120083
us_000497368,0.062506, 0.120151
us_000481451,0.062506, 0.120226
us_000587257,0.062506, 0.120226
us_000477819,0.062506, 0.120226
us_000535428,0.062506, 0.120275
us_000611531,0.062506, 0.120340
us_000471073,0.062506, 0.120376
us_000476103,0.062506, 0.120445
us_000275592,0.062506, 0.120496
us_000610515,0.062506, 0.120710
us_000479761,0.062506, 0.120732
us_000490584,0.062506, 0.120732
us_000465763,0.062506, 0.120732
us_000479906,0.062506, 0.120732
us_000461853,0.062506, 0.120732
us_000228780,0.062506, 0.120732
us_000541797,0.062506, 0.120732
us_000476573,0.062506, 0.120732
us_000465555,0.062506, 0.120732
us_000459665,0.062506, 0.120732
us_000019222,0.062506, 0.120732
us_000608574,0.062506, 0.120732
us_000475169,0.062506, 0.120732
us_000479771,0.062506, 0.120732
us_000461642,0.062506, 0.120732
us_000507010,0.062506, 0.120776
us_000477195,0.062506, 0.120894
us_000572807,0.062506, 0.121046
us_000569948,0.062506, 0.121278
us_000202603,0.062506, 0.121300
us_000341644,0.062506, 0.121425
us_000475732,0.062506, 0.121533
us_000477738,0.062506, 0.121612
us_000563894,0.062506, 0.121733
us_000478355,0.062506, 0.121768
us_000521258,0.062506, 0.121944
us_000266825,0.062506, 0.122076
us_000569498,0.062506, 0.122179
us_000567381,0.062506, 0.122228
us_000501973,0.062506, 0.122333
us_000556319,0.062506, 0.122433
us_000556131,0.062506, 0.122470
us_000481123,0.062506, 0.122615
us_000468353,0.062506, 0.122850
us_000485808,0.062506, 0.122850
us_000491696,0.062506, 0.123105
us_000481490,0.062506, 0.123105
us_000596666,0.062506, 0.123111
us_000464597,0.062506, 0.123202
us_000498304,0.062506, 0.123287
us_000346093,0.062506, 0.123301
us_000551972,0.062506, 0.123403
us_000499758,0.062506, 0.123521
us_000564782,0.062506, 0.123545
us_000588424,0.062506, 0.123582
us_000552644,0.062506, 0.123792
us_000611618,0.062506, 0.123884
us_000104126,0.062506, 0.123965
us_000588763,0.062506, 0.124179
us_000535011,0.062506, 0.124232
us_000497447,0.062506, 0.124330
us_000478441,0.062506, 0.124533
us_000461489,0.062506, 0.124536
us_000556415,0.062506, 0.124745
us_000503430,0.062506, 0.124790
us_000537831,0.062506, 0.124854
us_000537836,0.062506, 0.124854
us_000483418,0.062506, 0.125117
us_000464763,0.062506, 0.125119
us_000577715,0.062506, 0.125281
us_000513588,0.062506, 0.125417
us_000478376,0.062506, 0.125707
us_000478372,0.062506, 0.125707
us_000521269,0.062506, 0.126011
us_000486398,0.062506, 0.126100
us_000459773,0.062506, 0.126306
us_000464558,0.062506, 0.126306
us_000459536,0.062506, 0.126306
us_000475274,0.062506, 0.126306
us_000465872,0.062506, 0.126306
us_000437359,0.062506, 0.126306
us_000557134,0.062506, 0.126306
us_000503428,0.062506, 0.126306
us_000526589,0.062506, 0.126306
us_000464930,0.062506, 0.126306
us_000475757,0.062506, 0.126306
us_000441484,0.062506, 0.126306
us_000465342,0.062506, 0.126306
us_000478306,0.062506, 0.126306
us_000465117,0.062506, 0.126306
us_000463025,0.062506, 0.126306
us_000349670,0.062506, 0.126306
us_000541244,0.062506, 0.126306
us_000469065,0.062506, 0.126306
us_000406800,0.062506, 0.126306
us_000587179,0.062506, 0.126306
us_000610157,0.062506, 0.126306
us_000468372,0.062506, 0.126306
us_000475655,0.062506, 0.126306
us_000475659,0.062506, 0.126306
us_000247005,0.062506, 0.126306
us_000579732,0.062506, 0.126306
us_000465507,0.062506, 0.126306
us_000477009,0.062506, 0.126306
us_000580091,0.062506, 0.126323
us_000514061,0.062506, 0.126421
us_000477622,0.062506, 0.126449
us_000402589,0.062506, 0.126575
us_000204808,0.062506, 0.126597
us_000484359,0.062506, 0.126608
us_000480377,0.062506, 0.126608
us_000466738,0.062506, 0.126799
us_000495884,0.062506, 0.126842
us_000576285,0.062506, 0.126903
us_000549059,0.062506, 0.126915
us_000468262,0.062506, 0.127065
us_000570315,0.062506, 0.127124
us_000535898,0.062506, 0.127286
us_000530988,0.062506, 0.127303
us_000535427,0.062506, 0.127465
us_000546308,0.062506, 0.127505
us_000465213,0.062506, 0.127533
us_000467780,0.062506, 0.127545
us_000555303,0.062506, 0.127625
us_000569816,0.062506, 0.127817
us_000584350,0.062506, 0.127820
us_000528336,0.062506, 0.127951
us_000511431,0.062506, 0.128049
us_000514456,0.062506, 0.128052
us_000464740,0.062506, 0.128148
us_000491544,0.062506, 0.128219
us_000610582,0.062506, 0.128618
us_000475356,0.062506, 0.128790
us_000542362,0.062506, 0.128798
us_000536523,0.062506, 0.128798
us_000536428,0.062506, 0.128798
us_000536427,0.062506, 0.128798
us_000536491,0.062506, 0.128798
us_000470587,0.062506, 0.128798
us_000536452,0.062506, 0.128798
us_000536492,0.062506, 0.128798
us_000536488,0.062506, 0.128798
us_000536434,0.062506, 0.128798
us_000518388,0.062506, 0.128854
us_000486436,0.062506, 0.128977
us_000535620,0.062506, 0.129127
us_000538784,0.062506, 0.129156
us_000487865,0.062506, 0.129204
us_000479751,0.062506, 0.129226
us_000613582,0.062506, 0.129232
us_000470994,0.062506, 0.129288
us_000490451,0.062506, 0.129436
us_000469340,0.062506, 0.129444
us_000557076,0.062506, 0.129444
us_000469327,0.062506, 0.129444
us_000478419,0.062506, 0.129444
us_000579771,0.062506, 0.129444
us_000485497,0.062506, 0.129455
us_000562927,0.062506, 0.129477
us_000555255,0.062506, 0.129484
us_000531086,0.062506, 0.129515
us_000488626,0.062506, 0.129559
us_000502699,0.062506, 0.129726
us_000476963,0.062506, 0.129944
pr_000433639,0.062506, 0.129994
us_000464113,0.062506, 0.129998
us_000461257,0.062506, 0.130000
us_000546773,0.062506, 0.130006
us_000557236,0.062506, 0.130080
us_000462162,0.062506, 0.130099
us_000500463,0.062506, 0.130099
us_000475494,0.062506, 0.130099
us_000536274,0.062506, 0.130099
us_000215688,0.062506, 0.130099
us_000566223,0.062506, 0.130148
us_000475604,0.062506, 0.130212
us_000462336,0.062506, 0.130349
us_000469741,0.062506, 0.130349
us_000577970,0.062506, 0.130476
us_000566030,0.062506, 0.130517
us_000582741,0.062506, 0.130616
us_000563047,0.062506, 0.130764
us_000194553,0.062506, 0.130764
us_000535829,0.062506, 0.130764
us_000482328,0.062506, 0.130764
us_000538089,0.062506, 0.130764
us_000305327,0.062506, 0.130764
us_000503511,0.062506, 0.130764
us_000537860,0.062506, 0.130764
us_000461469,0.062506, 0.130764
us_000461490,0.062506, 0.130764
us_000478331,0.062506, 0.130764
us_000130333,0.062506, 0.130764
us_000119752,0.062506, 0.130764
us_000538090,0.062506, 0.130764
us_000475791,0.062506, 0.130793
us_000574826,0.062506, 0.131210
us_000523103,0.062506, 0.131227
us_000551574,0.062506, 0.131382
us_000478829,0.062506, 0.131385
us_000500900,0.062506, 0.131438
us_000481956,0.062506, 0.131438
us_000546767,0.062506, 0.131438
us_000269591,0.062506, 0.131438
us_000546771,0.062506, 0.131438
us_000468145,0.062506, 0.131438
us_000477480,0.062506, 0.131438
us_000535432,0.062506, 0.131438
us_000474985,0.062506, 0.131438
us_000477939,0.062506, 0.131438
us_000474984,0.062506, 0.131438
us_000470466,0.062506, 0.131438
us_000491509,0.062506, 0.131438
us_000546791,0.062506, 0.131438
us_000489885,0.062506, 0.131438
us_000208661,0.062506, 0.131438
us_000481972,0.062506, 0.131438
us_000460670,0.062506, 0.131438
us_000479695,0.062506, 0.131438
us_000521202,0.062506, 0.131438
us_000482099,0.062506, 0.131438
us_000481330,0.062506, 0.131438
us_000546769,0.062506, 0.131438
us_000477720,0.062506, 0.131438
us_000546774,0.062506, 0.131438
us_000535433,0.062506, 0.131438
us_000463974,0.062506, 0.131438
us_000148843,0.062506, 0.131438
us_000465625,0.062506, 0.131438
us_000532235,0.062506, 0.131438
us_000553862,0.062506, 0.131672
us_000523533,0.062506, 0.131698
us_000477221,0.062506, 0.131858
us_000460910,0.062506, 0.131885
us_000483009,0.062506, 0.132053
us_000477515,0.062506, 0.132079
us_000491046,0.062506, 0.132121
us_000460035,0.062506, 0.132121
us_000311002,0.062506, 0.132121
us_000460113,0.062506, 0.132121
us_000466120,0.062506, 0.132121
us_000462164,0.062506, 0.132121
us_000345264,0.062506, 0.132121
us_000463153,0.062506, 0.132121
us_000477775,0.062506, 0.132121
us_000502483,0.062506, 0.132121
us_000468318,0.062506, 0.132121
us_000471107,0.062506, 0.132121
us_000475718,0.062506, 0.132121
us_000193217,0.062506, 0.132121
us_000532200,0.062506, 0.132121
us_000331134,0.062506, 0.132121
us_000481446,0.062506, 0.132121
us_000502047,0.062506, 0.132121
us_000483257,0.062506, 0.132121
us_000465974,0.062506, 0.132121
us_000463098,0.062506, 0.132121
us_000462833,0.062506, 0.132121
us_000310946,0.062506, 0.132121
us_000463189,0.062506, 0.132121
us_000462037,0.062506, 0.132121
us_000611448,0.062506, 0.132121
us_000482437,0.062506, 0.132121
us_000277316,0.062506, 0.132121
us_000459427,0.062506, 0.132121
us_000549111,0.062506, 0.132121
us_000485467,0.062506, 0.132121
us_000459418,0.062506, 0.132121
us_000575021,0.062506, 0.132121
us_000469528,0.062506, 0.132121
us_000552417,0.062506, 0.132121
us_000549090,0.062506, 0.132121
us_000485453,0.062506, 0.132121
us_000485421,0.062506, 0.132121
us_000464254,0.062506, 0.132121
us_000467699,0.062506, 0.132121
us_000468823,0.062506, 0.132121
us_000611405,0.062506, 0.132121
us_000476757,0.062506, 0.132121
us_000468523,0.062506, 0.132121
us_000459378,0.062506, 0.132121
us_000491716,0.062506, 0.132121
us_000549051,0.062506, 0.132121
us_000471293,0.062506, 0.132121
us_000003560,0.062506, 0.132121
us_000471247,0.062506, 0.132121
us_000357517,0.062506, 0.132341
us_000500577,0.062506, 0.132586
us_000483014,0.062506, 0.132586
us_000556789,0.062506, 0.132596
us_000593547,0.062506, 0.132648
us_000478184,0.062506, 0.132684
us_000469997,0.062506, 0.132684
us_000475679,0.062506, 0.132732
us_000485509,0.062506, 0.132814
us_000463234,0.062506, 0.132814
us_000480444,0.062506, 0.132814
us_000464374,0.062506, 0.132814
us_000557736,0.062506, 0.132814
us_000469599,0.062506, 0.132814
us_000463032,0.062506, 0.132814
us_000459541,0.062506, 0.132814
us_000526206,0.062506, 0.132814
us_000484273,0.062506, 0.132814
us_000482404,0.062506, 0.132814
us_000463215,0.062506, 0.132814
us_000526269,0.062506, 0.132814
us_000291274,0.062506, 0.132814
us_000461813,0.062506, 0.132814
us_000468928,0.062506, 0.132814
us_000468275,0.062506, 0.132814
us_000565425,0.062506, 0.132814
us_000462991,0.062506, 0.132814
us_000526268,0.062506, 0.132814
us_000477448,0.062506, 0.132814
us_000479592,0.062506, 0.132814
us_000462340,0.062506, 0.132814
us_000480437,0.062506, 0.132814
us_000459777,0.062506, 0.132814
us_000287950,0.062506, 0.132814
us_000466270,0.062506, 0.132814
us_000469587,0.062506, 0.132814
us_000480706,0.062506, 0.132814
us_000032677,0.062506, 0.132814
us_000483146,0.062506, 0.132814
us_000460446,0.062506, 0.132814
us_000465049,0.062506, 0.132814
us_000464966,0.062506, 0.132814
us_000467735,0.062506, 0.132814
us_000521449,0.062506, 0.132814
us_000491734,0.062506, 0.132814
us_000616624,0.062506, 0.132814
us_000478440,0.062506, 0.132814
us_000525610,0.062506, 0.132814
us_000490402,0.062506, 0.132814
us_000545187,0.062506, 0.132814
us_000461688,0.062506, 0.132814
us_000467091,0.062506, 0.132814
us_000403805,0.062506, 0.132814
us_000463529,0.062506, 0.132814
us_000521481,0.062506, 0.132814
us_000470628,0.062506, 0.132814
us_000464263,0.062506, 0.132814
us_000460990,0.062506, 0.132814
us_000490472,0.062506, 0.132814
us_000458893,0.062506, 0.132814
us_000555371,0.062506, 0.132814
us_000480662,0.062506, 0.132814
us_000005664,0.062506, 0.132814
us_000469023,0.062506, 0.132814
us_000479203,0.062506, 0.132814
us_000426951,0.062506, 0.132814
us_000252617,0.062506, 0.132814
us_000538689,0.062506, 0.132814
us_000491527,0.062506, 0.132814
us_000475674,0.062506, 0.132814
us_000470908,0.062506, 0.132814
us_000476925,0.062506, 0.132814
us_000470973,0.062506, 0.132814
us_000478439,0.062506, 0.132814
us_000475682,0.062506, 0.132814
us_000458780,0.062506, 0.132814
us_000500399,0.062506, 0.132814
us_000470803,0.062506, 0.132814
us_000479917,0.062506, 0.132814
us_000477868,0.062506, 0.132814
us_000475676,0.062506, 0.132814
us_000572599,0.062506, 0.132814
us_000332440,0.062506, 0.132814
us_000478410,0.062506, 0.132814
us_000483500,0.062506, 0.132814
us_000469039,0.062506, 0.132814
us_000469557,0.062506, 0.132814
us_000480018,0.062506, 0.132814
us_000464548,0.062506, 0.132814
us_000459874,0.062506, 0.132814
us_000374974,0.062506, 0.132814
us_000475488,0.062506, 0.132814
us_000459912,0.062506, 0.132814
us_000468232,0.062506, 0.132814
us_000462476,0.062506, 0.132814
us_000471351,0.062506, 0.132814
us_000461538,0.062506, 0.132814
us_000481195,0.062506, 0.132814
us_000475607,0.062506, 0.132814
us_000458683,0.062506, 0.132814
us_000466215,0.062506, 0.132814
us_000464621,0.062506, 0.132814
us_000464417,0.062506, 0.132814
us_000480438,0.062506, 0.132814
us_000522319,0.062506, 0.132814
us_000468787,0.062506, 0.132814
us_000579421,0.062506, 0.132814
us_000479567,0.062506, 0.132814
us_000486431,0.062506, 0.132814
us_000164584,0.062506, 0.132814
us_000491547,0.062506, 0.132814
us_000458869,0.062506, 0.132814
us_000483499,0.062506, 0.132814
us_000502036,0.062506, 0.132814
us_000463426,0.062506, 0.132814
us_000536314,0.062506, 0.132814
us_000461240,0.062506, 0.132814
us_000467327,0.062506, 0.132814
us_000458880,0.062506, 0.132814
us_000502030,0.062506, 0.132814
us_000464728,0.062506, 0.132814
us_000481181,0.062506, 0.132814
us_000463463,0.062506, 0.132814
us_000463889,0.062506, 0.132814
us_000509692,0.062506, 0.132814
us_000475296,0.062506, 0.132814
us_000468998,0.062506, 0.132814
us_000484991,0.062506, 0.132814
us_000477652,0.062506, 0.132814
us_000468673,0.062506, 0.132814
us_000464902,0.062506, 0.132814
us_000459658,0.062506, 0.132814
us_000458758,0.062506, 0.132814
us_000464955,0.062506, 0.132814
us_000039313,0.062506, 0.132814
us_000459882,0.062506, 0.132814
us_000480653,0.062506, 0.132814
us_000501168,0.062506, 0.132814
us_000463345,0.062506, 0.133146
us_000476270,0.062506, 0.133165
us_000483338,0.062506, 0.133192
us_000057806,0.062506, 0.133403
us_000460917,0.062506, 0.133451
us_000467574,0.062506, 0.133501
us_000572349,0.062506, 0.133775
us_000477855,0.062506, 0.133818
us_000479846,0.062506, 0.133824
us_000154858,0.062506, 0.133970
us_000565578,0.062506, 0.134027
us_000023878,0.062506, 0.134175
us_000536019,0.062506, 0.134568
us_000515629,0.062506, 0.134657
us_000477036,0.062506, 0.134902
us_000174144,0.062506, 0.134957
us_000479658,0.062506, 0.135211
us_000497395,0.062506, 0.135258
us_000555635,0.062506, 0.135319
us_000497488,0.062506, 0.135443
us_000526391,0.062506, 0.135658
us_000331892,0.062506, 0.135765
us_000557639,0.062506, 0.135801
us_000476865,0.062506, 0.135804
us_000282182,0.062506, 0.135900
us_000541777,0.062506, 0.135961
us_000569762,0.062506, 0.136183
us_000526607,0.062506, 0.136301
us_000127198,0.062506, 0.136328
us_000478785,0.062506, 0.136346
us_000463455,0.062506, 0.136355
us_000559721,0.062506, 0.136648
us_000515110,0.062506, 0.136822
us_000488040,0.062506, 0.136860
us_000464196,0.062506, 0.137315
us_000458871,0.062506, 0.137736
us_000534660,0.062506, 0.137966
us_000562651,0.062506, 0.138579
us_000534596,0.062506, 0.138677
us_000464298,0.062506, 0.139554
us_000160225,0.062506, 0.140127
us_000598670,0.062506, 0.140288
us_000477978,0.062506, 0.140364
us_000612791,0.062506, 0.140428
us_000476965,0.062506, 0.141057
us_000476992,0.062506, 0.141208
us_000484174,0.062506, 0.143070
us_000479911,0.062506, 0.143483
us_000548015,0.062506, 0.143629
us_000479880,0.062506, 0.144023
us_000544207,0.062506, 0.144102
us_000499117,0.062506, 0.144105
us_000474951,0.062506, 0.144970
us_000581321,0.062506, 0.145456
us_000464450,0.062506, 0.145809
us_000545524,0.062506, 0.146187
us_000531931,0.062506, 0.147460
us_000211625,0.062506, 0.148515
us_000574471,0.062506, 0.148670
us_000030665,0.062506, 0.149052
us_000535859,0.062506, 0.149067
us_000489869,0.062506, 0.149480
us_000518580,0.062506, 0.149888
us_000527997,0.062506, 0.150318
us_000482302,0.062506, 0.151016
us_000477234,0.062506, 0.152024
us_000470710,0.062506, 0.152580
us_000484316,0.062506, 0.152995
us_000577355,0.062506, 0.153432
us_000474993,0.062506, 0.153584
us_000481020,0.062506, 0.154355
us_000200490,0.062506, 0.154642
us_000481232,0.062506, 0.155694
us_000477714,0.062506, 0.156372
us_000475072,0.062506, 0.156563
us_000187236,0.062506, 0.157045
us_000464551,0.062506, 0.157274
us_000234225,0.062506, 0.157400
us_000480331,0.062506, 0.157748
us_000470889,0.062506, 0.157800
us_000598485,0.062506, 0.158062
us_000461320,0.062506, 0.158613
us_000465477,0.062506, 0.158613
us_000460968,0.062506, 0.158613
us_000463277,0.062506, 0.158769
us_000485015,0.062506, 0.160441
us_000477607,0.062506, 0.161378
