Product ID : 976 # of JPs covered : 1 : 58 : State Income, 
pr_000649277,0.227079, 0.000000
pr_000863478,0.227079, 0.000000
pr_000970630,0.227079, 0.000000
pr_000831605,0.227079, 0.000000
pr_001098847,0.227079, 0.000000
pr_000768728,0.227079, 0.000000
pr_000651357,0.227079, 0.000000
pr_000768556,0.227079, 0.000000
pr_002194820,0.227079, 0.000000
pr_001708371,0.227079, 0.000000
pr_000752551,0.227079, 0.000000
pr_001937723,0.227079, 0.000000
pr_001150944,0.227079, 0.000000
pr_000757886,0.227079, 0.000000
pr_000860982,0.227079, 0.000000
pr_000606832,0.227079, 0.000000
pr_000989861,0.227079, 0.000000
pr_002149061,0.227079, 0.000000
pr_000814902,0.227079, 0.000000
pr_000749966,0.227079, 0.000000
pr_000668463,0.227079, 0.000000
pr_000752331,0.227079, 0.000000
pr_001396377,0.227079, 0.000000
pr_002189660,0.227079, 0.000000
pr_000758097,0.227079, 0.000000
pr_000860294,0.227079, 0.000000
pr_000648217,0.227079, 0.000000
pr_001011591,0.227079, 0.000000
pr_001817010,0.227079, 0.000000
pr_001640064,0.227079, 0.000000
pr_000662742,0.227079, 0.000000
pr_001924854,0.227079, 0.000000
pr_001816761,0.227079, 0.000000
pr_000427754,0.227079, 0.000000
pr_000413928,0.227079, 0.000001
pr_000745449,0.227079, 0.000001
pr_000749719,0.227079, 0.000001
pr_000953223,0.227079, 0.000001
pr_002194240,0.227079, 0.000001
pr_001951858,0.227079, 0.000001
pr_001009778,0.227079, 0.000001
pr_000610703,0.227079, 0.000001
pr_000607500,0.227079, 0.000001
pr_001070209,0.227079, 0.000001
pr_002229928,0.227079, 0.000001
pr_001937487,0.227079, 0.000001
pr_000770001,0.227079, 0.000001
pr_001949314,0.227079, 0.000001
pr_002123225,0.227079, 0.000001
pr_000900708,0.227079, 0.000001
pr_000889213,0.227079, 0.000001
us_000521064,0.227079, 0.000002
us_000492040,0.227079, 0.000002
pr_000912047,0.227079, 0.000003
pr_000819199,0.227079, 0.000003
pr_001968804,0.227079, 0.000003
pr_000999017,0.227079, 0.000003
pr_002150292,0.227079, 0.000003
pr_001926322,0.227079, 0.000003
pr_001032172,0.227079, 0.000003
us_000500119,0.227079, 0.000003
pr_001011442,0.227079, 0.000004
pr_001626370,0.227079, 0.000010
pr_001746903,0.227079, 0.000025
us_000467161,0.227079, 0.000075
pr_002087316,0.227079, 0.000078
pr_000785059,0.227079, 0.000118
us_000493322,0.227079, 0.000186
us_000519468,0.227079, 0.000375
pr_000419678,0.227079, 0.000388
us_000534697,0.227079, 0.002553
us_000527974,0.227079, 0.003131
us_000458695,0.227079, 0.011969
us_000586851,0.227079, 0.013561
us_000470805,0.227079, 0.398820
us_000542148,0.227079, 2.464985
pr_001619476,0.213646, 0.000005
pr_001880504,0.213646, 0.000005
us_000592098,0.213646, 0.332402
us_000565061,0.213646, 0.334505
us_000579497,0.213646, 0.430427
us_000564336,0.213646, 0.443682
us_000573668,0.213646, 0.444546
us_000537713,0.213646, 0.450347
us_000528627,0.213646, 0.455799
us_000565078,0.213646, 0.465486
us_000579545,0.213646, 0.485110
us_000555514,0.213646, 0.535464
us_000585996,0.213646, 0.541924
us_000552217,0.213646, 0.566528
us_000580912,0.213646, 0.672173
us_000580873,0.213646, 0.680029
us_000585771,0.213646, 0.696413
us_000517689,0.213646, 0.700805
us_000517730,0.213646, 0.705049
us_000565975,0.213646, 0.708686
us_000597097,0.213646, 0.713822
us_000495264,0.213646, 0.717744
us_000482999,0.213646, 0.724920
us_000560203,0.213646, 0.725880
us_000585489,0.213646, 0.733923
us_000530150,0.213646, 0.737853
us_000471262,0.213646, 0.739508
us_000556986,0.213646, 0.740861
us_000592120,0.213646, 0.741415
us_000554093,0.213646, 0.763196
us_000466221,0.213646, 0.779082
us_000563231,0.213646, 0.887881
us_000562213,0.213646, 0.898444
us_000492588,0.213646, 0.922209
us_000519790,0.213646, 1.498927
us_000565878,0.213646, 1.507764
us_000532199,0.213646, 1.667538
us_000471102,0.208585, 0.004724
us_000561502,0.208585, 0.063632
us_000561357,0.208585, 0.305474
us_000487898,0.208585, 0.444843
us_000572187,0.208585, 0.455967
us_000517671,0.208585, 0.472496
us_000512886,0.208585, 0.473353
us_000484668,0.208585, 0.490551
us_000552301,0.208585, 0.501314
us_000552169,0.208585, 0.501832
us_000519414,0.208585, 0.504641
us_000485521,0.208585, 0.508051
us_000543134,0.208585, 0.514544
us_000494175,0.208585, 0.532528
us_000512350,0.208585, 0.552073
us_000533221,0.208585, 0.552658
us_000489106,0.208585, 0.553625
us_000553644,0.208585, 0.554434
us_000586007,0.208585, 0.562706
us_000481296,0.202326, 0.000000
pr_000639260,0.202326, 0.000000
pr_000925287,0.202326, 0.000000
pr_000443157,0.202326, 0.000001
pr_000843086,0.202326, 0.000002
us_000481602,0.202326, 0.000002
us_000608882,0.202326, 0.000014
us_000469699,0.202326, 0.000047
pr_000726610,0.202326, 0.000094
us_000493325,0.202326, 0.000144
pr_000903851,0.202326, 0.000144
pr_000640146,0.202326, 0.000169
us_000487289,0.202326, 0.000355
us_000591444,0.202326, 0.030864
us_000614940,0.202326, 0.031810
us_000530669,0.202326, 0.031841
us_000614496,0.202326, 0.031895
us_000502245,0.202326, 0.040279
us_000513747,0.202326, 0.044444
us_000592357,0.202326, 0.047694
us_000594495,0.202326, 0.059972
us_000609077,0.202326, 0.322540
us_000525648,0.197016, 0.000018
us_000580645,0.197016, 0.000850
us_000552221,0.197016, 0.313783
us_000500994,0.197016, 0.354583
us_000523776,0.197016, 0.376343
us_000524949,0.197016, 0.377026
us_000500933,0.197016, 0.395650
us_000465121,0.197016, 0.405294
us_000484294,0.197016, 0.414184
us_000465617,0.197016, 0.437382
us_000572542,0.197016, 0.455349
us_000534210,0.197016, 0.487742
us_000468881,0.197016, 0.497839
us_000497936,0.197016, 0.515829
us_000093193,0.197016, 0.538477
us_000459275,0.197016, 0.900375
us_000459279,0.197016, 0.937100
us_000234234,0.191107, 0.000000
us_000391735,0.191107, 0.278696
us_000220684,0.191107, 0.307968
us_000475307,0.191107, 0.323686
us_000408572,0.191107, 0.330150
us_000521631,0.191107, 0.334414
us_000464027,0.191107, 0.342583
us_000557255,0.191107, 0.350802
us_000583851,0.191107, 0.354599
us_000475088,0.191107, 0.355402
us_000221104,0.191107, 0.357930
us_000464652,0.191107, 0.358048
us_000470130,0.191107, 0.359993
us_000474499,0.191107, 0.361614
us_000583710,0.191107, 0.365670
us_000484151,0.191107, 0.376468
us_000475658,0.191107, 0.377160
us_000464831,0.191107, 0.380393
us_000465133,0.191107, 0.382518
us_000473172,0.191107, 0.382574
pr_001611456,0.191107, 0.382802
us_000364518,0.191107, 0.384500
us_000521985,0.191107, 0.385842
us_000231458,0.191107, 0.392843
us_000477725,0.191107, 0.394789
us_000469472,0.191107, 0.396158
us_000476212,0.191107, 0.400981
us_000261877,0.191107, 0.401144
us_000562762,0.191107, 0.406748
us_000497695,0.191107, 0.407151
us_000551292,0.191107, 0.407507
us_000293249,0.191107, 0.412257
us_000489616,0.191107, 0.412766
us_000462951,0.191107, 0.412859
us_000471538,0.191107, 0.415515
us_000513520,0.191107, 0.417617
us_000480780,0.191107, 0.420182
us_000548616,0.191107, 0.420954
us_000471556,0.191107, 0.422165
us_000501784,0.191107, 0.423063
us_000474534,0.191107, 0.423308
us_000459301,0.191107, 0.424801
us_000486053,0.191107, 0.426507
us_000365339,0.191107, 0.427694
us_000591590,0.191107, 0.427748
us_000549463,0.191107, 0.428080
us_000537784,0.191107, 0.429663
us_000554109,0.191107, 0.429819
us_000494672,0.191107, 0.429854
us_000521858,0.191107, 0.430041
us_000478329,0.191107, 0.430821
us_000563568,0.191107, 0.435356
us_000475115,0.191107, 0.437754
us_000487700,0.191107, 0.438010
us_000499159,0.191107, 0.438497
us_000486833,0.191107, 0.438892
us_000562513,0.191107, 0.439185
us_000477941,0.191107, 0.439249
us_000492425,0.191107, 0.439656
us_000262835,0.191107, 0.442477
us_000501519,0.191107, 0.443849
us_000295519,0.191107, 0.445579
us_000261428,0.191107, 0.446697
us_000463130,0.191107, 0.446858
us_000460694,0.191107, 0.449384
us_000243134,0.191107, 0.451939
us_000502147,0.191107, 0.451939
us_000472637,0.191107, 0.451939
us_000473579,0.191107, 0.452421
us_000461623,0.191107, 0.452653
us_000460858,0.191107, 0.453812
us_000477899,0.191107, 0.454523
us_000463751,0.191107, 0.454523
us_000478188,0.191107, 0.454523
us_000292182,0.191107, 0.454523
us_000583683,0.191107, 0.456338
us_000476917,0.191107, 0.456426
us_000553982,0.191107, 0.457135
us_000267035,0.191107, 0.457135
us_000084497,0.191107, 0.457135
us_000554214,0.191107, 0.457135
us_000484493,0.191107, 0.476346
us_000474776,0.191107, 0.482606
us_000268729,0.191107, 0.490420
us_000489533,0.191107, 0.491135
us_000263125,0.191107, 0.492575
us_000563525,0.191107, 0.524486
us_000537213,0.191107, 0.584509
us_000552423,0.191107, 0.765800
us_000537580,0.191107, 0.790434
us_000494702,0.191107, 1.423260
us_000467403,0.190882, 0.000000
us_000492747,0.190882, 0.000000
us_000475873,0.190882, 0.000000
us_000486988,0.190882, 0.000000
us_000462392,0.190882, 0.000000
us_000471017,0.190882, 0.000000
us_000462508,0.190882, 0.000000
us_000459437,0.190882, 0.000000
us_000477401,0.190882, 0.000000
us_000474703,0.190882, 0.000000
us_000464516,0.190882, 0.000000
us_000474677,0.190882, 0.000000
us_000462869,0.190882, 0.000000
us_000491664,0.190882, 0.000000
us_000464377,0.190882, 0.000000
us_000493712,0.190882, 0.000000
pr_000421378,0.190882, 0.000006
pr_000519398,0.190882, 0.000053
pr_000517471,0.190882, 0.000055
pr_000514100,0.190882, 0.000115
us_000483702,0.190882, 0.000416
pr_001005868,0.190882, 0.002310
us_000581974,0.190882, 1.796421
us_000574571,0.190882, 2.752444
us_000574512,0.190882, 2.757743
us_000581973,0.190882, 2.763076
us_000459210,0.190882, 2.890014
us_000552039,0.174709, 0.000333
us_000504882,0.174709, 0.000522
pr_002164961,0.174709, 0.001317
us_000552165,0.174709, 0.001336
us_000396800,0.174709, 0.001479
us_000473405,0.174709, 0.001653
us_000480273,0.174709, 0.002387
us_000539550,0.174709, 0.100486
us_000539551,0.174709, 0.170352
us_000563340,0.174709, 0.333270
us_000475362,0.174709, 0.334531
us_000505061,0.174709, 0.365338
us_000578686,0.174709, 0.400615
us_000552155,0.174709, 0.410344
us_000512486,0.174709, 0.436930
us_000144801,0.174709, 0.459745
us_000514540,0.174709, 0.476877
us_000551653,0.174709, 0.487577
us_000577949,0.174709, 0.504139
us_000552234,0.174709, 0.506409
us_000509765,0.174709, 0.512408
us_000146691,0.174709, 0.551639
us_000149392,0.174709, 0.561758
us_000600831,0.174709, 0.565611
us_000519752,0.174709, 0.568175
us_000496307,0.174709, 0.569878
us_000517588,0.174709, 0.569878
us_000581390,0.174709, 0.569878
us_000483077,0.174709, 0.591816
us_000586116,0.174709, 0.592898
us_000594238,0.174709, 0.619654
us_000531513,0.174709, 0.619654
us_000562838,0.174709, 0.619654
us_000519867,0.174709, 0.648167
us_000569366,0.174709, 0.649279
us_000505124,0.174709, 0.666228
us_000460739,0.174709, 0.733896
us_000470961,0.174709, 0.760235
us_000404063,0.174709, 0.927998
us_000486004,0.159179, 0.000004
us_000543991,0.159179, 0.001142
us_000617385,0.159179, 0.003516
us_000567576,0.159179, 0.003799
us_000459091,0.159179, 0.103641
us_000469771,0.159179, 0.436850
us_000493087,0.159179, 0.548140
us_000532144,0.159179, 0.589605
us_000523907,0.159179, 0.591202
us_000519225,0.159179, 0.597355
us_000480836,0.159179, 0.602049
us_000521396,0.159179, 0.623883
us_000604626,0.159179, 0.671430
us_000520669,0.159179, 0.884408
pr_001672190,0.150455, 0.000000
pr_001773634,0.150455, 0.000000
pr_001771463,0.150455, 0.000000
us_000093416,0.150455, 0.000001
us_000468450,0.150455, 0.000004
us_000486049,0.150455, 0.001149
us_000521864,0.150455, 0.003668
us_000537502,0.150455, 0.005933
pr_001686119,0.150455, 0.008915
us_000484767,0.150455, 0.021914
us_000494323,0.150455, 0.032952
pr_001088059,0.150455, 0.033374
pr_000969830,0.150455, 0.146264
pr_000792364,0.150455, 0.146264
pr_000003769,0.125180, 0.000000
pr_000002381,0.125180, 0.000000
us_000592778,0.125180, 0.000000
us_000593102,0.125180, 0.000000
us_000581721,0.125180, 0.000020
us_000280307,0.125180, 0.056297
us_000509491,0.125180, 0.177943
us_000508717,0.125180, 0.207266
us_000569980,0.125180, 0.209047
us_000472282,0.125180, 0.212325
us_000216571,0.125180, 0.225844
us_000467338,0.125180, 0.225881
us_000466950,0.125180, 0.227495
us_000509926,0.125180, 0.230637
us_000336716,0.125180, 0.232352
us_000492916,0.125180, 0.232778
us_000054386,0.125180, 0.234642
us_000482082,0.125180, 0.240260
us_000468438,0.125180, 0.242257
us_000516460,0.125180, 0.243375
us_000468957,0.125180, 0.244625
us_000501884,0.125180, 0.245516
us_000499059,0.125180, 0.247993
us_000479452,0.125180, 0.248289
us_000546692,0.125180, 0.249420
us_000474139,0.125180, 0.249922
us_000555200,0.125180, 0.251060
us_000460438,0.125180, 0.251196
us_000545171,0.125180, 0.251702
us_000471076,0.125180, 0.251708
us_000419553,0.125180, 0.253916
us_000088923,0.125180, 0.257577
us_000480777,0.125180, 0.259048
us_000508740,0.125180, 0.260390
us_000055438,0.125180, 0.260905
us_000498411,0.125180, 0.261364
us_000486054,0.125180, 0.261990
us_000094468,0.125180, 0.262252
us_000581089,0.125180, 0.264328
us_000462398,0.125180, 0.265124
us_000516695,0.125180, 0.266128
us_000500416,0.125180, 0.266240
us_000481518,0.125180, 0.266503
us_000508217,0.125180, 0.266721
us_000491473,0.125180, 0.267730
us_000467140,0.125180, 0.268590
us_000483525,0.125180, 0.269697
us_000461048,0.125180, 0.269745
us_000478344,0.125180, 0.270145
us_000424119,0.125180, 0.270526
us_000551125,0.125180, 0.271514
us_000466562,0.125180, 0.274137
us_000489936,0.125180, 0.274270
us_000492306,0.125180, 0.276331
us_000497371,0.125180, 0.277147
us_000460353,0.125180, 0.277579
us_000486812,0.125180, 0.278001
us_000474392,0.125180, 0.278111
us_000470542,0.125180, 0.279048
us_000483722,0.125180, 0.279644
us_000463489,0.125180, 0.279644
us_000301118,0.125180, 0.279931
us_000495536,0.125180, 0.280472
us_000556816,0.125180, 0.280544
us_000309100,0.125180, 0.282925
us_000586740,0.125180, 0.283620
us_000423244,0.125180, 0.285188
us_000489143,0.125180, 0.285695
us_000485289,0.125180, 0.286573
us_000487689,0.125180, 0.286739
us_000462158,0.125180, 0.286938
us_000132842,0.125180, 0.287039
us_000480914,0.125180, 0.287039
us_000478034,0.125180, 0.288079
us_000458534,0.125180, 0.288159
us_000477507,0.125180, 0.288429
us_000093037,0.125180, 0.288429
us_000494112,0.125180, 0.290457
us_000491608,0.125180, 0.290500
us_000546331,0.125180, 0.290943
us_000463894,0.125180, 0.292199
us_000553526,0.125180, 0.294283
us_000450859,0.125180, 0.294283
us_000419969,0.125180, 0.294283
us_000467141,0.125180, 0.295769
us_000484866,0.125180, 0.295769
us_000469993,0.125180, 0.295769
us_000484867,0.125180, 0.295769
us_000474267,0.125180, 0.296672
us_000470626,0.125180, 0.297532
us_000500192,0.125180, 0.300813
us_000502637,0.125180, 0.302828
us_000466538,0.125180, 0.303214
us_000136667,0.125180, 0.303337
us_000483557,0.125180, 0.303851
us_000476193,0.125180, 0.304189
us_000516687,0.125180, 0.304595
us_000557145,0.125180, 0.304841
us_000556342,0.125180, 0.306427
us_000465338,0.125180, 0.307754
us_000022304,0.125180, 0.309330
us_000351996,0.125180, 0.309553
us_000516101,0.125180, 0.311130
us_000467373,0.125180, 0.311130
us_000470269,0.125180, 0.318038
us_000039799,0.125180, 0.319343
us_000489152,0.125180, 0.320202
us_000494217,0.125180, 0.320281
us_000585797,0.125180, 0.320619
us_000536112,0.125180, 0.331389
us_000525578,0.125180, 0.333567
us_000475005,0.125180, 0.333678
us_000277645,0.125180, 0.334199
us_000022215,0.125180, 0.335504
us_000461256,0.125180, 0.335911
us_000484679,0.125180, 0.336980
us_000520156,0.125180, 0.337138
us_000485832,0.125180, 0.337304
us_000485628,0.125180, 0.339035
us_000512802,0.125180, 0.339513
us_000540273,0.125180, 0.347432
us_000168043,0.125180, 0.353298
us_000350521,0.125180, 0.414595
pr_001118361,0.124835, 0.000000
us_000486289,0.124835, 0.016755
us_000475209,0.124835, 0.131506
us_000237110,0.124835, 0.149977
us_000474692,0.124835, 0.174146
us_000465767,0.124835, 0.178353
us_000478271,0.124835, 0.180861
us_000471898,0.124835, 0.181147
us_000104545,0.124835, 0.182037
us_000469670,0.124835, 0.190150
us_000035300,0.124835, 0.196166
us_000370706,0.124835, 0.196480
us_000436810,0.124835, 0.196590
us_000217569,0.124835, 0.197053
us_000517307,0.124835, 0.197495
us_000504657,0.124835, 0.198957
us_000486177,0.124835, 0.203864
us_000482286,0.124835, 0.204013
us_000469831,0.124835, 0.204773
us_000466384,0.124835, 0.205273
us_000483704,0.124835, 0.205595
us_000517390,0.124835, 0.205763
us_000488672,0.124835, 0.208486
us_000493643,0.124835, 0.209679
us_000485879,0.124835, 0.211673
us_000525440,0.124835, 0.212153
us_000484841,0.124835, 0.212605
us_000602170,0.124835, 0.212960
us_000461241,0.124835, 0.215057
us_000483623,0.124835, 0.216244
us_000470591,0.124835, 0.218100
us_000463361,0.124835, 0.218171
us_000484032,0.124835, 0.219038
us_000476139,0.124835, 0.221026
us_000551842,0.124835, 0.221963
us_000472237,0.124835, 0.222007
us_000371778,0.124835, 0.225334
us_000192546,0.124835, 0.226921
us_000567281,0.124835, 0.227048
us_000472937,0.124835, 0.228083
us_000471793,0.124835, 0.229766
pr_000372328,0.124835, 0.230133
us_000499306,0.124835, 0.230838
us_000485346,0.124835, 0.230838
us_000480876,0.124835, 0.230838
us_000471783,0.124835, 0.231243
us_000546227,0.124835, 0.232158
us_000475553,0.124835, 0.232315
us_000484904,0.124835, 0.232315
us_000493209,0.124835, 0.232315
us_000460070,0.124835, 0.232315
us_000536855,0.124835, 0.235435
us_000552076,0.124835, 0.236069
pr_000748297,0.124835, 0.240485
us_000459017,0.124835, 0.240888
us_000483694,0.124835, 0.241173
us_000483981,0.124835, 0.242050
us_000488955,0.124835, 0.242366
us_000483889,0.124835, 0.244112
us_000487617,0.122489, 0.000000
us_000494975,0.122489, 0.000000
pr_000592580,0.122489, 0.000002
pr_001142176,0.122489, 0.000068
pr_000992181,0.122489, 0.000068
pr_000655841,0.122489, 0.001124
us_000581964,0.122489, 1.286163
pr_001011135,0.117639, 0.000162
pr_000977867,0.117639, 0.000633
pr_001044382,0.117639, 0.000722
pr_000718955,0.117639, 0.000813
pr_001002342,0.117639, 0.000819
us_000131151,0.117639, 0.618121
us_000220133,0.117639, 0.792307
us_000523649,0.117639, 0.856697
us_000510030,0.117639, 0.858271
us_000494356,0.117639, 0.862214
us_000468169,0.117639, 0.895392
us_000503113,0.117639, 0.901606
us_000128005,0.117639, 0.916654
us_000297228,0.117639, 0.923157
us_000470636,0.117639, 0.936629
us_000139617,0.117639, 0.943334
us_000470612,0.117639, 0.988801
us_000139464,0.117639, 0.999346
us_000470533,0.117639, 1.033729
us_000466911,0.117639, 1.079043
us_000483396,0.114223, 0.000000
pr_000993622,0.114223, 0.000000
us_000483364,0.114223, 0.000014
us_000385198,0.114223, 0.000035
us_000479155,0.114223, 0.000037
us_000344610,0.114223, 0.000597
us_000504043,0.114223, 0.000597
us_000498265,0.114223, 0.000597
us_000504328,0.114223, 0.000716
us_000468783,0.114223, 0.121079
us_000570829,0.114223, 0.239330
us_000515228,0.114223, 0.256882
us_000472755,0.114223, 0.260655
us_000519951,0.114223, 0.260938
pr_000625879,0.114223, 0.264533
us_000475009,0.114223, 0.267136
us_000478103,0.114223, 0.269516
us_000483642,0.114223, 0.269943
us_000604775,0.114223, 0.271053
us_000533125,0.114223, 0.271713
us_000332644,0.114223, 0.274301
us_000548285,0.114223, 0.282973
us_000370578,0.114223, 0.285023
pr_000518168,0.114223, 0.294840
us_000521114,0.114223, 0.303159
us_000461810,0.114223, 0.304221
pr_000372839,0.114223, 0.304915
pr_000565477,0.114223, 0.306541
pr_000388316,0.114223, 0.306589
pr_001042891,0.114223, 0.307052
pr_000368425,0.114223, 0.311627
us_000470004,0.114223, 0.318488
us_000469373,0.114223, 0.319668
us_000615112,0.114223, 0.323193
us_000474294,0.114223, 0.335121
us_000473098,0.114223, 0.338709
us_000478691,0.114223, 0.341466
us_000318670,0.087558, 0.155104
us_000478377,0.087558, 0.174036
us_000596561,0.087558, 0.194444
us_000513551,0.087558, 0.194611
us_000492655,0.087558, 0.200275
us_000466843,0.087558, 0.201352
us_000561326,0.087558, 0.208674
us_000467265,0.087558, 0.210749
us_000470766,0.087558, 0.214198
us_000485522,0.087558, 0.214214
us_000556624,0.087558, 0.215236
us_000242041,0.087558, 0.215708
us_000354034,0.087558, 0.217679
us_000461119,0.087558, 0.218899
us_000466310,0.087558, 0.218930
us_000491876,0.087558, 0.218972
us_000032476,0.087558, 0.219522
us_000501263,0.087558, 0.219983
us_000513578,0.087558, 0.220715
us_000469874,0.087558, 0.220842
us_000486976,0.087558, 0.222585
us_000489074,0.087558, 0.223333
us_000496662,0.087558, 0.224070
us_000485511,0.087558, 0.224794
us_000516646,0.087558, 0.225227
us_000195005,0.087558, 0.226906
us_000487719,0.087558, 0.226906
us_000500627,0.087558, 0.228546
us_000460496,0.087558, 0.229092
us_000467017,0.087558, 0.229397
us_000492567,0.087558, 0.230191
us_000359954,0.087558, 0.230622
us_000461775,0.087558, 0.231350
us_000500191,0.087558, 0.232319
us_000461827,0.087558, 0.232897
us_000471208,0.087558, 0.232897
us_000461140,0.087558, 0.232897
us_000140721,0.087558, 0.232897
us_000014584,0.087558, 0.233566
us_000349224,0.087558, 0.233683
us_000436400,0.087558, 0.233683
us_000312526,0.087558, 0.233683
us_000557118,0.087558, 0.234476
us_000460588,0.087558, 0.234476
us_000468626,0.087558, 0.234476
us_000493373,0.087558, 0.234476
us_000500424,0.087558, 0.234476
us_000314762,0.087558, 0.234736
us_000228793,0.087558, 0.236478
us_000304078,0.087558, 0.236478
us_000477243,0.087558, 0.236478
us_000471557,0.087558, 0.237253
us_000462144,0.087558, 0.237733
us_000462428,0.087558, 0.238578
us_000461646,0.087558, 0.238578
us_000477765,0.087558, 0.239410
us_000575522,0.087558, 0.239670
us_000466941,0.087558, 0.239873
us_000500579,0.087558, 0.240261
us_000551279,0.087558, 0.249510
us_000500527,0.087558, 0.250009
us_000503760,0.087558, 0.250086
us_000510326,0.087558, 0.250764
us_000480234,0.087558, 0.251756
us_000459873,0.087558, 0.269722
us_000536240,0.087558, 0.271234
us_000480544,0.087558, 0.301945
us_000470163,0.087558, 0.304176
us_000469064,0.084773, 0.000001
us_000536538,0.084773, 0.000008
us_000603876,0.084773, 0.000040
us_000575325,0.084773, 0.000153
us_000483455,0.084773, 0.003227
pr_000820933,0.084773, 0.165445
us_000480028,0.084773, 0.166351
us_000522515,0.084773, 0.167119
us_000544681,0.084773, 0.168733
us_000532824,0.084773, 0.169643
us_000605324,0.084773, 0.170098
us_000476302,0.084773, 0.170433
us_000567132,0.084773, 0.170433
us_000522429,0.084773, 0.170636
pr_000910262,0.084773, 0.171266
us_000518301,0.084773, 0.174501
us_000460584,0.084773, 0.175339
us_000593737,0.084773, 0.176475
pr_000968389,0.084773, 0.178167
us_000532540,0.084773, 0.178774
us_000519424,0.084773, 0.178774
us_000502156,0.084773, 0.196402
us_000504498,0.084773, 0.196402
us_000487808,0.084773, 0.197325
us_000577831,0.084773, 0.198031
us_000551135,0.084773, 0.198612
us_000484895,0.084773, 0.198612
us_000480097,0.084773, 0.198612
us_000504523,0.084773, 0.198612
us_000488972,0.084773, 0.199061
us_000513433,0.084773, 0.218420
us_000540729,0.084773, 0.226172
us_000521815,0.061118, 0.000000
us_000497566,0.061118, 0.000000
us_000507162,0.061118, 0.000000
pr_000486107,0.061118, 0.000000
pr_001721640,0.061118, 0.000000
us_000561724,0.061118, 0.000000
pr_000244161,0.061118, 0.000007
pr_002072175,0.061118, 0.000021
pr_002066992,0.061118, 0.000030
pr_002083393,0.061118, 0.000055
pr_002069037,0.061118, 0.000065
us_000524228,0.061118, 0.001207
us_000592228,0.061118, 0.001621
us_000608292,0.061118, 0.001688
us_000582086,0.061118, 0.002424
us_000589566,0.061118, 0.002728
pr_001714397,0.061118, 0.002750
us_000582338,0.061118, 0.002769
us_000562602,0.061118, 0.002951
us_000601460,0.061118, 0.004378
us_000533969,0.061118, 0.004504
us_000540563,0.061118, 0.004761
us_000541993,0.061118, 0.007323
us_000477390,0.061118, 0.007687
us_000542555,0.061118, 0.007856
us_000586419,0.061118, 0.016472
us_000515183,0.061118, 0.021604
us_000548226,0.061118, 0.026212
us_000594151,0.061118, 0.030306
us_000140433,0.061118, 0.034312
us_000516735,0.061118, 0.038202
us_000202616,0.061118, 0.042227
us_000528081,0.061118, 0.050866
us_000533436,0.061118, 0.053126
us_000332785,0.061118, 0.065722
us_000538697,0.061118, 0.071802
pr_000393525,0.058780, 0.045183
pr_000392576,0.058780, 0.045201
pr_001146906,0.058780, 0.045201
pr_001690827,0.058780, 0.045201
pr_001848249,0.058780, 0.045201
pr_000568300,0.058780, 0.046062
pr_001147935,0.058780, 0.046062
pr_000743438,0.058780, 0.046062
pr_001146475,0.058780, 0.046062
pr_001150600,0.058780, 0.046062
pr_001147275,0.058780, 0.046062
pr_001610578,0.058780, 0.046062
pr_001613416,0.058780, 0.046932
pr_001612545,0.058780, 0.046932
pr_001694969,0.058780, 0.046932
pr_001612395,0.058780, 0.046932
pr_000564660,0.058780, 0.046932
pr_001147248,0.058780, 0.046932
pr_001611396,0.058780, 0.046932
pr_001158888,0.058780, 0.046932
pr_000569445,0.058780, 0.046937
pr_000565228,0.058780, 0.046937
pr_001405689,0.058780, 0.047809
pr_000372943,0.058780, 0.047809
pr_001150114,0.058780, 0.047809
pr_001614675,0.058780, 0.047809
pr_001033433,0.058780, 0.047809
pr_001147666,0.058780, 0.047809
pr_000621088,0.058780, 0.047809
pr_000434680,0.058780, 0.047809
pr_000396899,0.058780, 0.047809
pr_001155980,0.058780, 0.047809
pr_001700848,0.058780, 0.047885
pr_001146613,0.058780, 0.048044
pr_001871521,0.058780, 0.048044
pr_001870981,0.058780, 0.048188
pr_001734435,0.058780, 0.048695
pr_000622554,0.058780, 0.048695
pr_000374464,0.058780, 0.048695
pr_000647293,0.058780, 0.048695
pr_000567662,0.058780, 0.048695
pr_001613989,0.058780, 0.048695
pr_000566817,0.058780, 0.048695
pr_001146791,0.058780, 0.048695
pr_001150123,0.058780, 0.048695
pr_001611547,0.058780, 0.048695
pr_001702710,0.058780, 0.048695
pr_000571134,0.058780, 0.048695
pr_000567624,0.058780, 0.048695
pr_000431328,0.058780, 0.048695
pr_001146977,0.058780, 0.048695
pr_000366732,0.058780, 0.048695
pr_001612183,0.058780, 0.048695
pr_001612161,0.058780, 0.048695
pr_001147752,0.058780, 0.048695
pr_001150304,0.058780, 0.048695
pr_000373722,0.058780, 0.048695
pr_001611510,0.058780, 0.048695
pr_001611490,0.058780, 0.048695
pr_000711306,0.058780, 0.048695
pr_000628800,0.058780, 0.048695
pr_000394681,0.058780, 0.048695
pr_000571141,0.058780, 0.048695
pr_001146179,0.058780, 0.048695
pr_001165730,0.058780, 0.048695
pr_000566569,0.058780, 0.048695
pr_001155478,0.058780, 0.048695
pr_000565629,0.058780, 0.048695
pr_001613404,0.058780, 0.048695
pr_000362761,0.058780, 0.048695
pr_000567519,0.058780, 0.048695
pr_001147400,0.058780, 0.048695
