Product ID : 2131 JPs covered : 363 : LoanDoc-UCC, 
pr_001883045,0.912997, 0.000000
pr_001940739,0.912997, 0.000000
pr_001808080,0.912997, 0.000000
pr_001804044,0.912997, 0.000000
pr_001894852,0.912997, 0.000000
pr_002046720,0.912997, 0.000000
pr_000321042,0.912997, 0.000000
pr_001669504,0.912997, 0.000000
pr_000100881,0.912997, 0.000000
pr_000416456,0.912997, 0.000000
pr_000217600,0.912997, 0.000000
pr_000889566,0.912997, 0.000000
pr_001095196,0.912997, 0.000000
pr_000940023,0.912997, 0.000000
pr_000019526,0.912997, 0.000000
pr_001025461,0.912997, 0.000000
pr_001899472,0.912997, 0.000000
pr_002159986,0.912997, 0.000000
pr_000311069,0.912997, 0.000000
pr_002169387,0.912997, 0.000000
pr_001902389,0.912997, 0.000000
pr_002195202,0.912997, 0.000000
pr_001667457,0.912997, 0.000000
pr_002056314,0.912997, 0.000000
pr_000962802,0.912997, 0.000000
pr_000833285,0.912997, 0.000000
pr_000084796,0.912997, 0.000000
pr_000742101,0.912997, 0.000000
pr_000995430,0.912997, 0.000000
pr_002159674,0.912997, 0.000000
pr_001691496,0.912997, 0.000000
pr_000787486,0.912997, 0.000000
pr_002067179,0.912997, 0.000000
pr_001927824,0.912997, 0.000000
pr_000980070,0.912997, 0.000000
pr_000624374,0.912997, 0.000000
pr_001015676,0.912997, 0.000000
pr_000802855,0.912997, 0.000000
pr_001739022,0.912997, 0.000000
pr_001955073,0.912997, 0.000000
pr_002082631,0.912997, 0.000000
pr_001906052,0.912997, 0.000000
pr_000418004,0.912997, 0.000000
pr_001950046,0.912997, 0.000000
pr_002155532,0.912997, 0.000000
pr_001093925,0.912997, 0.000000
pr_001981636,0.912997, 0.000000
pr_001735013,0.912997, 0.000000
pr_002160037,0.912997, 0.000000
pr_000013887,0.912997, 0.000000
pr_001911149,0.912997, 0.000000
pr_000997378,0.912997, 0.000000
pr_000426594,0.912997, 0.000000
pr_002161109,0.912997, 0.000000
pr_001898355,0.912997, 0.000000
pr_001935962,0.912997, 0.000000
pr_001719205,0.912997, 0.000000
pr_002192204,0.912997, 0.000000
pr_001096969,0.912997, 0.000000
pr_000024315,0.912997, 0.000000
pr_001983418,0.912997, 0.000000
pr_000419929,0.912997, 0.000000
pr_000426131,0.912997, 0.000000
pr_001907687,0.912997, 0.000000
pr_000740839,0.912997, 0.000000
pr_000107153,0.912997, 0.000000
pr_000312107,0.912997, 0.000000
pr_001602856,0.912997, 0.000000
pr_001075554,0.912997, 0.000000
pr_002079977,0.912997, 0.000000
pr_002159957,0.912997, 0.000000
pr_000227784,0.912997, 0.000000
pr_001417964,0.912997, 0.000000
pr_001949354,0.912997, 0.000000
pr_002072168,0.912997, 0.000000
pr_000741488,0.912997, 0.000000
pr_001764356,0.912997, 0.000000
pr_001967259,0.912997, 0.000000
pr_000783849,0.912997, 0.000000
pr_001870854,0.912997, 0.000000
us_000520972,0.912997, 0.000000
us_000493215,0.912997, 0.000001
us_000481566,0.912997, 0.000001
pr_000400779,0.912997, 0.000001
pr_000740472,0.912997, 0.000001
pr_001781451,0.912997, 0.000002
pr_001782739,0.912997, 0.000002
pr_001014403,0.912997, 0.000006
pr_000012178,0.912997, 0.000006
pr_000082908,0.912997, 0.000011
pr_000567537,0.912997, 0.000015
pr_000964904,0.912997, 0.000033
us_000608112,0.912997, 0.000170
us_000606342,0.912997, 0.000194
us_000600360,0.912997, 0.000351
us_000571677,0.912997, 0.000408
us_000466616,0.912997, 0.012021
us_000518119,0.912997, 2.640129
us_000533917,0.912997, 2.854441
us_000260693,0.912997, 3.157577
us_000574580,0.912997, 3.366055
us_000534001,0.912997, 3.397267
us_000567566,0.912997, 3.476426
us_000524059,0.912997, 3.486218
us_000518065,0.912997, 3.494004
us_000524097,0.912997, 3.501140
us_000504096,0.912997, 3.572701
us_000496476,0.912997, 3.581113
us_000534125,0.912997, 3.585050
us_000546909,0.912997, 3.615952
us_000462223,0.912997, 3.623647
us_000534042,0.912997, 3.653504
us_000462225,0.912997, 3.668966
us_000141464,0.912997, 3.672641
us_000593911,0.912997, 3.775726
us_000506964,0.912997, 3.966600
us_000574935,0.912997, 4.106942
us_000614007,0.876265, 0.000000
us_000579584,0.876265, 0.000001
pr_000811684,0.876265, 0.000014
pr_001008642,0.876265, 0.000034
us_000591676,0.876265, 0.000070
pr_001393097,0.876265, 0.000075
pr_000587451,0.876265, 0.000075
pr_000816001,0.876265, 0.000075
pr_000990603,0.876265, 0.000075
pr_000976558,0.876265, 0.000075
pr_000812083,0.876265, 0.000075
pr_000292008,0.876265, 0.000075
pr_000948664,0.876265, 0.000075
pr_001050782,0.876265, 0.000075
pr_000694566,0.876265, 0.000075
pr_001581120,0.876265, 0.000075
pr_000846122,0.876265, 0.000075
pr_001078712,0.876265, 0.000075
pr_000836651,0.876265, 0.000101
pr_000291763,0.876265, 0.000129
pr_000900143,0.876265, 0.000147
pr_000335205,0.876265, 0.000163
us_000591679,0.876265, 0.000179
pr_000989145,0.876265, 0.000231
pr_000769560,0.876265, 0.000245
us_000604368,0.876265, 0.000261
pr_001583770,0.876265, 0.000265
pr_000985350,0.876265, 0.000336
pr_002056356,0.876265, 0.000664
pr_000958584,0.876265, 0.000664
pr_000648118,0.876265, 0.000664
pr_001013456,0.876265, 0.000664
pr_000944114,0.876265, 0.000664
pr_000343248,0.876265, 0.000664
pr_000952750,0.876265, 0.000664
pr_000960086,0.876265, 0.000664
pr_000953342,0.876265, 0.000664
pr_000817392,0.876265, 0.000673
pr_000759739,0.876265, 0.000679
pr_001611431,0.876265, 0.000753
pr_000943183,0.876265, 0.000753
pr_000730907,0.876265, 0.000753
pr_001686073,0.876265, 0.000817
pr_001651438,0.876265, 0.000834
pr_001954439,0.876265, 0.000879
pr_001012546,0.876265, 0.000934
pr_001003537,0.876265, 0.001022
pr_000628353,0.876265, 0.001070
pr_002139046,0.876265, 0.001153
pr_000756940,0.876265, 0.001234
pr_000092933,0.876265, 0.001312
us_000510323,0.876265, 0.001508
us_000542463,0.876265, 0.001508
us_000497147,0.876265, 0.001508
pr_001686026,0.876265, 0.001812
pr_000690384,0.876265, 0.001936
pr_000666471,0.876265, 0.001955
pr_000845920,0.876265, 0.002341
pr_000759221,0.876265, 0.002533
us_000490526,0.876265, 0.005416
us_000500303,0.876265, 0.005858
us_000598732,0.876265, 0.005946
us_000557539,0.876265, 0.006657
us_000536764,0.876265, 0.006935
us_000494504,0.876265, 0.007796
us_000611276,0.876265, 0.007807
us_000488330,0.876265, 0.010306
us_000523477,0.876265, 0.021918
us_000523609,0.876265, 0.025177
us_000549475,0.876265, 0.029777
us_000522323,0.876265, 0.037256
us_000490156,0.876265, 0.053228
us_000500308,0.876265, 0.056203
us_000379896,0.876265, 0.110415
us_000481771,0.876265, 0.110844
us_000305409,0.781822, 0.000000
us_000522179,0.781822, 0.000000
us_000478414,0.781822, 0.000000
us_000519134,0.781822, 0.000000
us_000540444,0.781822, 0.000000
us_000519974,0.781822, 0.000000
us_000567582,0.781822, 0.000000
us_000523258,0.781822, 0.000001
us_000564050,0.781822, 0.000008
us_000530426,0.781822, 0.000011
us_000586402,0.781822, 0.000012
us_000491525,0.781822, 0.000348
us_000562178,0.781822, 0.001234
us_000553041,0.525644, 0.000000
us_000552308,0.525644, 0.000000
pr_001644419,0.525644, 0.000000
us_000534668,0.525644, 0.000000
us_000552103,0.525644, 0.000000
us_000567680,0.525644, 0.000000
us_000552105,0.525644, 0.000000
us_000567686,0.525644, 0.000000
us_000534696,0.525644, 0.000000
us_000571706,0.525644, 0.000000
us_000553099,0.525644, 0.000000
us_000503598,0.525644, 0.000000
us_000504446,0.525644, 0.000000
us_000528890,0.525644, 0.000000
us_000523009,0.525644, 0.000000
us_000555385,0.525644, 0.000000
us_000498541,0.525644, 0.000000
us_000498930,0.525644, 0.000000
us_000489506,0.525644, 0.000000
us_000498444,0.525644, 0.000000
pr_000888948,0.525644, 0.000002
pr_000594926,0.525644, 0.000002
pr_001071050,0.525644, 0.000003
pr_000837717,0.525644, 0.000004
pr_001070843,0.525644, 0.000007
pr_001111011,0.525644, 0.000010
pr_001816886,0.525644, 0.000010
pr_000945480,0.525644, 0.000017
pr_000737528,0.525644, 0.000019
pr_001671998,0.525644, 0.000020
pr_000563130,0.525644, 0.000028
pr_001705915,0.525644, 0.000039
us_000606569,0.525644, 0.000044
us_000599477,0.525644, 0.000112
us_000460541,0.525644, 0.000675
us_000478077,0.525644, 0.000705
us_000536994,0.525644, 0.000879
us_000542906,0.525644, 0.000909
us_000503156,0.525644, 0.001068
us_000475086,0.525644, 0.001075
us_000514786,0.525644, 0.001088
us_000496794,0.525644, 0.001132
us_000594844,0.525644, 0.001325
us_000550677,0.525644, 0.001611
us_000498933,0.525644, 0.001893
us_000478617,0.525644, 0.001925
us_000577298,0.525644, 0.002137
us_000497079,0.525644, 0.002565
us_000516751,0.525644, 0.002677
us_000478183,0.525644, 0.003127
us_000542089,0.525644, 0.003305
us_000501803,0.525644, 0.003769
us_000614369,0.525644, 0.004512
us_000505246,0.525644, 0.006259
us_000499614,0.525644, 0.007320
us_000542579,0.525644, 0.009862
us_000483650,0.525644, 0.010035
us_000477095,0.525644, 0.010301
us_000566346,0.525644, 0.010845
us_000562589,0.525644, 0.015323
us_000475890,0.525644, 0.015475
us_000565017,0.525644, 0.017221
us_000582549,0.525644, 0.018585
us_000546377,0.525644, 0.021337
us_000575308,0.525644, 0.026354
us_000469801,0.525644, 0.030733
us_000538390,0.525644, 0.031518
us_000463636,0.525644, 0.034271
us_000587536,0.525644, 0.065471
us_000314503,0.525644, 0.127623
us_000529455,0.525644, 6.773587
us_000587547,0.525644, 8.514680
us_000502050,0.474209, 0.000000
us_000594046,0.474209, 0.000000
us_000521094,0.474209, 0.000000
us_000460332,0.474209, 0.000000
us_000509415,0.474209, 0.000000
us_000472648,0.474209, 0.000000
us_000594741,0.474209, 0.000000
us_000553035,0.474209, 0.000000
pr_001063722,0.474209, 0.000000
us_000523182,0.474209, 0.000000
us_000558905,0.474209, 0.000000
us_000525785,0.474209, 0.000000
us_000525321,0.474209, 0.000000
us_000485729,0.474209, 0.000000
us_000534734,0.474209, 0.000000
us_000511047,0.474209, 0.000000
us_000494375,0.474209, 0.000000
us_000494996,0.474209, 0.000000
us_000117377,0.474209, 0.000000
us_000595192,0.474209, 0.000000
pr_001051791,0.474209, 0.000001
pr_001093895,0.474209, 0.000001
pr_001041910,0.474209, 0.000001
us_000502723,0.474209, 0.000002
us_000502194,0.474209, 0.000002
pr_000725016,0.474209, 0.000006
pr_001085488,0.474209, 0.000006
pr_001039818,0.474209, 0.000006
pr_001045293,0.474209, 0.000008
pr_000945558,0.474209, 0.000008
pr_000870781,0.474209, 0.000016
pr_001658733,0.474209, 0.000018
pr_001049619,0.474209, 0.000020
pr_001881303,0.474209, 0.000020
pr_001397828,0.474209, 0.000020
pr_000851935,0.474209, 0.000020
pr_001728765,0.474209, 0.000020
pr_001410899,0.474209, 0.000020
pr_001708352,0.474209, 0.000020
pr_002185346,0.474209, 0.000020
pr_001622675,0.474209, 0.000020
pr_001024313,0.474209, 0.000020
pr_002155699,0.474209, 0.000020
pr_002115192,0.474209, 0.000020
pr_002149275,0.474209, 0.000020
pr_001905520,0.474209, 0.000020
pr_001956982,0.474209, 0.000020
pr_001836189,0.474209, 0.000020
pr_001966318,0.474209, 0.000020
pr_001963266,0.474209, 0.000020
pr_001904929,0.474209, 0.000020
pr_001732422,0.474209, 0.000020
pr_002194526,0.474209, 0.000020
us_000497679,0.474209, 0.000021
pr_000581799,0.474209, 0.000028
pr_000656326,0.474209, 0.000031
pr_001143647,0.474209, 0.000032
pr_001076156,0.474209, 0.000041
pr_001903707,0.474209, 0.000042
pr_001411457,0.474209, 0.000043
us_000516304,0.474209, 0.000048
pr_000188293,0.474209, 0.000048
us_000524387,0.474209, 0.000049
pr_001722513,0.474209, 0.000052
pr_001959955,0.474209, 0.000067
us_000512532,0.474209, 0.000075
pr_001403687,0.474209, 0.000076
us_000511857,0.474209, 0.000095
pr_001403560,0.474209, 0.000103
us_000590222,0.474209, 0.000118
pr_001085899,0.474209, 0.000133
us_000581499,0.474209, 0.000175
pr_001098621,0.474209, 0.000235
pr_000410075,0.474209, 0.000258
us_000588325,0.474209, 0.000515
us_000555876,0.474209, 0.000619
us_000606431,0.474209, 0.000705
us_000598747,0.474209, 0.000735
us_000558078,0.474209, 0.000908
us_000588931,0.474209, 0.001353
us_000591421,0.474209, 0.001739
us_000591062,0.474209, 0.002105
us_000595152,0.474209, 0.002994
us_000557251,0.474209, 0.004607
us_000582132,0.474209, 0.009002
us_000144573,0.474209, 0.010435
us_000542698,0.474209, 0.010629
us_000496250,0.474209, 6.419337
us_000532795,0.474209, 7.006156
us_000589358,0.474209, 8.812871
us_000536695,0.474209, 9.275600
us_000536478,0.474209, 9.304485
us_000514227,0.474209, 9.450528
us_000496340,0.474209, 9.840022
us_000536638,0.474209, 9.885546
us_000536392,0.474209, 10.219716
us_000542750,0.399384, 0.000000
us_000565681,0.399384, 0.000000
us_000528739,0.399384, 0.000000
pr_000420566,0.399384, 0.000000
us_000501913,0.399384, 0.000000
us_000550260,0.399384, 0.000000
us_000466009,0.399384, 0.000000
us_000489486,0.399384, 0.000000
pr_000938572,0.399384, 0.000000
us_000589529,0.399384, 0.000001
pr_000427914,0.399384, 0.000001
pr_000448576,0.399384, 0.000001
pr_000419005,0.399384, 0.000001
pr_000787365,0.399384, 0.000001
pr_000586759,0.399384, 0.000002
pr_000018436,0.399384, 0.000002
us_000474481,0.399384, 0.000003
pr_000588158,0.399384, 0.000003
us_000551971,0.399384, 0.000004
pr_000083349,0.399384, 0.000006
pr_000895474,0.399384, 0.000006
pr_000731922,0.399384, 0.000006
pr_000823640,0.399384, 0.000006
pr_000887621,0.399384, 0.000006
pr_000863533,0.399384, 0.000006
pr_001037123,0.399384, 0.000006
pr_000979111,0.399384, 0.000006
pr_002190567,0.399384, 0.000006
pr_000990121,0.399384, 0.000006
pr_000725633,0.399384, 0.000006
pr_001723258,0.399384, 0.000006
pr_000729868,0.399384, 0.000006
pr_000850003,0.399384, 0.000006
pr_000736763,0.399384, 0.000006
pr_000668727,0.399384, 0.000006
pr_001397434,0.399384, 0.000006
pr_000844399,0.399384, 0.000006
pr_001826522,0.399384, 0.000006
pr_000995488,0.399384, 0.000006
pr_000707098,0.399384, 0.000006
pr_000977622,0.399384, 0.000006
pr_000823576,0.399384, 0.000006
pr_000843091,0.399384, 0.000006
pr_000706852,0.399384, 0.000006
pr_002213544,0.399384, 0.000006
pr_000695599,0.399384, 0.000006
pr_000690558,0.399384, 0.000006
pr_000584981,0.399384, 0.000006
pr_001735668,0.399384, 0.000006
pr_000854761,0.399384, 0.000006
pr_000445991,0.399384, 0.000006
pr_000707549,0.399384, 0.000006
pr_002133050,0.399384, 0.000006
pr_001768136,0.399384, 0.000006
pr_000496433,0.399384, 0.000006
pr_000653725,0.399384, 0.000007
pr_000726267,0.399384, 0.000007
pr_001659033,0.399384, 0.000008
pr_000653944,0.399384, 0.000009
us_000471038,0.399384, 0.000011
pr_000995077,0.399384, 0.000013
pr_000443375,0.399384, 0.000013
us_000531754,0.399384, 0.000013
pr_000416065,0.399384, 0.000015
pr_000323234,0.399384, 0.000015
us_000470134,0.399384, 0.000020
us_000616757,0.399384, 0.000022
us_000613807,0.399384, 0.000022
us_000588310,0.399384, 0.000022
us_000616746,0.399384, 0.000022
us_000591200,0.399384, 0.000022
us_000614082,0.399384, 0.000022
us_000578427,0.399384, 0.000022
us_000573556,0.399384, 0.000022
pr_001913795,0.399384, 0.000022
pr_000004851,0.399384, 0.000027
pr_000440160,0.399384, 0.000032
pr_000159256,0.399384, 0.000032
pr_000440433,0.399384, 0.000032
pr_000308158,0.399384, 0.000032
pr_000907820,0.399384, 0.000035
pr_001659278,0.399384, 0.000037
pr_001807462,0.399384, 0.000038
pr_001940965,0.399384, 0.000038
us_000613205,0.399384, 0.000042
us_000613444,0.399384, 0.000042
us_000293188,0.399384, 0.000049
us_000527014,0.399384, 0.000063
pr_000668099,0.399384, 0.000063
pr_000664342,0.399384, 0.000076
pr_002145620,0.399384, 0.000076
pr_001926527,0.399384, 0.000076
pr_001007869,0.399384, 0.000076
pr_000829832,0.399384, 0.000076
pr_001014782,0.399384, 0.000078
pr_000735769,0.399384, 0.000078
pr_001020107,0.399384, 0.000081
us_000604513,0.399384, 0.000085
pr_001982513,0.399384, 0.000092
us_000576466,0.399384, 0.000095
us_000576467,0.399384, 0.000095
us_000527704,0.399384, 0.000131
us_000566659,0.399384, 0.000131
us_000478607,0.399384, 0.000138
pr_000260145,0.399384, 0.000146
us_000477088,0.399384, 0.000168
pr_000709150,0.399384, 0.000201
pr_000953170,0.399384, 0.000253
pr_000990719,0.399384, 0.000276
pr_001905643,0.399384, 0.000291
pr_001819578,0.399384, 0.000291
pr_002164897,0.399384, 0.000291
pr_001910062,0.399384, 0.000291
us_000524768,0.399384, 0.000310
pr_000567740,0.399384, 0.000331
pr_000428022,0.399384, 0.000434
pr_000983438,0.399384, 0.000450
us_000496163,0.399384, 0.000505
us_000565522,0.399384, 2.197837
us_000498034,0.399384, 2.230567
us_000498032,0.399384, 2.344376
us_000125898,0.286220, 0.000000
us_000467224,0.286220, 0.000000
us_000475740,0.286220, 0.000000
us_000473159,0.286220, 0.000000
us_000475265,0.286220, 0.000000
us_000476864,0.286220, 0.000000
us_000476324,0.286220, 0.000000
us_000454651,0.286220, 0.000000
us_000475710,0.286220, 0.000000
us_000470605,0.286220, 0.000000
us_000475313,0.286220, 0.000000
us_000467248,0.286220, 0.000000
us_000467223,0.286220, 0.000000
us_000475033,0.286220, 0.000000
us_000476350,0.286220, 0.000000
us_000508179,0.286220, 0.000000
pr_001668386,0.286220, 0.000000
us_000470086,0.286220, 0.000000
pr_000829070,0.286220, 0.000000
pr_000724891,0.286220, 0.000000
pr_001659233,0.286220, 0.000000
pr_001094461,0.286220, 0.000001
us_000467788,0.286220, 0.000002
us_000569909,0.286220, 0.000002
us_000551346,0.286220, 0.000002
us_000525923,0.286220, 0.000002
us_000561286,0.286220, 0.000002
us_000515161,0.286220, 0.000002
us_000528093,0.286220, 0.000002
us_000544366,0.286220, 0.000002
us_000529839,0.286220, 0.000002
us_000493967,0.286220, 0.000002
us_000572124,0.286220, 0.000002
us_000533287,0.286220, 0.000004
pr_000992583,0.286220, 0.000006
pr_000654439,0.286220, 0.000006
pr_001062915,0.286220, 0.000006
pr_001666683,0.286220, 0.000008
pr_000204501,0.286220, 0.000008
pr_000353389,0.286220, 0.000010
us_000525838,0.286220, 0.000014
pr_000922829,0.286220, 0.000026
us_000459957,0.286220, 0.000029
us_000466917,0.286220, 0.000045
pr_001396113,0.286220, 0.000045
pr_001863770,0.286220, 0.000057
us_000512623,0.286220, 0.000058
pr_000214617,0.286220, 0.000068
us_000571760,0.286220, 0.000084
pr_000651867,0.286220, 0.000085
us_000495743,0.286220, 0.000098
pr_000979242,0.286220, 0.000120
us_000519733,0.286220, 0.000151
pr_000654741,0.286220, 0.000189
us_000602929,0.286220, 0.000215
pr_001043964,0.286220, 0.000322
us_000559749,0.286220, 0.000334
pr_000856808,0.286220, 0.000401
pr_000877373,0.286220, 0.000481
pr_001804945,0.286220, 0.000518
pr_000641864,0.286220, 0.000551
us_000468733,0.286220, 0.000576
us_000510902,0.286220, 0.000592
pr_001659572,0.286220, 0.000615
us_000533975,0.286220, 0.000908
pr_000993660,0.286220, 0.001023
pr_001620362,0.286220, 0.001388
pr_000825523,0.286220, 0.001451
us_000499533,0.286220, 0.001574
pr_000697292,0.286220, 0.001640
us_000523410,0.286220, 0.012144
us_000500138,0.286220, 0.013754
us_000500462,0.286220, 0.014014
us_000467070,0.286220, 0.022070
us_000570107,0.286220, 0.025947
us_000551929,0.286220, 0.028690
us_000554681,0.286220, 0.039017
us_000502916,0.286220, 0.043698
us_000129357,0.286220, 0.047213
us_000028057,0.286220, 0.050054
us_000458632,0.286220, 0.061789
us_000435759,0.286220, 0.075212
us_000586742,0.286220, 0.306978
us_000430456,0.286220, 1.038287
pr_000416917,0.247181, 0.000000
pr_000021577,0.247181, 0.000000
pr_001399190,0.247181, 0.000000
us_000496920,0.247181, 0.000000
pr_000925767,0.247181, 0.000000
us_000519151,0.247181, 0.000000
us_000587231,0.247181, 0.000001
us_000539657,0.247181, 0.000001
us_000518123,0.247181, 0.000003
us_000533157,0.247181, 0.000003
us_000459542,0.247181, 0.000003
us_000463092,0.247181, 0.000003
us_000523737,0.247181, 0.000003
us_000518750,0.247181, 0.000003
us_000464976,0.247181, 0.000003
pr_000584329,0.247181, 0.000004
us_000466300,0.247181, 0.000029
us_000468411,0.247181, 0.000029
us_000458465,0.247181, 0.000029
us_000541963,0.247181, 0.000029
us_000466508,0.247181, 0.000029
us_000467681,0.247181, 0.000029
us_000458466,0.247181, 0.000029
us_000467675,0.247181, 0.000029
us_000466386,0.247181, 0.000029
us_000589005,0.247181, 0.000029
us_000471448,0.247181, 0.000029
us_000459232,0.247181, 0.000029
us_000462019,0.247181, 0.000029
us_000474048,0.247181, 0.000029
us_000461596,0.247181, 0.000029
us_000474939,0.247181, 0.000029
us_000466873,0.247181, 0.000029
us_000471024,0.247181, 0.000029
us_000469164,0.247181, 0.000029
us_000474850,0.247181, 0.000029
us_000467863,0.247181, 0.000029
us_000616636,0.247181, 0.000029
us_000584604,0.247181, 0.000029
us_000592397,0.247181, 0.000029
us_000592257,0.247181, 0.000029
us_000592544,0.247181, 0.000029
pr_001138256,0.247181, 0.000031
pr_001777089,0.247181, 0.000047
pr_001802922,0.247181, 0.000047
us_000513021,0.247181, 0.000050
pr_002121650,0.247181, 0.000055
pr_001801207,0.247181, 0.000055
pr_001785803,0.247181, 0.000063
us_000526716,0.247181, 0.000063
pr_001154845,0.247181, 0.000070
pr_000755813,0.247181, 0.000070
pr_001775771,0.247181, 0.000072
us_000516689,0.247181, 0.000080
pr_002038172,0.247181, 0.000080
pr_001027951,0.247181, 0.000094
us_000465997,0.247181, 0.000098
us_000469738,0.247181, 0.000113
us_000461275,0.247181, 0.000113
us_000141844,0.247181, 0.000117
pr_001780587,0.247181, 0.000129
pr_002042257,0.247181, 0.000134
us_000614329,0.247181, 0.000142
pr_001884201,0.247181, 0.000143
us_000215592,0.247181, 0.000163
us_000531255,0.247181, 0.000167
us_000549940,0.247181, 0.000174
us_000478811,0.247181, 0.000183
us_000488851,0.247181, 0.000202
us_000518193,0.247181, 0.000203
pr_001783692,0.247181, 0.000215
us_000479525,0.247181, 0.000218
us_000596966,0.247181, 0.000226
us_000533506,0.247181, 0.000233
us_000592444,0.247181, 0.000233
us_000500173,0.247181, 0.000233
us_000498889,0.247181, 0.000316
us_000510904,0.247181, 0.000324
us_000525420,0.247181, 0.000330
us_000568223,0.247181, 0.000347
us_000483711,0.247181, 0.000417
us_000512248,0.247181, 0.000441
us_000613316,0.247181, 0.000446
us_000479618,0.247181, 0.000463
us_000524552,0.247181, 0.000533
us_000511120,0.247181, 0.000589
pr_000208930,0.247181, 0.000630
us_000225346,0.247181, 0.000637
us_000534794,0.247181, 0.000738
us_000548458,0.247181, 0.000845
us_000583392,0.247181, 0.000950
us_000476394,0.247181, 0.000970
us_000461962,0.247181, 0.000983
us_000487051,0.247181, 0.001018
us_000508586,0.247181, 0.001018
us_000590931,0.247181, 0.001069
us_000592455,0.247181, 0.001069
us_000460758,0.247181, 0.001102
us_000467812,0.247181, 0.001328
us_000616794,0.247181, 0.001337
us_000591487,0.247181, 0.001437
us_000538336,0.247181, 0.001440
us_000548272,0.247181, 0.001455
