Product ID : 1018 # of JPs covered : 1 : 91 : ERISA, 
OID,Confidence at Map Node,Error at Map Node
us_000466791,0.456385, 0.146547
us_000580053,0.456385, 0.146547
us_000475449,0.456385, 0.146547
us_000493175,0.456385, 0.146547
us_000491537,0.456385, 0.146547
us_000461298,0.456385, 0.146547
us_000595673,0.456385, 0.146547
us_000612193,0.456385, 0.146547
us_000551671,0.456385, 0.146547
us_000481674,0.456385, 0.146547
us_000466812,0.456385, 0.146547
us_000461888,0.456385, 0.146547
us_000469324,0.456385, 0.146547
us_000465519,0.456385, 0.146547
us_000263237,0.456385, 0.146547
us_000465723,0.456385, 0.146547
us_000491528,0.456385, 0.146547
us_000596810,0.456385, 0.146547
us_000555962,0.456385, 0.146547
us_000461711,0.456385, 0.146547
us_000462859,0.456385, 0.146547
us_000462618,0.456385, 0.146547
us_000486220,0.456385, 0.146547
us_000597553,0.456385, 0.146547
us_000493350,0.456385, 0.146547
us_000462860,0.456385, 0.146547
us_000187508,0.456385, 0.146547
us_000483143,0.456385, 0.146547
us_000461988,0.456385, 0.146547
us_000461499,0.456385, 0.146547
us_000475476,0.456385, 0.146547
us_000125080,0.456385, 0.146547
us_000463877,0.456385, 0.146547
us_000617428,0.456385, 0.146547
us_000466821,0.456385, 0.146547
us_000469149,0.456385, 0.146547
us_000461975,0.456385, 0.146547
us_000461285,0.456385, 0.146547
us_000467597,0.456385, 0.146547
us_000462851,0.456385, 0.146547
us_000465549,0.456385, 0.146547
us_000493402,0.456385, 0.146547
us_000028945,0.456385, 0.146547
us_000464037,0.456385, 0.146547
us_000461727,0.456385, 0.146547
us_000485063,0.456385, 0.146551
us_000446993,0.456385, 0.146616
us_000589964,0.456385, 0.146640
us_000477559,0.456385, 0.146653
us_000574096,0.456385, 0.146816
us_000571799,0.456385, 0.146867
us_000580750,0.456385, 0.146871
us_000518353,0.456385, 0.146988
us_000484579,0.456385, 0.147032
us_000028089,0.456385, 0.147047
us_000544885,0.456385, 0.147110
us_000370978,0.456385, 0.147174
us_000257166,0.456385, 0.147242
us_000459121,0.456385, 0.147313
us_000577433,0.456385, 0.147594
us_000573253,0.456385, 0.147628
us_000460911,0.456385, 0.148024
us_000461120,0.456385, 0.148024
us_000468478,0.456385, 0.148024
us_000461238,0.456385, 0.148024
us_000461035,0.456385, 0.148024
us_000461187,0.456385, 0.148024
us_000398204,0.456385, 0.148024
us_000616703,0.456385, 0.148056
us_000564293,0.456385, 0.148193
us_000607537,0.456385, 0.148193
us_000577577,0.456385, 0.148410
us_000573899,0.456385, 0.148486
us_000573861,0.456385, 0.148486
us_000461111,0.456385, 0.148586
us_000573565,0.456385, 0.148639
us_000612056,0.456385, 0.148649
us_000472916,0.456385, 0.148816
us_000565003,0.456385, 0.148866
us_000603810,0.456385, 0.148887
us_000557038,0.456385, 0.148987
us_000544850,0.456385, 0.149098
us_000524729,0.456385, 0.149142
us_000596530,0.456385, 0.149146
us_000612708,0.456385, 0.149146
us_000612956,0.456385, 0.149146
us_000596678,0.456385, 0.149146
us_000612879,0.456385, 0.149146
us_000607955,0.456385, 0.149146
us_000608629,0.456385, 0.149146
us_000596512,0.456385, 0.149146
us_000582753,0.456385, 0.149189
us_000604164,0.456385, 0.149189
us_000559786,0.456385, 0.149282
us_000575072,0.456385, 0.149344
us_000607295,0.456385, 0.149511
us_000555169,0.456385, 0.149511
us_000581580,0.456385, 0.149617
us_000565849,0.456385, 0.149623
us_000534005,0.456385, 0.149754
us_000572820,0.456385, 0.149930
us_000598906,0.456385, 0.149930
us_000572578,0.456385, 0.149962
us_000581803,0.456385, 0.149962
us_000596915,0.456385, 0.149962
us_000607616,0.456385, 0.150204
us_000597170,0.456385, 0.150708
us_000617036,0.456385, 0.151166
us_000573331,0.456385, 0.151523
us_000573211,0.456385, 0.151523
us_000571647,0.456385, 0.151523
us_000604222,0.456385, 0.151523
us_000616545,0.456385, 0.151523
us_000599299,0.456385, 0.151523
us_000596813,0.456385, 0.151523
us_000573497,0.456385, 0.151523
us_000573563,0.456385, 0.151523
us_000581209,0.456385, 0.151523
us_000572390,0.456385, 0.151523
us_000596749,0.456385, 0.151523
us_000597180,0.456385, 0.151523
us_000572406,0.456385, 0.151523
us_000615689,0.456385, 0.151523
us_000597206,0.456385, 0.151523
us_000607520,0.456385, 0.151523
us_000604563,0.456385, 0.151523
us_000571872,0.456385, 0.151523
us_000466792,0.456385, 0.151523
us_000571649,0.456385, 0.151523
us_000608408,0.456385, 0.151646
us_000603801,0.456385, 0.151874
us_000502375,0.456385, 0.151877
us_000573491,0.456385, 0.152085
us_000563550,0.456385, 0.152099
us_000573835,0.456385, 0.152287
us_000577850,0.456385, 0.152433
us_000581236,0.456385, 0.152459
us_000566959,0.456385, 0.152512
us_000567296,0.456385, 0.152512
us_000566958,0.456385, 0.152512
us_000615658,0.456385, 0.152666
us_000575036,0.456385, 0.152867
us_000571877,0.456385, 0.152879
pr_000722264,0.456385, 0.153401
us_000565509,0.456385, 0.153617
us_000598069,0.456385, 0.154027
us_000493736,0.456385, 0.154027
us_000459752,0.456385, 0.154027
us_000482172,0.456385, 0.154027
us_000607618,0.456385, 0.154376
us_000590339,0.456385, 0.154376
pr_001664983,0.456385, 0.154458
us_000595549,0.456385, 0.154715
us_000579469,0.456385, 0.155551
us_000477061,0.456385, 0.155551
us_000479326,0.456385, 0.155551
us_000462451,0.456385, 0.155551
us_000466355,0.456385, 0.155551
us_000462449,0.456385, 0.155551
us_000477054,0.456385, 0.155551
us_000511662,0.456385, 0.155551
us_000466224,0.456385, 0.155551
us_000462442,0.456385, 0.155551
us_000485113,0.456385, 0.157084
us_000566113,0.456385, 0.157084
us_000463151,0.456385, 0.157084
us_000554704,0.456385, 0.157084
us_000460010,0.456385, 0.157084
us_000566172,0.456385, 0.157084
us_000460431,0.456385, 0.157084
us_000317298,0.456385, 0.157120
us_000460132,0.456385, 0.157120
us_000551340,0.456385, 0.157488
us_000476427,0.456385, 0.158627
us_000460596,0.456385, 0.158627
us_000476030,0.456385, 0.158627
us_000295599,0.456385, 0.158627
us_000469600,0.456385, 0.158627
us_000491584,0.456385, 0.158627
us_000483132,0.456385, 0.158627
us_000462293,0.456385, 0.158627
us_000586613,0.456385, 0.158627
us_000460515,0.456385, 0.158627
pr_001685963,0.456385, 0.158627
us_000469757,0.456385, 0.158627
us_000482788,0.456385, 0.158627
us_000491679,0.456385, 0.158627
us_000484397,0.456385, 0.158627
us_000293603,0.456385, 0.159189
us_000565410,0.456385, 0.159633
us_000571604,0.456385, 0.159968
us_000373423,0.456385, 0.159979
us_000579949,0.456385, 0.160093
us_000612822,0.456385, 0.160179
us_000463388,0.456385, 0.160179
us_000463287,0.456385, 0.160179
us_000463492,0.456385, 0.160179
us_000551471,0.456385, 0.160179
us_000467931,0.456385, 0.160179
us_000463412,0.456385, 0.160179
us_000463514,0.456385, 0.160179
us_000463805,0.456385, 0.160179
us_000463446,0.456385, 0.160179
us_000463263,0.456385, 0.160179
us_000463990,0.456385, 0.160179
us_000463316,0.456385, 0.160179
us_000482991,0.456385, 0.160179
us_000599362,0.456385, 0.160179
us_000599033,0.456385, 0.160179
us_000465155,0.456385, 0.160179
us_000598010,0.456385, 0.160179
us_000258506,0.456385, 0.160179
us_000598322,0.456385, 0.160179
us_000477080,0.456385, 0.160179
us_000463379,0.456385, 0.160215
us_000463186,0.456385, 0.160411
us_000368885,0.456385, 0.160741
us_000596838,0.456385, 0.161423
us_000462814,0.456385, 0.161741
us_000461303,0.456385, 0.161741
us_000468900,0.456385, 0.161741
us_000565482,0.456385, 0.161741
us_000482065,0.456385, 0.161741
us_000222171,0.456385, 0.161741
us_000466113,0.456385, 0.161741
us_000017897,0.456385, 0.161741
us_000462794,0.456385, 0.161741
us_000461446,0.456385, 0.161741
us_000566911,0.456385, 0.161741
us_000462522,0.456385, 0.161741
us_000586414,0.456385, 0.161741
us_000598128,0.456385, 0.161741
us_000492471,0.456385, 0.161741
us_000485961,0.456385, 0.161741
us_000579426,0.456385, 0.161741
us_000462836,0.456385, 0.161741
us_000604802,0.456385, 0.161741
us_000240410,0.456385, 0.161741
us_000473004,0.456385, 0.161741
us_000461263,0.456385, 0.161741
us_000491507,0.456385, 0.161741
us_000475501,0.456385, 0.161741
us_000597280,0.456385, 0.161741
us_000312826,0.456385, 0.161741
us_000461496,0.456385, 0.161741
us_000462706,0.456385, 0.161741
us_000468578,0.456385, 0.161741
us_000469364,0.456385, 0.161741
us_000089622,0.456385, 0.161741
us_000462843,0.456385, 0.161741
us_000105505,0.456385, 0.161741
us_000586220,0.456385, 0.161741
us_000469210,0.456385, 0.161741
us_000466795,0.456385, 0.161741
us_000463047,0.456385, 0.161741
us_000461739,0.456385, 0.161741
us_000466841,0.456385, 0.161741
us_000475336,0.456385, 0.161741
us_000608141,0.456385, 0.161741
us_000469291,0.456385, 0.161741
us_000586241,0.456385, 0.161741
us_000492216,0.456385, 0.161741
us_000493351,0.456385, 0.161741
us_000466726,0.456385, 0.161741
us_000475782,0.456385, 0.161741
us_000462737,0.456385, 0.161741
us_000566797,0.456385, 0.161741
us_000598273,0.456385, 0.161741
us_000189270,0.456385, 0.161741
us_000461866,0.456385, 0.161741
us_000476550,0.456385, 0.161741
us_000580094,0.456385, 0.161741
us_000566891,0.456385, 0.161741
us_000466813,0.456385, 0.161741
us_000493240,0.456385, 0.161741
us_000588914,0.456385, 0.161741
us_000469192,0.456385, 0.161741
us_000461946,0.456385, 0.161741
us_000466092,0.456385, 0.161741
us_000604335,0.456385, 0.161741
us_000459937,0.456385, 0.161741
us_000603975,0.456385, 0.161741
us_000468890,0.456385, 0.161741
us_000465276,0.456385, 0.161741
us_000462854,0.456385, 0.161741
us_000462739,0.456385, 0.161741
us_000475322,0.456385, 0.161741
us_000469334,0.456385, 0.161741
us_000486058,0.456385, 0.161741
us_000486067,0.456385, 0.161741
us_000607101,0.456385, 0.161741
us_000493200,0.456385, 0.161741
us_000462624,0.456385, 0.161741
us_000461505,0.456385, 0.161741
us_000462837,0.456385, 0.161741
us_000599360,0.456385, 0.161741
us_000567071,0.456385, 0.161741
us_000231946,0.456385, 0.161741
us_000462809,0.456385, 0.161741
us_000470375,0.456385, 0.161741
us_000189242,0.456385, 0.161741
us_000493249,0.456385, 0.161741
us_000580086,0.456385, 0.161741
us_000461463,0.456385, 0.161741
us_000551349,0.456385, 0.161741
us_000221499,0.456385, 0.161741
us_000598888,0.456385, 0.161741
us_000465827,0.456385, 0.161741
us_000467040,0.456385, 0.161776
us_000466105,0.456385, 0.161776
us_000493230,0.456385, 0.161776
us_000462750,0.456385, 0.161776
us_000232081,0.456385, 0.161776
us_000059371,0.456385, 0.161810
us_000466732,0.456385, 0.161927
us_000459950,0.456385, 0.162240
us_000155245,0.456385, 0.163083
us_000595314,0.456385, 0.163370
us_000459416,0.456385, 0.163437
us_000485451,0.456385, 0.163604
us_000557914,0.456385, 0.164797
us_000573292,0.456385, 0.164832
us_000569330,0.456385, 0.164868
us_000534143,0.456385, 0.165689
us_000613050,0.456385, 0.166165
us_000518545,0.456385, 0.166233
us_000590240,0.456385, 0.166615
pr_000941183,0.456385, 0.168080
us_000564183,0.456385, 0.168808
us_000592117,0.456385, 0.169918
us_000607465,0.456385, 0.171804
us_000563676,0.456385, 0.172376
pr_001965186,0.456385, 0.172794
pr_000866655,0.456385, 0.174570
pr_000754537,0.456385, 0.174570
pr_000720655,0.456385, 0.174570
pr_000847028,0.456385, 0.174570
pr_000576455,0.456385, 0.174570
pr_000649875,0.456385, 0.174570
pr_001591291,0.456385, 0.174570
pr_000678487,0.456385, 0.176076
pr_000627299,0.456385, 0.176076
pr_001966432,0.456385, 0.176076
pr_000596061,0.456385, 0.176080
pr_000727000,0.456385, 0.176088
pr_000805504,0.456385, 0.176098
pr_000804810,0.456385, 0.176098
pr_001017717,0.456385, 0.176098
pr_000725287,0.456385, 0.176098
pr_001718164,0.456385, 0.176147
pr_001743082,0.456385, 0.176216
pr_000788951,0.456385, 0.176216
pr_000645086,0.456385, 0.176216
pr_000918302,0.456385, 0.176216
pr_001731171,0.456385, 0.176216
pr_001741468,0.456385, 0.176216
pr_002133793,0.456385, 0.176216
pr_000572866,0.456385, 0.176216
pr_001062883,0.456385, 0.176216
pr_000571967,0.456385, 0.176216
pr_000745046,0.456385, 0.176216
pr_001082671,0.456385, 0.176216
pr_001112164,0.456385, 0.176216
pr_000574718,0.456385, 0.176216
pr_000573767,0.456385, 0.176216
pr_000754661,0.456385, 0.176216
pr_000574754,0.456385, 0.176216
pr_000581790,0.456385, 0.176216
us_000492650,0.456385, 0.176239
pr_000622934,0.456385, 0.177731
pr_000625037,0.456385, 0.177731
pr_000759330,0.456385, 0.177731
pr_000883404,0.456385, 0.177731
pr_000973070,0.456385, 0.177731
pr_000803187,0.456385, 0.177731
pr_000785044,0.456385, 0.177731
pr_000739999,0.456385, 0.177731
pr_000836558,0.456385, 0.177731
pr_000775469,0.456385, 0.177731
pr_000758126,0.456385, 0.177731
pr_000833385,0.456385, 0.177731
pr_000816379,0.456385, 0.177731
pr_000724621,0.456385, 0.177731
pr_000813849,0.456385, 0.177731
pr_000864437,0.456385, 0.177731
pr_000735603,0.456385, 0.177731
pr_000475723,0.456385, 0.177731
pr_001858509,0.456385, 0.177736
pr_000810528,0.456385, 0.177736
pr_000739823,0.456385, 0.177736
pr_000625757,0.456385, 0.177736
pr_000738723,0.456385, 0.177736
pr_000718025,0.456385, 0.177736
pr_000812590,0.456385, 0.177743
pr_000652797,0.456385, 0.177767
pr_000961599,0.456385, 0.177767
pr_000583303,0.456385, 0.177818
pr_000578391,0.456385, 0.177871
pr_000576335,0.456385, 0.177871
pr_001750844,0.456385, 0.177871
pr_002161006,0.456385, 0.177871
pr_000743579,0.456385, 0.177871
pr_000726203,0.456385, 0.177871
pr_001691989,0.456385, 0.177871
pr_000592964,0.456385, 0.177871
pr_000856647,0.456385, 0.177871
pr_000581888,0.456385, 0.177871
pr_000970486,0.456385, 0.177871
pr_000481291,0.456385, 0.177871
pr_000744100,0.456385, 0.177871
pr_000721281,0.456385, 0.177871
pr_000580855,0.456385, 0.177871
pr_000695658,0.456385, 0.177871
pr_000692866,0.456385, 0.177871
pr_001766327,0.456385, 0.177871
pr_000577192,0.456385, 0.177871
pr_000725284,0.456385, 0.177871
pr_000886694,0.456385, 0.177871
pr_000578713,0.456385, 0.177871
pr_001656421,0.456385, 0.177871
pr_000545379,0.456385, 0.177871
pr_001981869,0.456385, 0.177871
pr_000551063,0.456385, 0.177871
pr_000476631,0.456385, 0.177871
pr_000692991,0.456385, 0.177871
pr_000850632,0.456385, 0.177871
pr_001950909,0.456385, 0.177871
pr_000556464,0.456385, 0.177871
pr_000628012,0.456385, 0.177871
pr_000575959,0.456385, 0.177871
pr_000579973,0.456385, 0.177871
pr_000700387,0.456385, 0.177871
pr_002127594,0.456385, 0.177871
pr_000704168,0.456385, 0.177871
pr_000566004,0.456385, 0.177871
pr_001062521,0.456385, 0.177871
pr_001946216,0.456385, 0.177871
pr_000710237,0.456385, 0.177871
pr_000577353,0.456385, 0.177871
pr_000563088,0.456385, 0.177871
pr_000710262,0.456385, 0.177871
pr_000861845,0.456385, 0.177871
pr_000633163,0.456385, 0.177871
pr_000699506,0.456385, 0.177871
pr_000702634,0.456385, 0.177871
pr_000724876,0.456385, 0.177871
pr_000560413,0.456385, 0.177871
pr_000550957,0.456385, 0.177871
pr_001050324,0.456385, 0.177871
pr_000556528,0.456385, 0.177871
pr_000786339,0.456385, 0.177871
pr_001691988,0.456385, 0.177871
pr_000628033,0.456385, 0.177871
pr_001063190,0.456385, 0.177871
pr_000576488,0.456385, 0.177871
pr_000809070,0.456385, 0.177871
pr_000698853,0.456385, 0.177871
pr_000644643,0.456385, 0.177871
pr_001642714,0.456385, 0.177871
pr_000836090,0.456385, 0.177871
pr_000571764,0.456385, 0.177871
pr_000787672,0.456385, 0.177871
pr_001667731,0.456385, 0.177871
pr_000641828,0.456385, 0.177871
pr_000645163,0.456385, 0.177871
pr_000817148,0.456385, 0.177871
pr_000856746,0.456385, 0.177871
pr_000700054,0.456385, 0.177871
pr_000738810,0.456385, 0.177871
pr_000573069,0.456385, 0.177871
pr_000972184,0.456385, 0.177871
pr_000865651,0.456385, 0.177871
pr_000997757,0.456385, 0.177871
pr_000698870,0.456385, 0.177871
pr_000651501,0.456385, 0.177871
pr_000776847,0.456385, 0.177871
pr_000822604,0.456385, 0.177871
pr_001035605,0.456385, 0.177871
pr_001746274,0.456385, 0.177871
pr_000653468,0.456385, 0.177871
pr_000645498,0.456385, 0.177871
pr_000852044,0.456385, 0.177871
pr_002129343,0.456385, 0.177871
pr_000863309,0.456385, 0.177871
pr_002149066,0.456385, 0.177871
pr_001048795,0.456385, 0.177871
pr_001980033,0.456385, 0.177871
pr_000816846,0.456385, 0.177871
pr_000981426,0.456385, 0.177871
pr_000544844,0.456385, 0.177871
pr_001080608,0.456385, 0.177871
pr_000693273,0.456385, 0.177871
pr_002161091,0.456385, 0.177871
pr_000699949,0.456385, 0.177871
pr_001796662,0.456385, 0.177871
pr_000557173,0.456385, 0.177871
pr_001921365,0.456385, 0.177871
pr_001744096,0.456385, 0.177871
pr_000647641,0.456385, 0.177871
pr_000646381,0.456385, 0.177871
pr_000562964,0.456385, 0.177871
pr_001019103,0.456385, 0.177871
pr_000881805,0.456385, 0.177871
pr_000998959,0.456385, 0.177871
pr_000811130,0.456385, 0.177871
pr_000698873,0.456385, 0.177871
pr_000865215,0.456385, 0.177871
pr_000489069,0.456385, 0.177871
pr_000587241,0.456385, 0.177871
pr_000629894,0.456385, 0.177871
pr_000787646,0.456385, 0.177871
pr_000573776,0.456385, 0.177871
pr_000544993,0.456385, 0.177871
pr_000590948,0.456385, 0.177871
pr_002132665,0.456385, 0.177871
pr_001868554,0.456385, 0.177871
pr_000579953,0.456385, 0.177871
pr_000583045,0.456385, 0.177871
pr_000871421,0.456385, 0.177871
pr_000625792,0.456385, 0.177871
pr_000841307,0.456385, 0.177871
pr_001706088,0.456385, 0.177871
pr_001948504,0.456385, 0.177871
pr_000905381,0.456385, 0.177871
pr_002159478,0.456385, 0.177871
pr_000693204,0.456385, 0.177871
pr_000726349,0.456385, 0.177871
pr_000899249,0.456385, 0.177871
pr_000804338,0.456385, 0.177871
pr_000573530,0.456385, 0.177871
pr_000577665,0.456385, 0.177871
pr_000503758,0.456385, 0.177871
pr_000874066,0.456385, 0.177871
pr_000960190,0.456385, 0.177871
pr_000996450,0.456385, 0.177871
pr_002199527,0.456385, 0.177871
pr_000629877,0.456385, 0.177871
pr_000866537,0.456385, 0.177871
pr_000588505,0.456385, 0.177871
pr_000858951,0.456385, 0.177871
pr_000642281,0.456385, 0.177871
pr_000759286,0.456385, 0.177871
pr_000855771,0.456385, 0.177871
pr_000786720,0.456385, 0.177871
pr_000580964,0.456385, 0.177871
pr_000586909,0.456385, 0.177871
pr_002186712,0.456385, 0.177871
pr_000887467,0.456385, 0.177871
pr_002163600,0.456385, 0.177871
pr_000695519,0.456385, 0.177871
pr_000712367,0.456385, 0.177871
pr_000631143,0.456385, 0.177871
pr_001654811,0.456385, 0.177871
pr_000809174,0.456385, 0.177871
pr_000971444,0.456385, 0.177871
pr_000819215,0.456385, 0.177871
pr_001110529,0.456385, 0.177871
pr_000625737,0.456385, 0.177871
pr_000834074,0.456385, 0.177871
pr_000574784,0.456385, 0.177871
pr_002146419,0.456385, 0.177871
pr_001017317,0.456385, 0.177871
pr_000788290,0.456385, 0.177871
pr_000727306,0.456385, 0.177871
pr_000588255,0.456385, 0.177871
pr_000629907,0.456385, 0.177871
pr_000556093,0.456385, 0.177871
pr_000873357,0.456385, 0.177871
pr_000835444,0.456385, 0.177871
pr_000883326,0.456385, 0.177871
pr_000738463,0.456385, 0.177871
pr_000721937,0.456385, 0.177871
pr_000895177,0.456385, 0.177871
pr_000882978,0.456385, 0.177871
pr_000988439,0.456385, 0.177871
pr_000691907,0.456385, 0.177871
pr_001085847,0.456385, 0.177871
pr_000573763,0.456385, 0.177871
pr_000841786,0.456385, 0.177871
pr_000817064,0.456385, 0.177871
pr_000905523,0.456385, 0.177871
pr_000782392,0.456385, 0.177871
pr_000578048,0.456385, 0.177871
pr_002152254,0.456385, 0.177871
pr_000589516,0.456385, 0.178003
pr_000568868,0.456385, 0.178039
pr_000546742,0.456385, 0.178039
pr_000839620,0.456385, 0.178115
pr_000594462,0.456385, 0.178119
pr_000631994,0.456385, 0.178430
us_000522516,0.456385, 0.182600
us_000581810,0.456385, 0.182862
us_000582078,0.456385, 0.184876
pr_000635049,0.456385, 0.188580
pr_000004623,0.456385, 0.191310
pr_000276890,0.456385, 0.191450
pr_000004606,0.456385, 0.191450
pr_000279355,0.456385, 0.193189
pr_000004347,0.456385, 0.193189
pr_000272753,0.456385, 0.193189
pr_000257695,0.456385, 0.194798
pr_000263222,0.456385, 0.194798
pr_000005067,0.456385, 0.194798
pr_000263164,0.456385, 0.194798
pr_000271546,0.456385, 0.194803
pr_000005097,0.456385, 0.194821
us_000583902,0.456385, 0.194909
pr_000435045,0.456385, 0.196891
us_000517228,0.456385, 0.198236
us_000613764,0.456385, 0.198342
us_000482599,0.456385, 0.198431
us_000522366,0.456385, 0.199486
us_000614527,0.456385, 0.200075
pr_000973918,0.456385, 0.200093
us_000480518,0.456385, 0.200337
us_000609444,0.456385, 0.200344
us_000560096,0.456385, 0.200474
pr_000433978,0.456385, 0.200644
us_000475235,0.456385, 0.200703
us_000479747,0.456385, 0.200874
us_000544571,0.456385, 0.201144
us_000537230,0.456385, 0.201174
us_000613202,0.456385, 0.201463
pr_000970523,0.456385, 0.201540
us_000534647,0.456385, 0.201540
us_000482544,0.456385, 0.201540
us_000481470,0.456385, 0.201540
us_000501021,0.456385, 0.201540
us_000481469,0.456385, 0.201540
us_000481678,0.456385, 0.201540
us_000522702,0.456385, 0.201540
us_000549361,0.456385, 0.201646
us_000483930,0.456385, 0.201682
us_000475067,0.456385, 0.201767
us_000534731,0.456385, 0.201767
us_000547005,0.456385, 0.201767
us_000546167,0.456385, 0.201767
us_000542533,0.456385, 0.201767
us_000529527,0.456385, 0.201862
us_000515426,0.456385, 0.201895
us_000505682,0.456385, 0.201952
us_000539767,0.456385, 0.201992
us_000587089,0.456385, 0.202003
us_000539457,0.456385, 0.202003
us_000503493,0.456385, 0.202004
us_000550228,0.456385, 0.202007
us_000480276,0.456385, 0.202243
us_000565836,0.456385, 0.202243
us_000525055,0.456385, 0.202243
us_000575415,0.456385, 0.202243
us_000565749,0.456385, 0.202243
us_000537229,0.456385, 0.202243
us_000575414,0.456385, 0.202243
us_000480471,0.456385, 0.202243
us_000480482,0.456385, 0.202243
us_000480491,0.456385, 0.202243
us_000568398,0.456385, 0.202311
us_000506113,0.456385, 0.202441
us_000569953,0.456385, 0.202671
us_000576026,0.456385, 0.202808
us_000610871,0.456385, 0.202808
us_000505613,0.456385, 0.202808
us_000576982,0.456385, 0.202835
us_000483425,0.456385, 0.202984
us_000566414,0.456385, 0.202984
us_000561057,0.456385, 0.202984
us_000565394,0.456385, 0.202984
us_000560870,0.456385, 0.202984
us_000518169,0.456385, 0.202984
us_000568481,0.456385, 0.202984
us_000483362,0.456385, 0.202984
us_000568490,0.456385, 0.202984
us_000566419,0.456385, 0.202984
us_000560871,0.456385, 0.202984
us_000484487,0.456385, 0.202984
us_000568430,0.456385, 0.202984
us_000560869,0.456385, 0.202984
us_000553231,0.456385, 0.202984
us_000471369,0.456385, 0.203181
us_000546352,0.456385, 0.203244
us_000481756,0.456385, 0.203414
us_000502064,0.456385, 0.203509
us_000524017,0.456385, 0.203514
us_000603367,0.456385, 0.203542
us_000588756,0.456385, 0.203737
us_000517920,0.456385, 0.203762
us_000509577,0.456385, 0.203762
us_000479348,0.456385, 0.203762
us_000551807,0.456385, 0.203762
us_000541230,0.456385, 0.203762
us_000481770,0.456385, 0.203762
us_000519912,0.456385, 0.203762
us_000501592,0.456385, 0.203762
us_000477572,0.456385, 0.203762
us_000576221,0.456385, 0.203762
us_000558816,0.456385, 0.203762
us_000502791,0.456385, 0.203762
us_000485065,0.456385, 0.203762
us_000566457,0.456385, 0.203762
us_000510001,0.456385, 0.203762
us_000503824,0.456385, 0.203762
us_000567818,0.456385, 0.203762
us_000605871,0.456385, 0.203762
us_000502875,0.456385, 0.203762
us_000486574,0.456385, 0.203762
us_000554519,0.456385, 0.203762
us_000554614,0.456385, 0.203762
us_000611060,0.456385, 0.203762
us_000541183,0.456385, 0.203762
us_000602378,0.456385, 0.203762
us_000566342,0.456385, 0.203762
us_000563495,0.456385, 0.203762
us_000481560,0.456385, 0.203762
us_000502610,0.456385, 0.203903
us_000485888,0.456385, 0.204054
us_000560586,0.456385, 0.204164
us_000552178,0.456385, 0.204164
us_000503924,0.456385, 0.204214
us_000533388,0.456385, 0.204221
us_000567100,0.456385, 0.204235
us_000473412,0.456385, 0.204235
us_000611597,0.456385, 0.204235
us_000474028,0.456385, 0.204247
us_000601893,0.456385, 0.204251
us_000517680,0.456385, 0.204341
us_000610017,0.456385, 0.204388
us_000484890,0.456385, 0.204494
us_000568956,0.456385, 0.204577
us_000481713,0.456385, 0.204577
us_000481332,0.456385, 0.204577
us_000516992,0.456385, 0.204577
us_000607932,0.456385, 0.204577
us_000549252,0.456385, 0.204577
us_000477219,0.456385, 0.204577
us_000502605,0.456385, 0.204577
us_000566494,0.456385, 0.204577
us_000613329,0.456385, 0.204577
us_000606400,0.456385, 0.204577
us_000554003,0.456385, 0.204577
us_000560709,0.456385, 0.204577
us_000615665,0.456385, 0.204577
us_000556902,0.456385, 0.204577
us_000484282,0.456385, 0.204577
us_000567517,0.456385, 0.204577
us_000606641,0.456385, 0.204577
us_000481731,0.456385, 0.204577
us_000502044,0.456385, 0.204577
us_000606226,0.456385, 0.204577
us_000529388,0.456385, 0.204577
us_000485214,0.456385, 0.204577
us_000535506,0.456385, 0.204577
us_000549783,0.456385, 0.204577
us_000484635,0.456385, 0.204577
us_000560866,0.456385, 0.204577
us_000555770,0.456385, 0.204577
us_000538414,0.456385, 0.204577
us_000555744,0.456385, 0.204577
us_000520252,0.456385, 0.204577
us_000517028,0.456385, 0.204577
us_000481222,0.456385, 0.204577
us_000478941,0.456385, 0.204577
us_000525432,0.456385, 0.204577
us_000516444,0.456385, 0.204577
us_000560619,0.456385, 0.204577
us_000502786,0.456385, 0.204577
us_000576901,0.456385, 0.204577
us_000569849,0.456385, 0.204577
us_000605874,0.456385, 0.204577
us_000567622,0.456385, 0.204577
us_000501687,0.456385, 0.204577
us_000477706,0.456385, 0.204577
us_000482221,0.456385, 0.204577
us_000501737,0.456385, 0.204577
us_000153479,0.456385, 0.204577
us_000565740,0.456385, 0.204577
us_000606399,0.456385, 0.204577
us_000501606,0.456385, 0.204577
us_000560867,0.456385, 0.204577
us_000553250,0.456385, 0.204577
us_000605869,0.456385, 0.204577
us_000606538,0.456385, 0.204577
us_000517562,0.456385, 0.204577
us_000508619,0.456385, 0.204577
us_000484873,0.456385, 0.204577
us_000503451,0.456385, 0.204577
us_000501718,0.456385, 0.204577
us_000511132,0.456385, 0.204577
us_000477833,0.456385, 0.204577
us_000606541,0.456385, 0.204577
us_000490745,0.456385, 0.204577
us_000563723,0.456385, 0.204577
us_000567562,0.456385, 0.204577
us_000570031,0.456385, 0.204577
us_000482154,0.456385, 0.204613
us_000290916,0.456385, 0.204613
us_000523816,0.456385, 0.204664
us_000600989,0.456385, 0.204852
us_000609917,0.456385, 0.204901
us_000518552,0.456385, 0.205435
us_000540973,0.456385, 0.205439
us_000466499,0.456385, 0.205445
us_000589439,0.456385, 0.205788
us_000552067,0.456385, 0.205790
us_000615763,0.456385, 0.206010
