Product ID : 7753 # of JPs covered : 2 : 97 : Healthcare, 303 : Health Business M&A, 
OID,Confidence at Map Node,Error at Map Node
us_000568505,0.532825,2.827621
us_000522880,0.532825,2.827624
us_000494020,0.532825,2.827626
us_000572102,0.532825,2.827629
us_000599188,0.532825,2.827631
us_000519022,0.532825,2.827634
us_000531743,0.532825,2.827635
us_000496591,0.532825,2.827656
us_000572518,0.532825,2.827657
us_000476467,0.532825,2.827659
us_000530460,0.532825,2.827663
us_000512072,0.532825,2.827666
us_000505353,0.532825,2.827670
us_000485154,0.532825,2.827671
us_000613411,0.532825,2.827673
us_000532692,0.532825,2.827674
us_000557845,0.532825,2.827674
us_000493875,0.532825,2.827674
us_000546921,0.532825,2.827679
us_000561147,0.532825,2.827680
us_000524836,0.532825,2.827680
us_000479190,0.532825,2.827683
us_000546981,0.532825,2.827686
us_000588678,0.532825,2.827686
us_000584970,0.532825,2.827692
us_000595056,0.532825,2.827694
us_000573885,0.532825,2.827694
us_000524141,0.532825,2.827696
us_000538177,0.532825,2.827700
us_000553834,0.532825,2.827705
us_000509599,0.532825,2.827708
us_000522589,0.532825,2.827708
us_000575575,0.532825,2.827710
us_000460752,0.532825,2.827731
us_000503586,0.532825,2.827738
us_000522812,0.532825,2.827741
us_000617940,0.532825,2.827744
us_000558680,0.532825,2.827752
us_000617590,0.532825,2.827753
us_000581147,0.532825,2.827756
us_000579534,0.532825,2.827758
us_000500211,0.532825,2.827759
us_000569590,0.532825,2.827759
us_000479804,0.532825,2.827760
us_000481497,0.532825,2.827773
us_000586536,0.532825,2.827774
us_000492429,0.532825,2.827781
us_000483262,0.532825,2.827783
us_000582888,0.532825,2.827788
us_000523007,0.532825,2.827791
us_000483671,0.532825,2.827795
us_000488191,0.532825,2.827799
us_000569674,0.532825,2.827802
us_000594151,0.532825,2.827806
us_000504635,0.532825,2.827809
us_000565821,0.532825,2.827811
us_000462240,0.532825,2.827812
us_000494720,0.532825,2.827812
us_000540026,0.532825,2.827817
us_000549942,0.532825,2.827827
us_000553141,0.532825,2.827828
us_000552852,0.532825,2.827829
us_000556112,0.532825,2.827830
us_000592827,0.532825,2.827830
us_000528599,0.532825,2.827831
us_000552710,0.532825,2.827838
us_000538190,0.532825,2.827839
us_000593147,0.532825,2.827847
us_000497326,0.532825,2.827847
us_000547319,0.532825,2.827848
us_000516409,0.532825,2.827848
us_000504902,0.532825,2.827849
us_000458811,0.532825,2.827851
us_000543920,0.532825,2.827866
us_000570192,0.532825,2.827868
us_000473942,0.532825,2.827868
us_000523921,0.532825,2.827869
us_000582395,0.532825,2.827874
us_000561451,0.532825,2.827875
us_000477602,0.532825,2.827877
us_000549025,0.532825,2.827879
us_000521543,0.532825,2.827880
us_000491104,0.532825,2.827889
us_000481727,0.532825,2.827895
us_000545866,0.532825,2.827898
us_000502663,0.532825,2.827909
us_000510773,0.532825,2.827914
us_000487074,0.532825,2.827921
us_000472018,0.532825,2.827924
us_000570274,0.532825,2.827924
us_000586993,0.532825,2.827924
us_000592914,0.532825,2.827925
us_000579667,0.532825,2.827926
us_000559658,0.532825,2.827927
us_000460736,0.532825,2.827928
us_000589247,0.532825,2.827929
us_000529224,0.532825,2.827929
us_000527856,0.532825,2.827939
us_000572446,0.532825,2.827940
us_000490397,0.532825,2.827951
us_000536820,0.532825,2.827954
us_000564660,0.532825,2.827956
us_000543896,0.532825,2.827964
us_000614500,0.532825,2.827969
us_000571555,0.532825,2.827972
us_000580910,0.532825,2.827974
us_000072561,0.532825,2.827975
us_000547050,0.532825,2.827976
us_000521387,0.532825,2.827976
us_000468442,0.532825,2.827980
us_000572412,0.532825,2.827990
us_000588677,0.532825,2.827991
us_000553391,0.532825,2.827994
us_000589402,0.532825,2.827994
us_000558795,0.532825,2.827998
us_000477402,0.532825,2.828004
us_000526478,0.532825,2.828005
us_000594188,0.532825,2.828009
us_000545326,0.532825,2.828015
us_000515802,0.532825,2.828018
us_000501099,0.532825,2.828020
us_000580199,0.532825,2.828020
us_000582189,0.532825,2.828021
us_000513067,0.532825,2.828021
us_000516810,0.532825,2.828023
us_000554538,0.532825,2.828031
us_000516791,0.532825,2.828033
us_000543557,0.532825,2.828037
us_000475755,0.532825,2.828038
us_000487016,0.532825,2.828039
us_000543495,0.532825,2.828042
us_000563186,0.532825,2.828047
us_000560854,0.532825,2.828055
us_000476106,0.532825,2.828057
us_000617062,0.532825,2.828062
us_000593390,0.532825,2.828063
us_000598847,0.532825,2.828064
us_000483955,0.532825,2.828066
us_000549141,0.532825,2.828068
us_000587136,0.532825,2.828074
us_000576389,0.532825,2.828086
us_000504088,0.532825,2.828087
us_000540967,0.532825,2.828088
us_000525032,0.532825,2.828097
us_000593322,0.532825,2.828101
us_000299551,0.532825,2.828108
us_000581978,0.532825,2.828108
us_000488715,0.532825,2.828111
us_000461812,0.532825,2.828113
us_000546356,0.532825,2.828121
us_000513151,0.532825,2.828122
us_000494504,0.532825,2.828129
us_000501258,0.532825,2.828132
us_000554464,0.532825,2.828135
us_000574348,0.532825,2.828138
us_000546167,0.532825,2.828139
us_000509697,0.532825,2.828144
us_000582174,0.532825,2.828146
us_000167894,0.532825,2.828149
us_000500484,0.532825,2.828150
us_000482972,0.532825,2.828155
us_000512163,0.532825,2.828155
us_000520434,0.532825,2.828155
us_000502650,0.532825,2.828159
us_000482976,0.532825,2.828159
us_000612849,0.532825,2.828162
us_000570199,0.532825,2.828163
us_000487151,0.532825,2.828164
us_000483665,0.532825,2.828179
us_000570262,0.532825,2.828181
us_000472153,0.532825,2.828186
us_000507023,0.532825,2.828191
us_000463217,0.532825,2.828196
us_000540533,0.532825,2.828196
us_000486387,0.532825,2.828197
us_000540250,0.532825,2.828197
us_000583210,0.532825,2.828198
us_000506124,0.532825,2.828199
us_000547667,0.532825,2.828207
us_000500296,0.532825,2.828220
us_000465222,0.532825,2.828226
us_000596649,0.532825,2.828231
us_000477693,0.532825,2.828235
us_000578691,0.532825,2.828247
us_000490992,0.532825,2.828247
us_000563240,0.532825,2.828249
us_000617353,0.532825,2.828249
us_000513790,0.532825,2.828250
us_000524276,0.532825,2.828250
us_000575042,0.532825,2.828259
us_000509858,0.532825,2.828263
us_000568859,0.532825,2.828267
us_000562643,0.532825,2.828268
us_000473598,0.532825,2.828271
us_000593059,0.532825,2.828272
us_000506512,0.532825,2.828276
us_000578192,0.532825,2.828281
us_000529091,0.532825,2.828281
us_000477512,0.532825,2.828286
us_000571039,0.532825,2.828291
us_000622460,0.532825,2.828295
us_000618927,0.532825,2.828297
us_000594857,0.532825,2.828300
us_000508055,0.532825,2.828314
us_000542761,0.532825,2.828319
us_000531498,0.532825,2.828322
us_000558382,0.532825,2.828325
us_000548593,0.532825,2.828335
us_000621830,0.532825,2.828336
us_000503281,0.532825,2.828337
us_000499651,0.532825,2.828342
us_000589132,0.532825,2.828343
us_000530792,0.532825,2.828346
us_000560644,0.532825,2.828348
us_000589961,0.532825,2.828349
us_000491428,0.532825,2.828355
us_000484672,0.532825,2.828357
us_000580589,0.532825,2.828359
us_000559067,0.532825,2.828362
us_000585359,0.532825,2.828374
us_000551655,0.532825,2.828383
us_000597838,0.532825,2.828384
us_000574366,0.532825,2.828385
us_000262824,0.532825,2.828385
us_000463564,0.532825,2.828385
us_000593896,0.532825,2.828386
us_000521141,0.532825,2.828387
us_000590967,0.532825,2.828389
us_000516270,0.532825,2.828389
us_000491235,0.532825,2.828390
us_000514708,0.532825,2.828391
us_000543019,0.532825,2.828391
us_000586897,0.532825,2.828391
us_000568267,0.532825,2.828394
us_000047370,0.532825,2.828396
us_000622429,0.532825,2.828399
us_000525514,0.532825,2.828406
us_000579476,0.532825,2.828416
us_000531222,0.532825,2.828424
us_000521058,0.532825,2.828428
us_000479191,0.532825,2.828435
us_000571739,0.532825,2.828435
us_000501953,0.532825,2.828445
us_000480943,0.532825,2.828446
us_000578382,0.532825,2.828451
us_000541029,0.532825,2.828454
us_000534985,0.532825,2.828454
us_000558037,0.532825,2.828456
us_000513009,0.532825,2.828464
us_000575903,0.532825,2.828465
us_000149445,0.532825,2.828467
us_000573273,0.532825,2.828469
us_000067998,0.532825,2.828469
us_000465389,0.532825,2.828470
us_000001575,0.532825,2.828471
us_000569612,0.532825,2.828476
us_000484634,0.532825,2.828482
us_000580767,0.532825,2.828483
us_000478092,0.532825,2.828486
us_000613595,0.532825,2.828489
us_000548662,0.532825,2.828490
us_000457180,0.532825,2.828496
us_000467321,0.532825,2.828504
us_000599686,0.532825,2.828504
us_000588860,0.532825,2.828507
us_000487322,0.532825,2.828510
us_000532781,0.532825,2.828511
us_000551850,0.532825,2.828512
us_000572001,0.532825,2.828517
us_000556613,0.532825,2.828521
us_000511067,0.532825,2.828524
us_000476512,0.532825,2.828524
us_000507299,0.532825,2.828525
us_000565643,0.532825,2.828525
us_000593825,0.532825,2.828528
us_000486614,0.532825,2.828535
us_000560458,0.532825,2.828536
us_000527512,0.532825,2.828544
us_000592144,0.532825,2.828555
us_000487175,0.532825,2.828561
us_000573518,0.532825,2.828561
us_000578915,0.532825,2.828562
us_000548129,0.532825,2.828566
us_000500281,0.532825,2.828566
us_000513287,0.532825,2.828572
us_000516827,0.532825,2.828578
us_000331956,0.532825,2.828579
us_000528519,0.532825,2.828581
us_000521559,0.532825,2.828582
us_000518309,0.532825,2.828588
us_000552444,0.532825,2.828594
us_000620075,0.532825,2.828598
us_000527552,0.532825,2.828599
us_000513156,0.532825,2.828599
us_000474975,0.532825,2.828601
us_000459620,0.532825,2.828604
us_000498612,0.532825,2.828607
us_000532216,0.532825,2.828608
us_000579228,0.532825,2.828609
us_000499292,0.532825,2.828611
us_000465279,0.532825,2.828618
us_000529744,0.532825,2.828621
us_000526437,0.532825,2.828622
us_000458592,0.532825,2.828625
us_000579555,0.532825,2.828626
us_000520927,0.532825,2.828630
us_000525066,0.532825,2.828633
us_000595004,0.532825,2.828645
us_000506334,0.532825,2.828648
us_000523072,0.532825,2.828648
us_000522685,0.532825,2.828658
us_000574107,0.532825,2.828659
us_000471315,0.532825,2.828660
us_000554973,0.532825,2.828665
us_000563783,0.532825,2.828666
us_000553488,0.532825,2.828671
us_000544257,0.532825,2.828671
us_000574259,0.532825,2.828672
us_000463922,0.532825,2.828678
us_000607129,0.532825,2.828680
us_000615262,0.532825,2.828681
us_000522991,0.532825,2.828683
us_000496385,0.532825,2.828689
us_000587270,0.532825,2.828692
us_000588965,0.532825,2.828694
us_000332681,0.532825,2.828696
us_000582090,0.532825,2.828697
us_000573583,0.532825,2.828701
us_000564314,0.532825,2.828702
us_000577454,0.532825,2.828702
us_000620348,0.532825,2.828704
us_000509160,0.532825,2.828709
us_000003409,0.532825,2.828716
us_000485196,0.532825,2.828716
us_000579267,0.532825,2.828722
us_000495360,0.532825,2.828733
us_000555328,0.532825,2.828733
us_000565228,0.532825,2.828738
us_000560717,0.532825,2.828739
us_000553852,0.532825,2.828740
us_000459212,0.532825,2.828741
us_000521945,0.532825,2.828746
us_000553516,0.532825,2.828746
us_000612728,0.532825,2.828747
us_000553398,0.532825,2.828749
us_000476157,0.532825,2.828751
us_000563205,0.532825,2.828753
us_000536224,0.532825,2.828755
us_000467676,0.532825,2.828756
us_000498757,0.532825,2.828758
us_000586427,0.532825,2.828758
us_000591045,0.532825,2.828763
us_000581607,0.532825,2.828764
us_000526238,0.532825,2.828765
us_000468567,0.532825,2.828770
us_000477355,0.532825,2.828770
us_000486142,0.532825,2.828776
us_000475271,0.532825,2.828777
us_000490795,0.532825,2.828779
us_000583046,0.532825,2.828780
us_000092630,0.532825,2.828785
us_000522406,0.532825,2.828787
us_000507471,0.532825,2.828790
us_000554247,0.532825,2.828791
us_000482162,0.532825,2.828792
us_000540192,0.532825,2.828799
us_000545229,0.532825,2.828799
us_000522684,0.532825,2.828802
us_000598130,0.532825,2.828805
us_000469429,0.532825,2.828810
us_000516181,0.532825,2.828811
us_000461658,0.532825,2.828812
us_000571754,0.532825,2.828814
us_000478684,0.532825,2.828818
us_000622396,0.532825,2.828823
us_000587981,0.532825,2.828831
us_000502813,0.532825,2.828839
us_000561419,0.532825,2.828840
us_000515295,0.532825,2.828843
us_000544295,0.532825,2.828843
us_000509700,0.532825,2.828845
us_000574951,0.532825,2.828850
us_000476773,0.532825,2.828855
us_000563545,0.532825,2.828855
us_000522782,0.532825,2.828860
us_000595088,0.532825,2.828863
us_000594828,0.532825,2.828863
us_000510432,0.532825,2.828877
us_000508354,0.532825,2.828879
us_000558001,0.532825,2.828881
us_000513243,0.532825,2.828881
us_000499791,0.532825,2.828882
us_000529129,0.532825,2.828882
us_000547518,0.532825,2.828885
us_000483859,0.532825,2.828886
us_000542875,0.532825,2.828896
us_000546493,0.532825,2.828899
us_000549077,0.532825,2.828904
us_000613226,0.532825,2.828907
us_000571965,0.532825,2.828911
us_000563846,0.532825,2.828911
us_000496017,0.532825,2.828918
us_000594630,0.532825,2.828919
us_000500491,0.532825,2.828924
us_000592580,0.532825,2.828926
us_000489210,0.532825,2.828928
us_000582794,0.532825,2.828929
us_000518407,0.532825,2.828934
us_000498776,0.532825,2.828938
us_000575783,0.532825,2.828939
us_000544546,0.532825,2.828943
us_000614587,0.532825,2.828946
us_000472249,0.532825,2.828948
us_000596880,0.532825,2.828949
us_000535456,0.532825,2.828949
us_000488678,0.532825,2.828954
us_000249362,0.532825,2.828958
us_000481343,0.532825,2.828959
us_000573117,0.532825,2.828967
us_000537181,0.532825,2.828975
us_000532359,0.532825,2.828990
us_000483357,0.532825,2.828991
us_000506051,0.532825,2.828999
us_000068951,0.532825,2.829007
us_000595509,0.532825,2.829009
us_000484995,0.532825,2.829016
us_000507061,0.532825,2.829016
us_000512456,0.532825,2.829031
us_000595741,0.532825,2.829031
us_000561148,0.532825,2.829031
us_000591487,0.532825,2.829040
us_000561109,0.532825,2.829040
us_000498957,0.532825,2.829044
us_000600464,0.532825,2.829044
us_000588862,0.532825,2.829046
us_000549501,0.532825,2.829047
us_000526694,0.532825,2.829048
us_000567792,0.532825,2.829051
us_000556058,0.532825,2.829057
us_000471322,0.532825,2.829058
us_000564416,0.532825,2.829068
us_000539059,0.532825,2.829069
us_000581046,0.532825,2.829070
us_000522915,0.532825,2.829073
us_000576291,0.532825,2.829073
us_000508398,0.532825,2.829078
us_000522000,0.532825,2.829082
us_000584271,0.532825,2.829093
us_000521343,0.532825,2.829093
us_000504894,0.532825,2.829095
us_000288731,0.532825,2.829096
us_000510826,0.532825,2.829097
us_000516659,0.532825,2.829102
us_000558693,0.532825,2.829105
us_000559742,0.532825,2.829107
us_000496681,0.532825,2.829107
us_000231918,0.532825,2.829113
us_000513162,0.532825,2.829117
us_000572424,0.532825,2.829118
us_000530693,0.532825,2.829118
us_000599438,0.532825,2.829121
us_000587590,0.532825,2.829125
us_000528316,0.532825,2.829127
us_000232628,0.532825,2.829127
us_000578239,0.532825,2.829129
us_000255841,0.532825,2.829133
us_000482643,0.532825,2.829138
us_000604158,0.532825,2.829144
us_000554679,0.532825,2.829157
us_000591235,0.532825,2.829158
us_000586020,0.532825,2.829161
us_000558440,0.532825,2.829161
us_000490566,0.532825,2.829175
us_000601037,0.532825,2.829176
us_000546702,0.532825,2.829178
us_000495290,0.532825,2.829179
us_000566793,0.532825,2.829180
us_000475393,0.532825,2.829181
us_000490792,0.532825,2.829186
us_000460001,0.532825,2.829189
us_000567260,0.532825,2.829191
us_000525851,0.532825,2.829205
us_000577696,0.532825,2.829206
us_000526679,0.532825,2.829211
us_000463636,0.532825,2.829211
us_000565288,0.532825,2.829215
us_000511291,0.532825,2.829215
us_000465527,0.532825,2.829217
us_000501649,0.532825,2.829224
us_000493702,0.532825,2.829226
us_000588115,0.532825,2.829228
us_000587254,0.532825,2.829235
us_000541923,0.532825,2.829235
us_000483751,0.532825,2.829242
us_000193274,0.532825,2.829242
us_000583712,0.532825,2.829257
us_000534275,0.532825,2.829271
us_000556790,0.532825,2.829274
us_000510868,0.532825,2.829276
us_000549691,0.532825,2.829277
us_000522682,0.532825,2.829277
us_000478489,0.532825,2.829277
us_000473186,0.532825,2.829277
us_000580385,0.532825,2.829277
us_000563551,0.532825,2.829282
us_000522210,0.532825,2.829283
us_000578683,0.532825,2.829285
us_000513346,0.532825,2.829298
us_000560913,0.532825,2.829304
us_000510093,0.532825,2.829308
us_000558637,0.532825,2.829311
us_000552314,0.532825,2.829316
us_000503919,0.532825,2.829317
us_000573061,0.532825,2.829319
us_000538881,0.532825,2.829324
us_000477521,0.532825,2.829329
us_000511438,0.532825,2.829330
us_000529082,0.532825,2.829332
us_000586278,0.532825,2.829333
us_000522634,0.532825,2.829337
us_000503991,0.532825,2.829338
us_000534889,0.532825,2.829339
us_000576895,0.532825,2.829346
us_000495785,0.532825,2.829347
us_000555581,0.532825,2.829351
us_000288360,0.532825,2.829354
us_000615793,0.532825,2.829360
us_000533022,0.532825,2.829366
us_000488134,0.532825,2.829368
us_000472978,0.532825,2.829369
us_000588293,0.532825,2.829374
us_000517641,0.532825,2.829391
us_000484813,0.532825,2.829393
us_000463795,0.532825,2.829400
us_000322314,0.532825,2.829401
us_000522136,0.532825,2.829402
us_000552708,0.532825,2.829404
us_000571208,0.532825,2.829406
us_000520635,0.532825,2.829409
us_000566105,0.532825,2.829411
us_000572946,0.532825,2.829432
us_000580434,0.532825,2.829444
us_000557103,0.532825,2.829444
us_000568796,0.532825,2.829448
us_000480605,0.532825,2.829449
us_000470964,0.532825,2.829451
us_000562008,0.532825,2.829452
us_000094327,0.532825,2.829456
us_000578166,0.532825,2.829457
us_000543426,0.532825,2.829459
us_000535855,0.532825,2.829461
us_000481072,0.532825,2.829463
us_000554694,0.532825,2.829464
us_000619362,0.532825,2.829469
us_000565978,0.532825,2.829471
us_000468878,0.532825,2.829475
us_000497415,0.532825,2.829483
us_000526654,0.532825,2.829487
us_000592942,0.532825,2.829488
us_000544357,0.532825,2.829489
us_000552332,0.532825,2.829490
us_000480430,0.532825,2.829494
us_000515322,0.532825,2.829497
us_000517269,0.532825,2.829497
us_000552808,0.532825,2.829498
us_000531078,0.532825,2.829503
us_000541161,0.532825,2.829508
us_000619541,0.532825,2.829510
us_000521220,0.532825,2.829513
us_000491601,0.532825,2.829521
us_000516712,0.532825,2.829530
us_000467127,0.532825,2.829532
us_000493537,0.532825,2.829534
us_000487592,0.532825,2.829542
us_000586293,0.532825,2.829547
us_000542469,0.532825,2.829547
us_000298823,0.532825,2.829549
us_000477671,0.532825,2.829550
us_000559851,0.532825,2.829554
us_000520959,0.532825,2.829557
us_000495019,0.532825,2.829558
us_000573123,0.532825,2.829559
us_000571224,0.532825,2.829560
us_000514416,0.532825,2.829565
us_000553316,0.532825,2.829565
us_000505781,0.532825,2.829570
us_000586243,0.532825,2.829574
us_000558769,0.532825,2.829574
us_000576673,0.532825,2.829577
us_000534351,0.532825,2.829580
us_000474931,0.532825,2.829583
us_000524139,0.532825,2.829583
us_000488418,0.532825,2.829585
us_000551649,0.532825,2.829586
us_000568485,0.532825,2.829591
us_000546158,0.532825,2.829597
us_000618414,0.532825,2.829603
us_000532557,0.532825,2.829607
us_000510166,0.532825,2.829612
us_000548259,0.532825,2.829613
us_000595412,0.532825,2.829614
us_000559866,0.532825,2.829615
us_000522889,0.532825,2.829617
us_000584097,0.532825,2.829617
us_000513475,0.532825,2.829632
us_000550927,0.532825,2.829635
us_000464491,0.532825,2.829643
us_000475179,0.532825,2.829645
us_000616008,0.532825,2.829646
us_000478119,0.532825,2.829648
us_000506490,0.532825,2.829649
us_000613593,0.532825,2.829656
us_000492173,0.532825,2.829658
us_000559282,0.532825,2.829659
us_000464899,0.532825,2.829670
us_000552758,0.532825,2.829673
us_000541625,0.532825,2.829680
us_000498506,0.532825,2.829680
us_000574253,0.532825,2.829682
us_000568649,0.532825,2.829683
us_000515629,0.532825,2.829690
us_000274133,0.532825,2.829691
us_000593559,0.532825,2.829693
us_000503921,0.532825,2.829694
us_000526599,0.532825,2.829696
us_000571409,0.532825,2.829697
us_000524914,0.532825,2.829697
us_000522938,0.532825,2.829703
us_000567841,0.532825,2.829708
us_000487677,0.532825,2.829708
us_000553905,0.532825,2.829710
us_000543068,0.532825,2.829713
us_000578612,0.532825,2.829715
us_000545557,0.532825,2.829717
us_000383898,0.532825,2.829725
us_000552302,0.532825,2.829730
us_000508153,0.532825,2.829731
us_000572929,0.532825,2.829740
us_000506044,0.532825,2.829742
us_000466794,0.532825,2.829744
us_000551831,0.532825,2.829746
us_000553367,0.532825,2.829748
us_000551670,0.532825,2.829754
us_000496398,0.532825,2.829754
us_000545075,0.532825,2.829759
us_000585522,0.532825,2.829761
us_000618357,0.532825,2.829764
us_000594146,0.532825,2.829765
us_000556497,0.532825,2.829766
us_000535558,0.532825,2.829774
us_000586554,0.532825,2.829783
us_000506335,0.532825,2.829787
us_000586668,0.532825,2.829790
us_000535832,0.532825,2.829791
us_000520120,0.532825,2.829794
us_000511629,0.532825,2.829794
us_000518645,0.532825,2.829800
us_000545293,0.532825,2.829802
us_000485026,0.532825,2.829802
us_000565836,0.532825,2.829805
us_000004246,0.532825,2.829815
us_000552618,0.532825,2.829822
us_000564112,0.532825,2.829825
us_000520550,0.532825,2.829825
us_000522144,0.532825,2.829826
us_000593876,0.532825,2.829828
us_000573346,0.532825,2.829848
us_000478021,0.532825,2.829848
us_000560150,0.532825,2.829852
us_000506996,0.532825,2.829856
us_000482251,0.532825,2.829859
us_000572472,0.532825,2.829860
us_000577251,0.532825,2.829868
us_000492961,0.532825,2.829868
us_000494936,0.532825,2.829870
us_000486471,0.532825,2.829881
us_000478577,0.532825,2.829882
us_000548744,0.532825,2.829885
us_000049016,0.532825,2.829889
us_000564762,0.532825,2.829898
us_000526980,0.532825,2.829905
us_000477175,0.532825,2.829906
us_000504727,0.532825,2.829906
us_000592297,0.532825,2.829915
us_000590245,0.532825,2.829921
us_000574882,0.532825,2.829922
us_000568268,0.532825,2.829923
us_000526641,0.532825,2.829926
us_000056723,0.532825,2.829934
us_000534827,0.532825,2.829937
us_000533340,0.532825,2.829938
us_000558906,0.532825,2.829942
us_000523463,0.532825,2.829945
us_000524185,0.532825,2.829962
us_000531970,0.532825,2.829964
us_000528551,0.532825,2.829966
us_000572896,0.532825,2.829970
us_000516319,0.532825,2.829973
us_000521877,0.532825,2.829988
us_000554559,0.532825,2.829991
us_000483098,0.532825,2.829994
us_000540487,0.532825,2.829998
us_000566396,0.532825,2.829999
us_000570311,0.532825,2.829999
us_000510202,0.532825,2.829999
us_000587859,0.532825,2.829999
us_000522294,0.532825,2.830002
us_000516865,0.532825,2.830008
us_000463943,0.532825,2.830010
us_000487124,0.532825,2.830018
us_000467259,0.532825,2.830020
us_000048051,0.532825,2.830020
us_000486343,0.532825,2.830026
us_000173214,0.532825,2.830028
us_000612628,0.532825,2.830030
us_000586892,0.532825,2.830031
us_000546708,0.532825,2.830034
us_000516703,0.532825,2.830035
us_000591536,0.532825,2.830036
us_000551219,0.532825,2.830039
us_000613505,0.532825,2.830041
us_000516790,0.532825,2.830044
us_000472229,0.532825,2.830044
us_000566845,0.532825,2.830048
us_000227895,0.532825,2.830051
us_000584581,0.532825,2.830061
us_000588062,0.532825,2.830072
us_000578266,0.532825,2.830074
us_000507401,0.532825,2.830077
us_000546610,0.532825,2.830083
us_000576639,0.532825,2.830083
us_000490449,0.532825,2.830084
us_000484029,0.532825,2.830085
us_000550864,0.532825,2.830093
us_000585282,0.532825,2.830099
us_000489946,0.532825,2.830103
us_000522244,0.532825,2.830105
us_000493961,0.532825,2.830121
us_000504445,0.532825,2.830124
us_000522156,0.532825,2.830127
us_000508850,0.532825,2.830129
us_000471699,0.532825,2.830139
us_000484223,0.532825,2.830139
us_000493298,0.532825,2.830139
us_000483577,0.532825,2.830141
us_000500221,0.532825,2.830147
us_000503847,0.532825,2.830148
us_000540854,0.532825,2.830148
us_000570861,0.532825,2.830149
us_000471011,0.532825,2.830158
us_000493637,0.532825,2.830160
us_000553749,0.532825,2.830174
us_000537452,0.532825,2.830174
us_000549847,0.532825,2.830177
us_000577722,0.532825,2.830179
us_000595861,0.532825,2.830183
us_000529831,0.532825,2.830184
us_000618696,0.532825,2.830185
us_000516816,0.532825,2.830189
us_000517369,0.532825,2.830189
us_000528762,0.532825,2.830189
us_000212918,0.532825,2.830189
us_000587427,0.532825,2.830190
us_000594574,0.532825,2.830192
us_000602327,0.532825,2.830193
us_000552092,0.532825,2.830199
us_000499147,0.532825,2.830199
us_000525597,0.532825,2.830202
us_000536079,0.532825,2.830211
us_000103706,0.532825,2.830213
us_000475362,0.532825,2.830213
us_000493692,0.532825,2.830223
us_000464483,0.532825,2.830223
us_000503123,0.532825,2.830225
us_000513470,0.532825,2.830227
us_000042175,0.532825,2.830230
us_000545587,0.532825,2.830236
us_000472699,0.532825,2.830240
us_000517250,0.532825,2.830249
us_000583585,0.532825,2.830251
us_000518510,0.532825,2.830252
us_000571890,0.532825,2.830257
us_000525742,0.532825,2.830258
us_000567445,0.532825,2.830262
us_000485164,0.532825,2.830262
us_000553232,0.532825,2.830263
us_000546026,0.532825,2.830267
us_000507624,0.532825,2.830268
us_000533899,0.532825,2.830273
us_000512445,0.532825,2.830276
us_000557104,0.532825,2.830276
us_000537820,0.532825,2.830279
us_000006120,0.532825,2.830281
us_000532471,0.532825,2.830283
us_000521847,0.532825,2.830287
us_000534410,0.532825,2.830290
us_000538080,0.532825,2.830291
us_000498788,0.532825,2.830294
us_000534409,0.532825,2.830295
us_000487407,0.532825,2.830296
us_000591298,0.532825,2.830300
us_000089747,0.532825,2.830307
us_000503574,0.532825,2.830312
us_000015766,0.532825,2.830325
us_000574640,0.532825,2.830333
us_000617831,0.532825,2.830335
us_000492989,0.532825,2.830336
us_000513733,0.532825,2.830336
us_000588719,0.532825,2.830336
us_000591862,0.532825,2.830338
us_000579940,0.532825,2.830355
us_000488563,0.532825,2.830363
us_000202040,0.532825,2.830368
us_000496806,0.532825,2.830372
us_000518351,0.532825,2.830372
us_000505517,0.532825,2.830373
us_000547737,0.532825,2.830375
us_000570640,0.532825,2.830379
us_000204534,0.532825,2.830379
us_000487974,0.532825,2.830380
us_000491756,0.532825,2.830382
us_000589427,0.532825,2.830385
us_000520107,0.532825,2.830391
us_000615609,0.532825,2.830399
us_000511721,0.532825,2.830403
us_000484057,0.532825,2.830409
us_000554656,0.532825,2.830410
us_000563587,0.532825,2.830420
us_000418866,0.532825,2.830430
us_000527081,0.532825,2.830432
us_000356791,0.532825,2.830437
us_000574909,0.532825,2.830438
us_000463659,0.532825,2.830439
us_000518573,0.532825,2.830443
us_000548218,0.532825,2.830446
us_000617731,0.532825,2.830447
us_000505408,0.532825,2.830452
us_000585890,0.532825,2.830453
us_000597138,0.532825,2.830456
us_000514059,0.532825,2.830458
us_000487841,0.532825,2.830459
us_000483191,0.532825,2.830459
us_000503933,0.532825,2.830465
us_000527253,0.532825,2.830469
us_000552251,0.532825,2.830471
us_000458956,0.532825,2.830473
us_000051847,0.532825,2.830475
us_000622599,0.532825,2.830479
us_000594840,0.532825,2.830480
us_000580486,0.532825,2.830482
us_000524611,0.532825,2.830487
us_000518289,0.532825,2.830489
us_000570595,0.532825,2.830489
us_000313394,0.532825,2.830491
us_000516625,0.532825,2.830492
us_000464533,0.532825,2.830492
us_000622150,0.532825,2.830508
us_000521031,0.532825,2.830511
us_000592871,0.532825,2.830514
us_000574369,0.532825,2.830516
us_000538845,0.532825,2.830520
us_000552335,0.532825,2.830523
us_000552338,0.532825,2.830523
us_000552336,0.532825,2.830523
us_000552334,0.532825,2.830523
us_000511082,0.532825,2.830530
us_000594408,0.532825,2.830539
us_000484514,0.532825,2.830540
us_000565173,0.532825,2.830542
us_000500022,0.532825,2.830543
