Product ID : 7753 # of JPs covered : 2 : 97 : Healthcare, 303 : Health Business M&A, 
OID,Confidence at Map Node,Error at Map Node
us_000488640,0.581581,0.535784
us_000534039,0.581581,0.551272
us_000540271,0.581581,0.552621
us_000475397,0.581581,0.559060
us_000467973,0.581581,0.572895
us_000503241,0.581581,0.574904
us_000534853,0.581581,0.599378
us_000488738,0.581581,0.626620
us_000495070,0.581581,0.630275
us_000559640,0.581581,0.635696
us_000528764,0.581581,0.729701
us_000500303,0.581581,0.818248
us_000489324,0.581581,0.833037
us_000516198,0.581581,0.846933
us_000506984,0.581581,0.848426
us_000463496,0.581581,0.876319
us_000490217,0.581581,0.882435
us_000494796,0.581581,0.887792
us_000570433,0.581581,0.893137
us_000514075,0.581581,0.946073
us_000489317,0.581581,0.972169
us_000544404,0.581581,0.987187
us_000560221,0.581581,1.036908
us_000489287,0.581581,1.079995
us_000546462,0.581581,1.136242
us_000546840,0.581581,1.217505
us_000519714,0.581581,1.346419
us_000547780,0.581581,1.434500
us_000470115,0.581581,1.453092
us_000490986,0.581581,2.198314
us_000621481,0.580614,0.074475
us_000615639,0.580614,0.083979
us_000612250,0.580614,0.093853
us_000621991,0.580614,0.095579
us_000621247,0.580614,0.096362
us_000622094,0.580614,0.098088
us_000621046,0.580614,0.100163
us_000579070,0.580614,0.118151
us_000472697,0.580614,0.125332
us_000615693,0.580614,0.251141
us_000599631,0.580614,0.306992
us_000576906,0.580614,0.542137
us_000622320,0.580614,1.042803
us_000622830,0.580541,0.272318
us_000561686,0.580541,0.392288
us_000488727,0.580541,0.536868
us_000525305,0.580541,0.598640
us_000527543,0.579994,0.118084
us_000527280,0.579994,0.134237
us_000536368,0.579994,0.147593
us_000527504,0.579994,0.158906
us_000497511,0.573849,0.068842
us_000581931,0.572457,0.161884
us_000503449,0.572457,0.208828
us_000513142,0.572457,0.214605
us_000514202,0.572457,0.215586
us_000511159,0.572457,0.221049
us_000512396,0.572457,0.221114
us_000513010,0.572457,0.225679
us_000508179,0.572457,0.235345
us_000510075,0.572457,0.249921
us_000598780,0.572457,0.250323
us_000503767,0.572457,0.254149
us_000538401,0.572457,0.256766
us_000510542,0.572457,0.259122
us_000513747,0.572457,0.270462
us_000513726,0.572457,0.273069
us_000523747,0.572457,0.274188
us_000509241,0.572457,0.278174
us_000541686,0.572457,0.281547
us_000541144,0.572457,0.281684
us_000539946,0.572457,0.282757
us_000538937,0.572457,0.292023
us_000596247,0.572457,0.301762
us_000507393,0.572457,0.324532
us_000524011,0.572457,0.349299
us_000526555,0.572457,0.354393
us_000539843,0.572457,0.410118
us_000571207,0.572457,0.434829
us_000591210,0.572457,0.440876
us_000502996,0.572457,0.445138
us_000567950,0.572457,0.454006
us_000600844,0.572457,0.477448
us_000541492,0.572457,0.485440
us_000567364,0.572457,0.486935
us_000581858,0.572457,0.498077
us_000542494,0.572457,0.501562
us_000567901,0.572457,0.516381
us_000542563,0.572457,0.519711
us_000587422,0.572457,0.549185
us_000622753,0.572457,0.683417
us_000599757,0.572457,0.809303
us_000541586,0.570502,0.089828
us_000531725,0.570502,0.090210
us_000513380,0.570502,0.090467
us_000515686,0.570502,0.090644
us_000515677,0.570502,0.090809
us_000537790,0.570502,0.099824
us_000512758,0.570502,0.106977
us_000232242,0.570502,0.108468
us_000528395,0.570502,0.172699
us_000586077,0.569829,0.372770
us_000555021,0.569204,0.072028
us_000474689,0.569204,0.072854
us_000558550,0.569204,0.075087
us_000474158,0.569204,0.078226
us_000601078,0.569204,0.080084
us_000616585,0.569204,0.082564
us_000551076,0.569204,0.087201
us_000552357,0.569204,0.089837
us_000600634,0.569204,0.095719
us_000515841,0.569204,0.133655
us_000515909,0.569204,0.133710
us_000580579,0.569204,0.133757
us_000592996,0.569204,0.137939
us_000570241,0.569204,0.138831
us_000594963,0.569204,0.138849
us_000516596,0.569204,0.147478
us_000600069,0.569204,0.148356
us_000560682,0.569204,0.149305
us_000461421,0.569204,0.149925
us_000511233,0.569204,0.151194
us_000581470,0.569204,0.152195
us_000599797,0.569204,0.152871
us_000594848,0.569204,0.154503
us_000599590,0.569204,0.155105
us_000596291,0.569204,0.161416
us_000576879,0.569204,0.162045
us_000595413,0.569204,0.163206
us_000548703,0.569204,0.164277
us_000473353,0.569204,0.166129
us_000564254,0.569204,0.168643
us_000510382,0.569204,0.174915
us_000374588,0.569204,0.192094
us_000355923,0.569204,0.195424
us_000564912,0.569204,0.415205
us_000552872,0.567511,0.054853
us_000551401,0.567511,0.055365
us_000523274,0.567511,0.067847
us_000567869,0.567511,0.098101
us_000593067,0.567511,0.104992
us_000567567,0.567511,0.118265
us_000465484,0.567511,0.133395
us_000572029,0.567511,0.133942
us_000498341,0.567409,0.336151
us_000617052,0.567409,0.340496
us_000579621,0.567409,0.359602
us_000573782,0.567409,0.414834
us_000600467,0.567409,0.475358
us_000620566,0.567409,0.483449
us_000600476,0.567409,0.485103
us_000599230,0.567409,0.501946
us_000549456,0.567409,0.511325
us_000549353,0.567409,0.514456
us_000549453,0.567409,0.516184
us_000568086,0.567409,0.525775
us_000568130,0.567409,0.527181
us_000543437,0.567409,0.531751
us_000508753,0.567409,0.532252
us_000568382,0.567409,0.532537
us_000568381,0.567409,0.532537
us_000568225,0.567409,0.532539
us_000508781,0.567409,0.532676
us_000567343,0.567409,0.533134
us_000508407,0.567409,0.533980
us_000508828,0.567409,0.534150
us_000509115,0.567409,0.534339
us_000508905,0.567409,0.534369
us_000543593,0.567409,0.536704
us_000508752,0.567409,0.536946
us_000508599,0.567409,0.542301
us_000509289,0.567409,0.544296
us_000618074,0.567409,0.547752
us_000516766,0.567409,0.547992
us_000516756,0.567409,0.549966
us_000562216,0.567409,0.554158
us_000562176,0.567409,0.554158
us_000544984,0.567409,0.563090
us_000567789,0.567409,0.566049
us_000562691,0.567409,0.567141
us_000582391,0.567409,0.567342
us_000617202,0.567409,0.567641
us_000562779,0.567409,0.569280
us_000562590,0.567409,0.569305
us_000518610,0.567409,0.569773
us_000475450,0.567409,0.570610
us_000509825,0.567409,0.570994
us_000617122,0.567409,0.571114
us_000519517,0.567409,0.571409
us_000617066,0.567409,0.571416
us_000519295,0.567409,0.571668
us_000569154,0.567409,0.572383
us_000510032,0.567409,0.572661
us_000569159,0.567409,0.572698
us_000519057,0.567409,0.572809
us_000509959,0.567409,0.573573
us_000509918,0.567409,0.573581
us_000519504,0.567409,0.573796
us_000568107,0.567409,0.575396
us_000569508,0.567409,0.575642
us_000518385,0.567409,0.575768
us_000478136,0.567409,0.575977
us_000509766,0.567409,0.576253
us_000478201,0.567409,0.576458
us_000570914,0.567409,0.577304
us_000478166,0.567409,0.578916
us_000517965,0.567409,0.580714
us_000520863,0.567409,0.581862
us_000470270,0.567409,0.583302
us_000520785,0.567409,0.584000
us_000475382,0.567409,0.584228
us_000520784,0.567409,0.584337
us_000517019,0.567409,0.584497
us_000519929,0.567409,0.584504
us_000520351,0.567409,0.584549
us_000470292,0.567409,0.584575
us_000520509,0.567409,0.584742
us_000470339,0.567409,0.584865
us_000520595,0.567409,0.585003
us_000520776,0.567409,0.585106
us_000516963,0.567409,0.585682
us_000586229,0.567409,0.585951
us_000521162,0.567409,0.586162
us_000520242,0.567409,0.586401
us_000520862,0.567409,0.586756
us_000519579,0.567409,0.586776
us_000520486,0.567409,0.587024
us_000520609,0.567409,0.587050
us_000519836,0.567409,0.588510
us_000569933,0.567409,0.588601
us_000518483,0.567409,0.588691
us_000520682,0.567409,0.589130
us_000569956,0.567409,0.589176
us_000519565,0.567409,0.589707
us_000521180,0.567409,0.589753
us_000511101,0.567409,0.592263
us_000566632,0.567409,0.592813
us_000510357,0.567409,0.592937
us_000593181,0.567409,0.593047
us_000520269,0.567409,0.593072
us_000477805,0.567409,0.593428
us_000566265,0.567409,0.593722
us_000510243,0.567409,0.594285
us_000570478,0.567409,0.594423
us_000582103,0.567409,0.594425
us_000510331,0.567409,0.594525
us_000510177,0.567409,0.594579
us_000510293,0.567409,0.594641
us_000569886,0.567409,0.594760
us_000510302,0.567409,0.595152
us_000510415,0.567409,0.595164
us_000520181,0.567409,0.596279
us_000484595,0.567409,0.597939
us_000582064,0.567409,0.598368
us_000484644,0.567409,0.603105
us_000567141,0.567409,0.622250
us_000567088,0.567409,0.624872
us_000484384,0.567409,0.651302
us_000561976,0.567409,0.702514
us_000510344,0.567409,0.789440
us_000561975,0.567409,0.856851
us_000573243,0.566148,0.252108
us_000540419,0.566148,0.253281
us_000512489,0.566148,0.254267
us_000582140,0.566148,0.255906
us_000518058,0.566148,0.256994
us_000539769,0.566148,0.257826
us_000567451,0.566148,0.258546
us_000087164,0.566148,0.270387
us_000518748,0.566148,0.271009
us_000539690,0.566148,0.294600
us_000585306,0.566148,0.466031
us_000496321,0.566148,0.690381
us_000455252,0.566148,1.021425
us_000486143,0.566148,1.348177
us_000589428,0.563276,0.073457
us_000615039,0.563276,0.087512
us_000572167,0.563276,0.094296
us_000565424,0.563276,0.094696
us_000565803,0.563276,0.102952
us_000565801,0.563276,0.102952
us_000594791,0.563276,0.105034
us_000277360,0.563276,0.114946
us_000595147,0.563276,0.126313
us_000584162,0.563276,0.131815
us_000584255,0.563276,0.137479
us_000510108,0.563276,0.151779
us_000584407,0.563276,0.152367
us_000620897,0.563276,0.287145
us_000565825,0.557465,0.162564
us_000473573,0.557465,0.209215
us_000595059,0.557465,0.226172
us_000595074,0.557465,0.315896
us_000475257,0.557465,0.375668
us_000544178,0.544379,0.214077
us_000556389,0.544379,0.236847
us_000556354,0.544379,0.247470
us_000556842,0.544379,0.254168
us_000557059,0.544379,0.257063
us_000523527,0.544379,0.266080
us_000556509,0.544379,0.269030
us_000556730,0.544379,0.272556
us_000523524,0.544379,0.272707
us_000555753,0.544379,0.278901
us_000555810,0.544379,0.287144
us_000555695,0.544379,0.306095
us_000596217,0.544379,0.333063
us_000496191,0.544379,0.345193
us_000496303,0.544379,0.345590
us_000590292,0.544379,0.355586
us_000496381,0.544379,0.358953
us_000489182,0.544379,0.376255
us_000573403,0.544379,0.383326
us_000489349,0.544379,0.407025
us_000489459,0.544379,0.413935
us_000488752,0.544379,0.416982
us_000544187,0.544379,0.480021
us_000544150,0.544379,0.485436
us_000544020,0.544379,0.507749
us_000577655,0.543554,0.100714
us_000599957,0.543554,0.124489
us_000585980,0.543554,0.136527
us_000617259,0.543554,0.140263
us_000600568,0.543554,0.140918
us_000616687,0.543554,0.147249
us_000599883,0.543554,0.150356
us_000598974,0.543554,0.152576
us_000509382,0.543554,0.207050
us_000562128,0.543554,0.240099
us_000622592,0.543554,0.343633
us_000585454,0.543554,0.872986
us_000542129,0.542814,0.160179
us_000544759,0.541495,0.032176
us_000544611,0.541495,0.039931
us_000620691,0.541495,0.173799
us_000481814,0.541495,0.279369
us_000490280,0.541495,0.289783
us_000544354,0.541495,0.437239
us_000518947,0.541495,0.439486
us_000519514,0.541495,0.441806
us_000515941,0.541495,0.497756
us_000520400,0.541495,0.508355
us_000509404,0.541495,0.511319
us_000618858,0.541495,0.512339
us_000515979,0.541495,0.522113
us_000520174,0.541495,0.527920
us_000520223,0.541495,0.527921
us_000619828,0.541495,0.540617
us_000534208,0.541495,0.543341
us_000619646,0.541495,0.548379
us_000519900,0.541495,0.553797
us_000552264,0.541495,0.554810
us_000519601,0.541495,0.554883
us_000552266,0.541495,0.555557
us_000552268,0.541495,0.556834
us_000552278,0.541495,0.556916
us_000552271,0.541495,0.556937
us_000573783,0.541495,0.557031
us_000552272,0.541495,0.558956
us_000552270,0.541495,0.559755
us_000552283,0.541495,0.560043
us_000552279,0.541495,0.560043
us_000552276,0.541495,0.560081
us_000552273,0.541495,0.560081
us_000596093,0.541495,0.570549
us_000591326,0.541495,0.580075
us_000554061,0.541495,0.601897
us_000326261,0.541495,0.607748
us_000313232,0.541495,0.611482
us_000561395,0.541495,0.709034
us_000542629,0.541495,0.719596
us_000599730,0.541495,0.721740
us_000611998,0.541495,0.726478
us_000611968,0.541495,0.727006
us_000598838,0.541495,0.732362
us_000560093,0.541495,0.738885
us_000560017,0.541495,0.742698
us_000561207,0.541495,0.743241
us_000543297,0.541495,0.743471
us_000560182,0.541495,0.745701
us_000543541,0.541495,0.749732
us_000543441,0.541495,0.751928
us_000555930,0.541495,0.753025
us_000600585,0.541495,0.761361
us_000600517,0.541495,0.761978
us_000600547,0.541495,0.762654
us_000344623,0.541495,0.924679
us_000620163,0.541495,1.103281
us_000533275,0.541495,1.431373
us_000583483,0.541165,1.453762
us_000619577,0.541165,1.664655
us_000494291,0.541165,1.796974
us_000494442,0.541165,1.870910
us_000494264,0.541165,1.871804
us_000596711,0.541165,1.933149
us_000536780,0.541165,2.242596
us_000504833,0.541165,2.253433
us_000597600,0.541165,2.927264
us_000494246,0.541165,4.091040
us_000592722,0.541165,11.633281
us_000578340,0.538203,0.042062
us_000514490,0.538203,0.042372
us_000565709,0.538203,0.044554
us_000530919,0.538203,0.046402
us_000578935,0.538203,0.047108
us_000578746,0.538203,0.052223
us_000487721,0.538203,0.053718
us_000596406,0.538203,0.055876
us_000578472,0.538203,0.058492
us_000487136,0.538203,0.060803
us_000613025,0.538203,0.061355
us_000600875,0.538203,0.061641
us_000579594,0.538203,0.061802
us_000483290,0.538203,0.064008
us_000488619,0.538203,0.065245
us_000487263,0.538203,0.065756
us_000589363,0.538203,0.066226
us_000600473,0.538203,0.066455
us_000579737,0.538203,0.066461
us_000596950,0.538203,0.066863
us_000589574,0.538203,0.067112
us_000589615,0.538203,0.067515
us_000486244,0.538203,0.070075
us_000596286,0.538203,0.070311
us_000562446,0.538203,0.070662
us_000587138,0.538203,0.071212
us_000577211,0.538203,0.072357
us_000549288,0.538203,0.073451
us_000562536,0.538203,0.075382
us_000486097,0.538203,0.075499
us_000487794,0.538203,0.075580
us_000572576,0.538203,0.076161
us_000598868,0.538203,0.076255
us_000486399,0.538203,0.076631
us_000488026,0.538203,0.076900
us_000487187,0.538203,0.076924
us_000560804,0.538203,0.076991
us_000564810,0.538203,0.077081
us_000578954,0.538203,0.077095
us_000486211,0.538203,0.077372
us_000488470,0.538203,0.077467
us_000486709,0.538203,0.077528
us_000488156,0.538203,0.077870
us_000514395,0.538203,0.078325
us_000577424,0.538203,0.079645
us_000487226,0.538203,0.080056
us_000486093,0.538203,0.080635
us_000488438,0.538203,0.081653
us_000488484,0.538203,0.082147
us_000551753,0.538203,0.082192
us_000530146,0.538203,0.083088
us_000179824,0.538203,0.083386
us_000564461,0.538203,0.083597
us_000487920,0.538203,0.083834
us_000487992,0.538203,0.084338
us_000486276,0.538203,0.084527
us_000488017,0.538203,0.084653
us_000561649,0.538203,0.084901
us_000587241,0.538203,0.085487
us_000488379,0.538203,0.087890
us_000193324,0.538203,0.088272
us_000600489,0.538203,0.088882
us_000565689,0.538203,0.090285
us_000595688,0.538203,0.091281
us_000578344,0.538203,0.091327
us_000562448,0.538203,0.091498
us_000562139,0.538203,0.092498
us_000488613,0.538203,0.092982
us_000588924,0.538203,0.094333
us_000190203,0.538203,0.097083
us_000487271,0.538203,0.098252
us_000488453,0.538203,0.098272
us_000565692,0.538203,0.099390
us_000600222,0.538203,0.099391
us_000571856,0.538203,0.099898
us_000560513,0.538203,0.105031
us_000612063,0.538203,0.109524
us_000488481,0.538203,0.109571
us_000561624,0.538203,0.109757
us_000611416,0.538203,0.111328
us_000488255,0.538203,0.112355
us_000487345,0.538203,0.128905
us_000488342,0.538203,0.132630
us_000139292,0.538203,0.138631
us_000487872,0.538203,0.142071
us_000192040,0.538203,0.157687
us_000486235,0.538203,0.163126
us_000561928,0.538203,0.170544
us_000561393,0.538203,0.172023
us_000613024,0.538203,0.188489
us_000561607,0.538203,0.195797
us_000262663,0.538203,0.207226
us_000486440,0.538203,0.207630
us_000514461,0.538203,0.211513
us_000612068,0.538203,0.219559
us_000577441,0.538203,0.261289
us_000595051,0.538203,0.262597
us_000564965,0.538203,0.278528
us_000487006,0.538203,0.283579
us_000596009,0.538203,0.284644
us_000560568,0.538203,0.348902
us_000561082,0.538203,0.369032
us_000599924,0.538203,0.370995
us_000487912,0.538203,0.385847
us_000488131,0.538203,0.434872
us_000487749,0.538203,0.437119
us_000562941,0.538203,0.446822
us_000599009,0.538203,0.470774
us_000486740,0.538203,0.597274
us_000578054,0.538203,0.610505
us_000560864,0.538203,0.643797
us_000561266,0.538203,0.673330
us_000571897,0.538203,0.797714
us_000589528,0.538203,1.025416
us_000549393,0.538203,1.036679
us_000562814,0.538203,1.055053
us_000562478,0.538203,1.451836
us_000569034,0.536038,0.033610
us_000506952,0.536038,0.042793
us_000562310,0.532825,1.815326
us_000570991,0.532825,2.598251
us_000523574,0.532825,2.609311
us_000558019,0.532825,2.620220
us_000486028,0.532825,2.621421
us_000442120,0.532825,2.623513
us_000546131,0.532825,2.626905
us_000499901,0.532825,2.644666
us_000569948,0.532825,2.648222
us_000461670,0.532825,2.681929
us_000527318,0.532825,2.757256
us_000494161,0.532825,2.762280
us_000553872,0.532825,2.781735
us_000503631,0.532825,2.797487
us_000512113,0.532825,2.798003
us_000490804,0.532825,2.798527
us_000506783,0.532825,2.798583
us_000510317,0.532825,2.799270
us_000486583,0.532825,2.801775
us_000577967,0.532825,2.802853
us_000614067,0.532825,2.802892
us_000587473,0.532825,2.803090
us_000583466,0.532825,2.803517
us_000483992,0.532825,2.803902
us_000575060,0.532825,2.806359
us_000598622,0.532825,2.807286
us_000612363,0.532825,2.807465
us_000584008,0.532825,2.807544
us_000479277,0.532825,2.807700
us_000547572,0.532825,2.807701
us_000541564,0.532825,2.807708
us_000497025,0.532825,2.807778
us_000535428,0.532825,2.807797
us_000574156,0.532825,2.807812
us_000573235,0.532825,2.807860
us_000586696,0.532825,2.807860
us_000582546,0.532825,2.807863
us_000533831,0.532825,2.807876
us_000567436,0.532825,2.807885
us_000464079,0.532825,2.807891
us_000575624,0.532825,2.807897
us_000517532,0.532825,2.807901
us_000581070,0.532825,2.807910
us_000580710,0.532825,2.807911
us_000501231,0.532825,2.807915
us_000578657,0.532825,2.807916
us_000460250,0.532825,2.807920
us_000589420,0.532825,2.807922
us_000458951,0.532825,2.807926
us_000580882,0.532825,2.807926
us_000258808,0.532825,2.807926
us_000598803,0.532825,2.807934
us_000598804,0.532825,2.807934
us_000473096,0.532825,2.807935
us_000573919,0.532825,2.807939
us_000578324,0.532825,2.807944
us_000554363,0.532825,2.807947
us_000055707,0.532825,2.807955
us_000578932,0.532825,2.807956
us_000616870,0.532825,2.807958
us_000615946,0.532825,2.807960
us_000577047,0.532825,2.807961
us_000615715,0.532825,2.807961
us_000591314,0.532825,2.807961
us_000616487,0.532825,2.807964
us_000616488,0.532825,2.807964
us_000616489,0.532825,2.807964
us_000616490,0.532825,2.807964
us_000616491,0.532825,2.807964
us_000535646,0.532825,2.807965
us_000580866,0.532825,2.807966
us_000584411,0.532825,2.807966
us_000580883,0.532825,2.807966
us_000592963,0.532825,2.807967
us_000614234,0.532825,2.807969
us_000598386,0.532825,2.807970
us_000598385,0.532825,2.807970
us_000598384,0.532825,2.807970
us_000617162,0.532825,2.807972
us_000583377,0.532825,2.807973
us_000616909,0.532825,2.807976
us_000601007,0.532825,2.807978
us_000575160,0.532825,2.807981
us_000584844,0.532825,2.807982
us_000584669,0.532825,2.807983
us_000524018,0.532825,2.807986
us_000542180,0.532825,2.807986
us_000586612,0.532825,2.807988
us_000618655,0.532825,2.807988
us_000618658,0.532825,2.807988
us_000612024,0.532825,2.807988
us_000507024,0.532825,2.807989
us_000543584,0.532825,2.807992
us_000598759,0.532825,2.807992
us_000613071,0.532825,2.807992
us_000482753,0.532825,2.807993
us_000598235,0.532825,2.808004
us_000612980,0.532825,2.808004
us_000609136,0.532825,2.808007
us_000580018,0.532825,2.808007
us_000584859,0.532825,2.808007
us_000593938,0.532825,2.808008
us_000593934,0.532825,2.808008
us_000545369,0.532825,2.808008
us_000474569,0.532825,2.808010
us_000585088,0.532825,2.808010
us_000517793,0.532825,2.808010
us_000597468,0.532825,2.808011
us_000598260,0.532825,2.808012
us_000555394,0.532825,2.808015
us_000600110,0.532825,2.808017
us_000584646,0.532825,2.808017
us_000584642,0.532825,2.808017
us_000269734,0.532825,2.808018
us_000600382,0.532825,2.808020
us_000465025,0.532825,2.808020
us_000589166,0.532825,2.808020
us_000481286,0.532825,2.808021
us_000586322,0.532825,2.808021
us_000490513,0.532825,2.808022
us_000551987,0.532825,2.808024
us_000600121,0.532825,2.808024
us_000559525,0.532825,2.808025
us_000471205,0.532825,2.808025
us_000599835,0.532825,2.808028
us_000601040,0.532825,2.808028
us_000612830,0.532825,2.808029
us_000569274,0.532825,2.808030
us_000599549,0.532825,2.808031
us_000594771,0.532825,2.808031
us_000557763,0.532825,2.808034
us_000595702,0.532825,2.808034
us_000598945,0.532825,2.808035
us_000116201,0.532825,2.808036
us_000598782,0.532825,2.808037
us_000584500,0.532825,2.808039
us_000469553,0.532825,2.808041
us_000599912,0.532825,2.808042
us_000599907,0.532825,2.808042
us_000482612,0.532825,2.808043
us_000597004,0.532825,2.808044
us_000597003,0.532825,2.808044
us_000597002,0.532825,2.808044
us_000599420,0.532825,2.808044
us_000571073,0.532825,2.808044
us_000593392,0.532825,2.808045
us_000474316,0.532825,2.808046
us_000596945,0.532825,2.808046
us_000584670,0.532825,2.808046
us_000596854,0.532825,2.808047
us_000584355,0.532825,2.808048
us_000585688,0.532825,2.808050
us_000579993,0.532825,2.808051
us_000560760,0.532825,2.808053
us_000487971,0.532825,2.808054
us_000583179,0.532825,2.808054
us_000565916,0.532825,2.808055
us_000525624,0.532825,2.808056
us_000587665,0.532825,2.808057
us_000615354,0.532825,2.808059
us_000615289,0.532825,2.808060
us_000598382,0.532825,2.808060
us_000598381,0.532825,2.808060
us_000598379,0.532825,2.808060
us_000484880,0.532825,2.808061
us_000593257,0.532825,2.808062
us_000593220,0.532825,2.808063
us_000593222,0.532825,2.808063
us_000465257,0.532825,2.808065
us_000469549,0.532825,2.808067
us_000617833,0.532825,2.808067
us_000338980,0.532825,2.808069
us_000596947,0.532825,2.808070
us_000473110,0.532825,2.808071
us_000570709,0.532825,2.808073
us_000600390,0.532825,2.808073
us_000566247,0.532825,2.808073
us_000571214,0.532825,2.808074
us_000597090,0.532825,2.808076
us_000597039,0.532825,2.808076
us_000597012,0.532825,2.808076
us_000594683,0.532825,2.808077
us_000474820,0.532825,2.808079
us_000592032,0.532825,2.808080
us_000617400,0.532825,2.808080
us_000528526,0.532825,2.808081
us_000481490,0.532825,2.808081
us_000509726,0.532825,2.808082
us_000519963,0.532825,2.808083
us_000589939,0.532825,2.808084
us_000619707,0.532825,2.808085
us_000619709,0.532825,2.808085
us_000480298,0.532825,2.808088
us_000595696,0.532825,2.808088
us_000423050,0.532825,2.808089
us_000535503,0.532825,2.808090
us_000577669,0.532825,2.808091
us_000487875,0.532825,2.808092
us_000619791,0.532825,2.808093
us_000619792,0.532825,2.808093
us_000542843,0.532825,2.808094
us_000595003,0.532825,2.808096
us_000483780,0.532825,2.808099
us_000499119,0.532825,2.808100
us_000480000,0.532825,2.808103
us_000469688,0.532825,2.808104
us_000509079,0.532825,2.808105
us_000541367,0.532825,2.808105
us_000595021,0.532825,2.808105
us_000475536,0.532825,2.808106
us_000585402,0.532825,2.808110
us_000592393,0.532825,2.808112
us_000594676,0.532825,2.808112
us_000594675,0.532825,2.808112
us_000590054,0.532825,2.808115
us_000590045,0.532825,2.808115
us_000473464,0.532825,2.808118
us_000619159,0.532825,2.808120
us_000619162,0.532825,2.808120
us_000619163,0.532825,2.808120
us_000619164,0.532825,2.808120
us_000619165,0.532825,2.808120
us_000619174,0.532825,2.808120
us_000473566,0.532825,2.808123
us_000592305,0.532825,2.808126
us_000570445,0.532825,2.808126
us_000471971,0.532825,2.808128
us_000471127,0.532825,2.808128
us_000589927,0.532825,2.808132
us_000589926,0.532825,2.808132
us_000589925,0.532825,2.808132
us_000515443,0.532825,2.808132
us_000589880,0.532825,2.808132
us_000474630,0.532825,2.808133
us_000497677,0.532825,2.808134
us_000531768,0.532825,2.808134
us_000581176,0.532825,2.808135
us_000498501,0.532825,2.808136
us_000056450,0.532825,2.808137
us_000594008,0.532825,2.808139
us_000476355,0.532825,2.808140
us_000514407,0.532825,2.808140
us_000569324,0.532825,2.808141
us_000593574,0.532825,2.808143
us_000541041,0.532825,2.808145
us_000488110,0.532825,2.808146
us_000594673,0.532825,2.808147
us_000594672,0.532825,2.808147
us_000594670,0.532825,2.808147
us_000594864,0.532825,2.808147
us_000615379,0.532825,2.808147
us_000590149,0.532825,2.808148
us_000592630,0.532825,2.808149
us_000578146,0.532825,2.808149
us_000615437,0.532825,2.808150
us_000620303,0.532825,2.808151
us_000620304,0.532825,2.808151
us_000489524,0.532825,2.808151
us_000476366,0.532825,2.808152
us_000487427,0.532825,2.808154
us_000571658,0.532825,2.808155
us_000477564,0.532825,2.808155
us_000474795,0.532825,2.808155
us_000489372,0.532825,2.808157
us_000494982,0.532825,2.808158
us_000504254,0.532825,2.808162
us_000558931,0.532825,2.808162
us_000595018,0.532825,2.808167
us_000479484,0.532825,2.808174
us_000481846,0.532825,2.808174
us_000364481,0.532825,2.808176
us_000537795,0.532825,2.808176
us_000533082,0.532825,2.808177
us_000201933,0.532825,2.808178
us_000475502,0.532825,2.808178
us_000541547,0.532825,2.808179
us_000600399,0.532825,2.808181
us_000479302,0.532825,2.808183
us_000502780,0.532825,2.808184
us_000589948,0.532825,2.808184
us_000471505,0.532825,2.808186
us_000536452,0.532825,2.808187
us_000482653,0.532825,2.808188
us_000589942,0.532825,2.808189
us_000589941,0.532825,2.808189
us_000589940,0.532825,2.808189
us_000475610,0.532825,2.808191
us_000465787,0.532825,2.808191
us_000488148,0.532825,2.808193
us_000614491,0.532825,2.808193
us_000574621,0.532825,2.808195
us_000588771,0.532825,2.808195
us_000565134,0.532825,2.808197
us_000470249,0.532825,2.808198
us_000474347,0.532825,2.808198
us_000476262,0.532825,2.808200
us_000482560,0.532825,2.808200
us_000480280,0.532825,2.808200
us_000506705,0.532825,2.808202
us_000459668,0.532825,2.808204
us_000468860,0.532825,2.808206
us_000473901,0.532825,2.808207
us_000584263,0.532825,2.808209
us_000483337,0.532825,2.808210
us_000569088,0.532825,2.808210
us_000580957,0.532825,2.808211
us_000576061,0.532825,2.808211
us_000475683,0.532825,2.808211
us_000590216,0.532825,2.808211
us_000537836,0.532825,2.808212
us_000494640,0.532825,2.808212
us_000598546,0.532825,2.808213
us_000577139,0.532825,2.808213
us_000486688,0.532825,2.808216
us_000553420,0.532825,2.808216
us_000498275,0.532825,2.808216
us_000495345,0.532825,2.808216
us_000472133,0.532825,2.808219
us_000491728,0.532825,2.808219
us_000473455,0.532825,2.808220
us_000460574,0.532825,2.808220
us_000571655,0.532825,2.808220
us_000478045,0.532825,2.808222
us_000465033,0.532825,2.808222
us_000548444,0.532825,2.808222
us_000483785,0.532825,2.808222
us_000518432,0.532825,2.808222
us_000266704,0.532825,2.808223
us_000523647,0.532825,2.808225
us_000482004,0.532825,2.808226
us_000488041,0.532825,2.808227
us_000463442,0.532825,2.808227
us_000491803,0.532825,2.808228
us_000517457,0.532825,2.808228
us_000486851,0.532825,2.808229
us_000480409,0.532825,2.808230
us_000469043,0.532825,2.808230
us_000491327,0.532825,2.808231
us_000478216,0.532825,2.808231
us_000583637,0.532825,2.808232
us_000557318,0.532825,2.808233
us_000478390,0.532825,2.808234
us_000479663,0.532825,2.808236
us_000494638,0.532825,2.808237
us_000468123,0.532825,2.808237
us_000469307,0.532825,2.808237
us_000518580,0.532825,2.808239
us_000569958,0.532825,2.808241
us_000481796,0.532825,2.808241
us_000221424,0.532825,2.808241
us_000613289,0.532825,2.808241
