Product ID : 2093 # of JPs covered : 1 : 122 : Municipal Law/Eminent Domain, 
pr_000444876,0.193038, 0.054125
pr_001061829,0.193038, 0.054125
pr_001953184,0.193038, 0.054125
pr_001849690,0.193038, 0.054125
pr_000749016,0.193038, 0.054125
pr_001645363,0.193038, 0.054125
pr_000293534,0.193038, 0.054125
pr_000293704,0.193038, 0.054125
pr_001060343,0.193038, 0.054125
pr_000905838,0.193038, 0.054125
pr_000947014,0.193038, 0.054125
pr_000844705,0.193038, 0.054125
pr_000618091,0.193038, 0.054125
pr_002066470,0.193038, 0.054125
pr_002151210,0.193038, 0.054125
pr_000697152,0.193038, 0.054125
pr_001152251,0.193038, 0.054125
pr_000710245,0.193038, 0.054125
pr_000881024,0.193038, 0.054125
pr_001061135,0.193038, 0.054125
pr_001062251,0.193038, 0.054125
pr_000298430,0.193038, 0.054125
pr_001398530,0.193038, 0.054125
pr_001910113,0.193038, 0.054125
pr_000298841,0.193038, 0.054125
pr_000298374,0.193038, 0.054125
pr_001606249,0.193038, 0.054125
pr_000632043,0.193038, 0.054125
pr_000748092,0.193038, 0.054125
pr_000163477,0.193038, 0.054125
pr_001059214,0.193038, 0.054125
pr_001110285,0.193038, 0.054125
pr_000166351,0.193038, 0.054125
pr_000623136,0.193038, 0.054125
pr_001121637,0.193038, 0.054125
pr_002067497,0.193038, 0.054125
pr_001390791,0.193038, 0.054125
pr_000753974,0.193038, 0.054125
pr_001061846,0.193038, 0.054125
pr_001059129,0.193038, 0.054125
pr_000748368,0.193038, 0.054125
pr_001015654,0.193038, 0.054125
pr_001062007,0.193038, 0.054125
pr_002184472,0.193038, 0.054125
pr_001912153,0.193038, 0.054125
pr_001589817,0.193038, 0.054125
pr_000964587,0.193038, 0.054125
pr_000163186,0.193038, 0.054125
pr_000196125,0.193038, 0.054125
pr_001058280,0.193038, 0.054125
pr_001397871,0.193038, 0.054125
pr_001988763,0.193038, 0.054125
pr_001017749,0.193038, 0.054125
pr_001418069,0.193038, 0.054125
pr_001162756,0.193038, 0.054125
pr_000502571,0.193038, 0.054125
pr_001696679,0.193038, 0.054125
pr_000831503,0.193038, 0.054125
pr_000445806,0.193038, 0.054125
pr_000959163,0.193038, 0.054125
pr_001163616,0.193038, 0.054125
pr_001137916,0.193038, 0.054125
pr_002129173,0.193038, 0.054125
pr_001769265,0.193038, 0.054125
pr_001078173,0.193038, 0.054125
pr_001989614,0.193038, 0.054125
pr_000734423,0.193038, 0.054125
pr_000194092,0.193038, 0.054125
pr_001696682,0.193038, 0.054125
pr_001067299,0.193038, 0.054125
pr_002198013,0.193038, 0.054125
pr_001602574,0.193038, 0.054125
pr_001067932,0.193038, 0.054125
pr_000619626,0.193038, 0.054125
pr_000619629,0.193038, 0.054125
pr_000738021,0.193038, 0.054125
pr_000669157,0.193038, 0.054125
pr_000856904,0.193038, 0.054125
pr_001060197,0.193038, 0.054125
pr_002183384,0.193038, 0.054125
pr_000657945,0.193038, 0.054125
pr_001391611,0.193038, 0.054125
pr_000935465,0.193038, 0.054125
pr_000163901,0.193038, 0.054125
pr_001960227,0.193038, 0.054125
pr_001060858,0.193038, 0.054125
pr_001832466,0.193038, 0.054125
pr_001060814,0.193038, 0.054125
pr_000163337,0.193038, 0.054125
pr_002128976,0.193038, 0.054125
pr_000444889,0.193038, 0.054125
pr_000938935,0.193038, 0.054125
pr_000707018,0.193038, 0.054125
pr_000166435,0.193038, 0.054125
pr_001982649,0.193038, 0.054125
pr_001116688,0.193038, 0.054125
pr_000998549,0.193038, 0.054125
pr_001067371,0.193038, 0.054125
pr_001652569,0.193038, 0.054125
pr_001018112,0.193038, 0.054125
pr_000825225,0.193038, 0.054125
pr_000294111,0.193038, 0.054125
pr_002123341,0.193038, 0.054125
pr_001060892,0.193038, 0.054125
pr_000235676,0.193038, 0.054125
pr_002201813,0.193038, 0.054125
pr_000445734,0.193038, 0.054125
pr_000952805,0.193038, 0.054125
pr_001697007,0.193038, 0.054125
pr_000944378,0.193038, 0.054125
pr_000163207,0.193038, 0.054125
pr_001593260,0.193038, 0.054125
pr_002196930,0.193038, 0.054125
pr_001134981,0.193038, 0.054125
pr_002196565,0.193038, 0.054125
pr_000991369,0.193038, 0.054125
pr_002170324,0.193038, 0.054125
pr_001106823,0.193038, 0.054125
pr_001950225,0.193038, 0.054125
pr_001018078,0.193038, 0.054125
pr_001018063,0.193038, 0.054125
pr_001964963,0.193038, 0.054125
pr_000624758,0.193038, 0.054125
pr_001720122,0.193038, 0.054125
pr_001012356,0.193038, 0.054125
pr_001964824,0.193038, 0.054125
pr_000298715,0.193038, 0.054125
pr_000445870,0.193038, 0.054125
pr_000623205,0.193038, 0.054125
pr_001388213,0.193038, 0.054125
pr_001060273,0.193038, 0.054125
pr_001064533,0.193038, 0.054125
pr_000738414,0.193038, 0.054125
pr_000713958,0.193038, 0.054125
pr_002173105,0.193038, 0.054125
pr_001062231,0.193038, 0.054125
pr_000752287,0.193038, 0.054125
pr_000167086,0.193038, 0.054125
pr_000746156,0.193038, 0.054125
pr_002062686,0.193038, 0.054125
pr_001393451,0.193038, 0.054125
pr_001734516,0.193038, 0.054125
pr_000163297,0.193038, 0.054125
pr_001963376,0.193038, 0.054125
pr_000883940,0.193038, 0.054125
pr_001068762,0.193038, 0.054125
pr_000994959,0.193038, 0.054125
pr_001061827,0.193038, 0.054125
pr_000816155,0.193038, 0.054125
pr_000752245,0.193038, 0.054125
pr_000434613,0.193038, 0.054137
pr_001145282,0.193038, 0.054174
pr_001391053,0.193038, 0.054183
pr_000943215,0.193038, 0.054276
pr_000831558,0.193038, 0.054276
pr_000749232,0.193038, 0.054280
pr_001152231,0.193038, 0.054280
pr_001060062,0.193038, 0.054280
pr_000942417,0.193038, 0.054341
pr_001059229,0.193038, 0.054356
pr_002204955,0.193038, 0.054591
pr_001060386,0.193038, 0.054606
pr_000627218,0.193038, 0.054606
pr_001392687,0.193038, 0.054606
pr_000995817,0.193038, 0.054731
pr_001067360,0.193038, 0.054780
pr_001012170,0.193038, 0.054780
pr_000738066,0.193038, 0.054780
pr_000990656,0.193038, 0.054796
pr_000293258,0.193038, 0.054932
pr_000865820,0.193038, 0.054932
pr_000205942,0.193038, 0.054939
pr_000622139,0.193038, 0.054942
pr_000940232,0.193038, 0.055506
pr_001010324,0.193038, 0.056234
pr_001407374,0.193038, 0.056939
pr_000707437,0.193038, 0.056978
pr_001059146,0.193038, 0.059274
pr_002171740,0.193038, 0.082395
pr_000748356,0.193038, 0.115419
us_000559086,0.167405, 0.000000
us_000580241,0.167405, 0.000000
us_000481663,0.167405, 0.000000
us_000459935,0.167405, 0.000000
us_000472096,0.167405, 0.000000
us_000069750,0.167405, 0.000000
us_000605380,0.167405, 0.000000
us_000471967,0.167405, 0.000000
us_000461865,0.167405, 0.000000
us_000468182,0.167405, 0.000000
pr_000651169,0.167405, 0.000000
us_000531125,0.167405, 0.000001
us_000531176,0.167405, 0.000001
us_000519721,0.167405, 0.000001
us_000531126,0.167405, 0.000001
us_000513159,0.167405, 0.000020
us_000509682,0.167405, 0.000102
us_000554773,0.167405, 0.000133
us_000519615,0.167405, 0.001328
us_000488462,0.167405, 0.001576
us_000490798,0.167405, 0.003736
us_000485011,0.167405, 0.005610
us_000591492,0.167405, 0.005711
us_000582818,0.167405, 0.005711
us_000583205,0.167405, 0.005711
us_000615574,0.167405, 0.007046
us_000482017,0.167405, 0.012281
us_000501888,0.167405, 0.022766
us_000584805,0.167405, 0.047180
us_000599421,0.167405, 0.074897
pr_001637873,0.028769, 0.000000
pr_001056395,0.028769, 0.000000
pr_001389488,0.028769, 0.000000
pr_001856557,0.028769, 0.000000
pr_002081624,0.028769, 0.000000
pr_001834760,0.028769, 0.000000
pr_000852862,0.028769, 0.000000
pr_000374821,0.028769, 0.000000
pr_000508093,0.028769, 0.000000
pr_000386626,0.028769, 0.000000
pr_001035318,0.028769, 0.000000
pr_001034759,0.028769, 0.000000
us_000485407,0.028769, 0.000000
us_000368073,0.028769, 0.000000
us_000545215,0.028769, 0.000000
us_000545830,0.028769, 0.000000
us_000595328,0.028769, 0.000000
us_000600708,0.028769, 0.000000
us_000614397,0.028769, 0.000000
us_000593063,0.028769, 0.000000
us_000486578,0.028769, 0.000000
pr_000640761,0.028769, 0.000001
pr_001707235,0.028769, 0.000001
pr_002096413,0.028769, 0.000002
pr_001907296,0.028769, 0.000002
pr_002124599,0.028769, 0.000002
pr_002052247,0.028769, 0.000002
us_000492420,0.028769, 0.000002
us_000523168,0.028769, 0.000002
us_000474079,0.028769, 0.000003
us_000461610,0.028769, 0.000003
us_000489434,0.028769, 0.000003
us_000479998,0.028769, 0.000003
us_000194359,0.028769, 0.000003
us_000460963,0.028769, 0.000003
us_000494695,0.028769, 0.000004
us_000495487,0.028769, 0.000004
us_000201775,0.028769, 0.000004
us_000516990,0.028769, 0.000004
us_000517625,0.028769, 0.000004
us_000492919,0.028769, 0.000004
us_000599070,0.028769, 0.000004
us_000615042,0.028769, 0.000004
us_000496698,0.028769, 0.000004
us_000513952,0.028769, 0.000004
us_000590120,0.028769, 0.000004
us_000552602,0.028769, 0.000004
us_000516250,0.028769, 0.000004
us_000616107,0.028769, 0.000004
us_000599090,0.028769, 0.000004
us_000533665,0.028769, 0.000004
us_000588060,0.028769, 0.000004
us_000486918,0.028769, 0.000004
us_000584695,0.028769, 0.000004
us_000606697,0.028769, 0.000004
pr_002084756,0.028769, 0.000008
pr_002116388,0.028769, 0.000008
pr_001663930,0.028769, 0.000008
pr_002083870,0.028769, 0.000008
pr_001664698,0.028769, 0.000008
pr_001756731,0.028769, 0.000008
pr_002112608,0.028769, 0.000008
pr_002113896,0.028769, 0.000008
pr_001977699,0.028769, 0.000008
pr_002082318,0.028769, 0.000008
us_000518578,0.028769, 0.000009
us_000564488,0.028769, 0.000014
pr_001665830,0.028769, 0.000015
pr_001966384,0.028769, 0.000015
us_000482131,0.028769, 0.000017
us_000484015,0.028769, 0.000021
us_000516965,0.028769, 0.000028
us_000520693,0.028769, 0.000028
us_000514447,0.028769, 0.000028
us_000589697,0.028769, 0.000028
us_000510848,0.028769, 0.000028
us_000534279,0.028769, 0.000028
us_000598108,0.028769, 0.000028
us_000615491,0.028769, 0.000028
us_000577257,0.028769, 0.000028
us_000487024,0.028769, 0.000028
us_000538400,0.028769, 0.000028
us_000491600,0.028769, 0.000028
us_000527025,0.028769, 0.000028
us_000520559,0.028769, 0.000028
us_000528908,0.028769, 0.000030
pr_002110409,0.028769, 0.000036
pr_002086675,0.028769, 0.000038
pr_001397154,0.028769, 0.000038
pr_002111460,0.028769, 0.000038
pr_002212401,0.028769, 0.000038
pr_002086141,0.028769, 0.000045
pr_002094124,0.028769, 0.000051
us_000488049,0.028769, 0.000063
us_000538170,0.028769, 0.000063
us_000489655,0.028769, 0.000063
us_000500073,0.028769, 0.000063
us_000557284,0.028769, 0.000063
us_000563128,0.028769, 0.000063
us_000527054,0.028769, 0.000073
us_000599169,0.028769, 0.000073
us_000496329,0.028769, 0.000073
us_000494142,0.028769, 0.000073
us_000579464,0.028769, 0.000073
us_000611885,0.028769, 0.000073
us_000503255,0.028769, 0.000073
pr_001054185,0.028769, 0.000073
pr_000937983,0.028769, 0.000073
us_000506203,0.028769, 0.000073
us_000502713,0.028769, 0.000073
us_000590707,0.028769, 0.000079
us_000590860,0.028769, 0.000079
us_000590578,0.028769, 0.000079
us_000590644,0.028769, 0.000079
us_000497758,0.028769, 0.000079
us_000590550,0.028769, 0.000079
us_000590556,0.028769, 0.000079
us_000590747,0.028769, 0.000079
us_000590563,0.028769, 0.000079
us_000590845,0.028769, 0.000079
us_000537656,0.028769, 0.000079
us_000590714,0.028769, 0.000079
us_000573157,0.028769, 0.000079
us_000590850,0.028769, 0.000079
us_000590645,0.028769, 0.000079
us_000590529,0.028769, 0.000079
us_000590841,0.028769, 0.000079
us_000590657,0.028769, 0.000079
us_000529735,0.028769, 0.000079
us_000590743,0.028769, 0.000079
us_000545005,0.028769, 0.000079
us_000526887,0.028769, 0.000079
us_000590829,0.028769, 0.000079
us_000540032,0.028769, 0.000079
us_000590779,0.028769, 0.000079
us_000590715,0.028769, 0.000079
us_000590718,0.028769, 0.000079
us_000590595,0.028769, 0.000079
us_000590580,0.028769, 0.000079
us_000562222,0.028769, 0.000079
us_000590834,0.028769, 0.000079
us_000590515,0.028769, 0.000079
us_000590765,0.028769, 0.000079
us_000544061,0.028769, 0.000079
us_000541137,0.028769, 0.000079
us_000590748,0.028769, 0.000079
us_000544683,0.028769, 0.000079
us_000590831,0.028769, 0.000079
us_000590822,0.028769, 0.000079
us_000590647,0.028769, 0.000079
us_000590561,0.028769, 0.000079
us_000590525,0.028769, 0.000079
us_000524609,0.028769, 0.000079
us_000573979,0.028769, 0.000083
us_000505885,0.028769, 0.000085
us_000567203,0.028769, 0.000099
pr_001660950,0.028769, 0.000099
us_000504555,0.028769, 0.000139
us_000585880,0.028769, 0.000139
us_000582171,0.028769, 0.000139
us_000542316,0.028769, 0.000139
us_000484477,0.028769, 0.000139
us_000499443,0.028769, 0.000139
us_000535772,0.028769, 0.000157
us_000174850,0.028769, 0.000160
us_000519007,0.028769, 0.000230
us_000489249,0.028769, 0.000240
us_000295517,0.028769, 0.000282
us_000465191,0.028769, 0.000291
us_000571428,0.028769, 0.000292
us_000484246,0.028769, 0.000344
us_000580089,0.028769, 0.000396
us_000519516,0.028769, 0.000443
us_000583768,0.028769, 0.000527
pr_000908124,0.028769, 0.000542
pr_000908130,0.028769, 0.000590
us_000549457,0.028769, 0.000616
us_000576071,0.028769, 0.000620
us_000589100,0.028769, 0.000635
pr_001036942,0.028769, 0.000639
us_000544731,0.028769, 0.000989
us_000557977,0.028769, 0.001038
us_000599871,0.028769, 0.001168
us_000611278,0.028769, 0.001203
us_000538591,0.028769, 0.001208
us_000507286,0.028769, 0.001251
us_000557127,0.028769, 0.001344
us_000548745,0.028769, 0.001489
us_000526568,0.028769, 0.001489
us_000556808,0.028769, 0.001496
us_000485552,0.028769, 0.001502
us_000522825,0.028769, 0.001538
us_000480574,0.028769, 0.001587
us_000537067,0.028769, 0.001594
us_000552871,0.028769, 0.001635
us_000512072,0.028769, 0.001832
us_000550459,0.028769, 0.001980
us_000549257,0.028769, 0.001992
pr_000226350,0.028769, 0.002099
us_000513899,0.028769, 0.002139
us_000561752,0.028769, 0.002253
us_000523157,0.028769, 0.002300
us_000494764,0.028769, 0.002344
us_000547195,0.028769, 0.002362
us_000524701,0.028769, 0.002398
us_000509043,0.028769, 0.002404
us_000539645,0.028769, 0.002438
us_000502020,0.028769, 0.002540
us_000566825,0.028769, 0.002605
us_000569854,0.028769, 0.002613
us_000532976,0.028769, 0.002713
us_000503893,0.028769, 0.002744
us_000542141,0.028769, 0.002824
us_000587580,0.028769, 0.003131
us_000526915,0.028769, 0.003168
us_000517459,0.028769, 0.003339
us_000556308,0.028769, 0.003365
us_000556336,0.028769, 0.003387
us_000500890,0.028769, 0.003388
us_000528763,0.028769, 0.003404
us_000532685,0.028769, 0.003502
us_000555484,0.028769, 0.003834
us_000563129,0.028769, 0.003848
us_000536785,0.028769, 0.003867
us_000577786,0.028769, 0.003874
us_000502708,0.028769, 0.004254
us_000526235,0.028769, 0.004254
us_000613996,0.028769, 0.004301
us_000519307,0.028769, 0.004308
us_000615725,0.028769, 0.004393
us_000595829,0.028769, 0.004394
us_000493854,0.028769, 0.004728
us_000492738,0.028769, 0.005030
us_000507371,0.028769, 0.006164
us_000564469,0.028769, 0.007449
us_000531346,0.028769, 0.008269
us_000563492,0.028769, 0.008638
us_000504595,0.028769, 0.009768
us_000528902,0.028769, 0.010292
us_000511335,0.028769, 0.011310
us_000540033,0.028769, 0.013401
us_000480975,0.028769, 0.016102
us_000605586,0.028769, 0.017546
us_000572498,0.028769, 0.019420
us_000535388,0.028769, 0.020265
us_000458704,0.028769, 0.021262
us_000486755,0.028769, 0.024909
us_000501411,0.028769, 0.029463
us_000572839,0.028769, 0.029629
us_000472038,0.028769, 0.030349
us_000497723,0.028769, 0.030859
us_000494579,0.028769, 0.032041
us_000481242,0.028769, 0.034038
us_000562930,0.028769, 0.034880
us_000530025,0.028769, 0.036607
us_000500589,0.028769, 0.040333
us_000478796,0.028769, 0.040442
us_000593309,0.028769, 0.042399
us_000592043,0.028769, 0.049421
us_000579054,0.028769, 0.055969
us_000516082,0.028769, 0.066339
us_000302679,0.028769, 0.066877
us_000547362,0.028769, 0.067653
us_000528730,0.028769, 0.068764
us_000560083,0.028769, 0.082274
us_000488361,0.028769, 0.092010
us_000496235,0.028769, 0.093503
us_000514614,0.028769, 0.093786
us_000473904,0.028769, 0.104884
us_000526920,0.028769, 0.114898
us_000471174,0.028769, 0.190850
us_000550323,0.028769, 0.191377
us_000508259,0.028769, 0.262400
us_000578042,0.024635, 0.000000
us_000586673,0.024635, 0.000000
us_000604804,0.024635, 0.000000
us_000584909,0.024635, 0.000000
us_000600176,0.024635, 0.000000
us_000546096,0.024635, 0.000000
us_000586055,0.024635, 0.000000
us_000529022,0.024635, 0.000000
us_000556872,0.024635, 0.000000
us_000528043,0.024635, 0.000000
us_000578888,0.024635, 0.000000
us_000528463,0.024635, 0.000000
us_000586053,0.024635, 0.000000
us_000606724,0.024635, 0.000000
us_000558716,0.024635, 0.000000
us_000600189,0.024635, 0.000000
us_000578681,0.024635, 0.000000
us_000614903,0.024635, 0.000000
us_000529944,0.024635, 0.000000
us_000555030,0.024635, 0.000000
us_000593003,0.024635, 0.000000
us_000600362,0.024635, 0.000000
us_000594945,0.024635, 0.000000
us_000572275,0.024635, 0.000000
pr_001702580,0.024635, 0.000000
pr_000735359,0.024635, 0.000000
pr_001753027,0.024635, 0.000000
pr_001720986,0.024635, 0.000000
pr_002206423,0.024635, 0.000000
pr_002219354,0.024635, 0.000000
pr_002219174,0.024635, 0.000000
pr_001659615,0.024635, 0.000000
pr_002113139,0.024635, 0.000000
pr_002137183,0.024635, 0.000000
pr_000998664,0.024635, 0.000000
pr_000398873,0.024635, 0.000000
pr_001988076,0.024635, 0.000000
pr_001095224,0.024635, 0.000000
pr_002079803,0.024635, 0.000000
pr_002168209,0.024635, 0.000000
pr_001875940,0.024635, 0.000000
pr_002157461,0.024635, 0.000000
pr_002197744,0.024635, 0.000000
pr_000380080,0.024635, 0.000000
pr_002082042,0.024635, 0.000000
pr_002077018,0.024635, 0.000000
pr_002084836,0.024635, 0.000000
pr_002233560,0.024635, 0.000000
pr_000902044,0.024635, 0.000000
pr_002056324,0.024635, 0.000000
pr_002093370,0.024635, 0.000000
pr_002210105,0.024635, 0.000000
pr_001737179,0.024635, 0.000000
pr_000873226,0.024635, 0.000000
pr_001968687,0.024635, 0.000000
pr_002159714,0.024635, 0.000000
pr_001987437,0.024635, 0.000000
pr_000897168,0.024635, 0.000000
pr_001732892,0.024635, 0.000000
pr_002082021,0.024635, 0.000000
pr_002144286,0.024635, 0.000000
pr_002172955,0.024635, 0.000000
pr_002069980,0.024635, 0.000000
pr_001926681,0.024635, 0.000000
pr_001664602,0.024635, 0.000000
pr_002058183,0.024635, 0.000000
pr_002199044,0.024635, 0.000000
pr_002173841,0.024635, 0.000000
pr_002096421,0.024635, 0.000000
pr_002111489,0.024635, 0.000000
pr_002077582,0.024635, 0.000000
pr_001665231,0.024635, 0.000000
pr_002114194,0.024635, 0.000000
pr_001699276,0.024635, 0.000000
pr_001845821,0.024635, 0.000000
pr_001406876,0.024635, 0.000000
us_000595950,0.024635, 0.000005
us_000522075,0.024635, 0.000005
us_000257941,0.024635, 0.000005
us_000464764,0.024635, 0.000005
us_000495336,0.024635, 0.000005
us_000514973,0.024635, 0.000005
pr_000094828,0.024635, 0.000006
us_000524555,0.024635, 0.000006
pr_001149756,0.024635, 0.000009
pr_001134261,0.024635, 0.000009
pr_000873761,0.024635, 0.000014
us_000460734,0.024635, 0.000015
pr_000892724,0.024635, 0.000015
pr_000893738,0.024635, 0.000016
pr_000718454,0.024635, 0.000018
us_000354198,0.024635, 0.000030
us_000372093,0.024635, 0.000030
us_000489162,0.024635, 0.000030
us_000465434,0.024635, 0.000032
pr_001155052,0.024635, 0.000051
pr_001621737,0.024635, 0.000051
pr_000386786,0.024635, 0.000051
pr_000597223,0.024635, 0.000051
pr_001158641,0.024635, 0.000051
pr_000510914,0.024635, 0.000051
pr_001156807,0.024635, 0.000051
pr_000389354,0.024635, 0.000051
pr_000375581,0.024635, 0.000051
pr_000592536,0.024635, 0.000056
us_000491469,0.024635, 0.000084
us_000546536,0.024635, 0.000195
us_000524537,0.024635, 0.000209
us_000528525,0.024635, 0.000283
us_000575868,0.024635, 0.001216
us_000512693,0.024635, 0.001355
us_000471418,0.024635, 0.001459
pr_001022708,0.024635, 0.001666
us_000568999,0.024635, 0.002910
us_000506679,0.024635, 0.006689
us_000505021,0.024635, 0.008001
us_000485001,0.024635, 0.010282
us_000550494,0.024635, 0.011400
us_000563388,0.024635, 0.011852
us_000600406,0.024635, 0.012203
us_000485516,0.024635, 0.012496
us_000483239,0.024635, 0.056242
us_000595593,0.024635, 0.131385
pr_001326479,0.024635, 0.986497
pr_001030604,0.019753, 0.000000
us_000489382,0.019753, 0.000000
us_000555109,0.019753, 0.000060
us_000540056,0.019753, 0.000141
us_000532818,0.019753, 0.000669
us_000497215,0.019753, 0.000791
us_000555887,0.019753, 0.001124
us_000593788,0.019753, 0.002831
us_000467544,0.019753, 0.003549
us_000483370,0.019753, 0.013206
us_000403367,0.019753, 0.014943
us_000503791,0.019753, 0.023794
us_000482738,0.019753, 0.024450
us_000484362,0.019753, 0.030854
us_000572881,0.019753, 0.038126
us_000520088,0.019753, 0.038768
us_000470804,0.019753, 0.051612
us_000481347,0.019753, 0.080711
us_000501204,0.019753, 0.106384
us_000533563,0.019753, 0.156293
us_000561869,0.019753, 0.754808
us_000496006,0.019753, 0.755374
us_000529485,0.019753, 0.769581
us_000558265,0.019753, 0.770180
us_000509606,0.019753, 0.773554
us_000483566,0.019753, 0.774540
us_000469657,0.019753, 0.780567
us_000583388,0.019753, 0.789485
us_000588195,0.019753, 0.794649
us_000508337,0.019753, 0.796928
us_000481498,0.019753, 0.801411
us_000556790,0.019753, 0.805136
us_000508927,0.019753, 0.806369
us_000604387,0.019753, 0.807473
us_000478469,0.019753, 0.810330
us_000551028,0.019753, 0.810756
us_000497258,0.019753, 0.811008
us_000553091,0.019753, 0.812312
us_000497734,0.019753, 0.813800
us_000546216,0.019753, 0.818026
us_000051453,0.019753, 0.818784
us_000496305,0.019753, 0.819810
us_000498640,0.019753, 0.822014
us_000556741,0.019753, 0.823742
us_000482813,0.019753, 0.825981
us_000482299,0.019753, 0.826822
us_000601793,0.019753, 0.827843
us_000546452,0.019753, 0.827845
us_000604231,0.019753, 0.829155
us_000595263,0.019753, 0.830183
us_000571779,0.019753, 0.831237
us_000608416,0.019753, 0.831604
us_000601795,0.019753, 0.833350
us_000477947,0.019753, 0.835709
us_000518184,0.019753, 0.836339
us_000612493,0.019753, 0.836443
us_000606967,0.019753, 0.836769
us_000482575,0.019753, 0.837929
us_000481293,0.019753, 0.838435
us_000239615,0.019753, 0.838535
us_000482895,0.019753, 0.839044
us_000612472,0.019753, 0.839905
us_000482543,0.019753, 0.840016
us_000479210,0.019753, 0.840226
us_000479633,0.019753, 0.840226
us_000481300,0.019753, 0.840226
us_000482356,0.019753, 0.840226
us_000499225,0.019753, 0.840226
us_000482789,0.019753, 0.840226
us_000482582,0.019753, 0.840226
us_000481313,0.019753, 0.840226
us_000499687,0.019753, 0.840226
us_000501940,0.019753, 0.840226
us_000481903,0.019753, 0.840226
us_000481107,0.019753, 0.840226
us_000479090,0.019753, 0.840226
us_000481894,0.019753, 0.840226
us_000481245,0.019753, 0.840226
us_000479117,0.019753, 0.840226
us_000546120,0.019753, 0.840226
us_000502235,0.019753, 0.840226
us_000498275,0.019753, 0.840226
us_000518355,0.019753, 0.840226
us_000518955,0.019753, 0.840226
us_000595264,0.019753, 0.840480
us_000601196,0.019753, 0.840863
us_000582693,0.019753, 0.841360
us_000497966,0.019753, 0.841883
us_000481274,0.019753, 0.841978
us_000613292,0.019753, 0.842629
us_000591808,0.019753, 0.842774
us_000465289,0.019753, 0.843023
us_000494690,0.019753, 0.843574
us_000530311,0.019753, 0.844815
us_000466404,0.019753, 0.847621
us_000499682,0.019753, 0.847891
us_000532615,0.019753, 0.853679
us_000564868,0.019753, 0.858551
us_000481482,0.019753, 0.859857
us_000500363,0.019753, 0.868929
us_000457345,0.019753, 0.868964
us_000517191,0.019753, 0.876687
us_000348304,0.019753, 0.905999
us_000481752,0.019753, 0.927077
us_000498657,0.019753, 0.930117
us_000559829,0.019753, 0.942269
us_000524112,0.019753, 0.960538
us_000481635,0.019753, 1.000574
us_000475422,0.019753, 1.045114
us_000562386,0.019753, 2.163853
