Product ID : 2122 JPs covered : 364 : Class Action-Pre-Certification, 
pr_001676553,0.098985, 0.000000
pr_000490688,0.098985, 0.000000
pr_000975657,0.098985, 0.000000
pr_001167464,0.098985, 0.000000
pr_000199386,0.098985, 0.000000
pr_000734590,0.098985, 0.000000
pr_000596288,0.098985, 0.000000
pr_000732906,0.098985, 0.000000
pr_002058163,0.098985, 0.000000
pr_000858040,0.098985, 0.000001
pr_000003923,0.098985, 0.000001
pr_001118509,0.098985, 0.000001
pr_001404829,0.098985, 0.000001
pr_000990118,0.098985, 0.000001
pr_001068839,0.098985, 0.000001
pr_000186253,0.098985, 0.000001
pr_001044666,0.098985, 0.000001
pr_000562864,0.098985, 0.000001
pr_001704856,0.098985, 0.000001
pr_000554341,0.098985, 0.000001
pr_001399912,0.098985, 0.000001
pr_000645331,0.098985, 0.000001
pr_000815260,0.098985, 0.000001
pr_001131936,0.098985, 0.000001
pr_001417301,0.098985, 0.000001
pr_001583754,0.098985, 0.000001
pr_000691805,0.098985, 0.000001
pr_001700313,0.098985, 0.000001
pr_000832306,0.098985, 0.000001
pr_001078152,0.098985, 0.000001
pr_001031853,0.098985, 0.000001
pr_000712508,0.098985, 0.000001
pr_000837841,0.098985, 0.000002
pr_000991286,0.098985, 0.000002
pr_001728304,0.098985, 0.000002
pr_000953689,0.098985, 0.000002
pr_001056797,0.098985, 0.000002
pr_001141132,0.098985, 0.000002
pr_000858225,0.098985, 0.000002
pr_001651472,0.098985, 0.000002
pr_001406818,0.098985, 0.000002
pr_000163381,0.098985, 0.000002
pr_000165057,0.098985, 0.000004
pr_001638738,0.098985, 0.000004
pr_000335339,0.098985, 0.000004
pr_000593187,0.098985, 0.000004
pr_000883185,0.098985, 0.000004
pr_001055509,0.098985, 0.000004
pr_001160771,0.098985, 0.000004
pr_000920873,0.098985, 0.000004
pr_000707921,0.098985, 0.000004
pr_000730975,0.098985, 0.000004
pr_000333587,0.098985, 0.000005
pr_000632242,0.098985, 0.000005
pr_000906227,0.098985, 0.000006
pr_001165456,0.098985, 0.000006
pr_001700281,0.098985, 0.000006
pr_001649577,0.098985, 0.000006
pr_001167377,0.098985, 0.000006
pr_001166707,0.098985, 0.000007
pr_000930587,0.098985, 0.000009
pr_000296288,0.098985, 0.000012
pr_000213448,0.098985, 0.000012
pr_000175215,0.098985, 0.000012
pr_000193557,0.098985, 0.000012
pr_000162001,0.098985, 0.000012
pr_000879392,0.098985, 0.000012
pr_001021575,0.098985, 0.000012
pr_000722343,0.098985, 0.000012
pr_000943090,0.098985, 0.000012
pr_000961476,0.098985, 0.000012
pr_000190808,0.098985, 0.000012
pr_000226598,0.098985, 0.000012
pr_000332522,0.098985, 0.000012
pr_000958620,0.098985, 0.000012
pr_000167989,0.098985, 0.000012
pr_000891509,0.098985, 0.000012
pr_000882034,0.098985, 0.000012
pr_000597234,0.098985, 0.000012
pr_000217323,0.098985, 0.000012
pr_001015123,0.098985, 0.000012
pr_000852199,0.098985, 0.000012
pr_000169989,0.098985, 0.000012
pr_001025179,0.098985, 0.000012
pr_000978390,0.098985, 0.000012
pr_000218403,0.098985, 0.000012
pr_000758058,0.098985, 0.000012
pr_000220223,0.098985, 0.000012
pr_000627972,0.098985, 0.000012
pr_000167263,0.098985, 0.000012
pr_001598157,0.098985, 0.000012
pr_000545777,0.098985, 0.000013
pr_001020222,0.098985, 0.000014
pr_001019628,0.098985, 0.000014
pr_000884874,0.098985, 0.000014
pr_001098531,0.098985, 0.000014
pr_000932902,0.098985, 0.000014
pr_000966723,0.098985, 0.000014
pr_001018746,0.098985, 0.000014
pr_000924750,0.098985, 0.000014
pr_000964186,0.098985, 0.000014
pr_000745226,0.098985, 0.000014
pr_000758183,0.098985, 0.000015
pr_000942682,0.098985, 0.000015
pr_001653767,0.098985, 0.000015
pr_000760129,0.098985, 0.000022
pr_000756035,0.098985, 0.000022
pr_000889171,0.098985, 0.000022
pr_001155017,0.098985, 0.000026
pr_001649481,0.098985, 0.000035
pr_000990134,0.098985, 0.000035
pr_000885302,0.098985, 0.000035
pr_000952566,0.098985, 0.000035
pr_001037760,0.098985, 0.000036
pr_001022828,0.098985, 0.000038
pr_000020856,0.098985, 0.000043
pr_001017672,0.098985, 0.000048
pr_001627880,0.098985, 0.000050
pr_001691536,0.098985, 0.000050
pr_001398320,0.098985, 0.000053
pr_000638287,0.098985, 0.000059
pr_001704437,0.098985, 0.000059
pr_000023043,0.098985, 0.000062
pr_001388381,0.098985, 0.000064
pr_000748526,0.098985, 0.000064
pr_001118026,0.098985, 0.000065
pr_000602993,0.098985, 0.000066
pr_000217000,0.098985, 0.000077
pr_000026309,0.098985, 0.000080
pr_001018697,0.098985, 0.000096
pr_001058403,0.098985, 0.000098
pr_000335130,0.098985, 0.000102
pr_001743921,0.098985, 0.000108
pr_000165889,0.098985, 0.000116
pr_000700821,0.098985, 0.000117
pr_001824817,0.098985, 0.000119
pr_000927086,0.098985, 0.000178
pr_000113678,0.098985, 0.000198
pr_000879467,0.098985, 0.000213
pr_000965910,0.098985, 0.000226
pr_000543969,0.098985, 0.000255
us_000507015,0.098985, 0.000288
pr_000902165,0.098985, 0.000305
pr_000305843,0.098985, 0.000498
pr_001412258,0.098985, 0.000501
us_000592707,0.098985, 0.000828
us_000575082,0.098985, 0.000868
pr_000835223,0.098985, 0.001126
us_000478028,0.098985, 0.003346
pr_001409651,0.098985, 0.003778
pr_001115398,0.098985, 0.004028
us_000592334,0.098985, 0.004965
us_000543414,0.098985, 0.006130
us_000511664,0.098985, 0.008315
pr_000779114,0.094540, 0.000000
us_000595071,0.094540, 0.000012
pr_000936168,0.094540, 0.000298
pr_000707200,0.094540, 0.000695
pr_000691081,0.094540, 0.000695
pr_001591154,0.094540, 0.000695
pr_001162869,0.094540, 0.000695
pr_001738906,0.094540, 0.000695
pr_001645936,0.094540, 0.000695
pr_000735381,0.094540, 0.000695
pr_001078380,0.094540, 0.000695
pr_001024725,0.094540, 0.000695
pr_001614101,0.094540, 0.000695
pr_001077965,0.094540, 0.000695
pr_001071652,0.094540, 0.000695
pr_000738884,0.094540, 0.000718
pr_000859259,0.094540, 0.000718
pr_000192113,0.094540, 0.000740
pr_001085079,0.094540, 0.000872
pr_001591109,0.094540, 0.000889
pr_000668391,0.094540, 0.000976
pr_000178511,0.094540, 0.001126
pr_000320397,0.094540, 0.001166
pr_001765869,0.094540, 0.001289
pr_000704580,0.094540, 0.001458
pr_002109718,0.094540, 0.001965
pr_000999712,0.094540, 0.002246
pr_001162347,0.094540, 0.006610
us_000550131,0.094540, 0.376546
us_000501459,0.094540, 0.515477
us_000534318,0.094540, 0.531635
us_000479148,0.094540, 0.532205
us_000476677,0.094540, 0.544972
us_000543038,0.094540, 0.588513
us_000508416,0.094540, 0.591544
us_000497625,0.094540, 0.601471
us_000514727,0.094540, 0.605798
us_000511062,0.094540, 0.610766
us_000521210,0.094540, 0.618597
us_000182733,0.094540, 0.619264
us_000498775,0.094540, 0.620656
us_000482127,0.094540, 0.626323
us_000497896,0.094540, 0.628891
us_000499182,0.094540, 0.629263
us_000504021,0.094540, 0.635295
us_000436010,0.094540, 0.647280
us_000488035,0.094540, 0.649121
us_000510775,0.094540, 0.649666
us_000537217,0.094540, 0.652532
us_000499420,0.094540, 0.656708
us_000508685,0.094540, 0.661797
us_000474893,0.094540, 0.663636
us_000511712,0.094540, 0.666894
us_000459329,0.094540, 0.669605
us_000556952,0.094540, 0.671223
us_000504200,0.094540, 0.673612
us_000543266,0.094540, 0.674843
us_000587436,0.094540, 0.675848
us_000481183,0.094540, 0.679456
us_000194888,0.094540, 0.679581
us_000541829,0.094540, 0.682271
us_000197130,0.094540, 0.685746
us_000587570,0.094540, 0.686504
us_000560863,0.094540, 0.688519
us_000535170,0.094540, 0.688542
us_000526885,0.094540, 0.693418
us_000480314,0.094540, 0.697390
us_000409904,0.094540, 0.698259
us_000496096,0.094540, 0.700083
us_000540414,0.094540, 0.701146
us_000480583,0.094540, 0.704147
us_000562487,0.094540, 0.708578
us_000501450,0.094540, 0.710212
us_000501135,0.094540, 0.710822
us_000480396,0.094540, 0.710864
us_000587975,0.094540, 0.710900
us_000519380,0.094540, 0.713746
us_000475111,0.094540, 0.714943
us_000587022,0.094540, 0.715208
us_000510057,0.094540, 0.715279
us_000525892,0.094540, 0.721306
us_000482810,0.094540, 0.722573
us_000515696,0.094540, 0.723279
us_000495881,0.094540, 0.723411
us_000420949,0.094540, 0.724728
us_000505969,0.094540, 0.725810
us_000495715,0.094540, 0.728723
us_000572191,0.094540, 0.730255
us_000572190,0.094540, 0.730255
us_000477411,0.094540, 0.732028
us_000477184,0.094540, 0.733770
us_000499953,0.094540, 0.734093
us_000469464,0.094540, 0.735455
us_000557031,0.094540, 0.736194
us_000526256,0.094540, 0.736194
us_000544142,0.094540, 0.736194
us_000567241,0.094540, 0.737650
us_000480285,0.094540, 0.738078
us_000280221,0.094540, 0.738594
us_000572802,0.094540, 0.740352
us_000523447,0.094540, 0.742121
us_000473726,0.094540, 0.742550
us_000540463,0.094540, 0.742727
us_000499939,0.094540, 0.744677
us_000505872,0.094540, 0.745421
us_000566407,0.094540, 0.746945
us_000478429,0.094540, 0.748193
us_000522301,0.094540, 0.751428
us_000525794,0.094540, 0.751428
us_000506931,0.094540, 0.751428
us_000505908,0.094540, 0.753433
us_000499465,0.094540, 0.754590
us_000557193,0.094540, 0.754640
us_000527669,0.094540, 0.754775
us_000490042,0.094540, 0.755068
us_000479494,0.094540, 0.755695
us_000507350,0.094540, 0.761033
us_000507182,0.094540, 0.761033
us_000458549,0.094540, 0.764318
us_000499753,0.094540, 0.764946
us_000523840,0.094540, 0.766682
us_000505160,0.094540, 0.767884
us_000540561,0.094540, 0.771257
us_000430549,0.094540, 0.772260
us_000536881,0.094540, 0.773472
us_000556490,0.094540, 0.773829
us_000478766,0.094540, 0.775541
us_000540515,0.094540, 0.775565
us_000505001,0.094540, 0.775565
us_000521900,0.094540, 0.775565
us_000521717,0.094540, 0.775565
us_000523599,0.094540, 0.775655
us_000520203,0.094540, 0.776426
us_000557453,0.094540, 0.777472
us_000557713,0.094540, 0.778928
us_000557093,0.094540, 0.780353
us_000545031,0.094540, 0.780668
us_000526878,0.094540, 0.780734
us_000525920,0.094540, 0.780734
us_000526016,0.094540, 0.780734
us_000526908,0.094540, 0.780734
us_000557716,0.094540, 0.780734
us_000525412,0.094540, 0.780734
us_000511544,0.094540, 0.780734
us_000567171,0.094540, 0.780734
us_000526917,0.094540, 0.780734
us_000526880,0.094540, 0.780734
us_000542944,0.094540, 0.780734
us_000557890,0.094540, 0.780734
us_000543826,0.094540, 0.780734
us_000519829,0.094540, 0.780734
us_000523594,0.094540, 0.780734
us_000542338,0.094540, 0.780734
us_000557714,0.094540, 0.780734
us_000525702,0.094540, 0.780734
us_000525215,0.094540, 0.780734
us_000525295,0.094540, 0.780734
us_000525722,0.094540, 0.780734
us_000525381,0.094540, 0.780734
us_000506119,0.094540, 0.780734
us_000556443,0.094540, 0.780734
us_000523461,0.094540, 0.780734
us_000556948,0.094540, 0.780734
us_000506932,0.094540, 0.780734
us_000511708,0.094540, 0.780734
us_000557624,0.094540, 0.782426
us_000525253,0.094540, 0.782588
us_000519616,0.094540, 0.783155
us_000497363,0.094540, 0.783327
us_000526855,0.094540, 0.785419
us_000519518,0.094540, 0.791888
us_000557884,0.094540, 0.792572
us_000550493,0.094540, 0.792696
us_000522150,0.094540, 0.793002
us_000526527,0.094540, 0.801058
us_000543721,0.094540, 0.803392
us_000217745,0.094540, 0.804819
us_000185495,0.094540, 0.804833
us_000526525,0.094540, 0.805788
us_000588117,0.094540, 0.806595
us_000557350,0.094540, 0.813309
us_000535798,0.094540, 0.820128
us_000541454,0.094540, 0.820128
us_000499959,0.094540, 0.821105
us_000538220,0.094540, 0.821396
us_000515056,0.094540, 0.822426
us_000474889,0.094540, 0.832357
us_000510586,0.094540, 0.840830
us_000537997,0.094540, 0.873668
us_000501410,0.094540, 0.879027
us_000538301,0.094540, 0.909779
us_000510832,0.094540, 0.924841
us_000509780,0.094540, 0.925331
us_000387634,0.094540, 0.928456
us_000497153,0.094540, 0.935728
us_000480203,0.094540, 0.948563
us_000545972,0.094540, 0.961170
us_000544616,0.094540, 0.981934
us_000544042,0.094540, 0.990666
us_000478382,0.094540, 1.015287
us_000506579,0.094540, 1.035132
us_000499873,0.094540, 1.045072
us_000497765,0.094540, 1.061577
us_000561091,0.094540, 1.169486
us_000473969,0.094540, 1.255253
us_000523437,0.094540, 1.288951
us_000474699,0.094540, 1.649641
us_000498791,0.094540, 1.741641
us_000500623,0.068906, 0.000000
us_000563913,0.068906, 0.000000
us_000495935,0.068906, 0.000000
pr_000618132,0.068906, 0.000007
pr_001059081,0.068906, 0.000019
us_000487072,0.068906, 0.003240
pr_000653891,0.068906, 0.003555
us_000469261,0.068906, 0.021301
us_000472628,0.068906, 0.023399
us_000486296,0.068906, 1.255143
us_000554403,0.068906, 1.354187
us_000450965,0.068906, 1.397169
us_000228501,0.068906, 1.448989
us_000117504,0.068906, 1.497065
us_000508897,0.068906, 1.512733
us_000559000,0.068906, 1.573284
us_000591526,0.068906, 1.622000
us_000478053,0.061444, 0.000004
us_000473597,0.061444, 0.000004
us_000580403,0.061444, 0.000006
us_000580295,0.061444, 0.000006
us_000580290,0.061444, 0.000006
us_000496495,0.061444, 0.000006
us_000495463,0.061444, 0.000006
us_000489189,0.061444, 0.000006
us_000521522,0.061444, 0.000006
us_000489519,0.061444, 0.000006
us_000495495,0.061444, 0.000006
us_000502680,0.061444, 0.000006
us_000504533,0.061444, 0.000006
us_000494316,0.061444, 0.000006
us_000580318,0.061444, 0.000006
pr_000796422,0.061444, 0.000133
us_000543920,0.061444, 0.001220
us_000575463,0.061444, 0.001265
us_000564051,0.061444, 0.002329
us_000591569,0.061444, 0.003841
us_000488146,0.061444, 0.003974
us_000523498,0.061444, 0.004392
us_000527683,0.061444, 0.005631
us_000506628,0.061444, 0.012053
us_000495676,0.061444, 0.012264
us_000583820,0.061444, 0.018606
us_000575391,0.061444, 0.019395
us_000501358,0.061444, 0.028840
us_000528580,0.061444, 0.046400
us_000560695,0.061444, 0.057550
us_000594270,0.061444, 0.112105
us_000558968,0.061444, 1.533069
us_000527632,0.061444, 1.606657
us_000508341,0.031367, 0.901311
us_000551247,0.031367, 3.820928
pr_000730814,0.016978, 0.000000
pr_000705038,0.016978, 0.000002
pr_000825688,0.016978, 0.000004
pr_001159596,0.016978, 0.000034
pr_000791802,0.016978, 0.000226
us_000528196,0.016978, 0.000275
pr_001153774,0.016978, 0.000302
pr_000905930,0.016978, 0.000398
us_000323634,0.016978, 0.000813
us_000528632,0.016978, 0.001696
us_000527942,0.016978, 0.868442
us_000559288,0.016978, 0.870763
us_000559291,0.016978, 0.902192
us_000503046,0.016978, 0.932643
