Product ID : 2104 # of JPs covered : 1 : 397 : RP Transactions-Proj-Dev, 
OID,Confidence at Map Node,Error at Map Node
us_000570576,0.247946, 0.128151
us_000587249,0.247946, 0.128154
us_000614156,0.247946, 0.128261
us_000583365,0.247946, 0.128261
us_000584050,0.247946, 0.128282
us_000596550,0.247946, 0.128282
us_000613821,0.247946, 0.128282
us_000533223,0.247946, 0.128291
us_000544108,0.247946, 0.128291
us_000549300,0.247946, 0.128310
us_000613395,0.247946, 0.128357
us_000515792,0.247946, 0.128367
us_000494617,0.247946, 0.128367
us_000582750,0.247946, 0.128367
us_000605412,0.247946, 0.128367
us_000570840,0.247946, 0.128367
us_000530130,0.247946, 0.128452
us_000604460,0.247946, 0.128452
us_000483022,0.247946, 0.128520
us_000571820,0.247946, 0.128543
us_000574407,0.247946, 0.128565
us_000600877,0.247946, 0.128565
us_000574400,0.247946, 0.128565
us_000600884,0.247946, 0.128565
us_000595589,0.247946, 0.128579
us_000583362,0.247946, 0.128579
us_000584033,0.247946, 0.128594
us_000589712,0.247946, 0.128594
us_000593714,0.247946, 0.128612
us_000588930,0.247946, 0.128612
us_000587284,0.247946, 0.128612
us_000589955,0.247946, 0.128612
us_000617120,0.247946, 0.128612
us_000580584,0.247946, 0.128612
us_000584467,0.247946, 0.128612
us_000587279,0.247946, 0.128612
us_000578601,0.247946, 0.128631
us_000571536,0.247946, 0.128631
us_000578366,0.247946, 0.128631
us_000571505,0.247946, 0.128631
us_000596250,0.247946, 0.128631
us_000582153,0.247946, 0.128631
us_000571542,0.247946, 0.128631
us_000571548,0.247946, 0.128631
us_000583856,0.247946, 0.128631
us_000571500,0.247946, 0.128631
us_000588096,0.247946, 0.128631
us_000589705,0.247946, 0.128631
us_000571510,0.247946, 0.128631
us_000576196,0.247946, 0.128631
us_000571565,0.247946, 0.128631
us_000583857,0.247946, 0.128631
us_000593608,0.247946, 0.128631
us_000585614,0.247946, 0.128631
us_000612910,0.247946, 0.128631
us_000614969,0.247946, 0.128652
us_000593591,0.247946, 0.128652
us_000600193,0.247946, 0.128652
us_000600747,0.247946, 0.128652
us_000572303,0.247946, 0.128652
us_000613498,0.247946, 0.128652
us_000613495,0.247946, 0.128652
us_000579330,0.247946, 0.128652
us_000571292,0.247946, 0.128652
us_000601113,0.247946, 0.128652
us_000601116,0.247946, 0.128652
us_000569083,0.247946, 0.128652
us_000614972,0.247946, 0.128652
us_000571221,0.247946, 0.128652
us_000609929,0.247946, 0.128652
us_000612912,0.247946, 0.128652
us_000614968,0.247946, 0.128652
us_000612808,0.247946, 0.128652
us_000613497,0.247946, 0.128652
us_000578307,0.247946, 0.128652
us_000583874,0.247946, 0.128652
us_000589696,0.247946, 0.128652
us_000599165,0.247946, 0.128652
us_000588049,0.247946, 0.128652
us_000587153,0.247946, 0.128652
us_000610678,0.247946, 0.128652
us_000578292,0.247946, 0.128652
us_000601115,0.247946, 0.128652
us_000588037,0.247946, 0.128652
us_000587155,0.247946, 0.128652
us_000610040,0.247946, 0.128652
us_000584092,0.247946, 0.128652
us_000583351,0.247946, 0.128652
us_000585100,0.247946, 0.128652
us_000613499,0.247946, 0.128652
us_000613496,0.247946, 0.128652
us_000614970,0.247946, 0.128652
us_000613506,0.247946, 0.128652
us_000587270,0.247946, 0.128652
us_000583398,0.247946, 0.128652
us_000568030,0.247946, 0.128657
us_000506453,0.247946, 0.128792
us_000574687,0.247946, 0.128841
us_000599504,0.247946, 0.129456
us_000560949,0.247946, 0.129817
us_000582845,0.247946, 0.129817
us_000536243,0.247946, 0.129817
us_000539835,0.247946, 0.129831
us_000542421,0.247946, 0.129894
us_000519718,0.247946, 0.130078
us_000614966,0.247946, 0.130200
us_000562129,0.247946, 0.130200
us_000609063,0.247946, 0.130200
us_000608322,0.247946, 0.130200
us_000537581,0.247946, 0.130200
us_000582958,0.247946, 0.130200
us_000548512,0.247946, 0.130200
us_000567451,0.247946, 0.130200
us_000582908,0.247946, 0.130200
us_000553260,0.247946, 0.130200
us_000582861,0.247946, 0.130200
us_000602486,0.247946, 0.130200
us_000544597,0.247946, 0.130200
us_000499639,0.247946, 0.130200
us_000523754,0.247946, 0.130200
us_000543472,0.247946, 0.130200
us_000542082,0.247946, 0.130200
us_000517122,0.247946, 0.130200
us_000571928,0.247946, 0.130200
us_000542135,0.247946, 0.130200
us_000602211,0.247946, 0.130200
us_000529997,0.247946, 0.130200
us_000606162,0.247946, 0.130200
us_000611794,0.247946, 0.130200
us_000537216,0.247946, 0.130200
us_000331240,0.247946, 0.130200
us_000501561,0.247946, 0.130200
us_000505199,0.247946, 0.130200
us_000523676,0.247946, 0.130200
us_000524302,0.247946, 0.130200
us_000567420,0.247946, 0.130200
us_000537126,0.247946, 0.130200
us_000602523,0.247946, 0.130200
us_000517248,0.247946, 0.130200
us_000590408,0.247946, 0.130200
us_000612462,0.247946, 0.130200
us_000610813,0.247946, 0.130200
us_000605427,0.247946, 0.130200
us_000609441,0.247946, 0.130200
us_000604925,0.247946, 0.130200
us_000535921,0.247946, 0.130200
us_000568393,0.247946, 0.130200
us_000610726,0.247946, 0.130200
us_000528885,0.247946, 0.130200
us_000560499,0.247946, 0.130200
us_000602472,0.247946, 0.130200
us_000509387,0.247946, 0.130200
us_000582852,0.247946, 0.130200
us_000550069,0.247946, 0.130200
us_000505227,0.247946, 0.130200
us_000506586,0.247946, 0.130200
us_000515826,0.247946, 0.130200
us_000527387,0.247946, 0.130200
us_000523491,0.247946, 0.130200
us_000532446,0.247946, 0.130200
us_000551158,0.247946, 0.130200
us_000602292,0.247946, 0.130283
us_000544643,0.247946, 0.130297
us_000498907,0.247946, 0.130369
us_000569660,0.247946, 0.130378
us_000561350,0.247946, 0.130389
us_000475355,0.247946, 0.131527
us_000568051,0.247946, 0.132344
us_000611237,0.247946, 0.133797
us_000512305,0.247946, 0.135172
pr_000732168,0.247946, 0.136356
pr_001392627,0.247946, 0.138770
pr_001082621,0.247946, 0.139525
pr_000583838,0.247946, 0.139525
us_000494717,0.247946, 0.148984
us_000580312,0.247946, 0.149394
us_000480069,0.247946, 0.150450
us_000503497,0.247946, 0.150456
us_000568437,0.247946, 0.151384
us_000252235,0.247946, 0.152180
us_000494843,0.247946, 0.152323
us_000476518,0.247946, 0.152327
us_000522639,0.247946, 0.153569
us_000539571,0.247946, 0.153952
us_000488871,0.247946, 0.153983
us_000478752,0.247946, 0.154368
us_000473865,0.247946, 0.154620
us_000527689,0.247946, 0.155247
us_000491020,0.247946, 0.155734
us_000609499,0.247946, 0.156401
us_000579123,0.247946, 0.157582
us_000483107,0.247946, 0.160062
us_000090511,0.247946, 0.164212
us_000577666,0.247946, 0.165055
us_000543406,0.247946, 0.165183
us_000577676,0.247946, 0.168230
us_000469834,0.247946, 0.172497
us_000165298,0.247946, 0.177719
us_000578950,0.247946, 0.187108
us_000483106,0.247946, 0.192317
us_000482438,0.247946, 0.202142
us_000470030,0.247946, 0.205593
us_000589445,0.247946, 0.206671
us_000476977,0.247946, 0.219816
us_000549870,0.247946, 0.227395
us_000578206,0.247946, 0.228728
us_000482786,0.247946, 0.279128
us_000498990,0.247946, 0.286904
us_000462232,0.247946, 0.288648
us_000500796,0.243287, 0.000000
pr_001708016,0.243287, 0.000000
pr_000347321,0.243287, 0.000025
us_000554989,0.243287, 0.000055
us_000474038,0.243287, 0.000081
pr_000992116,0.243287, 0.000101
us_000562351,0.243287, 0.000109
us_000484459,0.243287, 0.000131
us_000035002,0.243287, 0.000131
us_000468571,0.243287, 0.000607
us_000477177,0.243287, 0.000757
us_000467797,0.243287, 0.002155
us_000470665,0.243287, 0.049782
us_000536363,0.243287, 0.237095
us_000563610,0.243287, 1.603246
us_000484144,0.243287, 1.930516
us_000588435,0.243287, 1.940181
us_000491353,0.243287, 2.108172
us_000583568,0.243287, 2.136757
us_000519538,0.243287, 2.187341
us_000597181,0.243287, 2.187347
us_000577725,0.243287, 2.209202
us_000483238,0.243287, 2.254474
us_000531831,0.243287, 2.269098
us_000535150,0.243287, 2.316240
us_000569917,0.243287, 2.476861
us_000543551,0.243287, 2.519060
us_000597203,0.243287, 2.544502
us_000541636,0.243287, 2.550375
us_000541637,0.243287, 2.571108
us_000482021,0.243287, 2.702424
us_000483167,0.243287, 2.715072
us_000572133,0.243287, 2.755579
us_000143088,0.243287, 2.763723
us_000606093,0.224490, 0.001128
us_000488487,0.224490, 0.026608
us_000537050,0.224490, 0.197537
us_000530856,0.224490, 0.207743
us_000596956,0.224490, 0.229622
us_000529206,0.224490, 0.230129
us_000507042,0.224490, 0.232406
us_000490200,0.224490, 0.237176
us_000540193,0.224490, 0.237324
us_000546369,0.224490, 0.239283
us_000551686,0.224490, 0.245095
us_000571635,0.224490, 0.247401
us_000557769,0.224490, 0.247927
us_000523767,0.224490, 0.249169
us_000527090,0.224490, 0.249594
us_000561795,0.224490, 0.249849
us_000554177,0.224490, 0.254337
pr_001735883,0.224490, 0.255088
us_000502607,0.224490, 0.256858
us_000564828,0.224490, 0.256942
us_000584292,0.224490, 0.259571
us_000529115,0.224490, 0.259763
us_000555482,0.224490, 0.260509
us_000575919,0.224490, 0.265185
us_000574534,0.224490, 0.266063
us_000564127,0.224490, 0.266322
us_000552618,0.224490, 0.269402
us_000578442,0.224490, 0.269877
us_000600558,0.224490, 0.272117
us_000572025,0.224490, 0.272918
us_000529068,0.224490, 0.273293
us_000554149,0.224490, 0.274302
us_000553423,0.224490, 0.274380
us_000545227,0.224490, 0.274496
us_000589734,0.224490, 0.275318
us_000535346,0.224490, 0.275532
us_000584147,0.224490, 0.275618
us_000613508,0.224490, 0.276433
us_000550633,0.224490, 0.278968
us_000588342,0.224490, 0.281178
us_000515770,0.224490, 0.281768
us_000534349,0.224490, 0.283146
us_000578630,0.224490, 0.283153
us_000572636,0.224490, 0.285468
us_000585528,0.224490, 0.285910
us_000551573,0.224490, 0.286327
us_000573267,0.224490, 0.287610
us_000582228,0.224490, 0.288187
us_000598338,0.224490, 0.288187
us_000540082,0.224490, 0.288311
us_000535392,0.224490, 0.289130
us_000546534,0.224490, 0.289820
us_000614283,0.224490, 0.290284
us_000576743,0.224490, 0.290880
us_000530390,0.224490, 0.290949
us_000570744,0.224490, 0.290962
us_000537259,0.224490, 0.291555
us_000547701,0.224490, 0.291741
us_000524827,0.224490, 0.291829
us_000612909,0.224490, 0.291888
us_000573893,0.224490, 0.292159
us_000542129,0.224490, 0.293035
us_000582752,0.224490, 0.293206
us_000599215,0.224490, 0.293251
us_000582914,0.224490, 0.293281
us_000507508,0.224490, 0.294140
us_000530591,0.224490, 0.295609
us_000564069,0.224490, 0.296066
us_000595989,0.224490, 0.296361
us_000572779,0.224490, 0.296931
us_000582692,0.224490, 0.297061
us_000571558,0.224490, 0.297484
us_000564917,0.224490, 0.298384
us_000607678,0.224490, 0.298654
us_000508758,0.224490, 0.298791
us_000594250,0.224490, 0.298946
us_000594240,0.224490, 0.300469
us_000575445,0.224490, 0.301399
us_000545733,0.224490, 0.302832
us_000543959,0.224490, 0.302832
us_000498477,0.224490, 0.303520
us_000542580,0.224490, 0.303523
us_000601613,0.224490, 0.303523
us_000489013,0.224490, 0.304004
us_000615514,0.224490, 0.304466
us_000531468,0.224490, 0.306885
us_000548292,0.224490, 0.313126
us_000549316,0.224490, 0.314438
us_000542713,0.224490, 0.314438
us_000507702,0.224490, 0.314438
us_000562470,0.224490, 0.315217
us_000507920,0.224490, 0.315217
us_000614463,0.224490, 0.315217
us_000530421,0.224490, 0.315217
us_000534542,0.224490, 0.329801
us_000567492,0.224490, 0.331940
us_000522939,0.224490, 0.344000
us_000509625,0.224490, 0.346145
us_000497790,0.224490, 0.485629
us_000471243,0.123433, 0.000000
us_000472338,0.123433, 0.000000
us_000515758,0.123433, 0.000000
pr_000735974,0.123433, 0.000001
pr_002006777,0.123433, 0.000001
us_000525240,0.123433, 0.000001
us_000464409,0.123433, 0.000002
us_000541449,0.123433, 0.000002
us_000539301,0.123433, 0.000002
pr_000750203,0.123433, 0.000004
pr_001894874,0.123433, 0.000006
us_000537888,0.123433, 0.000009
pr_002066217,0.123433, 0.000014
us_000510426,0.123433, 0.000023
us_000518842,0.123433, 0.000030
pr_001930435,0.123433, 0.000036
pr_001963351,0.123433, 0.000036
us_000537897,0.123433, 0.000061
us_000537922,0.123433, 0.000061
pr_001884506,0.123433, 0.000087
us_000503686,0.123433, 0.000159
us_000519328,0.123433, 0.000248
us_000441576,0.123433, 0.000263
us_000512067,0.123433, 0.000349
us_000508831,0.123433, 0.000349
us_000508799,0.123433, 0.000349
pr_001021085,0.123433, 0.000371
us_000521577,0.123433, 0.000510
us_000550742,0.123433, 0.000547
pr_001089198,0.123433, 0.000562
pr_000822658,0.123433, 0.000562
pr_000791139,0.123433, 0.000562
pr_000744957,0.123433, 0.000610
us_000484930,0.123433, 0.000615
pr_000880013,0.123433, 0.000629
pr_000886452,0.123433, 0.000629
us_000463914,0.123433, 0.000642
pr_000274758,0.123433, 0.000660
us_000542656,0.123433, 0.000807
pr_000289167,0.123433, 0.000914
pr_001611410,0.123433, 0.000931
us_000466827,0.123433, 0.000948
us_000539375,0.123433, 0.000987
pr_000562899,0.123433, 0.001170
us_000467129,0.123433, 0.001461
us_000599052,0.123433, 0.002507
us_000509297,0.123433, 0.003076
us_000486085,0.123433, 0.003112
us_000520640,0.123433, 0.003294
us_000492918,0.123433, 0.003344
us_000543433,0.123433, 0.003416
pr_001018053,0.123433, 0.003455
us_000535835,0.123433, 0.003694
us_000537949,0.123433, 0.005143
us_000106058,0.123433, 0.005842
us_000580820,0.123433, 0.007428
us_000559191,0.123433, 0.007515
us_000515699,0.123433, 0.007522
us_000542328,0.123433, 0.007790
us_000598055,0.123433, 0.008061
us_000506858,0.123433, 0.008871
us_000568739,0.123433, 0.010266
us_000567553,0.123433, 0.010913
us_000568680,0.123433, 0.011957
us_000470418,0.123433, 0.012760
us_000533657,0.123433, 0.012852
us_000542961,0.123433, 0.014734
us_000487783,0.123433, 0.017237
us_000498982,0.123433, 0.017759
us_000557514,0.123433, 0.017989
us_000566715,0.123433, 0.019626
us_000575454,0.123433, 0.020177
us_000163426,0.123433, 0.023441
us_000480432,0.123433, 0.026936
us_000472790,0.123433, 0.035748
us_000589732,0.123433, 0.043366
us_000525393,0.123433, 0.044941
us_000568938,0.123433, 0.050226
us_000480335,0.123433, 0.050962
us_000495291,0.123433, 0.056536
us_000589275,0.123433, 0.073321
us_000579268,0.123433, 0.081077
us_000494628,0.123433, 0.103556
us_000495488,0.123433, 0.162111
us_000482659,0.123433, 0.169227
us_000553948,0.123433, 0.228592
pr_000678081,0.084575, 0.000000
pr_001768485,0.084575, 0.000000
pr_002069070,0.084575, 0.000000
pr_001112825,0.084575, 0.000000
pr_000604844,0.084575, 0.000000
pr_000105820,0.084575, 0.000000
pr_000839293,0.084575, 0.000000
pr_001604949,0.084575, 0.000000
pr_000268920,0.084575, 0.000000
pr_001407284,0.084575, 0.000000
pr_000771033,0.084575, 0.000000
pr_001414212,0.084575, 0.000000
pr_001738489,0.084575, 0.000000
pr_001603440,0.084575, 0.000000
pr_000878629,0.084575, 0.000000
pr_001710082,0.084575, 0.000000
pr_001673914,0.084575, 0.000000
pr_001834045,0.084575, 0.000000
pr_001830122,0.084575, 0.000000
pr_000266999,0.084575, 0.000000
pr_001069038,0.084575, 0.000000
us_000489086,0.084575, 0.000000
pr_000099584,0.084575, 0.000000
us_000468757,0.084575, 0.000000
us_000512531,0.084575, 0.000005
us_000547110,0.084575, 0.000005
us_000551859,0.084575, 0.000007
us_000487212,0.084575, 0.000007
us_000481471,0.084575, 0.000024
us_000479647,0.084575, 0.000032
us_000505059,0.084575, 0.000048
us_000478437,0.084575, 0.000048
us_000461948,0.084575, 0.000126
us_000574380,0.084575, 0.000200
pr_000729564,0.084575, 0.000514
us_000471259,0.084575, 0.000810
us_000617113,0.084575, 0.000922
us_000561019,0.084575, 0.001075
us_000606637,0.084575, 0.001094
us_000575365,0.084575, 0.001327
us_000554271,0.084575, 0.001637
us_000503472,0.084575, 0.003611
pr_000982123,0.084575, 0.003963
us_000458854,0.084575, 0.004705
us_000543424,0.084575, 0.040691
us_000543089,0.084575, 0.072640
us_000467866,0.084575, 0.423869
pr_000106847,0.014815, 0.000000
pr_000187056,0.014815, 0.000000
pr_000187147,0.014815, 0.000000
pr_000091335,0.014815, 0.000000
pr_000187423,0.014815, 0.000000
pr_000172255,0.014815, 0.000000
pr_000181349,0.014815, 0.000000
pr_000172701,0.014815, 0.000000
pr_000981686,0.014815, 0.000000
pr_001405255,0.014815, 0.000000
us_000483929,0.014815, 0.000000
pr_000622317,0.014815, 0.000001
pr_001034193,0.014815, 0.000001
pr_001621824,0.014815, 0.000001
pr_000653136,0.014815, 0.000001
pr_001671979,0.014815, 0.000001
pr_001139688,0.014815, 0.000001
pr_001872686,0.014815, 0.000008
pr_001147835,0.014815, 0.000010
pr_001614152,0.014815, 0.000010
pr_001165736,0.014815, 0.000010
pr_000783823,0.014815, 0.000016
pr_000691527,0.014815, 0.000016
us_000035173,0.014815, 0.000024
us_000487683,0.014815, 0.000111
pr_000634782,0.014815, 0.000167
pr_000830038,0.014815, 0.000211
pr_001734011,0.014815, 0.000214
pr_000859311,0.014815, 0.000214
pr_000927804,0.014815, 0.000214
pr_000901096,0.014815, 0.000220
pr_000853500,0.014815, 0.000232
pr_001932440,0.014815, 0.000234
pr_001062537,0.014815, 0.000234
pr_000785154,0.014815, 0.000331
pr_000986717,0.014815, 0.000490
pr_000721458,0.014815, 0.000857
pr_001605667,0.014815, 0.001215
us_000479834,0.014815, 0.001356
us_000592592,0.014815, 0.004274
us_000499813,0.014815, 0.007693
us_000497010,0.014815, 0.890752
us_000496869,0.014815, 1.043329
us_000556391,0.014815, 1.076110
us_000518125,0.014815, 1.148308
