Product ID : 1021 JPs covered : 67 : Banking, 
us_000486300,1.000000, 1.022830
us_000202762,1.000000, 1.023284
us_000471305,1.000000, 1.023284
us_000290980,1.000000, 1.023284
us_000126033,1.000000, 1.023284
us_000470789,1.000000, 1.023284
us_000468334,1.000000, 1.023284
us_000476113,1.000000, 1.023284
us_000473145,1.000000, 1.023284
us_000469262,1.000000, 1.023284
us_000488305,1.000000, 1.023284
us_000474655,1.000000, 1.023284
us_000476390,1.000000, 1.023284
us_000470692,1.000000, 1.023284
us_000459326,1.000000, 1.023284
us_000458528,1.000000, 1.023284
us_000474996,1.000000, 1.023284
us_000474884,1.000000, 1.023284
us_000459178,1.000000, 1.023284
us_000079892,1.000000, 1.023284
us_000469283,1.000000, 1.023284
us_000395723,1.000000, 1.023284
us_000475984,1.000000, 1.023284
us_000468954,1.000000, 1.023284
us_000468326,1.000000, 1.023284
us_000476414,1.000000, 1.023284
us_000468990,1.000000, 1.023284
us_000467617,1.000000, 1.023284
us_000470671,1.000000, 1.023284
us_000476424,1.000000, 1.023284
us_000067006,1.000000, 1.023284
us_000577417,1.000000, 1.023284
us_000196482,1.000000, 1.023284
us_000460876,1.000000, 1.023284
us_000470649,1.000000, 1.023284
us_000488294,1.000000, 1.023284
us_000476391,1.000000, 1.023284
us_000541955,1.000000, 1.023284
us_000469005,1.000000, 1.023284
us_000476450,1.000000, 1.023284
us_000467900,1.000000, 1.023284
us_000385550,1.000000, 1.023284
us_000460512,1.000000, 1.023284
us_000459944,1.000000, 1.023284
us_000459942,1.000000, 1.023284
us_000461742,1.000000, 1.023284
us_000589084,1.000000, 1.023284
us_000471034,1.000000, 1.023284
us_000447167,1.000000, 1.023284
us_000277728,1.000000, 1.023284
us_000471453,1.000000, 1.023284
us_000460881,1.000000, 1.023284
us_000115350,1.000000, 1.023284
us_000470978,1.000000, 1.023284
us_000476458,1.000000, 1.023284
us_000466565,1.000000, 1.023284
us_000459299,1.000000, 1.023284
us_000459438,1.000000, 1.023284
us_000590174,1.000000, 1.023284
us_000459576,1.000000, 1.023284
us_000466653,1.000000, 1.023868
us_000523931,1.000000, 1.024052
us_000210234,1.000000, 1.024396
us_000458679,1.000000, 1.025527
us_000466340,1.000000, 1.026684
us_000467420,1.000000, 1.026922
us_000575055,1.000000, 1.027424
us_000482548,1.000000, 1.027667
us_000434135,1.000000, 1.030018
us_000482607,1.000000, 1.032017
us_000482334,1.000000, 1.032017
us_000489776,1.000000, 1.032113
us_000525870,1.000000, 1.039370
us_000273232,1.000000, 1.043896
us_000466162,1.000000, 1.048143
us_000488317,1.000000, 1.055845
us_000582187,1.000000, 1.056187
us_000487275,1.000000, 1.059659
us_000509747,1.000000, 1.062370
us_000146234,1.000000, 1.079135
us_000490686,1.000000, 1.081565
us_000495502,1.000000, 1.091354
us_000413964,1.000000, 1.107537
us_000476269,1.000000, 1.108715
us_000578581,1.000000, 1.118201
us_000538523,1.000000, 1.120704
us_000531617,1.000000, 1.150169
us_000524088,1.000000, 1.158710
us_000613587,1.000000, 1.168451
us_000490744,1.000000, 1.169545
us_000525786,1.000000, 1.177376
us_000551833,1.000000, 1.189984
us_000524010,1.000000, 1.201188
us_000460017,1.000000, 1.229799
us_000077390,1.000000, 1.257574
us_000416930,1.000000, 1.264592
us_000272482,1.000000, 1.267697
us_000468258,1.000000, 1.387419
us_000458639,1.000000, 1.545852
us_000253390,1.000000, 1.855693
pr_000831936,0.999836, 0.000000
us_000577362,0.999836, 0.000000
us_000608113,0.999836, 0.000000
us_000582638,0.999836, 0.000000
us_000114229,0.999836, 0.000001
us_000517413,0.999836, 0.000002
us_000511134,0.999836, 0.000002
us_000497849,0.999836, 0.000002
us_000495520,0.999836, 0.000153
us_000507749,0.999836, 0.000153
us_000514987,0.999836, 0.000153
us_000543104,0.999836, 0.000608
us_000530584,0.999836, 0.000608
us_000523349,0.999836, 0.000608
us_000543103,0.999836, 0.000608
us_000523523,0.999836, 0.000608
us_000496806,0.999836, 0.000608
us_000513310,0.999836, 0.001284
us_000489833,0.999836, 0.008482
us_000499963,0.999836, 0.842095
us_000530107,0.999836, 0.860357
us_000057912,0.999836, 0.892412
us_000153694,0.999836, 0.922335
us_000572949,0.999836, 0.944804
us_000189675,0.999836, 0.951829
us_000458829,0.999836, 0.986026
us_000593992,0.999836, 0.988107
us_000495923,0.999836, 1.022484
us_000420496,0.999836, 1.061535
us_000511670,0.999836, 1.063216
us_000474643,0.999836, 1.075765
us_000584343,0.999836, 1.086657
us_000474610,0.999836, 1.089004
us_000507194,0.999836, 1.099447
us_000562423,0.999836, 1.155281
us_000578225,0.999836, 1.160753
us_000082226,0.999836, 1.272050
us_000411142,0.999836, 1.593261
pr_000877558,0.985898, 0.000000
us_000610980,0.985898, 0.000000
us_000611067,0.985898, 0.000001
pr_001009945,0.985898, 0.000011
pr_000906217,0.985898, 0.000019
pr_000908846,0.985898, 0.000028
pr_000980738,0.985898, 0.000028
pr_000836585,0.985898, 0.000033
pr_000828266,0.985898, 0.000044
pr_001814343,0.985898, 0.000100
pr_000858526,0.985898, 0.000104
pr_000986259,0.985898, 0.000138
pr_000831038,0.985898, 0.000138
pr_000634265,0.985898, 0.000138
pr_000725191,0.985898, 0.000138
pr_000976194,0.985898, 0.000138
pr_000825609,0.985898, 0.000266
pr_000860355,0.985898, 0.000346
pr_001659347,0.985898, 0.000383
pr_000735852,0.985898, 0.000705
us_000577650,0.985898, 0.000745
pr_000666091,0.985898, 0.001074
pr_000728455,0.985898, 0.001092
us_000484296,0.985898, 0.001136
us_000484475,0.985898, 0.002975
us_000498858,0.985898, 0.003763
us_000478882,0.985898, 0.003872
pr_001071739,0.985898, 0.004605
us_000472568,0.985898, 0.005838
us_000477966,0.985898, 0.006354
us_000511684,0.985898, 0.006369
us_000486834,0.985898, 0.006891
us_000581179,0.985898, 0.007871
us_000600740,0.985898, 0.012268
us_000480390,0.985898, 0.016745
us_000600824,0.985898, 0.017217
us_000501437,0.985898, 0.030872
us_000484473,0.985898, 0.031305
us_000501144,0.985898, 0.044123
us_000501510,0.985898, 0.070574
us_000476524,0.985898, 0.081951
us_000475273,0.985898, 0.294665
us_000473794,0.985898, 0.737050
us_000469769,0.985898, 0.798565
us_000612585,0.985898, 0.827677
us_000490724,0.985898, 0.840008
us_000586429,0.985898, 0.842786
us_000470367,0.985898, 0.842786
us_000594715,0.985898, 0.851844
us_000483974,0.985898, 0.876392
us_000366010,0.985898, 0.881711
us_000478259,0.985898, 0.884309
us_000491210,0.985898, 0.888576
us_000116376,0.985898, 0.889285
us_000482863,0.985898, 0.890958
us_000172561,0.985898, 0.892590
us_000508022,0.985898, 0.910303
us_000476645,0.985898, 0.912159
us_000470424,0.985898, 0.912718
us_000476259,0.985898, 0.916452
us_000543530,0.985898, 0.918787
us_000595712,0.985898, 0.928510
us_000488158,0.985898, 0.934301
us_000092516,0.985898, 0.939263
us_000474368,0.985898, 0.949822
us_000600716,0.985898, 0.953344
us_000595690,0.985898, 0.960063
us_000471228,0.985898, 0.961494
pr_000014569,0.847928, 0.000000
pr_001417172,0.847928, 0.000000
us_000525222,0.847928, 0.000000
us_000468527,0.847928, 0.000000
us_000474023,0.847928, 0.000000
us_000458633,0.847928, 0.000000
us_000467851,0.847928, 0.000000
us_000458561,0.847928, 0.000000
us_000531047,0.847928, 0.000065
us_000522614,0.847928, 0.000291
us_000531717,0.847928, 0.000291
us_000476467,0.847928, 0.372213
us_000467035,0.847928, 0.372885
us_000531403,0.847928, 0.437954
us_000466202,0.847928, 0.438325
us_000474807,0.847928, 0.443835
us_000580007,0.847928, 0.443835
us_000595276,0.847928, 0.443835
us_000482436,0.847928, 0.448212
us_000525828,0.847928, 0.462028
us_000476215,0.847928, 0.470530
us_000590168,0.847928, 0.477180
us_000476235,0.847928, 0.481531
us_000450147,0.847928, 0.482394
us_000468995,0.847928, 0.482394
us_000469063,0.847928, 0.483736
us_000568128,0.847928, 0.484541
us_000469193,0.847928, 0.487490
us_000494315,0.847928, 0.489034
us_000515466,0.847928, 0.490452
us_000476057,0.847928, 0.497606
us_000571129,0.847928, 0.502517
us_000577564,0.847928, 0.509385
us_000595715,0.847928, 0.515941
us_000493771,0.847928, 0.526028
us_000474197,0.847928, 0.530868
us_000493718,0.847928, 0.533913
us_000594654,0.847928, 0.535189
us_000595705,0.847928, 0.538497
us_000612514,0.847928, 0.538497
us_000594685,0.847928, 0.538791
us_000468315,0.847928, 0.540071
us_000575577,0.847928, 0.540744
us_000461907,0.847928, 0.542416
us_000579712,0.847928, 0.543593
us_000472994,0.847928, 0.543593
us_000585936,0.847928, 0.543593
us_000602617,0.847928, 0.543593
us_000473229,0.847928, 0.543593
us_000595663,0.847928, 0.545004
us_000588113,0.847928, 0.545004
us_000109915,0.847928, 0.545004
us_000579510,0.847928, 0.545166
us_000498267,0.847928, 0.545517
us_000468866,0.847928, 0.546081
us_000601277,0.847928, 0.546960
us_000602142,0.847928, 0.547228
us_000591536,0.847928, 0.548814
us_000517326,0.847928, 0.548843
us_000586659,0.847928, 0.550100
us_000586236,0.847928, 0.550100
us_000589183,0.847928, 0.550100
us_000595572,0.847928, 0.550100
us_000571503,0.847928, 0.550100
us_000585606,0.847928, 0.550100
us_000612521,0.847928, 0.550100
us_000585596,0.847928, 0.550100
us_000479487,0.847928, 0.550100
us_000595526,0.847928, 0.550100
us_000612213,0.847928, 0.550100
us_000602587,0.847928, 0.550100
us_000585618,0.847928, 0.550100
us_000579547,0.847928, 0.550100
us_000610337,0.847928, 0.550100
us_000601107,0.847928, 0.550100
us_000586268,0.847928, 0.550100
us_000587768,0.847928, 0.550123
us_000489117,0.847928, 0.553229
us_000544460,0.847928, 0.585638
us_000521383,0.847928, 0.759688
pr_000271064,0.843577, 0.000005
pr_000813653,0.843577, 0.000010
pr_000830938,0.843577, 0.000028
pr_001039423,0.843577, 0.000175
pr_000810061,0.843577, 0.000375
us_000485620,0.843577, 0.002429
us_000582222,0.843577, 0.003752
us_000133974,0.843577, 0.672503
us_000575756,0.843577, 0.705924
us_000475227,0.843577, 0.718442
us_000509942,0.843577, 0.724850
us_000494762,0.843577, 0.738113
us_000569754,0.843577, 0.749902
us_000082729,0.843577, 0.775029
us_000510219,0.843577, 0.786924
us_000573370,0.843577, 0.789607
us_000538605,0.843577, 0.885498
pr_000972550,0.843109, 0.000000
pr_000872788,0.843109, 0.000000
pr_000981949,0.843109, 0.000000
pr_000956342,0.843109, 0.000000
pr_000728822,0.843109, 0.000000
pr_000790866,0.843109, 0.000000
pr_000744351,0.843109, 0.000000
pr_001084373,0.843109, 0.000000
pr_000975067,0.843109, 0.000000
pr_000886032,0.843109, 0.000000
pr_000860003,0.843109, 0.000000
pr_001746463,0.843109, 0.000000
pr_000886475,0.843109, 0.000000
pr_001085580,0.843109, 0.000000
pr_000770855,0.843109, 0.000000
pr_000998416,0.843109, 0.000000
pr_000773567,0.843109, 0.000000
pr_001737100,0.843109, 0.000000
pr_001600731,0.843109, 0.000000
pr_002168125,0.843109, 0.000000
pr_000746153,0.843109, 0.000000
pr_000858585,0.843109, 0.000000
pr_002226028,0.843109, 0.000000
pr_000935858,0.843109, 0.000000
pr_000970198,0.843109, 0.000000
pr_000936035,0.843109, 0.000000
pr_000958731,0.843109, 0.000000
pr_002103148,0.843109, 0.000000
pr_000754354,0.843109, 0.000000
pr_001133996,0.843109, 0.000000
pr_000886171,0.843109, 0.000000
pr_000663586,0.843109, 0.000000
us_000487432,0.843109, 0.000000
us_000610761,0.843109, 0.000000
us_000527593,0.843109, 0.000000
us_000527754,0.843109, 0.000000
us_000511376,0.843109, 0.000000
us_000568816,0.843109, 0.000000
us_000516811,0.843109, 0.000000
us_000564820,0.843109, 0.000000
us_000549168,0.843109, 0.000000
us_000541061,0.843109, 0.000000
us_000536770,0.843109, 0.000000
us_000529898,0.843109, 0.000000
us_000504741,0.843109, 0.000005
pr_000175241,0.843109, 0.000009
pr_001413477,0.843109, 0.000009
pr_000300316,0.843109, 0.000009
pr_000989170,0.843109, 0.000009
pr_000729599,0.843109, 0.000009
pr_001029360,0.843109, 0.000009
pr_001166388,0.843109, 0.000009
pr_000592452,0.843109, 0.000009
pr_000891719,0.843109, 0.000009
pr_000924846,0.843109, 0.000009
pr_001589836,0.843109, 0.000010
pr_000537869,0.843109, 0.000010
pr_000994780,0.843109, 0.000010
pr_000870869,0.843109, 0.000010
pr_000562985,0.843109, 0.000010
pr_000929329,0.843109, 0.000011
pr_001683923,0.843109, 0.000011
pr_000810027,0.843109, 0.000011
pr_000294675,0.843109, 0.000011
pr_001059677,0.843109, 0.000011
pr_000988748,0.843109, 0.000011
pr_001590421,0.843109, 0.000012
pr_000859456,0.843109, 0.000012
pr_000917001,0.843109, 0.000012
pr_001132252,0.843109, 0.000012
pr_001764225,0.843109, 0.000012
pr_000185263,0.843109, 0.000012
pr_000185485,0.843109, 0.000012
pr_000691819,0.843109, 0.000013
pr_001034887,0.843109, 0.000013
pr_000522031,0.843109, 0.000014
pr_000812987,0.843109, 0.000014
pr_001032401,0.843109, 0.000015
pr_000319593,0.843109, 0.000016
pr_000734527,0.843109, 0.000016
pr_000176589,0.843109, 0.000016
pr_000725787,0.843109, 0.000016
pr_000165053,0.843109, 0.000016
pr_000022635,0.843109, 0.000016
pr_000994418,0.843109, 0.000019
pr_000093842,0.843109, 0.000023
pr_000165223,0.843109, 0.000033
pr_000727535,0.843109, 0.000034
pr_000237265,0.843109, 0.000048
pr_001604592,0.843109, 0.000050
pr_000160230,0.843109, 0.000060
pr_000168638,0.843109, 0.000062
pr_000981186,0.843109, 0.000077
pr_000754378,0.843109, 0.000079
pr_000902976,0.843109, 0.000090
pr_000655109,0.843109, 0.000106
pr_000278776,0.843109, 0.000108
pr_000181847,0.843109, 0.000118
pr_000728567,0.843109, 0.000123
pr_000298443,0.843109, 0.000142
pr_000305017,0.843109, 0.000146
pr_000156940,0.843109, 0.000151
pr_000565420,0.843109, 0.000151
pr_000561382,0.843109, 0.000151
pr_000508291,0.843109, 0.000151
pr_000761375,0.843109, 0.000151
pr_000698484,0.843109, 0.000151
pr_000698854,0.843109, 0.000158
pr_001691542,0.843109, 0.000160
pr_000584750,0.843109, 0.000171
pr_000874431,0.843109, 0.000175
pr_001056465,0.843109, 0.000175
pr_000740372,0.843109, 0.000176
pr_000161362,0.843109, 0.000204
pr_000968248,0.843109, 0.000204
pr_000999242,0.843109, 0.000213
pr_000190239,0.843109, 0.000260
pr_000027901,0.843109, 0.000325
pr_000581152,0.843109, 0.000349
pr_000737099,0.843109, 0.000432
pr_000679872,0.843109, 0.000491
pr_000700411,0.843109, 0.000593
us_000523582,0.843109, 0.002130
us_000274735,0.843109, 0.002516
us_000549506,0.843109, 0.005903
us_000487713,0.843109, 0.010051
us_000507272,0.843109, 0.453371
us_000421677,0.843109, 0.455316
pr_000161321,0.838323, 0.000000
pr_000159609,0.838323, 0.000000
pr_000165516,0.838323, 0.000000
pr_000169614,0.838323, 0.000000
us_000529957,0.838323, 0.000000
us_000471355,0.838323, 0.000000
pr_000634671,0.838323, 0.000000
pr_001931129,0.838323, 0.000007
pr_000091991,0.838323, 0.000035
pr_000074747,0.838323, 0.000140
us_000513247,0.838323, 0.000387
us_000465921,0.838323, 0.005231
us_000236460,0.838323, 0.008127
us_000537010,0.838323, 0.010324
us_000516410,0.838323, 0.013912
us_000554883,0.838323, 0.022235
us_000499257,0.838323, 0.463416
us_000579433,0.838323, 0.490911
us_000475555,0.838323, 0.503278
us_000117223,0.838323, 0.539171
us_000587924,0.838323, 0.571805
us_000460865,0.838323, 0.595144
us_000591954,0.838323, 0.611627
us_000542923,0.838323, 0.672617
us_000467977,0.838323, 0.675167
us_000482577,0.838323, 0.675467
us_000531671,0.838323, 0.675728
us_000269908,0.838323, 0.685478
us_000579665,0.838323, 0.688950
us_000492299,0.838323, 0.689772
us_000581937,0.838323, 0.690778
us_000469049,0.838323, 0.716951
us_000586307,0.838323, 0.718167
us_000613772,0.838323, 0.724644
us_000133367,0.838323, 0.725902
us_000040687,0.838323, 0.730589
us_000063067,0.838323, 0.736679
us_000469773,0.838323, 0.751768
us_000481001,0.838323, 0.762156
us_000119466,0.838323, 0.774174
us_000054670,0.838323, 0.846770
us_000470299,0.742896, 0.000000
us_000473205,0.742896, 0.077801
us_000530501,0.742896, 0.988397
us_000512047,0.742896, 1.023490
us_000511603,0.742896, 1.191766
us_000484291,0.719827, 0.000000
us_000461244,0.719827, 0.000001
us_000462519,0.719827, 0.000001
us_000464072,0.719827, 0.000001
us_000535453,0.719827, 0.000001
us_000463258,0.719827, 0.000001
us_000463405,0.719827, 0.000001
us_000468406,0.719827, 0.000001
us_000478463,0.719827, 0.000001
us_000491745,0.719827, 0.000001
us_000463986,0.719827, 0.000001
us_000490184,0.719827, 0.000001
us_000525239,0.719827, 0.000001
us_000488861,0.719827, 0.000008
us_000566887,0.719827, 0.000008
us_000484256,0.719827, 0.000008
us_000566724,0.719827, 0.000008
us_000566924,0.719827, 0.000008
us_000566726,0.719827, 0.000008
us_000489707,0.719827, 0.000010
us_000484299,0.719827, 0.000012
us_000475481,0.719827, 0.000015
us_000475261,0.719827, 0.001189
us_000474892,0.719827, 0.002239
us_000572722,0.719827, 0.917039
us_000497740,0.719827, 0.942081
us_000578454,0.719827, 1.003468
us_000542280,0.719827, 1.010366
us_000528052,0.719827, 1.035434
us_000475255,0.719827, 1.063865
us_000543730,0.719827, 1.069980
us_000589216,0.719827, 1.091232
us_000184078,0.719827, 1.109713
us_000523112,0.719827, 1.126306
us_000515590,0.719827, 1.135145
us_000567636,0.719827, 1.150506
us_000475096,0.719827, 1.158045
us_000529163,0.719827, 1.162623
us_000503651,0.719827, 1.163731
us_000593299,0.719827, 1.176906
us_000561036,0.719827, 1.185294
us_000573882,0.719827, 1.201750
us_000504677,0.719827, 1.218125
us_000518443,0.719827, 1.240383
us_000557692,0.719827, 1.247476
us_000517513,0.719827, 1.247889
us_000363469,0.719827, 1.251905
us_000458959,0.719827, 1.254336
us_000548603,0.719827, 1.262554
us_000601993,0.719827, 1.269915
us_000491724,0.719827, 1.273453
us_000475982,0.719827, 1.280473
us_000553573,0.719827, 1.284987
us_000580185,0.719827, 1.313409
us_000506301,0.719827, 1.320166
us_000579980,0.719827, 1.323409
us_000475771,0.719827, 1.373800
us_000468106,0.719827, 1.380212
us_000470932,0.719827, 1.382902
pr_001845652,0.688563, 0.000001
pr_001884098,0.688563, 0.000001
pr_001812152,0.688563, 0.000001
us_000508160,0.688563, 0.000021
us_000460239,0.688563, 0.000251
us_000458777,0.688563, 0.000257
pr_000766652,0.652779, 0.001005
us_000573607,0.652779, 0.314498
us_000546154,0.652779, 0.328528
us_000574198,0.652779, 0.329427
us_000459964,0.652779, 0.329703
us_000513001,0.652779, 0.332672
us_000529042,0.652779, 0.333572
us_000580906,0.652779, 0.334725
us_000460032,0.652779, 0.337215
us_000143143,0.652779, 0.337215
us_000469052,0.652779, 0.337215
us_000469071,0.652779, 0.337215
us_000548345,0.652779, 0.337491
us_000510295,0.652779, 0.338026
us_000586554,0.652779, 0.340452
us_000469594,0.652779, 0.340818
us_000513595,0.652779, 0.341972
us_000596484,0.652779, 0.342211
us_000595876,0.652779, 0.342262
us_000489121,0.652779, 0.342530
us_000528618,0.652779, 0.343031
us_000572689,0.652779, 0.343670
us_000133072,0.652779, 0.344028
us_000607847,0.652779, 0.344385
us_000599834,0.652779, 0.345924
us_000473408,0.652779, 0.346064
us_000589660,0.652779, 0.346796
us_000476377,0.652779, 0.347451
us_000560155,0.652779, 0.347625
us_000565865,0.652779, 0.347931
us_000614916,0.652779, 0.348136
us_000592857,0.652779, 0.348266
us_000582633,0.652779, 0.348462
us_000231222,0.652779, 0.348800
us_000537289,0.652779, 0.348833
us_000481068,0.652779, 0.349108
us_000601796,0.652779, 0.349156
us_000487832,0.652779, 0.349677
us_000475656,0.652779, 0.349934
us_000553746,0.652779, 0.350561
us_000467019,0.652779, 0.351383
us_000543580,0.652779, 0.352007
us_000584602,0.652779, 0.352468
us_000576048,0.652779, 0.352631
us_000469554,0.652779, 0.352651
us_000469621,0.652779, 0.352651
us_000484066,0.652779, 0.352651
us_000613911,0.652779, 0.353583
us_000610260,0.652779, 0.353774
us_000417104,0.652779, 0.353827
us_000580452,0.652779, 0.353883
us_000551868,0.652779, 0.354211
us_000577403,0.652779, 0.354354
us_000576999,0.652779, 0.355259
us_000581763,0.652779, 0.355593
us_000498155,0.652779, 0.356047
us_000459946,0.652779, 0.356269
us_000529256,0.652779, 0.356358
us_000458625,0.652779, 0.356504
us_000567396,0.652779, 0.356717
us_000065849,0.652779, 0.356747
us_000474037,0.652779, 0.356747
us_000460372,0.652779, 0.356747
us_000566301,0.652779, 0.357352
us_000554213,0.652779, 0.357571
us_000471130,0.652779, 0.357742
us_000113403,0.652779, 0.357907
us_000471390,0.652779, 0.357907
us_000365590,0.652779, 0.357907
us_000467507,0.652779, 0.357907
us_000576705,0.652779, 0.358036
us_000598609,0.652779, 0.358334
us_000591912,0.652779, 0.358462
us_000598454,0.652779, 0.359000
us_000612182,0.652779, 0.359062
us_000468718,0.652779, 0.359606
us_000476347,0.652779, 0.359675
us_000616322,0.652779, 0.359735
us_000586626,0.652779, 0.359938
us_000579810,0.652779, 0.360504
us_000576329,0.652779, 0.360931
us_000598618,0.652779, 0.361235
us_000485026,0.652779, 0.361284
us_000597053,0.652779, 0.361586
us_000579000,0.652779, 0.361734
us_000395801,0.652779, 0.362045
us_000580551,0.652779, 0.362678
us_000580546,0.652779, 0.362678
