Product ID : 2108 JPs covered : 248 : Accounting-Audit/Assurance Only, 
us_000529803,0.849345, 0.383587
us_000590682,0.849345, 0.383587
us_000590597,0.849345, 0.383587
us_000590823,0.849345, 0.383587
us_000586223,0.849345, 0.383587
us_000590789,0.849345, 0.383587
us_000596548,0.849345, 0.383587
us_000590836,0.849345, 0.383587
us_000590781,0.849345, 0.383587
us_000590776,0.849345, 0.383587
us_000590635,0.849345, 0.383587
us_000590620,0.849345, 0.383587
us_000590702,0.849345, 0.383587
us_000533163,0.849345, 0.383587
us_000590700,0.849345, 0.383587
us_000590749,0.849345, 0.383587
us_000590861,0.849345, 0.383587
us_000590857,0.849345, 0.383587
us_000590786,0.849345, 0.383587
us_000590524,0.849345, 0.383587
us_000590555,0.849345, 0.383587
us_000518642,0.849345, 0.383587
us_000518769,0.849345, 0.383587
us_000590678,0.849345, 0.383587
us_000590670,0.849345, 0.383587
us_000505550,0.849345, 0.383587
us_000590726,0.849345, 0.383587
us_000590721,0.849345, 0.383587
us_000518953,0.849345, 0.383587
us_000590558,0.849345, 0.383587
us_000590583,0.849345, 0.383587
us_000590767,0.849345, 0.383587
us_000590793,0.849345, 0.383587
us_000590614,0.849345, 0.383587
us_000590603,0.849345, 0.383587
us_000590731,0.849345, 0.383587
us_000590761,0.849345, 0.383587
us_000590695,0.849345, 0.383587
us_000590759,0.849345, 0.383587
us_000590534,0.849345, 0.383587
us_000590612,0.849345, 0.383587
us_000541384,0.849345, 0.383587
us_000590592,0.849345, 0.383587
us_000590797,0.849345, 0.383587
us_000590569,0.849345, 0.383587
us_000590664,0.849345, 0.383587
us_000542196,0.849345, 0.383587
us_000590851,0.849345, 0.383587
us_000590565,0.849345, 0.383587
us_000595181,0.849345, 0.383587
us_000590696,0.849345, 0.383587
us_000590680,0.849345, 0.383587
us_000590733,0.849345, 0.383587
us_000590560,0.849345, 0.383587
us_000550900,0.849345, 0.383587
us_000531066,0.849345, 0.383587
us_000590814,0.849345, 0.383587
us_000590602,0.849345, 0.383587
us_000590596,0.849345, 0.383587
us_000590862,0.849345, 0.383587
us_000590689,0.849345, 0.383587
us_000590658,0.849345, 0.383587
us_000590660,0.849345, 0.383587
us_000590557,0.849345, 0.383587
us_000564232,0.849345, 0.383587
us_000559007,0.849345, 0.383587
us_000545199,0.849345, 0.383587
us_000590725,0.849345, 0.383587
us_000590516,0.849345, 0.383587
us_000590719,0.849345, 0.383587
us_000590739,0.849345, 0.383587
us_000590824,0.849345, 0.383587
us_000532127,0.849345, 0.383587
us_000590655,0.849345, 0.383587
us_000586126,0.849345, 0.383587
us_000575832,0.849345, 0.383587
us_000590631,0.849345, 0.383587
us_000590785,0.849345, 0.383587
us_000518094,0.849345, 0.383587
us_000585885,0.849345, 0.383587
us_000590775,0.849345, 0.383587
us_000590778,0.849345, 0.383587
us_000590624,0.849345, 0.383587
us_000545671,0.849345, 0.383587
us_000575333,0.849345, 0.383587
us_000590663,0.849345, 0.383587
us_000590853,0.849345, 0.383587
us_000558615,0.849345, 0.383587
us_000496395,0.849345, 0.383587
us_000590790,0.849345, 0.383587
us_000590811,0.849345, 0.383587
us_000575663,0.849345, 0.383587
us_000573926,0.849345, 0.383587
us_000590610,0.849345, 0.383587
us_000590522,0.849345, 0.383587
us_000538606,0.849345, 0.383587
us_000590709,0.849345, 0.383587
us_000590729,0.849345, 0.383587
us_000497950,0.849345, 0.383587
us_000548978,0.849345, 0.383587
us_000590753,0.849345, 0.383587
us_000590710,0.849345, 0.383587
us_000518954,0.849345, 0.383587
us_000590768,0.849345, 0.383587
us_000590530,0.849345, 0.383587
us_000590659,0.849345, 0.383587
us_000590830,0.849345, 0.383587
us_000590673,0.849345, 0.383587
us_000590741,0.849345, 0.383587
us_000587056,0.849345, 0.383587
us_000590582,0.849345, 0.383587
us_000524610,0.849345, 0.383587
us_000590736,0.849345, 0.383587
us_000564606,0.849345, 0.383587
us_000590630,0.849345, 0.383587
us_000590598,0.849345, 0.383587
us_000537727,0.849345, 0.383587
us_000590791,0.849345, 0.383587
us_000524102,0.849345, 0.383587
us_000541422,0.849345, 0.383587
us_000505661,0.849345, 0.383587
us_000590606,0.849345, 0.383587
us_000590763,0.849345, 0.383587
us_000590637,0.849345, 0.383587
us_000590533,0.849345, 0.383587
us_000590694,0.849345, 0.383587
us_000542111,0.849345, 0.383587
us_000590545,0.849345, 0.383587
us_000590769,0.849345, 0.383587
us_000590708,0.849345, 0.383587
us_000590858,0.849345, 0.383587
us_000590828,0.849345, 0.383587
us_000590619,0.849345, 0.383587
us_000590537,0.849345, 0.383587
us_000590622,0.849345, 0.383587
us_000590756,0.849345, 0.383587
us_000590760,0.849345, 0.383587
us_000590703,0.849345, 0.383587
us_000590574,0.849345, 0.383587
us_000590648,0.849345, 0.383587
us_000590764,0.849345, 0.383587
us_000548904,0.849345, 0.383587
us_000590788,0.849345, 0.383587
us_000590575,0.849345, 0.383587
us_000590581,0.849345, 0.383587
us_000590649,0.849345, 0.383587
us_000590704,0.849345, 0.383587
us_000590585,0.849345, 0.383587
us_000545469,0.849345, 0.383587
us_000520416,0.849345, 0.383587
us_000560367,0.849345, 0.383587
us_000590730,0.849345, 0.383587
us_000590607,0.849345, 0.383587
us_000590705,0.849345, 0.383587
us_000590727,0.849345, 0.383587
us_000590855,0.849345, 0.383587
us_000590521,0.849345, 0.383587
us_000590564,0.849345, 0.383587
us_000590835,0.849345, 0.383587
us_000557940,0.849345, 0.383587
us_000590654,0.849345, 0.383587
us_000548604,0.849345, 0.383587
us_000590549,0.849345, 0.383587
us_000590784,0.849345, 0.383587
us_000590590,0.849345, 0.383587
us_000590821,0.849345, 0.383587
us_000590634,0.849345, 0.383587
us_000590591,0.849345, 0.383587
us_000590540,0.849345, 0.383587
us_000587737,0.849345, 0.383587
us_000590738,0.849345, 0.383587
us_000590588,0.849345, 0.383587
us_000526537,0.849345, 0.383587
us_000590717,0.849345, 0.383587
us_000590688,0.849345, 0.383587
us_000564605,0.849345, 0.383587
us_000590825,0.849345, 0.383587
us_000590812,0.849345, 0.383587
us_000590674,0.849345, 0.383587
us_000590544,0.849345, 0.383587
us_000590643,0.849345, 0.383587
us_000575875,0.849345, 0.383587
us_000585311,0.849345, 0.383587
us_000590699,0.849345, 0.383587
us_000590570,0.849345, 0.383587
us_000590817,0.849345, 0.383587
us_000590757,0.849345, 0.383587
us_000588011,0.849345, 0.383587
us_000590531,0.849345, 0.383587
us_000534232,0.849345, 0.383587
us_000590666,0.849345, 0.383587
us_000542235,0.849345, 0.383587
us_000590843,0.849345, 0.383587
us_000590863,0.849345, 0.383587
us_000531968,0.849345, 0.383587
us_000590662,0.849345, 0.383587
us_000587093,0.849345, 0.383587
us_000590609,0.849345, 0.383587
us_000590566,0.849345, 0.383587
us_000590816,0.849345, 0.383587
us_000590773,0.849345, 0.383587
us_000590554,0.849345, 0.383587
us_000590842,0.849345, 0.383587
us_000561098,0.849345, 0.383587
us_000590671,0.849345, 0.383587
us_000590844,0.849345, 0.383587
us_000590818,0.849345, 0.383587
us_000518305,0.849345, 0.383587
us_000518956,0.849345, 0.383587
us_000596514,0.849345, 0.383587
us_000590758,0.849345, 0.383587
us_000590755,0.849345, 0.383587
us_000590737,0.849345, 0.383587
us_000529987,0.849345, 0.383587
us_000595072,0.849345, 0.383587
us_000585448,0.849345, 0.383587
us_000590819,0.849345, 0.383587
us_000590616,0.849345, 0.383587
us_000590640,0.849345, 0.383587
us_000590839,0.849345, 0.383587
us_000590848,0.849345, 0.383587
us_000588002,0.849345, 0.383587
us_000590852,0.849345, 0.383587
us_000590562,0.849345, 0.383587
us_000590650,0.849345, 0.383587
us_000590672,0.849345, 0.383587
us_000590711,0.849345, 0.383587
us_000590712,0.849345, 0.383587
us_000564079,0.849345, 0.383587
us_000590593,0.849345, 0.383587
us_000590632,0.849345, 0.383587
us_000590746,0.849345, 0.383587
us_000564608,0.849345, 0.383587
us_000548646,0.849345, 0.383587
us_000544763,0.849345, 0.383587
us_000518958,0.849345, 0.383587
us_000590684,0.849345, 0.383587
us_000575390,0.849345, 0.383587
us_000590734,0.849345, 0.383587
us_000590826,0.849345, 0.383587
us_000590838,0.849345, 0.383587
us_000590762,0.849345, 0.383587
us_000574194,0.849345, 0.383587
us_000590528,0.849345, 0.383587
us_000590744,0.849345, 0.383587
us_000534264,0.849345, 0.383587
us_000590722,0.849345, 0.383587
us_000538607,0.849345, 0.383587
us_000518939,0.849345, 0.383587
