Product ID : 7875 # of JPs covered : 1 : 426 : Tax Prep-Foreign Individual, 
us_000580055,0.793602,0.000001
us_000570717,0.793602,0.000005
us_000593628,0.793602,0.000007
us_000619280,0.793602,0.000026
us_000584374,0.793602,0.000108
us_000584753,0.793602,0.000143
pr_001026084,0.793602,0.000154
us_000554309,0.793602,0.000269
us_000593303,0.793602,0.000429
pr_000910656,0.793602,0.000536
us_000497814,0.793602,0.000744
us_000519739,0.793602,0.003138
us_000571945,0.793602,0.003428
us_000570880,0.793602,0.004201
pr_001040004,0.793602,0.004262
us_000585823,0.793602,0.004486
pr_000625930,0.793602,0.004679
pr_001808678,0.793602,0.005173
pr_001854728,0.793602,0.005673
us_000528220,0.793602,0.011484
us_000575279,0.793602,0.011561
us_000558929,0.793602,0.012243
us_000586941,0.793602,0.017857
us_000492439,0.793602,0.019353
us_000622746,0.793602,0.037438
us_000554756,0.793602,0.043819
pr_000187900,0.793602,0.064547
us_000620860,0.774799,0.138955
us_000526257,0.774799,0.140009
pr_001262909,0.774799,0.148010
us_000599982,0.774799,0.150268
us_000600243,0.774799,0.151549
us_000579084,0.774799,0.153089
us_000566019,0.774799,0.154106
us_000565069,0.774799,0.154126
us_000538128,0.774799,0.154232
us_000549976,0.774799,0.154429
us_000614581,0.774799,0.154610
pr_001321466,0.774799,0.155469
pr_001446359,0.774799,0.155469
pr_001211525,0.774799,0.155469
pr_001313783,0.774799,0.155469
pr_001315899,0.774799,0.155469
pr_001443304,0.774799,0.155469
us_000580990,0.774799,0.158113
us_000593946,0.774799,0.159735
us_000509456,0.774799,0.159811
us_000577266,0.774799,0.160328
us_000587784,0.774799,0.160490
us_000582586,0.774799,0.160939
us_000581307,0.774799,0.161032
us_000595239,0.774799,0.161277
us_000574538,0.774799,0.161417
pr_001459845,0.774799,0.164021
pr_001788014,0.702453,0.000001
us_000580202,0.702453,0.000007
us_000519688,0.702453,0.000010
pr_000994575,0.702453,0.000337
pr_000712645,0.702453,0.000486
pr_000820779,0.702453,0.000486
pr_000550824,0.702453,0.000486
pr_001033392,0.702453,0.000486
pr_001041806,0.702453,0.000486
pr_000715085,0.702453,0.000486
pr_000642341,0.702453,0.000486
us_000564987,0.702453,0.000525
pr_000911134,0.702453,0.000551
us_000492793,0.702453,0.000557
us_000460027,0.702453,0.000694
pr_000656493,0.702453,0.000778
pr_000817333,0.702453,0.000792
us_000559612,0.702453,0.001030
us_000480430,0.702453,0.001054
pr_000822826,0.702453,0.001067
us_000604911,0.702453,0.001116
pr_001866260,0.702453,0.001426
us_000549463,0.702453,0.001441
pr_000725764,0.702453,0.001487
pr_000853576,0.702453,0.001782
pr_000653830,0.702453,0.001837
pr_001153493,0.702453,0.001840
pr_000825730,0.702453,0.002099
us_000484858,0.702453,0.002594
pr_000991774,0.702453,0.002975
us_000576161,0.702453,0.003150
us_000516548,0.702453,0.003856
us_000542429,0.702453,0.006267
us_000586916,0.702453,0.006512
pr_000720311,0.702453,0.006768
us_000590377,0.702453,0.007781
pr_001938509,0.702453,0.007810
us_000586449,0.702453,0.008056
us_000580287,0.702453,0.008129
pr_001148707,0.702453,0.008713
pr_000789060,0.702453,0.009061
pr_000708470,0.702453,0.009260
pr_000993955,0.702453,0.009908
us_000606977,0.702453,0.011351
us_000481375,0.702453,0.012223
us_000480399,0.702453,0.015909
us_000141098,0.702453,0.018018
us_000604814,0.702453,0.019053
us_000480336,0.702453,0.020229
pr_001786625,0.702453,0.020893
us_000509982,0.702453,0.021846
us_000483662,0.702453,0.025455
us_000615152,0.702453,0.026632
us_000468162,0.702453,0.029720
us_000604664,0.702453,0.031485
us_000568260,0.702453,0.032546
us_000529924,0.702453,0.032746
pr_000867003,0.702453,0.033249
pr_001854299,0.702453,0.037327
pr_000635315,0.702453,0.039091
us_000536756,0.702453,0.039340
us_000325956,0.702453,0.041212
pr_001151282,0.702453,0.049913
us_000546344,0.702453,0.054606
pr_000823326,0.702453,0.079280
pr_001801963,0.702453,0.084729
us_000573849,0.702453,0.094779
us_000611974,0.702453,0.308218
pr_000713558,0.702453,0.395127
us_000572854,0.684909,0.099368
us_000522196,0.684909,0.099649
us_000582582,0.684909,0.099793
us_000536269,0.684909,0.099965
pr_001284955,0.684909,0.100648
pr_001289328,0.684909,0.100648
pr_001346878,0.684909,0.100648
pr_001201828,0.684909,0.100648
pr_001363858,0.684909,0.100648
pr_001257707,0.684909,0.100648
pr_001456781,0.684909,0.100648
pr_001216965,0.684909,0.100648
pr_001199839,0.684909,0.100648
pr_001474192,0.684909,0.100648
pr_001319323,0.684909,0.100648
pr_001312027,0.684909,0.100648
pr_001258379,0.684909,0.100648
pr_001217017,0.684909,0.100648
pr_001505272,0.684909,0.100648
pr_001213171,0.684909,0.100648
pr_001269438,0.684909,0.100648
pr_001436432,0.684909,0.100648
us_000609870,0.684909,0.100750
us_000614641,0.684909,0.100959
us_000614525,0.684909,0.101016
us_000618945,0.684909,0.101178
us_000618734,0.684909,0.101428
us_000564931,0.684909,0.102088
pr_001433706,0.684909,0.102402
us_000600226,0.684909,0.102598
us_000600133,0.684909,0.102623
us_000617696,0.684909,0.103605
us_000608063,0.684909,0.104720
us_000608065,0.684909,0.104720
us_000587239,0.684909,0.104770
us_000614051,0.684909,0.104801
us_000582458,0.684909,0.105072
us_000581216,0.684909,0.105140
us_000555772,0.684909,0.105410
us_000521734,0.684909,0.105447
us_000554983,0.684909,0.105502
us_000591036,0.684909,0.105617
us_000563887,0.684909,0.105735
us_000578499,0.684909,0.106049
us_000541980,0.684909,0.106059
us_000548919,0.684909,0.106066
us_000537623,0.684909,0.106104
us_000537575,0.684909,0.106104
us_000532033,0.684909,0.106146
us_000522334,0.684909,0.106212
us_000508200,0.684909,0.106283
us_000508202,0.684909,0.106283
us_000548423,0.684909,0.106398
us_000538069,0.684909,0.106459
us_000532727,0.684909,0.106480
us_000523167,0.684909,0.106512
us_000507861,0.684909,0.106551
us_000615066,0.684909,0.106779
pr_001317965,0.684909,0.106818
pr_001328635,0.684909,0.106818
pr_001264930,0.684909,0.106818
pr_001272869,0.684909,0.106818
pr_001294455,0.684909,0.106818
pr_001340293,0.684909,0.106818
pr_001182731,0.684909,0.106818
pr_001442748,0.684909,0.106818
pr_001204405,0.684909,0.106818
pr_001212351,0.684909,0.106818
pr_001274018,0.684909,0.106818
pr_001216831,0.684909,0.106818
pr_001308201,0.684909,0.106818
pr_001460725,0.684909,0.106818
pr_001328581,0.684909,0.106818
pr_001331609,0.684909,0.106818
pr_001256315,0.684909,0.106818
pr_001279942,0.684909,0.106818
pr_001353791,0.684909,0.106818
pr_001199146,0.684909,0.106818
pr_001273933,0.684909,0.106818
pr_001327236,0.684909,0.106818
pr_001194556,0.684909,0.106818
pr_001307326,0.684909,0.106818
pr_001272859,0.684909,0.106818
pr_001345289,0.684909,0.106818
pr_001288987,0.684909,0.106818
pr_001345265,0.684909,0.106818
pr_001455970,0.684909,0.106818
pr_001470557,0.684909,0.106818
pr_001305801,0.684909,0.106818
pr_001322203,0.684909,0.106818
pr_001307527,0.684909,0.106818
pr_001311541,0.684909,0.106818
pr_001274189,0.684909,0.106818
pr_001257206,0.684909,0.106818
pr_001207962,0.684909,0.106818
pr_001200866,0.684909,0.106818
pr_001279098,0.684909,0.106818
pr_001208401,0.684909,0.106818
pr_001351928,0.684909,0.106818
pr_001356755,0.684909,0.106818
pr_001197408,0.684909,0.106818
pr_001521258,0.684909,0.106818
pr_001359419,0.684909,0.106818
pr_001485578,0.684909,0.106818
pr_001304107,0.684909,0.106818
pr_001189100,0.684909,0.106818
pr_001206523,0.684909,0.106818
pr_001199210,0.684909,0.106818
pr_001344383,0.684909,0.106818
pr_001325310,0.684909,0.106818
pr_001170269,0.684909,0.106818
pr_001341460,0.684909,0.106818
pr_001210586,0.684909,0.106818
pr_001273602,0.684909,0.106818
pr_001331291,0.684909,0.106818
pr_001329985,0.684909,0.106818
pr_001260836,0.684909,0.106818
pr_001344523,0.684909,0.106818
pr_001272266,0.684909,0.106818
pr_001454107,0.684909,0.106818
pr_001538036,0.684909,0.106818
pr_001200491,0.684909,0.106818
pr_001186840,0.684909,0.106818
pr_001288834,0.684909,0.106818
pr_001278300,0.684909,0.106818
pr_001281176,0.684909,0.106818
pr_001444541,0.684909,0.106818
pr_001210389,0.684909,0.106818
pr_001420489,0.684909,0.106818
pr_001206638,0.684909,0.106818
pr_001321327,0.684909,0.106818
pr_001199155,0.684909,0.106818
pr_001256536,0.684909,0.106818
pr_001310191,0.684909,0.106818
pr_001433385,0.684909,0.106818
pr_001355160,0.684909,0.106818
pr_001451444,0.684909,0.106818
pr_001255746,0.684909,0.106818
pr_001313598,0.684909,0.106818
pr_001499377,0.684909,0.106818
pr_001348287,0.684909,0.106818
pr_001257064,0.684909,0.106818
pr_001554447,0.684909,0.106818
pr_001349434,0.684909,0.106818
pr_001313884,0.684909,0.106818
us_000594644,0.684909,0.107017
us_000614662,0.684909,0.107138
us_000601373,0.684909,0.107139
us_000614104,0.684909,0.107529
us_000606619,0.684909,0.107702
us_000606455,0.684909,0.107702
us_000603419,0.684909,0.108409
us_000603407,0.684909,0.108409
pr_001444016,0.684909,0.108572
pr_001531041,0.684909,0.108572
pr_001331997,0.684909,0.111754
us_000512949,0.684909,0.113003
pr_001457043,0.684909,0.113021
pr_001447679,0.684909,0.113021
us_000610145,0.684909,0.113090
pr_001445752,0.684909,0.114776
us_000542131,0.684909,0.115943
us_000520691,0.684909,0.116126
us_000584797,0.684909,0.121977
pr_001427631,0.684909,0.122703
pr_001481998,0.684909,0.122703
pr_001473219,0.684909,0.124429
pr_001486123,0.684909,0.130599
pr_001462065,0.684909,0.130599
pr_001295673,0.684909,0.132357
pr_001330704,0.684909,0.138527
pr_001438927,0.684909,0.169218
us_000507883,0.684909,0.174074
pr_001426538,0.684909,0.175016
pr_001508938,0.684909,0.175016
pr_001448646,0.684909,0.299896
pr_001254891,0.682019,0.000000
pr_001224056,0.682019,0.000000
pr_001277419,0.682019,0.000000
pr_001248737,0.682019,0.000000
pr_001223091,0.682019,0.000000
pr_001240451,0.682019,0.000000
pr_001292859,0.682019,0.000000
pr_001246985,0.682019,0.000000
pr_001222620,0.682019,0.000000
us_000580134,0.682019,0.094195
us_000600948,0.682019,0.151488
pr_001285937,0.682019,0.153683
us_000529280,0.682019,0.154922
pr_001187118,0.682019,0.158122
us_000532684,0.682019,0.162439
pr_001280238,0.682019,0.170942
us_000581463,0.682019,0.174321
us_000577724,0.682019,0.174551
us_000566648,0.682019,0.175210
us_000538622,0.682019,0.175422
us_000582199,0.682019,0.176365
pr_001334295,0.682019,0.177063
pr_001361153,0.682019,0.177063
pr_001259355,0.682019,0.177063
pr_001291780,0.682019,0.177063
us_000594870,0.682019,0.177193
pr_001484761,0.682019,0.177400
us_000541840,0.682019,0.179115
us_000554724,0.682019,0.179134
us_000524289,0.682019,0.180114
us_000577414,0.682019,0.180179
us_000578851,0.682019,0.180187
us_000577401,0.682019,0.180846
us_000522700,0.682019,0.180870
us_000578995,0.682019,0.180880
us_000515378,0.682019,0.180964
us_000554568,0.682019,0.181367
us_000572121,0.682019,0.181803
us_000555440,0.682019,0.181886
us_000521288,0.682019,0.182055
us_000539033,0.682019,0.182128
us_000534695,0.682019,0.182242
pr_001550785,0.682019,0.183368
pr_001342432,0.682019,0.183368
pr_001325416,0.682019,0.183368
pr_001258765,0.682019,0.183368
pr_001349575,0.682019,0.183368
pr_001266636,0.682019,0.183368
pr_001183893,0.682019,0.183368
pr_001278313,0.682019,0.183368
pr_001348201,0.682019,0.183368
pr_001319319,0.682019,0.183368
pr_001362733,0.682019,0.183368
pr_001284833,0.682019,0.183368
pr_001275366,0.682019,0.183368
pr_001325244,0.682019,0.183368
pr_001350453,0.682019,0.183368
pr_001357729,0.682019,0.183368
pr_001209538,0.682019,0.183368
pr_001280657,0.682019,0.183368
pr_001265937,0.682019,0.183368
pr_001179990,0.682019,0.183368
pr_001346367,0.682019,0.183368
pr_001330481,0.682019,0.183368
pr_001257072,0.682019,0.183368
pr_001348069,0.682019,0.183368
pr_001200688,0.682019,0.183368
pr_001208138,0.682019,0.183368
pr_001268701,0.682019,0.183368
pr_001283148,0.682019,0.183368
pr_001207321,0.682019,0.183368
pr_001440282,0.682019,0.183368
pr_001484547,0.682019,0.185151
us_000541692,0.682019,0.189861
pr_001458506,0.682019,0.207234
us_000511049,0.674806,0.000000
us_000557257,0.674806,0.163651
us_000558193,0.674806,0.169077
pr_001431759,0.674806,0.173606
pr_001286058,0.674806,0.173606
pr_001508804,0.674806,0.173606
us_000541451,0.674806,0.174928
us_000542871,0.674806,0.174999
pr_001503778,0.674806,0.175520
us_000522562,0.674806,0.176914
us_000579008,0.674806,0.178080
us_000571009,0.674806,0.178164
us_000515319,0.674806,0.178168
us_000578967,0.674806,0.178865
us_000538047,0.674806,0.178959
us_000539129,0.674806,0.178985
us_000522780,0.674806,0.179235
us_000522988,0.674806,0.179536
pr_001559947,0.674806,0.180535
pr_001286530,0.674806,0.180535
pr_001318159,0.674806,0.180535
pr_001464759,0.674806,0.180535
pr_001449960,0.674806,0.180535
pr_001279178,0.674806,0.180535
pr_001476873,0.674806,0.181704
pr_001419859,0.674806,0.182116
us_000541702,0.674806,0.196166
pr_001251820,0.674541,0.000000
pr_001221625,0.674541,0.000000
pr_001328613,0.674541,0.000000
pr_001222227,0.674541,0.000000
pr_001215897,0.674541,0.000000
pr_001216586,0.674541,0.000000
pr_001240786,0.674541,0.000000
pr_001215914,0.674541,0.000000
pr_001246159,0.674541,0.000000
us_000597692,0.674541,0.313904
us_000574304,0.674541,0.337483
pr_001333144,0.674541,0.366277
pr_001445748,0.674541,0.372456
pr_001502424,0.674541,0.373718
us_000548420,0.674541,0.376823
pr_001421063,0.674541,0.378238
pr_001191698,0.674541,0.385299
us_000564169,0.674541,0.386275
us_000583777,0.674541,0.388264
pr_001310905,0.674541,0.391294
pr_001213065,0.674541,0.391294
pr_001198871,0.674541,0.391294
us_000513292,0.674541,0.394635
us_000537664,0.674541,0.394909
us_000510510,0.674541,0.396052
pr_001513792,0.674541,0.397076
pr_001364105,0.674541,0.397474
pr_001176035,0.674541,0.397474
pr_001334620,0.674541,0.397474
pr_001266662,0.674541,0.397474
pr_001547062,0.674541,0.397474
pr_001181171,0.674541,0.397474
pr_001261218,0.674541,0.397474
pr_001476217,0.674541,0.397474
pr_001358442,0.674541,0.397474
pr_001326029,0.674541,0.397474
pr_001348619,0.674541,0.397474
pr_001302551,0.674541,0.397474
pr_001195584,0.674541,0.397474
pr_001301688,0.674541,0.397474
pr_001171632,0.674541,0.397474
pr_001543520,0.674541,0.401574
pr_001418813,0.674541,0.407603
pr_001497686,0.652682,0.007865
pr_001459285,0.652682,0.007865
pr_001435128,0.652682,0.007865
pr_001485170,0.652682,0.007865
pr_001470061,0.652682,0.040530
us_000506622,0.652682,0.166418
us_000597314,0.652682,0.170904
pr_001347943,0.652682,0.174034
pr_001206484,0.652682,0.174034
us_000555721,0.652682,0.187577
pr_001437449,0.652682,0.228976
pr_001241692,0.642946,0.000000
pr_001220282,0.642946,0.000000
pr_001347632,0.642946,0.000000
pr_001363061,0.642946,0.000000
pr_001217811,0.642946,0.000000
pr_001227221,0.642946,0.000000
pr_001222834,0.642946,0.000000
pr_001346696,0.642946,0.000000
pr_001219265,0.642946,0.000000
pr_001214886,0.642946,0.000000
pr_001290259,0.642946,0.000000
pr_001538495,0.642946,0.000000
pr_000748953,0.642946,0.000000
pr_001228649,0.642946,0.000000
pr_001277539,0.642946,0.000000
pr_001215613,0.642946,0.000000
pr_001228621,0.642946,0.000000
pr_001216740,0.642946,0.000000
pr_001545551,0.642946,0.000000
pr_001362814,0.642946,0.000000
us_000552548,0.642946,0.000000
pr_001216733,0.642946,0.000000
pr_001361486,0.642946,0.000000
us_000522333,0.642946,0.000000
pr_001242646,0.642946,0.000000
pr_001222001,0.642946,0.000000
pr_001438570,0.642946,0.000000
pr_001300620,0.642946,0.000000
pr_001240938,0.642946,0.000000
pr_001224157,0.642946,0.000000
us_000544206,0.642946,0.000000
pr_001254664,0.642946,0.000000
pr_001215234,0.642946,0.000000
pr_001290213,0.642946,0.000000
pr_001537733,0.642946,0.000000
pr_001214436,0.642946,0.000000
pr_001220225,0.642946,0.000000
pr_001242340,0.642946,0.000000
pr_001225029,0.642946,0.000000
pr_001217791,0.642946,0.000000
pr_001185799,0.642946,0.000000
pr_001263132,0.642946,0.000000
pr_001220625,0.642946,0.000000
pr_001220940,0.642946,0.000000
pr_001235680,0.642946,0.000000
pr_001535848,0.642946,0.000000
pr_001218123,0.642946,0.000000
pr_001246330,0.642946,0.000000
pr_001380669,0.642946,0.000000
pr_000288750,0.642946,0.000000
pr_001214452,0.642946,0.000000
pr_001245304,0.642946,0.000000
pr_001223010,0.642946,0.000000
pr_001182805,0.642946,0.000000
pr_001382200,0.642946,0.000000
pr_001218807,0.642946,0.000000
pr_001220238,0.642946,0.000000
pr_001348632,0.642946,0.000000
pr_001300973,0.642946,0.000000
pr_001242559,0.642946,0.000000
pr_001542296,0.642946,0.000000
pr_001245633,0.642946,0.038875
pr_001245487,0.642946,0.045624
us_000571861,0.642946,0.086937
us_000596002,0.642946,0.087224
us_000579570,0.642946,0.087437
us_000523409,0.642946,0.087696
us_000572322,0.642946,0.087699
us_000579818,0.642946,0.087804
us_000504436,0.642946,0.087949
us_000588136,0.642946,0.088104
us_000587804,0.642946,0.088168
us_000585180,0.642946,0.088359
us_000584580,0.642946,0.088393
us_000583643,0.642946,0.088448
us_000582028,0.642946,0.088532
us_000596675,0.642946,0.088611
us_000578614,0.642946,0.088695
us_000577712,0.642946,0.088716
us_000537287,0.642946,0.088720
us_000577155,0.642946,0.088761
us_000505473,0.642946,0.088845
us_000505685,0.642946,0.088845
us_000592578,0.642946,0.088945
us_000589966,0.642946,0.089053
us_000565888,0.642946,0.089062
us_000565933,0.642946,0.089079
us_000564213,0.642946,0.089106
us_000587340,0.642946,0.089164
us_000583653,0.642946,0.089280
us_000548268,0.642946,0.089346
us_000537945,0.642946,0.089353
us_000541701,0.642946,0.089364
us_000560222,0.642946,0.089380
us_000542808,0.642946,0.089409
us_000533572,0.642946,0.089490
us_000532913,0.642946,0.089494
us_000532836,0.642946,0.089495
us_000532798,0.642946,0.089495
us_000532525,0.642946,0.089497
us_000526278,0.642946,0.089535
us_000526126,0.642946,0.089536
us_000525819,0.642946,0.089538
us_000524842,0.642946,0.089544
us_000524826,0.642946,0.089544
us_000524630,0.642946,0.089546
us_000523433,0.642946,0.089553
us_000523414,0.642946,0.089553
us_000523384,0.642946,0.089553
us_000523388,0.642946,0.089553
us_000523390,0.642946,0.089553
us_000523071,0.642946,0.089554
us_000523079,0.642946,0.089554
us_000522857,0.642946,0.089556
us_000522435,0.642946,0.089559
