Product ID : 2111 # of JPs covered : 1 : 190 : Accounting-Valuation Services, 
OID,Confidence at Map Node,Error at Map Node
pr_000873842,0.351804, 0.084883
pr_001001223,0.351804, 0.084883
pr_001168206,0.351804, 0.084883
pr_001042178,0.351804, 0.084883
pr_000553464,0.351804, 0.084883
pr_000556356,0.351804, 0.084883
pr_000873328,0.351804, 0.084883
pr_000518923,0.351804, 0.084883
pr_000631723,0.351804, 0.084883
pr_000513792,0.351804, 0.084883
pr_000748999,0.351804, 0.084883
pr_000634298,0.351804, 0.084883
pr_000631795,0.351804, 0.084883
pr_000392778,0.351804, 0.084883
pr_000552683,0.351804, 0.084883
pr_000849381,0.351804, 0.084883
pr_000922828,0.351804, 0.084883
pr_000543919,0.351804, 0.084883
pr_000843866,0.351804, 0.084883
pr_000791300,0.351804, 0.084883
pr_001148593,0.351804, 0.084883
pr_000770347,0.351804, 0.084883
pr_000522384,0.351804, 0.084883
pr_001043573,0.351804, 0.084883
pr_000892021,0.351804, 0.084883
pr_000523076,0.351804, 0.084883
pr_001055803,0.351804, 0.084883
pr_001396106,0.351804, 0.084883
pr_000712667,0.351804, 0.084883
pr_000561735,0.351804, 0.084883
pr_000551848,0.351804, 0.084883
pr_000715391,0.351804, 0.084883
pr_000631030,0.351804, 0.084883
pr_000921822,0.351804, 0.084883
pr_000556309,0.351804, 0.084883
pr_001044028,0.351804, 0.084883
pr_000558796,0.351804, 0.084883
pr_000719231,0.351804, 0.084883
pr_001044426,0.351804, 0.084883
pr_000748714,0.351804, 0.084883
pr_001043887,0.351804, 0.084883
pr_000559420,0.351804, 0.084883
pr_000726655,0.351804, 0.084883
pr_000921394,0.351804, 0.084883
pr_001001114,0.351804, 0.084883
pr_001582715,0.351804, 0.084883
pr_000633589,0.351804, 0.084883
pr_000994431,0.351804, 0.084883
pr_000724441,0.351804, 0.084883
pr_000699408,0.351804, 0.084883
pr_000519780,0.351804, 0.084883
pr_000636229,0.351804, 0.084883
pr_000559378,0.351804, 0.084883
pr_000558923,0.351804, 0.084883
pr_000514315,0.351804, 0.084883
pr_000871889,0.351804, 0.084883
pr_000631089,0.351804, 0.084883
pr_000631690,0.351804, 0.084883
pr_001033775,0.351804, 0.084883
pr_000526113,0.351804, 0.084883
pr_000899066,0.351804, 0.084883
pr_000631714,0.351804, 0.084883
pr_000995631,0.351804, 0.084883
pr_001044002,0.351804, 0.084883
pr_000627122,0.351804, 0.084883
pr_000745716,0.351804, 0.084883
pr_000646129,0.351804, 0.084883
pr_001042650,0.351804, 0.084883
pr_000779172,0.351804, 0.084883
pr_000921483,0.351804, 0.084883
pr_000633067,0.351804, 0.084883
pr_000516764,0.351804, 0.084883
pr_000632494,0.351804, 0.084883
pr_000775771,0.351804, 0.084883
pr_000696174,0.351804, 0.084883
pr_000719368,0.351804, 0.084883
pr_000715766,0.351804, 0.084883
pr_000919989,0.351804, 0.084883
pr_001041821,0.351804, 0.084883
pr_000716667,0.351804, 0.084883
pr_000974618,0.351804, 0.084883
pr_001129412,0.351804, 0.084883
pr_000520355,0.351804, 0.084883
pr_000716408,0.351804, 0.084883
pr_000921111,0.351804, 0.084883
pr_001042478,0.351804, 0.084883
pr_000819623,0.351804, 0.084883
pr_000874827,0.351804, 0.084883
pr_000877377,0.351804, 0.084883
pr_000920284,0.351804, 0.084883
pr_000655713,0.351804, 0.084883
pr_000887684,0.351804, 0.084883
pr_001044201,0.351804, 0.084883
pr_000518268,0.351804, 0.084883
pr_000919325,0.351804, 0.084883
pr_000560676,0.351804, 0.084883
pr_000992316,0.351804, 0.084883
pr_001042703,0.351804, 0.084883
pr_000715459,0.351804, 0.084883
pr_000557066,0.351804, 0.084883
pr_000522574,0.351804, 0.084883
pr_000632727,0.351804, 0.084883
pr_000846725,0.351804, 0.084883
pr_000633575,0.351804, 0.084883
pr_000712319,0.351804, 0.084883
pr_000627931,0.351804, 0.084883
pr_000721649,0.351804, 0.084883
pr_000634769,0.351804, 0.084883
pr_001044963,0.351804, 0.084883
pr_000972310,0.351804, 0.084883
pr_000636104,0.351804, 0.084883
pr_000837966,0.351804, 0.084883
pr_001042090,0.351804, 0.084883
pr_001044204,0.351804, 0.084883
pr_000636244,0.351804, 0.084883
pr_001000320,0.351804, 0.084883
pr_000431778,0.351804, 0.084883
pr_000827828,0.351804, 0.084883
pr_000631799,0.351804, 0.084883
pr_000561228,0.351804, 0.084883
pr_000631736,0.351804, 0.084883
pr_000921907,0.351804, 0.084883
pr_000993017,0.351804, 0.084883
pr_000919668,0.351804, 0.084883
pr_001043155,0.351804, 0.084883
pr_000926148,0.351804, 0.084883
pr_000749423,0.351804, 0.084883
pr_000910523,0.351804, 0.084883
pr_000699749,0.351804, 0.084883
pr_000873905,0.351804, 0.084883
pr_001034260,0.351804, 0.084883
pr_000630539,0.351804, 0.084883
pr_000372321,0.351804, 0.084883
pr_000518600,0.351804, 0.084883
pr_000883269,0.351804, 0.084883
pr_000630469,0.351804, 0.084883
pr_000706974,0.351804, 0.084883
pr_000724988,0.351804, 0.084883
pr_000940748,0.351804, 0.084883
pr_000543823,0.351804, 0.084883
pr_000914891,0.351804, 0.084883
pr_000513750,0.351804, 0.084883
pr_000716191,0.351804, 0.084883
pr_000724665,0.351804, 0.084883
pr_001034536,0.351804, 0.085014
pr_000628594,0.351804, 0.085021
pr_000946775,0.351804, 0.085035
pr_001033616,0.351804, 0.085072
pr_000369144,0.351804, 0.085097
pr_001033572,0.351804, 0.085276
pr_001033693,0.351804, 0.085276
pr_000397644,0.351804, 0.085276
pr_001043743,0.351804, 0.085276
pr_000967455,0.351804, 0.085276
pr_000714264,0.351804, 0.085276
pr_000750820,0.351804, 0.085309
pr_001034156,0.351804, 0.085315
pr_000644020,0.351804, 0.085440
pr_000700520,0.351804, 0.085478
pr_001672128,0.351804, 0.085481
pr_001001113,0.351804, 0.085481
pr_001033581,0.351804, 0.085484
pr_000645658,0.351804, 0.085484
pr_000845346,0.351804, 0.085484
pr_000820909,0.351804, 0.085484
pr_000729583,0.351804, 0.085484
pr_000515160,0.351804, 0.085505
pr_001686052,0.351804, 0.085624
pr_000862153,0.351804, 0.085721
pr_000383081,0.351804, 0.086521
pr_000976355,0.351804, 0.086577
pr_000989869,0.351804, 0.087130
pr_000695018,0.351804, 0.087307
pr_000975798,0.351804, 0.087349
pr_000910701,0.351804, 0.087355
pr_000556858,0.351804, 0.087515
pr_000517966,0.351804, 0.087997
pr_000514197,0.351804, 0.087997
pr_000715283,0.351804, 0.087997
pr_000558540,0.351804, 0.087997
pr_000658562,0.351804, 0.087997
pr_000700830,0.351804, 0.087997
pr_000716648,0.351804, 0.087997
pr_000656372,0.351804, 0.088047
pr_000655740,0.351804, 0.088681
pr_000708500,0.351804, 0.090999
pr_000818251,0.351804, 0.091825
pr_002125968,0.351804, 0.091875
pr_001002061,0.351804, 0.092960
us_000278030,0.351804, 0.115210
us_000517148,0.197415, 0.000000
us_000544258,0.197415, 0.000000
us_000540549,0.197415, 0.000000
us_000546707,0.197415, 0.000000
us_000577588,0.197415, 0.000000
us_000544969,0.197415, 0.000000
us_000577584,0.197415, 0.000000
us_000525372,0.197415, 0.000000
us_000589956,0.197415, 0.000001
us_000478272,0.197415, 0.000001
us_000526763,0.197415, 0.000001
us_000580657,0.197415, 0.000001
us_000614921,0.197415, 0.000001
us_000562026,0.197415, 0.000001
us_000565687,0.197415, 0.000001
us_000544393,0.197415, 0.000001
us_000536677,0.197415, 0.000001
us_000484770,0.197415, 0.000001
us_000468619,0.197415, 0.000001
us_000604936,0.197415, 0.000001
us_000577015,0.197415, 0.000001
us_000525136,0.197415, 0.000049
us_000485806,0.197415, 0.000067
us_000473897,0.197415, 0.000076
us_000470045,0.197415, 0.000077
us_000527481,0.197415, 0.000136
us_000539771,0.197415, 0.000146
us_000464566,0.197415, 0.000445
us_000322455,0.197415, 0.000488
us_000290244,0.197415, 0.000739
us_000459019,0.197415, 0.001075
us_000468698,0.197415, 0.001174
us_000511194,0.197415, 0.003687
us_000291223,0.197415, 0.004680
us_000532750,0.197415, 0.004905
us_000563088,0.197415, 0.005083
us_000581471,0.197415, 0.007363
us_000460549,0.197415, 0.018780
us_000513470,0.197415, 0.036922
us_000514588,0.197415, 0.095318
us_000589147,0.197415, 0.130133
us_000459124,0.197415, 0.476026
us_000537711,0.197415, 0.540469
us_000530797,0.197415, 0.572391
us_000203216,0.197415, 0.586535
us_000475025,0.197415, 0.590654
us_000464011,0.197415, 0.626818
us_000487680,0.197415, 0.665495
us_000492036,0.197415, 0.685867
us_000204953,0.197415, 0.731921
us_000603806,0.197415, 0.743422
us_000473078,0.197415, 0.763503
us_000473080,0.197415, 0.781799
us_000469328,0.197415, 0.784924
us_000500943,0.197415, 0.787689
us_000523558,0.197415, 0.791437
us_000606973,0.197415, 0.804666
us_000277326,0.197415, 0.805428
us_000493198,0.197415, 0.823179
us_000595110,0.197415, 0.828444
us_000531413,0.197415, 0.835840
us_000510206,0.197415, 0.850263
us_000493062,0.197415, 0.878983
us_000510550,0.197415, 0.881602
us_000492693,0.197415, 0.923875
us_000462461,0.197415, 0.927527
us_000501747,0.197415, 0.937082
us_000501022,0.197415, 0.937082
us_000462016,0.197415, 0.939979
us_000563991,0.197415, 0.953887
us_000470753,0.197415, 0.966614
us_000564602,0.197415, 0.968642
us_000470900,0.197415, 0.975049
us_000492129,0.197415, 0.976057
us_000472884,0.197415, 0.985014
us_000539592,0.197415, 0.989449
pr_001637873,0.138177, 0.000000
pr_001856557,0.138177, 0.000000
pr_001834760,0.138177, 0.000000
pr_001389488,0.138177, 0.000000
pr_001056395,0.138177, 0.000000
pr_002081624,0.138177, 0.000000
pr_000852862,0.138177, 0.000000
pr_000386626,0.138177, 0.000000
pr_001034759,0.138177, 0.000000
pr_001035318,0.138177, 0.000000
pr_000508093,0.138177, 0.000000
pr_000374821,0.138177, 0.000000
us_000485407,0.138177, 0.000000
us_000368073,0.138177, 0.000000
us_000595328,0.138177, 0.000000
us_000600708,0.138177, 0.000000
us_000545215,0.138177, 0.000000
us_000614397,0.138177, 0.000000
us_000593063,0.138177, 0.000000
us_000545830,0.138177, 0.000000
us_000486578,0.138177, 0.000000
pr_000640761,0.138177, 0.000001
pr_001707235,0.138177, 0.000001
pr_002096413,0.138177, 0.000002
pr_002124599,0.138177, 0.000002
pr_001907296,0.138177, 0.000002
pr_002052247,0.138177, 0.000002
us_000492420,0.138177, 0.000002
us_000523168,0.138177, 0.000002
us_000479998,0.138177, 0.000003
us_000474079,0.138177, 0.000003
us_000461610,0.138177, 0.000003
us_000460963,0.138177, 0.000003
us_000194359,0.138177, 0.000003
us_000489434,0.138177, 0.000003
us_000201775,0.138177, 0.000004
us_000495487,0.138177, 0.000004
us_000494695,0.138177, 0.000004
us_000517625,0.138177, 0.000004
us_000588060,0.138177, 0.000004
us_000516990,0.138177, 0.000004
us_000552602,0.138177, 0.000004
us_000492919,0.138177, 0.000004
us_000486918,0.138177, 0.000004
us_000513952,0.138177, 0.000004
us_000516250,0.138177, 0.000004
us_000616107,0.138177, 0.000004
us_000533665,0.138177, 0.000004
us_000606697,0.138177, 0.000004
us_000615042,0.138177, 0.000004
us_000496698,0.138177, 0.000004
us_000584695,0.138177, 0.000004
us_000599070,0.138177, 0.000004
us_000590120,0.138177, 0.000004
us_000599090,0.138177, 0.000004
pr_001664698,0.138177, 0.000008
pr_001977699,0.138177, 0.000008
pr_002083870,0.138177, 0.000008
pr_002113896,0.138177, 0.000008
pr_002112608,0.138177, 0.000008
pr_002082318,0.138177, 0.000008
pr_001756731,0.138177, 0.000008
pr_002084756,0.138177, 0.000008
pr_001663930,0.138177, 0.000008
pr_002116388,0.138177, 0.000008
us_000518578,0.138177, 0.000009
us_000564488,0.138177, 0.000014
pr_001665830,0.138177, 0.000015
pr_001966384,0.138177, 0.000015
us_000482131,0.138177, 0.000017
us_000484015,0.138177, 0.000021
us_000589697,0.138177, 0.000028
us_000615491,0.138177, 0.000028
us_000520693,0.138177, 0.000028
us_000510848,0.138177, 0.000028
us_000598108,0.138177, 0.000028
us_000491600,0.138177, 0.000028
us_000487024,0.138177, 0.000028
us_000534279,0.138177, 0.000028
us_000538400,0.138177, 0.000028
us_000514447,0.138177, 0.000028
us_000520559,0.138177, 0.000028
us_000516965,0.138177, 0.000028
us_000577257,0.138177, 0.000028
us_000527025,0.138177, 0.000028
us_000528908,0.138177, 0.000030
pr_002110409,0.138177, 0.000036
pr_002111460,0.138177, 0.000038
pr_002212401,0.138177, 0.000038
pr_001397154,0.138177, 0.000038
pr_002086675,0.138177, 0.000038
pr_002086141,0.138177, 0.000045
pr_002094124,0.138177, 0.000051
us_000489655,0.138177, 0.000063
us_000488049,0.138177, 0.000063
us_000500073,0.138177, 0.000063
us_000538170,0.138177, 0.000063
us_000557284,0.138177, 0.000063
us_000563128,0.138177, 0.000063
us_000503255,0.138177, 0.000073
us_000527054,0.138177, 0.000073
us_000502713,0.138177, 0.000073
pr_001054185,0.138177, 0.000073
us_000599169,0.138177, 0.000073
us_000611885,0.138177, 0.000073
us_000494142,0.138177, 0.000073
pr_000937983,0.138177, 0.000073
us_000579464,0.138177, 0.000073
us_000506203,0.138177, 0.000073
us_000496329,0.138177, 0.000073
us_000590550,0.138177, 0.000079
us_000590525,0.138177, 0.000079
us_000590845,0.138177, 0.000079
us_000590779,0.138177, 0.000079
us_000590748,0.138177, 0.000079
us_000590718,0.138177, 0.000079
us_000590822,0.138177, 0.000079
us_000590715,0.138177, 0.000079
us_000541137,0.138177, 0.000079
us_000590829,0.138177, 0.000079
us_000590834,0.138177, 0.000079
us_000590714,0.138177, 0.000079
us_000590860,0.138177, 0.000079
us_000590841,0.138177, 0.000079
us_000590556,0.138177, 0.000079
us_000590647,0.138177, 0.000079
us_000562222,0.138177, 0.000079
us_000590580,0.138177, 0.000079
us_000573157,0.138177, 0.000079
us_000590578,0.138177, 0.000079
us_000590765,0.138177, 0.000079
us_000537656,0.138177, 0.000079
us_000529735,0.138177, 0.000079
us_000590529,0.138177, 0.000079
us_000544061,0.138177, 0.000079
us_000590850,0.138177, 0.000079
us_000590707,0.138177, 0.000079
us_000590747,0.138177, 0.000079
us_000590644,0.138177, 0.000079
us_000590645,0.138177, 0.000079
us_000540032,0.138177, 0.000079
us_000590561,0.138177, 0.000079
us_000524609,0.138177, 0.000079
us_000544683,0.138177, 0.000079
us_000590831,0.138177, 0.000079
us_000590743,0.138177, 0.000079
us_000590657,0.138177, 0.000079
us_000545005,0.138177, 0.000079
us_000590563,0.138177, 0.000079
us_000497758,0.138177, 0.000079
us_000590515,0.138177, 0.000079
us_000590595,0.138177, 0.000079
us_000526887,0.138177, 0.000079
us_000573979,0.138177, 0.000083
us_000505885,0.138177, 0.000085
us_000567203,0.138177, 0.000099
pr_001660950,0.138177, 0.000099
us_000484477,0.138177, 0.000139
us_000585880,0.138177, 0.000139
us_000504555,0.138177, 0.000139
us_000582171,0.138177, 0.000139
us_000542316,0.138177, 0.000139
us_000499443,0.138177, 0.000139
us_000535772,0.138177, 0.000157
us_000174850,0.138177, 0.000160
us_000519007,0.138177, 0.000230
us_000489249,0.138177, 0.000240
us_000295517,0.138177, 0.000282
us_000465191,0.138177, 0.000291
us_000571428,0.138177, 0.000292
us_000484246,0.138177, 0.000344
us_000580089,0.138177, 0.000396
us_000519516,0.138177, 0.000443
us_000583768,0.138177, 0.000527
pr_000908124,0.138177, 0.000542
pr_000908130,0.138177, 0.000590
us_000549457,0.138177, 0.000616
us_000576071,0.138177, 0.000620
us_000589100,0.138177, 0.000635
pr_001036942,0.138177, 0.000639
us_000544731,0.138177, 0.000989
us_000557977,0.138177, 0.001038
us_000599871,0.138177, 0.001168
us_000611278,0.138177, 0.001203
us_000538591,0.138177, 0.001208
us_000507286,0.138177, 0.001251
us_000557127,0.138177, 0.001344
us_000548745,0.138177, 0.001489
us_000526568,0.138177, 0.001489
us_000556808,0.138177, 0.001496
us_000485552,0.138177, 0.001502
us_000522825,0.138177, 0.001538
us_000480574,0.138177, 0.001587
us_000537067,0.138177, 0.001594
us_000552871,0.138177, 0.001635
us_000512072,0.138177, 0.001832
us_000550459,0.138177, 0.001980
us_000549257,0.138177, 0.001992
pr_000226350,0.138177, 0.002099
us_000513899,0.138177, 0.002139
us_000561752,0.138177, 0.002253
us_000523157,0.138177, 0.002300
us_000494764,0.138177, 0.002344
us_000547195,0.138177, 0.002362
us_000524701,0.138177, 0.002398
us_000509043,0.138177, 0.002404
us_000539645,0.138177, 0.002438
us_000502020,0.138177, 0.002540
us_000566825,0.138177, 0.002605
us_000569854,0.138177, 0.002613
us_000532976,0.138177, 0.002713
us_000503893,0.138177, 0.002744
us_000542141,0.138177, 0.002824
us_000587580,0.138177, 0.003131
us_000526915,0.138177, 0.003168
us_000517459,0.138177, 0.003339
us_000556308,0.138177, 0.003365
us_000556336,0.138177, 0.003387
us_000500890,0.138177, 0.003388
us_000528763,0.138177, 0.003404
us_000532685,0.138177, 0.003502
us_000555484,0.138177, 0.003834
us_000563129,0.138177, 0.003848
us_000536785,0.138177, 0.003867
us_000577786,0.138177, 0.003874
us_000526235,0.138177, 0.004254
us_000502708,0.138177, 0.004254
us_000613996,0.138177, 0.004301
us_000519307,0.138177, 0.004308
us_000615725,0.138177, 0.004393
us_000595829,0.138177, 0.004394
us_000493854,0.138177, 0.004728
us_000492738,0.138177, 0.005030
us_000507371,0.138177, 0.006164
us_000564469,0.138177, 0.007449
us_000531346,0.138177, 0.008269
us_000563492,0.138177, 0.008638
us_000504595,0.138177, 0.009768
us_000528902,0.138177, 0.010292
us_000511335,0.138177, 0.011310
us_000540033,0.138177, 0.013401
us_000480975,0.138177, 0.016102
us_000605586,0.138177, 0.017546
us_000572498,0.138177, 0.019420
us_000535388,0.138177, 0.020265
us_000458704,0.138177, 0.021262
us_000486755,0.138177, 0.024909
us_000501411,0.138177, 0.029463
us_000572839,0.138177, 0.029629
us_000472038,0.138177, 0.030349
us_000497723,0.138177, 0.030859
us_000494579,0.138177, 0.032041
us_000481242,0.138177, 0.034038
us_000562930,0.138177, 0.034880
us_000530025,0.138177, 0.036607
us_000500589,0.138177, 0.040333
us_000478796,0.138177, 0.040442
us_000593309,0.138177, 0.042399
us_000592043,0.138177, 0.049421
us_000579054,0.138177, 0.055969
us_000516082,0.138177, 0.066339
us_000302679,0.138177, 0.066877
us_000547362,0.138177, 0.067653
us_000528730,0.138177, 0.068764
us_000560083,0.138177, 0.082274
us_000488361,0.138177, 0.092010
us_000496235,0.138177, 0.093503
us_000514614,0.138177, 0.093786
us_000473904,0.138177, 0.104884
us_000526920,0.138177, 0.114898
us_000471174,0.138177, 0.190850
us_000550323,0.138177, 0.191377
us_000508259,0.138177, 0.262400
us_000584909,0.133431, 0.000000
us_000606724,0.133431, 0.000000
us_000556872,0.133431, 0.000000
us_000578888,0.133431, 0.000000
us_000593003,0.133431, 0.000000
us_000555030,0.133431, 0.000000
us_000578042,0.133431, 0.000000
us_000586673,0.133431, 0.000000
us_000600189,0.133431, 0.000000
us_000578681,0.133431, 0.000000
us_000572275,0.133431, 0.000000
us_000586053,0.133431, 0.000000
us_000614903,0.133431, 0.000000
us_000604804,0.133431, 0.000000
us_000546096,0.133431, 0.000000
us_000558716,0.133431, 0.000000
us_000528043,0.133431, 0.000000
us_000529022,0.133431, 0.000000
us_000600176,0.133431, 0.000000
us_000594945,0.133431, 0.000000
us_000600362,0.133431, 0.000000
us_000528463,0.133431, 0.000000
us_000586055,0.133431, 0.000000
us_000529944,0.133431, 0.000000
pr_002206423,0.133431, 0.000000
pr_000998664,0.133431, 0.000000
pr_001659615,0.133431, 0.000000
pr_000398873,0.133431, 0.000000
pr_001720986,0.133431, 0.000000
pr_002137183,0.133431, 0.000000
pr_000735359,0.133431, 0.000000
pr_001988076,0.133431, 0.000000
pr_001702580,0.133431, 0.000000
pr_002219174,0.133431, 0.000000
pr_002219354,0.133431, 0.000000
pr_001753027,0.133431, 0.000000
pr_002113139,0.133431, 0.000000
pr_001095224,0.133431, 0.000000
pr_002144286,0.133431, 0.000000
pr_001737179,0.133431, 0.000000
pr_002077018,0.133431, 0.000000
pr_002093370,0.133431, 0.000000
pr_002210105,0.133431, 0.000000
pr_002082021,0.133431, 0.000000
pr_002173841,0.133431, 0.000000
pr_000380080,0.133431, 0.000000
pr_001665231,0.133431, 0.000000
pr_002159714,0.133431, 0.000000
pr_002172955,0.133431, 0.000000
pr_000873226,0.133431, 0.000000
pr_001968687,0.133431, 0.000000
pr_002096421,0.133431, 0.000000
pr_001926681,0.133431, 0.000000
pr_002056324,0.133431, 0.000000
pr_002199044,0.133431, 0.000000
pr_002111489,0.133431, 0.000000
pr_002069980,0.133431, 0.000000
pr_002058183,0.133431, 0.000000
pr_001987437,0.133431, 0.000000
pr_001732892,0.133431, 0.000000
pr_002233560,0.133431, 0.000000
pr_002077582,0.133431, 0.000000
pr_002084836,0.133431, 0.000000
pr_002197744,0.133431, 0.000000
pr_000902044,0.133431, 0.000000
pr_000897168,0.133431, 0.000000
pr_001875940,0.133431, 0.000000
pr_002157461,0.133431, 0.000000
pr_002082042,0.133431, 0.000000
pr_002114194,0.133431, 0.000000
pr_002079803,0.133431, 0.000000
pr_001664602,0.133431, 0.000000
pr_002168209,0.133431, 0.000000
pr_001845821,0.133431, 0.000000
pr_001699276,0.133431, 0.000000
pr_001406876,0.133431, 0.000000
us_000495336,0.133431, 0.000005
us_000464764,0.133431, 0.000005
us_000257941,0.133431, 0.000005
us_000595950,0.133431, 0.000005
us_000514973,0.133431, 0.000005
us_000522075,0.133431, 0.000005
pr_000094828,0.133431, 0.000006
us_000524555,0.133431, 0.000006
pr_001149756,0.133431, 0.000009
pr_001134261,0.133431, 0.000009
pr_000873761,0.133431, 0.000014
us_000460734,0.133431, 0.000015
pr_000892724,0.133431, 0.000015
pr_000893738,0.133431, 0.000016
pr_000718454,0.133431, 0.000018
us_000489162,0.133431, 0.000030
us_000372093,0.133431, 0.000030
us_000354198,0.133431, 0.000030
us_000465434,0.133431, 0.000032
pr_000386786,0.133431, 0.000051
pr_001155052,0.133431, 0.000051
pr_000375581,0.133431, 0.000051
pr_000597223,0.133431, 0.000051
pr_001156807,0.133431, 0.000051
pr_001158641,0.133431, 0.000051
pr_000389354,0.133431, 0.000051
pr_001621737,0.133431, 0.000051
pr_000510914,0.133431, 0.000051
pr_000592536,0.133431, 0.000056
us_000491469,0.133431, 0.000084
us_000546536,0.133431, 0.000195
us_000524537,0.133431, 0.000209
us_000528525,0.133431, 0.000283
us_000575868,0.133431, 0.001216
us_000512693,0.133431, 0.001355
us_000471418,0.133431, 0.001459
pr_001022708,0.133431, 0.001666
us_000568999,0.133431, 0.002910
us_000506679,0.133431, 0.006689
us_000505021,0.133431, 0.008001
us_000485001,0.133431, 0.010282
us_000550494,0.133431, 0.011400
us_000563388,0.133431, 0.011852
us_000600406,0.133431, 0.012203
us_000485516,0.133431, 0.012496
us_000483239,0.133431, 0.056242
us_000595593,0.133431, 0.131385
pr_001326479,0.133431, 0.986497
us_000514181,0.043872, 0.000000
us_000588572,0.043872, 0.000000
us_000531757,0.043872, 0.000000
us_000544796,0.043872, 0.000000
us_000563748,0.043872, 0.000000
us_000591979,0.043872, 0.000000
us_000454890,0.043872, 0.000000
us_000574792,0.043872, 0.000000
us_000500511,0.043872, 0.000000
us_000500397,0.043872, 0.000000
us_000600314,0.043872, 0.000000
us_000591959,0.043872, 0.000000
us_000458969,0.043872, 0.000000
pr_001155763,0.043872, 0.000001
pr_001157805,0.043872, 0.000001
pr_000762792,0.043872, 0.000002
pr_000655300,0.043872, 0.000006
pr_000813315,0.043872, 0.000006
pr_001146757,0.043872, 0.000007
pr_001775225,0.043872, 0.000020
us_000462954,0.043872, 0.000185
us_000472737,0.043872, 0.000199
us_000488385,0.043872, 0.000293
us_000580222,0.043872, 0.000327
us_000464627,0.043872, 0.000513
us_000483075,0.043872, 0.000542
us_000486335,0.043872, 0.000650
us_000142941,0.043872, 0.001153
us_000605929,0.043872, 0.001407
us_000479357,0.043872, 0.001520
us_000501192,0.043872, 0.001528
us_000448348,0.043872, 0.001609
us_000470713,0.043872, 0.002226
us_000585583,0.043872, 0.002692
us_000462934,0.043872, 0.002847
us_000505408,0.043872, 0.003668
us_000407494,0.043872, 0.004548
us_000379308,0.043872, 0.007549
us_000488046,0.043872, 0.009187
us_000388584,0.043872, 0.011132
us_000258593,0.043872, 0.013643
us_000541471,0.043872, 0.024357
us_000495011,0.043872, 0.046025
us_000553997,0.022985, 0.000000
us_000541581,0.022985, 0.000000
us_000278479,0.022985, 0.000000
us_000462211,0.022985, 0.000000
us_000460795,0.022985, 0.000000
us_000579698,0.022985, 0.000000
us_000549087,0.022985, 0.000000
us_000549089,0.022985, 0.000000
us_000485418,0.022985, 0.000000
us_000447477,0.022985, 0.000000
us_000462165,0.022985, 0.000000
us_000481079,0.022985, 0.000000
us_000548979,0.022985, 0.000000
us_000483228,0.022985, 0.000000
us_000462113,0.022985, 0.000000
us_000539387,0.022985, 0.000000
us_000438341,0.022985, 0.000000
pr_001627957,0.022985, 0.000000
pr_001145177,0.022985, 0.000000
us_000570257,0.022985, 0.000000
us_000479632,0.022985, 0.000000
pr_000298367,0.022985, 0.000001
pr_001620395,0.022985, 0.000001
pr_000384447,0.022985, 0.000001
pr_001825403,0.022985, 0.000001
pr_000764598,0.022985, 0.000001
pr_001155863,0.022985, 0.000001
pr_000629350,0.022985, 0.000001
pr_000389808,0.022985, 0.000001
pr_001156935,0.022985, 0.000001
pr_001158850,0.022985, 0.000001
pr_001035554,0.022985, 0.000001
pr_001828659,0.022985, 0.000001
pr_000764229,0.022985, 0.000001
pr_000616765,0.022985, 0.000001
pr_001071265,0.022985, 0.000001
pr_000571440,0.022985, 0.000001
pr_001035445,0.022985, 0.000001
pr_001824432,0.022985, 0.000001
pr_001035168,0.022985, 0.000001
pr_000966183,0.022985, 0.000001
pr_000998347,0.022985, 0.000001
pr_000570961,0.022985, 0.000001
pr_000383825,0.022985, 0.000001
pr_000515128,0.022985, 0.000001
pr_001621152,0.022985, 0.000001
pr_001821657,0.022985, 0.000001
pr_001737820,0.022985, 0.000001
pr_001611593,0.022985, 0.000001
pr_001035525,0.022985, 0.000001
pr_001817568,0.022985, 0.000001
pr_001735193,0.022985, 0.000001
pr_000374248,0.022985, 0.000001
pr_000374411,0.022985, 0.000001
pr_000768189,0.022985, 0.000001
pr_001155242,0.022985, 0.000001
pr_000383624,0.022985, 0.000001
pr_001828356,0.022985, 0.000001
pr_001824851,0.022985, 0.000001
pr_001034634,0.022985, 0.000001
pr_000383977,0.022985, 0.000001
pr_001820085,0.022985, 0.000001
pr_001685742,0.022985, 0.000001
pr_000446525,0.022985, 0.000001
pr_000690896,0.022985, 0.000001
pr_000389434,0.022985, 0.000001
pr_000570491,0.022985, 0.000001
pr_001819338,0.022985, 0.000001
pr_001034745,0.022985, 0.000001
pr_001825037,0.022985, 0.000001
pr_001034210,0.022985, 0.000001
pr_001034312,0.022985, 0.000001
pr_000508100,0.022985, 0.000001
us_000616886,0.022985, 0.000001
us_000617244,0.022985, 0.000001
us_000617201,0.022985, 0.000001
us_000580684,0.022985, 0.000001
us_000495225,0.022985, 0.000001
pr_001799107,0.022985, 0.000001
pr_001655466,0.022985, 0.000001
pr_001817115,0.022985, 0.000001
pr_001020307,0.022985, 0.000006
pr_001132655,0.022985, 0.000006
pr_000770865,0.022985, 0.000006
pr_000210322,0.022985, 0.000007
pr_002134273,0.022985, 0.000007
pr_001114780,0.022985, 0.000007
pr_001897039,0.022985, 0.000007
pr_001973140,0.022985, 0.000007
us_000504084,0.022985, 0.000011
pr_001123942,0.022985, 0.000019
