Product ID : 2111 # of JPs covered : 1 : 190 : Accounting-Valuation Services, 
OID,Confidence at Map Node,Error at Map Node
pr_001400526,0.022985, 0.000026
pr_001890419,0.022985, 0.000026
pr_000522400,0.022985, 0.000030
us_000572673,0.022985, 0.000035
us_000580656,0.022985, 0.000050
us_000539111,0.022985, 0.000050
pr_000381936,0.022985, 0.000051
pr_000169145,0.022985, 0.000051
us_000592840,0.022985, 0.000083
us_000613574,0.022985, 0.000094
us_000532726,0.022985, 0.000109
pr_001392964,0.022985, 0.000111
pr_000747539,0.022985, 0.000115
pr_001037013,0.022985, 0.000119
us_000574295,0.022985, 0.000144
pr_002072273,0.022985, 0.000149
pr_000343018,0.022985, 0.000163
pr_000833237,0.022985, 0.000177
us_000540234,0.022985, 0.000231
us_000583498,0.022985, 0.000231
pr_000959084,0.022985, 0.000234
pr_000963270,0.022985, 0.000292
pr_000653440,0.022985, 0.000310
us_000563564,0.022985, 0.000320
pr_001980885,0.022985, 0.000329
pr_000196149,0.022985, 0.000342
pr_000716855,0.022985, 0.000383
pr_000707393,0.022985, 0.000383
pr_000704327,0.022985, 0.000447
pr_001625421,0.022985, 0.000486
pr_000767447,0.022985, 0.000569
pr_000646258,0.022985, 0.000618
us_000446743,0.022985, 0.000625
pr_000167486,0.022985, 0.000636
us_000506975,0.022985, 0.000645
pr_001024822,0.022985, 0.000763
pr_000667625,0.022985, 0.000764
pr_000181476,0.022985, 0.000765
pr_000738632,0.022985, 0.000773
pr_000693885,0.022985, 0.000808
pr_001390890,0.022985, 0.000857
us_000524108,0.022985, 0.000990
pr_001121529,0.022985, 0.001409
us_000480204,0.022985, 0.001517
us_000502645,0.022985, 0.001528
pr_000611737,0.022985, 0.001597
pr_000172256,0.022985, 0.001761
us_000560244,0.022985, 0.002058
pr_000890479,0.022985, 0.002454
pr_000681479,0.022985, 0.002828
pr_001590508,0.022985, 0.002838
us_000489712,0.022985, 0.003870
us_000513287,0.022985, 0.005001
us_000511446,0.022985, 0.005469
us_000480050,0.022985, 0.005570
us_000578277,0.022985, 0.006275
us_000487693,0.022985, 0.009411
us_000510870,0.022985, 0.012185
us_000487797,0.022985, 0.013599
us_000608055,0.022985, 0.014769
us_000495256,0.022985, 0.015415
us_000614109,0.022985, 0.016812
us_000401290,0.022985, 0.032024
us_000397538,0.022985, 0.046259
us_000592663,0.022985, 0.057755
us_000484528,0.022985, 0.062999
pr_001837475,0.022985, 0.063935
pr_001989642,0.022985, 0.064985
us_000463837,0.022985, 0.066418
us_000588215,0.022985, 0.086383
us_000564412,0.022985, 0.098485
pr_001727847,0.022985, 0.133363
us_000509710,0.022985, 0.134481
us_000545774,0.022985, 0.139599
us_000432583,0.022985, 0.288220
us_000510998,0.022985, 0.393654
pr_002113835,0.022985, 0.873199
pr_001960072,0.022985, 0.875643
pr_001943815,0.022985, 0.879475
pr_001959450,0.022985, 0.881627
pr_001946879,0.022985, 0.884791
pr_001937560,0.022985, 0.885590
pr_001937561,0.022985, 0.885590
pr_001917724,0.022985, 0.887354
pr_002116381,0.022985, 0.888920
pr_002054714,0.022985, 0.889612
pr_001993335,0.022985, 0.890208
pr_001962694,0.022985, 0.890569
pr_002110740,0.022985, 0.891346
pr_002111741,0.022985, 0.892368
pr_002059575,0.022985, 0.892680
pr_001946982,0.022985, 0.892820
pr_002114234,0.022985, 0.892981
pr_002114230,0.022985, 0.892981
pr_002114231,0.022985, 0.892981
pr_001926884,0.022985, 0.893052
pr_001952638,0.022985, 0.893211
pr_001948199,0.022985, 0.893782
pr_001960372,0.022985, 0.893877
pr_001855683,0.022985, 0.895177
pr_001982576,0.022985, 0.895539
pr_001953208,0.022985, 0.895718
pr_001854584,0.022985, 0.895904
pr_002139610,0.022985, 0.896047
pr_001951881,0.022985, 0.896568
pr_001951882,0.022985, 0.896568
pr_002099663,0.022985, 0.896939
pr_001961845,0.022985, 0.896970
pr_002070977,0.022985, 0.897828
pr_001951727,0.022985, 0.897842
pr_002070279,0.022985, 0.898100
pr_001951034,0.022985, 0.898119
pr_001947707,0.022985, 0.898164
pr_001982659,0.022985, 0.898619
pr_001957186,0.022985, 0.898760
pr_002110428,0.022985, 0.898773
pr_002099282,0.022985, 0.898779
pr_002099283,0.022985, 0.898779
pr_001954517,0.022985, 0.898959
pr_001949965,0.022985, 0.899203
pr_001968931,0.022985, 0.899539
pr_002055768,0.022985, 0.899564
pr_002055767,0.022985, 0.899564
pr_001977752,0.022985, 0.900059
pr_002056514,0.022985, 0.901237
pr_001982846,0.022985, 0.901969
pr_002065925,0.022985, 0.901994
pr_001956059,0.022985, 0.902115
pr_001958140,0.022985, 0.902653
pr_001958139,0.022985, 0.902653
pr_002108620,0.022985, 0.903147
pr_002127743,0.022985, 0.903689
pr_002073077,0.022985, 0.903699
pr_001886957,0.022985, 0.903953
pr_002101399,0.022985, 0.904071
pr_002103277,0.022985, 0.904841
pr_002070027,0.022985, 0.905389
pr_002106830,0.022985, 0.905945
pr_002106043,0.022985, 0.906008
pr_002106041,0.022985, 0.906008
pr_002106044,0.022985, 0.906008
pr_002106831,0.022985, 0.906064
pr_002106835,0.022985, 0.906064
pr_001705357,0.022985, 0.906217
pr_001956718,0.022985, 0.914162
pr_001845291,0.022985, 0.924052
pr_002107946,0.022985, 0.944314
pr_001974112,0.022985, 0.947680
pr_001724109,0.022985, 0.957334
pr_001708014,0.022985, 0.987523
pr_001731875,0.022985, 0.992366
pr_001691187,0.022985, 0.993515
pr_001717119,0.022985, 0.996182
pr_001873258,0.022985, 1.033162
pr_002070026,0.022985, 1.055662
us_000587523,0.022985, 1.127327
pr_001596367,0.022985, 1.333031
pr_002126845,0.022985, 1.409742
pr_001968880,0.022985, 1.500074
us_000537124,0.022985, 1.504851
pr_001930400,0.022985, 1.528479
pr_001914869,0.022985, 1.550864
pr_001936118,0.022985, 1.550942
pr_001693495,0.022985, 1.553536
pr_000856057,0.022985, 1.577710
pr_001828355,0.022985, 1.580066
pr_002124791,0.022985, 1.593509
pr_002114228,0.022985, 1.598602
pr_000167877,0.022985, 1.602374
pr_000858498,0.022985, 1.606696
pr_002110430,0.022985, 1.612497
pr_002123450,0.022985, 1.614492
pr_002126990,0.022985, 1.622127
pr_002110429,0.022985, 1.627144
us_000596773,0.022985, 1.628402
us_000580324,0.022985, 1.633129
pr_000051171,0.022985, 1.639335
pr_000856894,0.022985, 1.658372
us_000504804,0.022985, 1.659502
pr_000856129,0.022985, 1.659782
us_000594762,0.022985, 1.665064
us_000511852,0.022985, 1.671544
pr_001865976,0.022985, 1.673691
pr_000855898,0.022985, 1.674842
pr_002110432,0.022985, 1.676915
pr_002110431,0.022985, 1.676915
pr_002110745,0.022985, 1.681248
pr_000978198,0.022985, 1.681913
pr_000842389,0.022985, 1.683196
pr_001154310,0.022985, 1.684704
us_000592918,0.022985, 1.695045
us_000520437,0.022985, 1.695333
pr_001704485,0.022985, 1.697365
us_000564989,0.022985, 1.698192
us_000548800,0.022985, 1.712402
pr_001694908,0.022985, 1.723128
pr_001764771,0.022985, 1.724349
pr_001925004,0.022985, 1.727459
us_000480431,0.022985, 1.736165
us_000567310,0.022985, 1.743738
pr_001037471,0.022985, 1.746099
us_000495883,0.022985, 1.748087
us_000543720,0.022985, 1.760576
pr_001927851,0.022985, 1.765085
pr_000175263,0.022985, 1.768759
pr_001840394,0.022985, 1.780263
pr_001866019,0.022985, 1.780263
pr_001637871,0.022985, 1.780263
pr_000160801,0.022985, 1.780263
pr_001638865,0.022985, 1.780263
pr_000903484,0.022985, 1.780931
us_000556167,0.022985, 1.794388
pr_001683215,0.022985, 1.795506
us_000586204,0.022985, 1.833708
pr_001342953,0.022985, 1.930773
pr_001502165,0.022985, 1.953965
us_000483519,0.022985, 2.128120
us_000514695,0.022985, 2.336457
pr_001359652,0.022985, 2.344074
us_000549583,0.022985, 2.541057
us_000549302,0.022985, 2.763326
us_000509919,0.022985, 3.156423
