Product ID : 2127 JPs covered : 361 : LoanDoc-Syndicated Loans, 
OID,Confidence at Map Node,Error at Map Node
pr_001887909,0.304655, 0.000000
pr_001807756,0.304655, 0.000000
pr_001886976,0.304655, 0.000000
pr_001851210,0.304655, 0.000000
pr_002036846,0.304655, 0.000000
pr_001942498,0.304655, 0.000000
pr_001939003,0.304655, 0.000000
pr_001785022,0.304655, 0.000000
pr_001806660,0.304655, 0.000000
pr_001789866,0.304655, 0.000000
pr_001939951,0.304655, 0.000000
pr_001789882,0.304655, 0.000000
pr_001883045,0.304655, 0.000000
pr_001940739,0.304655, 0.000000
pr_001808080,0.304655, 0.000000
pr_001804044,0.304655, 0.000000
pr_001894852,0.304655, 0.000000
pr_002046720,0.304655, 0.000000
pr_000321042,0.304655, 0.000000
pr_001669504,0.304655, 0.000000
pr_000100881,0.304655, 0.000000
pr_000416456,0.304655, 0.000000
pr_000217600,0.304655, 0.000000
pr_000889566,0.304655, 0.000000
pr_001095196,0.304655, 0.000000
pr_000940023,0.304655, 0.000000
pr_000019526,0.304655, 0.000000
pr_001025461,0.304655, 0.000000
pr_001899472,0.304655, 0.000000
pr_002159986,0.304655, 0.000000
pr_000311069,0.304655, 0.000000
pr_002169387,0.304655, 0.000000
pr_001902389,0.304655, 0.000000
pr_002195202,0.304655, 0.000000
pr_001667457,0.304655, 0.000000
pr_002056314,0.304655, 0.000000
pr_000962802,0.304655, 0.000000
pr_000833285,0.304655, 0.000000
pr_000084796,0.304655, 0.000000
pr_000742101,0.304655, 0.000000
pr_000995430,0.304655, 0.000000
pr_002159674,0.304655, 0.000000
pr_001691496,0.304655, 0.000000
pr_000787486,0.304655, 0.000000
pr_002067179,0.304655, 0.000000
pr_001927824,0.304655, 0.000000
pr_000980070,0.304655, 0.000000
pr_000624374,0.304655, 0.000000
pr_001015676,0.304655, 0.000000
pr_000802855,0.304655, 0.000000
pr_001739022,0.304655, 0.000000
pr_001955073,0.304655, 0.000000
pr_002082631,0.304655, 0.000000
pr_001906052,0.304655, 0.000000
pr_000418004,0.304655, 0.000000
pr_001950046,0.304655, 0.000000
pr_002155532,0.304655, 0.000000
pr_001093925,0.304655, 0.000000
pr_001981636,0.304655, 0.000000
pr_001735013,0.304655, 0.000000
pr_002160037,0.304655, 0.000000
pr_000013887,0.304655, 0.000000
pr_001911149,0.304655, 0.000000
pr_000997378,0.304655, 0.000000
pr_000426594,0.304655, 0.000000
pr_002161109,0.304655, 0.000000
pr_001898355,0.304655, 0.000000
pr_001935962,0.304655, 0.000000
pr_001719205,0.304655, 0.000000
pr_002192204,0.304655, 0.000000
pr_001096969,0.304655, 0.000000
pr_000024315,0.304655, 0.000000
pr_001983418,0.304655, 0.000000
pr_000419929,0.304655, 0.000000
pr_000426131,0.304655, 0.000000
pr_001907687,0.304655, 0.000000
pr_000740839,0.304655, 0.000000
pr_000107153,0.304655, 0.000000
pr_000312107,0.304655, 0.000000
pr_001602856,0.304655, 0.000000
pr_001075554,0.304655, 0.000000
pr_002079977,0.304655, 0.000000
pr_002159957,0.304655, 0.000000
pr_000227784,0.304655, 0.000000
pr_001417964,0.304655, 0.000000
pr_001949354,0.304655, 0.000000
pr_002072168,0.304655, 0.000000
pr_000741488,0.304655, 0.000000
pr_001764356,0.304655, 0.000000
pr_001967259,0.304655, 0.000000
pr_000783849,0.304655, 0.000000
pr_001870854,0.304655, 0.000000
us_000520972,0.304655, 0.000000
us_000493215,0.304655, 0.000001
us_000481566,0.304655, 0.000001
pr_000400779,0.304655, 0.000001
pr_000740472,0.304655, 0.000001
pr_001781451,0.304655, 0.000002
pr_001782739,0.304655, 0.000002
pr_001014403,0.304655, 0.000006
pr_000012178,0.304655, 0.000006
pr_000082908,0.304655, 0.000011
pr_000567537,0.304655, 0.000015
pr_000964904,0.304655, 0.000033
us_000608112,0.304655, 0.000170
us_000606342,0.304655, 0.000194
us_000600360,0.304655, 0.000351
us_000571677,0.304655, 0.000408
us_000466616,0.304655, 0.012021
us_000518119,0.304655, 2.640129
us_000533917,0.304655, 2.854441
us_000260693,0.304655, 3.157577
us_000574580,0.304655, 3.366055
us_000534001,0.304655, 3.397267
us_000567566,0.304655, 3.476426
us_000524059,0.304655, 3.486218
us_000518065,0.304655, 3.494004
us_000524097,0.304655, 3.501140
us_000504096,0.304655, 3.572701
us_000496476,0.304655, 3.581113
us_000534125,0.304655, 3.585050
us_000546909,0.304655, 3.615952
us_000462223,0.304655, 3.623647
us_000534042,0.304655, 3.653504
us_000462225,0.304655, 3.668966
us_000141464,0.304655, 3.672641
us_000593911,0.304655, 3.775726
us_000506964,0.304655, 3.966600
us_000574935,0.304655, 4.106942
us_000508884,0.146281, 0.000000
us_000492450,0.146281, 0.000000
us_000493872,0.146281, 0.000000
us_000516149,0.146281, 0.000000
us_000539508,0.146281, 0.000000
us_000534572,0.146281, 0.000000
pr_001027650,0.146281, 0.000000
pr_001924575,0.146281, 0.000000
pr_001662580,0.146281, 0.000000
pr_002080674,0.146281, 0.000000
us_000528723,0.146281, 0.000000
us_000478923,0.146281, 0.000000
us_000560731,0.146281, 0.000000
us_000535804,0.146281, 0.000000
us_000495469,0.146281, 0.000000
us_000546890,0.146281, 0.000001
pr_000584044,0.146281, 0.000001
pr_000162877,0.146281, 0.000001
pr_000946800,0.146281, 0.000001
pr_001076612,0.146281, 0.000001
pr_000701602,0.146281, 0.000016
pr_001752271,0.146281, 0.000026
pr_000850946,0.146281, 0.000033
pr_001775012,0.146281, 0.000052
pr_000880109,0.146281, 0.000064
pr_001047926,0.146281, 0.000081
pr_000835333,0.146281, 0.000088
us_000498495,0.146281, 0.000262
pr_000975720,0.146281, 0.000269
us_000544112,0.146281, 0.000309
us_000453116,0.146281, 0.000842
us_000475064,0.146281, 0.000968
us_000487678,0.146281, 0.001397
us_000514940,0.146281, 0.001467
pr_000401350,0.146281, 0.001512
us_000460252,0.146281, 0.003781
us_000482306,0.146281, 0.004822
pr_001399156,0.146281, 0.005275
us_000494655,0.146281, 0.007612
us_000521885,0.146281, 0.009760
us_000335496,0.146281, 0.010994
us_000509438,0.146281, 0.018867
us_000386049,0.146281, 0.021989
us_000183256,0.146281, 0.062180
us_000484291,0.100990, 0.000000
us_000461244,0.100990, 0.000001
us_000462519,0.100990, 0.000001
us_000464072,0.100990, 0.000001
us_000535453,0.100990, 0.000001
us_000463258,0.100990, 0.000001
us_000463405,0.100990, 0.000001
us_000468406,0.100990, 0.000001
us_000478463,0.100990, 0.000001
us_000491745,0.100990, 0.000001
us_000463986,0.100990, 0.000001
us_000490184,0.100990, 0.000001
us_000525239,0.100990, 0.000001
us_000488861,0.100990, 0.000008
us_000566887,0.100990, 0.000008
us_000484256,0.100990, 0.000008
us_000566724,0.100990, 0.000008
us_000566924,0.100990, 0.000008
us_000566726,0.100990, 0.000008
us_000489707,0.100990, 0.000010
us_000484299,0.100990, 0.000012
us_000475481,0.100990, 0.000015
us_000475261,0.100990, 0.001189
us_000474892,0.100990, 0.002239
us_000572722,0.100990, 0.917039
us_000497740,0.100990, 0.942081
us_000578454,0.100990, 1.003468
us_000542280,0.100990, 1.010366
us_000528052,0.100990, 1.035434
us_000475255,0.100990, 1.063865
us_000543730,0.100990, 1.069980
us_000589216,0.100990, 1.091232
us_000184078,0.100990, 1.109713
us_000523112,0.100990, 1.126306
us_000515590,0.100990, 1.135145
us_000567636,0.100990, 1.150506
us_000475096,0.100990, 1.158045
us_000529163,0.100990, 1.162623
us_000503651,0.100990, 1.163731
us_000593299,0.100990, 1.176906
us_000561036,0.100990, 1.185294
us_000573882,0.100990, 1.201750
us_000504677,0.100990, 1.218125
us_000518443,0.100990, 1.240383
us_000557692,0.100990, 1.247476
us_000517513,0.100990, 1.247889
us_000363469,0.100990, 1.251905
us_000458959,0.100990, 1.254336
us_000548603,0.100990, 1.262554
us_000601993,0.100990, 1.269915
us_000491724,0.100990, 1.273453
us_000475982,0.100990, 1.280473
us_000553573,0.100990, 1.284987
us_000580185,0.100990, 1.313409
us_000506301,0.100990, 1.320166
us_000579980,0.100990, 1.323409
us_000475771,0.100990, 1.373800
us_000468106,0.100990, 1.380212
us_000470932,0.100990, 1.382902
pr_001117336,0.070530, 0.000001
us_000484740,0.070530, 0.038569
us_000463362,0.070530, 3.437291
us_000495614,0.070530, 3.733348
us_000494954,0.070530, 3.786176
us_000576951,0.070530, 3.922237
us_000540594,0.070530, 3.990994
us_000494794,0.070530, 4.018619
us_000522068,0.070530, 4.085480
us_000517137,0.070530, 4.113553
us_000516904,0.070530, 4.172709
us_000503228,0.070530, 4.174875
us_000487806,0.070530, 4.180322
us_000547172,0.070530, 4.217636
us_000515609,0.070530, 4.235786
us_000468498,0.070530, 4.322466
us_000305409,0.002013, 0.000000
us_000522179,0.002013, 0.000000
us_000478414,0.002013, 0.000000
us_000519134,0.002013, 0.000000
us_000540444,0.002013, 0.000000
us_000519974,0.002013, 0.000000
us_000567582,0.002013, 0.000000
us_000523258,0.002013, 0.000001
us_000564050,0.002013, 0.000008
us_000530426,0.002013, 0.000011
us_000586402,0.002013, 0.000012
us_000491525,0.002013, 0.000348
us_000562178,0.002013, 0.001234
