Prospect OID,Prospect BMU Dist,<these prospects have no product mappings among specified products>
us_000524603,0.129444,No Mappings With Chosen Products
pr_000702724,0.006617,No Mappings With Chosen Products
pr_001108881,0.123506,No Mappings With Chosen Products
pr_001380733,1.009358,No Mappings With Chosen Products
pr_001599387,0.007100,No Mappings With Chosen Products
us_000476316,0.052346,No Mappings With Chosen Products
pr_001392693,0.000467,No Mappings With Chosen Products
pr_001726434,0.006580,No Mappings With Chosen Products
pr_000201209,0.006735,No Mappings With Chosen Products
pr_001740471,0.006560,No Mappings With Chosen Products
pr_001837701,0.006941,No Mappings With Chosen Products
pr_001292829,1.010166,No Mappings With Chosen Products
pr_000941482,0.000539,No Mappings With Chosen Products
pr_001888289,0.113166,No Mappings With Chosen Products
pr_002141464,0.017679,No Mappings With Chosen Products
pr_001218705,1.004961,No Mappings With Chosen Products
pr_000351022,0.007002,No Mappings With Chosen Products
pr_000745358,0.015699,No Mappings With Chosen Products
pr_001199013,1.005686,No Mappings With Chosen Products
pr_000569132,0.012711,No Mappings With Chosen Products
pr_000694143,0.006580,No Mappings With Chosen Products
pr_001200096,0.002504,No Mappings With Chosen Products
us_000515043,0.009266,No Mappings With Chosen Products
us_000568824,0.032469,No Mappings With Chosen Products
us_000021714,0.049319,No Mappings With Chosen Products
pr_001153720,0.006552,No Mappings With Chosen Products
pr_001226664,0.000467,No Mappings With Chosen Products
pr_000781908,0.008039,No Mappings With Chosen Products
pr_000779543,0.006580,No Mappings With Chosen Products
pr_000988235,0.014028,No Mappings With Chosen Products
pr_001203163,0.000467,No Mappings With Chosen Products
us_000500966,0.018330,No Mappings With Chosen Products
pr_001372618,0.002866,No Mappings With Chosen Products
us_000585107,0.048442,No Mappings With Chosen Products
pr_001501321,0.000467,No Mappings With Chosen Products
us_000514883,0.072272,No Mappings With Chosen Products
us_000572908,0.006580,No Mappings With Chosen Products
pr_000606673,0.006580,No Mappings With Chosen Products
pr_001212707,0.000467,No Mappings With Chosen Products
pr_002066316,0.006660,No Mappings With Chosen Products
pr_001682924,0.006580,No Mappings With Chosen Products
pr_001015535,0.006685,No Mappings With Chosen Products
pr_001769089,0.006580,No Mappings With Chosen Products
pr_001034337,0.052659,No Mappings With Chosen Products
pr_002185496,0.005793,No Mappings With Chosen Products
pr_001831165,0.006580,No Mappings With Chosen Products
pr_001585864,0.006690,No Mappings With Chosen Products
pr_002170227,0.113166,No Mappings With Chosen Products
pr_001365794,0.000467,No Mappings With Chosen Products
pr_001059823,0.006580,No Mappings With Chosen Products
pr_001441777,0.001533,No Mappings With Chosen Products
pr_000649682,0.005469,No Mappings With Chosen Products
pr_001210251,0.002504,No Mappings With Chosen Products
pr_001788683,0.109325,No Mappings With Chosen Products
pr_000741061,0.006639,No Mappings With Chosen Products
us_000492788,0.007060,No Mappings With Chosen Products
pr_000656370,0.006699,No Mappings With Chosen Products
pr_000815021,0.005793,No Mappings With Chosen Products
us_000488518,0.021549,No Mappings With Chosen Products
pr_001404752,0.010151,No Mappings With Chosen Products
pr_001486052,0.000467,No Mappings With Chosen Products
us_000590869,0.060183,No Mappings With Chosen Products
pr_001671283,0.007052,No Mappings With Chosen Products
pr_001083282,0.006580,No Mappings With Chosen Products
pr_002184424,0.011180,No Mappings With Chosen Products
pr_000837720,0.006580,No Mappings With Chosen Products
us_000523732,0.066863,No Mappings With Chosen Products
pr_001150570,0.006679,No Mappings With Chosen Products
pr_001325055,0.000467,No Mappings With Chosen Products
pr_000722650,0.007142,No Mappings With Chosen Products
pr_002022573,0.006580,No Mappings With Chosen Products
us_000552972,0.025409,No Mappings With Chosen Products
pr_001293433,0.000467,No Mappings With Chosen Products
us_000465202,0.009125,No Mappings With Chosen Products
us_000523954,1.057860,No Mappings With Chosen Products
us_000497606,0.113879,No Mappings With Chosen Products
us_000565702,0.005056,No Mappings With Chosen Products
us_000599407,0.021440,No Mappings With Chosen Products
us_000500179,0.006580,No Mappings With Chosen Products
pr_001321454,0.008309,No Mappings With Chosen Products
us_000532760,0.034337,No Mappings With Chosen Products
pr_001293961,0.000467,No Mappings With Chosen Products
pr_001844548,0.006588,No Mappings With Chosen Products
pr_000748204,0.005793,No Mappings With Chosen Products
pr_001668045,0.006580,No Mappings With Chosen Products
pr_001015043,0.006580,No Mappings With Chosen Products
pr_001321683,0.000467,No Mappings With Chosen Products
pr_001052494,0.018918,No Mappings With Chosen Products
pr_001226123,0.000117,No Mappings With Chosen Products
pr_000988437,0.007431,No Mappings With Chosen Products
pr_000564213,0.006342,No Mappings With Chosen Products
us_000483368,0.026759,No Mappings With Chosen Products
us_000522017,0.072076,No Mappings With Chosen Products
us_000600677,1.028659,No Mappings With Chosen Products
pr_000559390,0.000467,No Mappings With Chosen Products
pr_001027455,0.012394,No Mappings With Chosen Products
us_000521440,0.298300,No Mappings With Chosen Products
pr_001087203,0.004737,No Mappings With Chosen Products
us_000115166,0.091535,No Mappings With Chosen Products
pr_001506539,0.000467,No Mappings With Chosen Products
pr_000873277,0.030979,No Mappings With Chosen Products
pr_000944153,0.229405,No Mappings With Chosen Products
pr_000923908,0.006690,No Mappings With Chosen Products
pr_000649001,0.016004,No Mappings With Chosen Products
pr_001419492,0.000467,No Mappings With Chosen Products
pr_000162546,0.069593,No Mappings With Chosen Products
pr_000008058,0.006587,No Mappings With Chosen Products
pr_000374240,0.003197,No Mappings With Chosen Products
pr_001677187,0.007142,No Mappings With Chosen Products
pr_001104814,0.006580,No Mappings With Chosen Products
pr_000193560,0.015589,No Mappings With Chosen Products
pr_001822871,0.006682,No Mappings With Chosen Products
pr_001819209,0.006580,No Mappings With Chosen Products
pr_001052543,0.006580,No Mappings With Chosen Products
us_000572172,0.030455,No Mappings With Chosen Products
pr_001316735,0.000467,No Mappings With Chosen Products
pr_001401855,0.007695,No Mappings With Chosen Products
pr_001405940,0.006580,No Mappings With Chosen Products
pr_001016087,0.006342,No Mappings With Chosen Products
pr_001237682,0.000467,No Mappings With Chosen Products
pr_001981881,0.021301,No Mappings With Chosen Products
pr_001717408,0.006609,No Mappings With Chosen Products
pr_000595560,0.005793,No Mappings With Chosen Products
us_000602113,0.034574,No Mappings With Chosen Products
us_000593258,0.083128,No Mappings With Chosen Products
