Prospect OID,Prospect BMU Dist,Product OID, Product Confidence,...
pr_001064533,0.054125,2093:0.193038,
pr_001953500,0.066222,918:0.196236,
us_000587737,0.383587,2108:0.924673,
us_000496731,0.065472,2095:0.382661,
us_000607828,0.051727,983:0.221848,
us_000471735,3.773048,949:1.000000,2148:0.152305,
us_000514190,0.748253,2142:1.000000,
us_000470124,0.628497,1037:0.680535,
us_000560396,0.092895,983:0.113475,
us_000542091,0.334688,2096:0.148030,
us_000568358,0.653745,915:0.078573,2105:0.007728,
us_000585766,0.233248,933:0.123058,
pr_000744513,0.219132,1005:0.592200,
us_000490530,0.284135,933:0.932299,
us_000509726,0.355597,1005:0.795767,
us_000525977,0.653224,2064:0.985936,
us_000488650,0.029381,2126:0.182104,
pr_000556528,0.177871,949:0.456385,
us_000530626,0.998283,957:0.110729,1005:0.014161,2132:0.013742,
us_000526325,1.823615,2093:0.395492,
us_000493138,0.575351,1027:1.000000,
us_000550851,2.087890,2093:1.000000,
us_000590667,0.383587,2108:0.924673,
us_000458520,0.070143,215:0.179263,
us_000591405,1.016430,930:0.404991,2070:0.162954,
us_000544234,0.468887,2096:0.302743,2082:0.301198,
us_000492364,0.414656,972:0.851527,
us_000545632,0.635275,2067:0.644632,
pr_001604053,0.113327,893:0.296768,
us_000526349,0.349549,2108:1.000000,
pr_000576654,0.205311,932:0.555872,
pr_000870300,0.030091,1037:0.203485,
us_000486292,0.171630,2080:0.794953,
us_000540251,0.735040,2067:0.747873,
pr_001118868,0.081530,2080:0.542698,
pr_000646560,0.220595,1005:0.592200,
us_000525786,1.177376,932:1.000000,988:0.007542,
pr_000590948,0.177871,949:0.456385,
us_000458617,0.206452,997:0.150180,
us_000277442,0.541443,972:0.888901,2146:0.037409,
us_000490176,0.101145,2126:0.105131,
us_000471305,1.023284,932:1.000000,988:0.007542,
us_000508550,0.262179,2088:0.137370,966:0.132531,918:0.061439,
pr_000736318,0.125144,932:0.522655,
us_000538361,0.877232,2112:0.725237,2132:0.641994,2085:0.396074,1005:0.132173,
us_000593189,0.183830,933:0.374521,
pr_000561820,0.071019,972:0.173006,
us_000518992,0.589957,2108:0.996082,
us_000589422,0.147403,983:0.114262,
us_000469934,0.125547,1037:0.507365,
us_000499267,0.110608,2062:0.092085,
us_000497890,0.137630,215:0.247018,2107:0.119144,
us_000483746,0.053459,2126:0.182104,
us_000475255,1.063865,932:0.859914,2127:0.550495,1005:0.223290,2124:0.222400,2060:0.000613,
us_000586975,0.157544,997:0.380150,
us_000487139,0.411008,972:0.851527,
pr_000741723,0.173212,932:0.592207,
us_000574576,0.190949,215:0.193482,
us_000468537,0.390401,1005:0.795767,
us_000548255,0.318913,2092:0.666139,
us_000564501,0.090562,997:0.150180,
us_000498662,0.645646,2091:0.968207,
us_000569842,0.426367,215:0.447149,
us_000466370,0.386875,957:0.826737,
pr_001010508,0.070918,972:0.173006,
us_000520174,0.315163,215:0.329500,2129:0.083521,2107:0.016141,
pr_000662823,0.076220,2080:0.497630,
pr_001614157,0.068347,895:0.144696,
us_000590896,0.245777,895:0.642628,
us_000516187,0.422222,949:0.358854,1047:0.023919,
pr_001034638,0.064757,895:0.144696,
us_000383137,0.935795,90:1.000000,2064:0.833437,89:0.742738,972:0.217087,
pr_001029366,0.109592,2095:0.555033,
us_000361590,0.171176,2095:0.037206,
us_000573927,0.383215,2093:0.884422,
us_000509241,0.244709,2129:0.711734,215:0.103734,
pr_001394528,0.055637,2108:0.099223,
