Prospect OID,Prospect BMU Dist,<these prospects have no product mappings among specified products>
us_000520104,0.006931,No Mappings With Chosen Products
pr_000502057,0.005793,No Mappings With Chosen Products
pr_001123657,0.006462,No Mappings With Chosen Products
pr_000655248,0.006259,No Mappings With Chosen Products
us_000600618,0.196594,No Mappings With Chosen Products
pr_000217101,0.005921,No Mappings With Chosen Products
pr_001754909,0.057161,No Mappings With Chosen Products
pr_000750101,0.006579,No Mappings With Chosen Products
pr_002069148,0.015918,No Mappings With Chosen Products
pr_001228615,0.000467,No Mappings With Chosen Products
us_000571000,0.006490,No Mappings With Chosen Products
pr_001002121,0.006580,No Mappings With Chosen Products
pr_001201786,0.004737,No Mappings With Chosen Products
pr_000510868,0.003075,No Mappings With Chosen Products
pr_001208495,0.025845,No Mappings With Chosen Products
pr_001396797,0.007779,No Mappings With Chosen Products
pr_002126992,0.112774,No Mappings With Chosen Products
us_000535895,0.082363,No Mappings With Chosen Products
us_000585244,0.007234,No Mappings With Chosen Products
pr_002070012,0.006647,No Mappings With Chosen Products
us_000495577,0.019652,No Mappings With Chosen Products
pr_000317440,0.013473,No Mappings With Chosen Products
us_000532893,0.022458,No Mappings With Chosen Products
us_000560541,0.073360,No Mappings With Chosen Products
pr_001325004,0.000467,No Mappings With Chosen Products
pr_001245554,1.005236,No Mappings With Chosen Products
pr_000824149,0.006580,No Mappings With Chosen Products
pr_001297466,0.007563,No Mappings With Chosen Products
pr_001334966,0.000138,No Mappings With Chosen Products
us_000481858,0.025168,No Mappings With Chosen Products
pr_001384265,0.000467,No Mappings With Chosen Products
pr_001614852,0.006580,No Mappings With Chosen Products
pr_001089561,0.023113,No Mappings With Chosen Products
pr_001218807,1.008404,No Mappings With Chosen Products
pr_001209603,0.000467,No Mappings With Chosen Products
pr_000628803,0.006580,No Mappings With Chosen Products
pr_001589017,0.012345,No Mappings With Chosen Products
us_000555281,0.158577,No Mappings With Chosen Products
pr_000737014,0.007686,No Mappings With Chosen Products
us_000021477,0.007226,No Mappings With Chosen Products
pr_001068960,0.006580,No Mappings With Chosen Products
us_000499922,0.218071,No Mappings With Chosen Products
us_000546480,0.007684,No Mappings With Chosen Products
pr_001776208,0.113166,No Mappings With Chosen Products
us_000563811,0.016594,No Mappings With Chosen Products
pr_001000481,0.025557,No Mappings With Chosen Products
pr_001534004,1.013627,No Mappings With Chosen Products
pr_001181791,0.000467,No Mappings With Chosen Products
pr_000556883,0.008109,No Mappings With Chosen Products
us_000592808,0.027155,No Mappings With Chosen Products
pr_001344141,1.005236,No Mappings With Chosen Products
pr_001027859,0.022212,No Mappings With Chosen Products
