Prospect OID,Prospect BMU Dist,<these prospects have no product mappings among specified products>
us_000526942,0.000000,No Mappings With Chosen Products
pr_000469879,0.000000,No Mappings With Chosen Products
pr_001963322,0.000001,No Mappings With Chosen Products
pr_000715121,0.001581,No Mappings With Chosen Products
pr_001285572,0.015626,No Mappings With Chosen Products
pr_000403545,0.000000,No Mappings With Chosen Products
pr_000699737,0.000027,No Mappings With Chosen Products
pr_001832406,0.000000,No Mappings With Chosen Products
pr_001232534,0.000524,No Mappings With Chosen Products
pr_000869687,0.000000,No Mappings With Chosen Products
pr_000959648,0.000000,No Mappings With Chosen Products
pr_001383096,0.000000,No Mappings With Chosen Products
us_000517090,0.000000,No Mappings With Chosen Products
us_000497015,0.081161,No Mappings With Chosen Products
us_000565164,0.000000,No Mappings With Chosen Products
pr_000760064,0.000000,No Mappings With Chosen Products
pr_001348056,0.000000,No Mappings With Chosen Products
pr_002208729,0.000216,No Mappings With Chosen Products
pr_001249298,0.000000,No Mappings With Chosen Products
us_000520238,0.061402,No Mappings With Chosen Products
pr_001141469,0.000786,No Mappings With Chosen Products
us_000527051,0.000103,No Mappings With Chosen Products
pr_001065701,0.000000,No Mappings With Chosen Products
pr_000586495,0.033634,No Mappings With Chosen Products
pr_001441137,0.000010,No Mappings With Chosen Products
pr_001913945,0.000000,No Mappings With Chosen Products
pr_001724088,0.000000,No Mappings With Chosen Products
us_000557836,0.017414,No Mappings With Chosen Products
pr_001361546,0.000000,No Mappings With Chosen Products
pr_001116060,0.000000,No Mappings With Chosen Products
pr_000371897,0.000031,No Mappings With Chosen Products
pr_000814816,0.000001,No Mappings With Chosen Products
pr_000595973,0.001063,No Mappings With Chosen Products
us_000570240,0.000000,No Mappings With Chosen Products
us_000523134,0.003060,No Mappings With Chosen Products
us_000508532,0.007586,No Mappings With Chosen Products
us_000488958,0.000805,No Mappings With Chosen Products
us_000567218,0.000001,No Mappings With Chosen Products
us_000615695,0.003132,No Mappings With Chosen Products
pr_000638124,0.000000,No Mappings With Chosen Products
pr_002056566,0.000001,No Mappings With Chosen Products
us_000488125,0.000407,No Mappings With Chosen Products
us_000551120,0.000001,No Mappings With Chosen Products
pr_001419816,0.000363,No Mappings With Chosen Products
pr_000984158,0.000046,No Mappings With Chosen Products
us_000586271,0.000239,No Mappings With Chosen Products
pr_001310832,0.000000,No Mappings With Chosen Products
us_000562679,0.039156,No Mappings With Chosen Products
pr_001127993,0.000000,No Mappings With Chosen Products
pr_002162073,0.000001,No Mappings With Chosen Products
pr_000866314,0.000000,No Mappings With Chosen Products
pr_001563862,0.000112,No Mappings With Chosen Products
pr_001163928,0.000000,No Mappings With Chosen Products
us_000514900,0.000000,No Mappings With Chosen Products
pr_000929510,0.000000,No Mappings With Chosen Products
pr_001630744,0.000003,No Mappings With Chosen Products
pr_001338518,0.000000,No Mappings With Chosen Products
pr_001297889,0.000490,No Mappings With Chosen Products
pr_000679010,0.000307,No Mappings With Chosen Products
pr_001144644,0.000000,No Mappings With Chosen Products
us_000463448,0.000000,No Mappings With Chosen Products
pr_000017323,0.000000,No Mappings With Chosen Products
pr_001665665,0.000652,No Mappings With Chosen Products
pr_001516501,0.001039,No Mappings With Chosen Products
pr_000904218,0.000000,No Mappings With Chosen Products
pr_001202049,0.000000,No Mappings With Chosen Products
pr_000266750,0.000001,No Mappings With Chosen Products
us_000597485,0.000025,No Mappings With Chosen Products
pr_000180410,0.000000,No Mappings With Chosen Products
us_000596262,0.000002,No Mappings With Chosen Products
pr_001304496,0.000021,No Mappings With Chosen Products
us_000533095,0.000002,No Mappings With Chosen Products
pr_001459320,0.000330,No Mappings With Chosen Products
pr_001198802,0.001542,No Mappings With Chosen Products
pr_001297915,0.000000,No Mappings With Chosen Products
pr_001226953,0.000000,No Mappings With Chosen Products
pr_001828476,0.000000,No Mappings With Chosen Products
pr_001776481,0.000000,No Mappings With Chosen Products
pr_001472194,0.000548,No Mappings With Chosen Products
pr_000445492,0.000000,No Mappings With Chosen Products
pr_001179344,0.000000,No Mappings With Chosen Products
pr_001290174,0.000000,No Mappings With Chosen Products
us_000572409,0.002566,No Mappings With Chosen Products
pr_000832232,0.000000,No Mappings With Chosen Products
us_000458487,0.000000,No Mappings With Chosen Products
pr_001310615,0.000330,No Mappings With Chosen Products
us_000556100,0.000008,No Mappings With Chosen Products
pr_000378419,0.000000,No Mappings With Chosen Products
pr_001295116,0.003219,No Mappings With Chosen Products
us_000579049,0.004423,No Mappings With Chosen Products
pr_001185711,0.000000,No Mappings With Chosen Products
pr_001188818,0.000000,No Mappings With Chosen Products
pr_001552014,0.000366,No Mappings With Chosen Products
pr_000362902,0.000000,No Mappings With Chosen Products
us_000534901,0.000003,No Mappings With Chosen Products
pr_001285580,0.000000,No Mappings With Chosen Products
pr_000570816,0.000000,No Mappings With Chosen Products
pr_002186514,0.000000,No Mappings With Chosen Products
us_000470126,0.000000,No Mappings With Chosen Products
us_000461255,0.000000,No Mappings With Chosen Products
pr_001297427,0.000096,No Mappings With Chosen Products
pr_000289792,0.000042,No Mappings With Chosen Products
pr_001199974,0.000000,No Mappings With Chosen Products
pr_001903196,0.000005,No Mappings With Chosen Products
pr_001513598,0.000000,No Mappings With Chosen Products
pr_000631735,0.000000,No Mappings With Chosen Products
pr_000432636,0.000000,No Mappings With Chosen Products
us_000595872,0.000591,No Mappings With Chosen Products
pr_000250134,0.000000,No Mappings With Chosen Products
us_000471103,0.038797,No Mappings With Chosen Products
pr_001813206,0.000000,No Mappings With Chosen Products
pr_001391946,0.000001,No Mappings With Chosen Products
pr_000016536,0.000000,No Mappings With Chosen Products
pr_001180042,0.000000,No Mappings With Chosen Products
pr_000420759,0.000000,No Mappings With Chosen Products
pr_000768295,0.000000,No Mappings With Chosen Products
pr_001212006,0.000476,No Mappings With Chosen Products
us_000607480,0.000063,No Mappings With Chosen Products
pr_001297358,0.000000,No Mappings With Chosen Products
pr_001206449,0.000015,No Mappings With Chosen Products
pr_000653139,0.000000,No Mappings With Chosen Products
pr_001290772,0.000277,No Mappings With Chosen Products
pr_000183933,0.000000,No Mappings With Chosen Products
pr_000830149,0.000000,No Mappings With Chosen Products
pr_000008974,0.000000,No Mappings With Chosen Products
pr_001824840,0.000000,No Mappings With Chosen Products
pr_001327063,0.000031,No Mappings With Chosen Products
pr_001189217,0.000000,No Mappings With Chosen Products
us_000472743,0.000164,No Mappings With Chosen Products
pr_000382520,0.000000,No Mappings With Chosen Products
pr_001581981,0.000036,No Mappings With Chosen Products
us_000508184,0.001062,No Mappings With Chosen Products
pr_001637375,0.000000,No Mappings With Chosen Products
pr_001552242,0.002703,No Mappings With Chosen Products
pr_001341221,0.000017,No Mappings With Chosen Products
pr_001354296,0.000000,No Mappings With Chosen Products
pr_001063467,0.000000,No Mappings With Chosen Products
pr_001408052,0.000000,No Mappings With Chosen Products
us_000553720,0.001269,No Mappings With Chosen Products
us_000604109,0.000000,No Mappings With Chosen Products
us_000497113,0.000000,No Mappings With Chosen Products
