Prospect OID,Prospect BMU Dist,Product OID, Product Confidence,...
us_000547500,0.589948,2142:0.947061,
us_000469340,0.129444,890:0.062506,
pr_000474615,0.042689,2103:0.273653,
us_000510445,0.640127,915:0.004879,
us_000496746,0.115212,215:0.139125,
us_000534720,0.336316,2129:0.711734,215:0.103734,
us_000373348,0.195295,1037:0.607079,983:0.149633,
pr_000743600,0.247257,2064:0.581005,
us_000518550,0.233831,2085:0.468999,
us_000484547,0.620184,2086:0.584634,2091:0.266732,
us_000520627,0.490555,2096:0.302743,2082:0.301198,
us_000473259,0.634565,2067:0.047202,
us_000437905,0.047542,215:0.019098,
pr_000643935,0.166401,972:0.427147,
us_000518562,0.261823,957:0.122639,
us_000496940,0.036400,2126:0.307815,
pr_001044120,0.082922,1027:0.351804,
us_000503272,0.703861,2105:0.530377,
us_000579033,0.035178,2126:0.006854,
pr_000831503,0.054125,2093:0.193038,
pr_001613181,0.051401,2091:0.058780,
pr_001063606,0.026114,2095:0.047896,
us_000290916,0.204613,949:0.456385,
us_000475494,0.130099,890:0.062506,
pr_001135829,0.024098,2095:0.047896,
us_000512979,0.039746,983:0.027724,
us_000477431,0.242095,2142:0.587825,
us_000463298,0.095423,983:0.234137,
us_000478651,0.388835,2096:0.148030,
us_000499164,0.724847,2064:0.985936,
us_000532269,0.430252,2096:0.302743,2082:0.301198,
pr_000907371,0.248794,1005:0.642199,
us_000531193,0.198697,2076:0.085171,
us_000506577,0.358080,2092:0.666139,
pr_001651549,0.081530,2080:0.542698,
us_000531168,0.233019,2088:0.137370,966:0.132531,918:0.061439,
pr_000823120,0.246991,2064:0.581005,
pr_000978907,0.174000,932:0.592207,
pr_001027087,0.022197,2095:0.014809,
us_000492583,0.244642,997:0.150180,
us_000485829,2.185708,2116:0.989635,949:0.888893,2148:0.885937,2069:0.720924,1047:0.395088,
pr_001068794,0.068038,895:0.144696,
us_000582908,0.130200,2104:0.247946,
us_000600972,0.566377,932:0.691883,2127:0.307084,
pr_001146928,0.063681,895:0.144696,
pr_001146586,0.049589,2091:0.058780,
us_000549589,0.711545,2064:0.985936,
pr_001042961,0.082922,1027:0.351804,
us_000467193,0.068665,983:0.410027,
pr_000875789,0.097198,215:0.224731,
us_000429485,0.108407,993:0.202497,
pr_001043764,0.180785,89:0.657263,
us_000023878,0.134175,890:0.062506,
us_000474094,0.145009,918:0.501720,
us_000508025,0.615332,949:0.358854,1047:0.023919,
pr_001589404,0.071019,972:0.173006,
us_000498922,0.225290,2088:0.137370,966:0.132531,918:0.061439,
us_000487290,1.006946,932:1.000000,988:0.007542,
us_000462223,3.623647,890:0.975040,2124:0.956498,2132:0.712793,2127:0.652327,2060:0.204073,966:0.166152,1005:0.082694,
us_000583551,0.654368,2092:0.975586,
us_000537484,0.681898,930:0.506569,2070:0.479373,
us_000495643,1.628741,2085:0.501091,
us_000478877,0.070479,983:0.234137,
us_000494005,1.569700,2085:0.501091,
us_000463781,0.074496,983:0.044705,2076:0.031527,
us_000598965,0.141845,918:0.501720,
pr_000375111,0.068038,895:0.144696,
us_000531815,1.880227,2096:0.699353,968:0.303603,893:0.232017,2082:0.007432,
us_000531020,0.308896,2108:1.000000,
us_000551667,0.072914,983:0.234137,
us_000469480,0.108458,933:0.569031,
us_000542006,0.280807,2139:0.041275,
pr_000997101,0.113327,893:0.296768,
us_000569564,0.090183,215:0.224731,
pr_001832780,0.045760,1037:0.254860,
us_000551606,0.258806,987:0.183862,
us_000490482,0.384353,949:0.358854,1047:0.023919,
pr_001937433,0.136046,932:0.522655,
pr_000387157,0.066924,895:0.144696,
us_000494402,0.160740,2095:0.747507,
us_000376970,0.184537,890:0.023748,
us_000496432,2.919299,2132:0.960194,1005:0.889292,2127:0.862125,2085:0.411897,
us_000542055,0.086622,2076:0.144674,
us_000514658,0.658753,915:0.078573,2105:0.007728,
us_000418256,0.226979,895:0.642628,
us_000464543,0.515487,893:0.914608,
us_000527222,0.287940,2064:0.259913,89:0.147353,2108:0.132471,
us_000473081,0.724767,915:0.078573,2105:0.007728,
us_000093834,0.454769,895:0.858733,
us_000463412,0.160179,949:0.456385,
us_000531887,0.199768,2108:0.635950,
us_000541467,0.066277,983:0.234137,
us_000496288,1.110889,2068:1.000000,905:0.768938,
us_000464907,0.202570,997:0.546923,
pr_001947005,0.081642,2080:0.510930,
us_000475753,0.065177,983:0.234137,
us_000528553,0.744068,2092:0.975586,
us_000578375,0.119658,2101:0.032735,
pr_001089761,0.074294,2108:0.255483,
pr_000619244,0.051401,2091:0.058780,
us_000500655,0.612197,988:0.586830,
us_000550577,0.996402,930:0.404991,2070:0.162954,
us_000494833,2.151967,2093:1.000000,
pr_000960647,0.134866,932:0.522655,
