Prospect OID,Prospect BMU Dist,<these prospects have no product mappings among specified products>
us_000578112,0.009512,No Mappings With Chosen Products
pr_001371262,0.000467,No Mappings With Chosen Products
pr_001084462,0.005793,No Mappings With Chosen Products
pr_000312230,0.005793,No Mappings With Chosen Products
pr_001246691,0.000467,No Mappings With Chosen Products
pr_001341976,0.000467,No Mappings With Chosen Products
pr_001330514,0.005223,No Mappings With Chosen Products
us_000599583,0.054297,No Mappings With Chosen Products
pr_001070730,0.009983,No Mappings With Chosen Products
pr_000769805,0.005793,No Mappings With Chosen Products
pr_001368287,0.000467,No Mappings With Chosen Products
pr_001237989,0.000467,No Mappings With Chosen Products
us_000472907,0.014248,No Mappings With Chosen Products
us_000535315,0.522045,No Mappings With Chosen Products
pr_000977452,0.006580,No Mappings With Chosen Products
us_000571173,0.510446,No Mappings With Chosen Products
pr_001660578,0.006957,No Mappings With Chosen Products
pr_001309952,0.005223,No Mappings With Chosen Products
pr_000852539,0.006634,No Mappings With Chosen Products
pr_001217664,1.005817,No Mappings With Chosen Products
pr_001097996,0.891156,No Mappings With Chosen Products
pr_001234932,0.033438,No Mappings With Chosen Products
pr_000358794,0.007002,No Mappings With Chosen Products
pr_001338652,0.005446,No Mappings With Chosen Products
us_000575812,0.007585,No Mappings With Chosen Products
us_000573603,0.172829,No Mappings With Chosen Products
us_000513253,0.017257,No Mappings With Chosen Products
us_000560462,0.026009,No Mappings With Chosen Products
pr_001778989,0.006580,No Mappings With Chosen Products
pr_001378001,0.025845,No Mappings With Chosen Products
pr_001209493,0.000467,No Mappings With Chosen Products
us_000556697,0.007416,No Mappings With Chosen Products
pr_000643671,0.006777,No Mappings With Chosen Products
pr_001310870,0.025845,No Mappings With Chosen Products
pr_001263744,0.000467,No Mappings With Chosen Products
us_000593732,0.009406,No Mappings With Chosen Products
pr_000698727,0.006580,No Mappings With Chosen Products
pr_001018465,0.005793,No Mappings With Chosen Products
pr_001333689,0.000103,No Mappings With Chosen Products
pr_001900539,0.007218,No Mappings With Chosen Products
pr_001232625,0.000467,No Mappings With Chosen Products
pr_000970573,0.025211,No Mappings With Chosen Products
pr_000901897,0.012345,No Mappings With Chosen Products
pr_000758313,0.007136,No Mappings With Chosen Products
pr_001047964,0.018918,No Mappings With Chosen Products
pr_000004801,0.006580,No Mappings With Chosen Products
pr_001161754,0.006590,No Mappings With Chosen Products
us_000589222,0.306616,No Mappings With Chosen Products
pr_001599585,0.006600,No Mappings With Chosen Products
us_000579685,0.743890,No Mappings With Chosen Products
us_000536882,0.006580,No Mappings With Chosen Products
pr_002040519,0.006655,No Mappings With Chosen Products
pr_000567581,0.006777,No Mappings With Chosen Products
us_000599017,0.080094,No Mappings With Chosen Products
pr_000450025,0.006580,No Mappings With Chosen Products
pr_000913605,0.017529,No Mappings With Chosen Products
us_000606636,0.009577,No Mappings With Chosen Products
us_000480622,0.025924,No Mappings With Chosen Products
pr_000927929,0.007716,No Mappings With Chosen Products
us_000533105,0.021684,No Mappings With Chosen Products
pr_001248434,1.004961,No Mappings With Chosen Products
us_000588024,0.007062,No Mappings With Chosen Products
pr_000644945,0.005983,No Mappings With Chosen Products
us_000599471,0.009826,No Mappings With Chosen Products
pr_000879502,0.023571,No Mappings With Chosen Products
pr_001562679,1.006800,No Mappings With Chosen Products
pr_001776283,0.006926,No Mappings With Chosen Products
us_000118901,0.039136,No Mappings With Chosen Products
pr_000947660,0.005793,No Mappings With Chosen Products
pr_000266725,0.021301,No Mappings With Chosen Products
pr_001168802,0.000467,No Mappings With Chosen Products
pr_001874957,0.007052,No Mappings With Chosen Products
pr_000782825,0.013485,No Mappings With Chosen Products
pr_001205471,0.002485,No Mappings With Chosen Products
