Prospect OID,Prospect BMU Dist,<these prospects have no product mappings among specified products>
pr_001165763,0.006595,No Mappings With Chosen Products
pr_001634617,0.009916,No Mappings With Chosen Products
pr_001719960,0.057298,No Mappings With Chosen Products
pr_000624409,0.006580,No Mappings With Chosen Products
pr_001186796,0.005381,No Mappings With Chosen Products
pr_001096561,0.018918,No Mappings With Chosen Products
pr_000648230,0.006704,No Mappings With Chosen Products
us_000601756,0.006580,No Mappings With Chosen Products
pr_000161188,0.012357,No Mappings With Chosen Products
pr_001508805,0.000467,No Mappings With Chosen Products
pr_001112019,0.007126,No Mappings With Chosen Products
pr_001369132,0.000467,No Mappings With Chosen Products
pr_001485703,0.000467,No Mappings With Chosen Products
pr_000707167,0.005793,No Mappings With Chosen Products
pr_001326415,0.008309,No Mappings With Chosen Products
pr_000783841,0.006580,No Mappings With Chosen Products
pr_001449351,0.009846,No Mappings With Chosen Products
us_000535364,0.222045,No Mappings With Chosen Products
pr_001969503,0.007166,No Mappings With Chosen Products
us_000616635,0.175167,No Mappings With Chosen Products
pr_001597796,0.006588,No Mappings With Chosen Products
pr_001362461,0.002504,No Mappings With Chosen Products
pr_000294709,0.016696,No Mappings With Chosen Products
pr_002115631,0.006462,No Mappings With Chosen Products
pr_000990601,0.006580,No Mappings With Chosen Products
pr_001258358,0.000103,No Mappings With Chosen Products
us_000513469,0.003448,No Mappings With Chosen Products
pr_000359314,0.006580,No Mappings With Chosen Products
pr_001967716,0.015699,No Mappings With Chosen Products
pr_002070407,0.006733,No Mappings With Chosen Products
pr_000332332,0.005793,No Mappings With Chosen Products
pr_001697288,0.005793,No Mappings With Chosen Products
pr_001623805,0.003075,No Mappings With Chosen Products
us_000551730,0.007498,No Mappings With Chosen Products
pr_000776971,0.006462,No Mappings With Chosen Products
pr_001299123,0.005223,No Mappings With Chosen Products
pr_001391909,0.087879,No Mappings With Chosen Products
pr_001397721,0.017650,No Mappings With Chosen Products
us_000478931,0.008857,No Mappings With Chosen Products
pr_001052127,0.000539,No Mappings With Chosen Products
pr_001785015,0.006854,No Mappings With Chosen Products
pr_001891062,0.013289,No Mappings With Chosen Products
pr_000786633,0.008292,No Mappings With Chosen Products
pr_002101115,0.006580,No Mappings With Chosen Products
us_000485042,0.006580,No Mappings With Chosen Products
pr_000300068,0.006580,No Mappings With Chosen Products
pr_001813126,0.050035,No Mappings With Chosen Products
pr_001202272,0.000467,No Mappings With Chosen Products
pr_001405535,0.006923,No Mappings With Chosen Products
pr_000606756,0.006580,No Mappings With Chosen Products
pr_001208200,0.000467,No Mappings With Chosen Products
pr_001223462,0.000467,No Mappings With Chosen Products
us_000489325,0.079694,No Mappings With Chosen Products
pr_000964910,0.006580,No Mappings With Chosen Products
pr_001304896,0.000467,No Mappings With Chosen Products
us_000460191,0.021276,No Mappings With Chosen Products
pr_000381377,0.006580,No Mappings With Chosen Products
us_000554525,0.041298,No Mappings With Chosen Products
pr_000555290,0.012514,No Mappings With Chosen Products
us_000480779,0.084105,No Mappings With Chosen Products
pr_001287400,0.000117,No Mappings With Chosen Products
us_000581676,0.048114,No Mappings With Chosen Products
us_000534777,0.652322,No Mappings With Chosen Products
pr_001152063,0.007288,No Mappings With Chosen Products
pr_001047250,0.038389,No Mappings With Chosen Products
us_000515093,1.006167,No Mappings With Chosen Products
pr_001172182,0.000467,No Mappings With Chosen Products
pr_000418753,0.006922,No Mappings With Chosen Products
pr_001142524,0.006985,No Mappings With Chosen Products
pr_001329103,1.005190,No Mappings With Chosen Products
pr_001253945,1.005456,No Mappings With Chosen Products
pr_000109986,0.007229,No Mappings With Chosen Products
pr_001029985,0.006627,No Mappings With Chosen Products
pr_001209095,0.000467,No Mappings With Chosen Products
pr_001566539,0.000267,No Mappings With Chosen Products
us_000505092,1.014989,No Mappings With Chosen Products
pr_000737013,0.007578,No Mappings With Chosen Products
pr_001845219,0.006580,No Mappings With Chosen Products
pr_001434844,0.007736,No Mappings With Chosen Products
pr_000741494,0.006966,No Mappings With Chosen Products
us_000581496,0.811275,No Mappings With Chosen Products
pr_001783355,0.010778,No Mappings With Chosen Products
pr_001780687,0.010712,No Mappings With Chosen Products
pr_001304979,0.005208,No Mappings With Chosen Products
pr_000589698,0.006580,No Mappings With Chosen Products
pr_000973360,0.027027,No Mappings With Chosen Products
us_000534489,0.046790,No Mappings With Chosen Products
us_000559325,0.096987,No Mappings With Chosen Products
pr_001057656,0.012345,No Mappings With Chosen Products
pr_001298641,1.005917,No Mappings With Chosen Products
pr_001791172,0.006655,No Mappings With Chosen Products
us_000572771,0.178129,No Mappings With Chosen Products
pr_000110467,0.007864,No Mappings With Chosen Products
pr_000760281,0.006580,No Mappings With Chosen Products
