Prospect OID,Prospect BMU Dist,<these prospects have no product mappings among specified products>
pr_000378089,0.006757,No Mappings With Chosen Products
pr_000219902,0.032304,No Mappings With Chosen Products
pr_000184618,0.006845,No Mappings With Chosen Products
pr_001290154,0.000467,No Mappings With Chosen Products
pr_001251760,0.004560,No Mappings With Chosen Products
pr_001480992,0.000467,No Mappings With Chosen Products
pr_000758075,0.018635,No Mappings With Chosen Products
us_000598684,0.106053,No Mappings With Chosen Products
us_000469070,0.007146,No Mappings With Chosen Products
pr_000864712,0.006580,No Mappings With Chosen Products
pr_001013506,0.005793,No Mappings With Chosen Products
pr_000878673,0.020127,No Mappings With Chosen Products
pr_000079223,0.006695,No Mappings With Chosen Products
us_000510706,0.006955,No Mappings With Chosen Products
us_000615616,0.007998,No Mappings With Chosen Products
pr_001288406,0.000467,No Mappings With Chosen Products
pr_001588581,0.006679,No Mappings With Chosen Products
pr_000192058,0.005793,No Mappings With Chosen Products
pr_001037070,0.006731,No Mappings With Chosen Products
pr_001080848,0.006580,No Mappings With Chosen Products
pr_000889804,0.006704,No Mappings With Chosen Products
pr_001320254,0.000467,No Mappings With Chosen Products
pr_000002518,0.012345,No Mappings With Chosen Products
us_000592487,0.049431,No Mappings With Chosen Products
pr_000354704,0.008971,No Mappings With Chosen Products
pr_001664748,0.043989,No Mappings With Chosen Products
pr_001562758,0.000078,No Mappings With Chosen Products
pr_000265992,0.008115,No Mappings With Chosen Products
pr_001268488,0.000467,No Mappings With Chosen Products
pr_001394850,0.014752,No Mappings With Chosen Products
pr_001852838,0.006655,No Mappings With Chosen Products
pr_000918183,0.007756,No Mappings With Chosen Products
pr_001524910,0.000467,No Mappings With Chosen Products
pr_000023632,0.005793,No Mappings With Chosen Products
us_000547100,0.095195,No Mappings With Chosen Products
pr_002207251,0.007528,No Mappings With Chosen Products
pr_001010705,0.006580,No Mappings With Chosen Products
pr_002200654,0.012345,No Mappings With Chosen Products
pr_001351647,0.004948,No Mappings With Chosen Products
pr_000610698,0.006299,No Mappings With Chosen Products
pr_000724453,0.032105,No Mappings With Chosen Products
pr_000988765,0.014752,No Mappings With Chosen Products
us_000519977,0.733663,No Mappings With Chosen Products
pr_000337896,0.009318,No Mappings With Chosen Products
pr_001324534,0.000467,No Mappings With Chosen Products
pr_001241226,0.000467,No Mappings With Chosen Products
us_000511698,0.026103,No Mappings With Chosen Products
pr_000777378,0.006580,No Mappings With Chosen Products
pr_000003324,0.012346,No Mappings With Chosen Products
pr_001423121,0.000467,No Mappings With Chosen Products
pr_001309746,1.005236,No Mappings With Chosen Products
us_000515267,0.007549,No Mappings With Chosen Products
pr_000267446,0.006649,No Mappings With Chosen Products
us_000570637,1.012639,No Mappings With Chosen Products
us_000583930,0.012071,No Mappings With Chosen Products
pr_000703957,0.006580,No Mappings With Chosen Products
pr_000186263,0.006435,No Mappings With Chosen Products
us_000603821,0.181904,No Mappings With Chosen Products
pr_001236321,0.002504,No Mappings With Chosen Products
pr_001368345,1.005710,No Mappings With Chosen Products
pr_001346138,0.000467,No Mappings With Chosen Products
pr_001122700,0.006580,No Mappings With Chosen Products
us_000480838,0.033577,No Mappings With Chosen Products
pr_001977261,0.006712,No Mappings With Chosen Products
us_000614583,0.008516,No Mappings With Chosen Products
pr_000008048,0.006588,No Mappings With Chosen Products
pr_001293623,1.006814,No Mappings With Chosen Products
pr_000241649,0.007169,No Mappings With Chosen Products
pr_000668119,0.014212,No Mappings With Chosen Products
pr_001175505,0.006732,No Mappings With Chosen Products
pr_001674175,0.006580,No Mappings With Chosen Products
pr_001118358,0.007823,No Mappings With Chosen Products
pr_001699675,0.006647,No Mappings With Chosen Products
us_000581835,0.006904,No Mappings With Chosen Products
pr_000270993,0.006580,No Mappings With Chosen Products
us_000585670,0.040981,No Mappings With Chosen Products
us_000469233,0.801477,No Mappings With Chosen Products
pr_001807990,0.007218,No Mappings With Chosen Products
pr_001112042,0.006580,No Mappings With Chosen Products
pr_000708120,0.005793,No Mappings With Chosen Products
pr_001286436,0.000467,No Mappings With Chosen Products
pr_001366832,0.000467,No Mappings With Chosen Products
us_000520902,0.019930,No Mappings With Chosen Products
pr_000658475,0.006731,No Mappings With Chosen Products
pr_001283266,0.016766,No Mappings With Chosen Products
pr_001223476,0.000467,No Mappings With Chosen Products
pr_000595193,0.028470,No Mappings With Chosen Products
pr_000950913,0.013446,No Mappings With Chosen Products
us_000548241,0.006805,No Mappings With Chosen Products
pr_001259542,0.000467,No Mappings With Chosen Products
pr_001903629,0.007110,No Mappings With Chosen Products
pr_001341592,1.005498,No Mappings With Chosen Products
pr_001235751,0.000467,No Mappings With Chosen Products
pr_000924817,0.006580,No Mappings With Chosen Products
pr_001210292,0.000467,No Mappings With Chosen Products
us_000587722,0.109394,No Mappings With Chosen Products
us_000554769,0.114035,No Mappings With Chosen Products
us_000490661,0.047116,No Mappings With Chosen Products
pr_000587688,0.005793,No Mappings With Chosen Products
pr_001270880,1.009235,No Mappings With Chosen Products
pr_001226579,0.000467,No Mappings With Chosen Products
us_000566048,0.005388,No Mappings With Chosen Products
pr_000184923,0.009770,No Mappings With Chosen Products
pr_001569545,0.000078,No Mappings With Chosen Products
pr_001642623,0.006966,No Mappings With Chosen Products
us_000537844,0.176734,No Mappings With Chosen Products
pr_001154025,0.006594,No Mappings With Chosen Products
pr_000508612,0.006580,No Mappings With Chosen Products
us_000584765,0.005593,No Mappings With Chosen Products
pr_000297704,0.012659,No Mappings With Chosen Products
us_000604935,0.018456,No Mappings With Chosen Products
us_000542078,0.019123,No Mappings With Chosen Products
pr_001901814,0.006842,No Mappings With Chosen Products
pr_001650335,0.005793,No Mappings With Chosen Products
us_000471400,0.063230,No Mappings With Chosen Products
us_000610180,0.008844,No Mappings With Chosen Products
pr_002099292,0.012293,No Mappings With Chosen Products
us_000541915,0.250975,No Mappings With Chosen Products
pr_001327125,0.000467,No Mappings With Chosen Products
pr_001273118,0.000467,No Mappings With Chosen Products
us_000534313,0.741726,No Mappings With Chosen Products
pr_001094459,0.005793,No Mappings With Chosen Products
pr_001100613,0.006688,No Mappings With Chosen Products
pr_001129477,0.000467,No Mappings With Chosen Products
pr_000719117,0.006580,No Mappings With Chosen Products
pr_000879944,0.021301,No Mappings With Chosen Products
pr_001146087,0.012439,No Mappings With Chosen Products
pr_001437313,1.018333,No Mappings With Chosen Products
pr_001217157,0.000467,No Mappings With Chosen Products
pr_001254870,0.000467,No Mappings With Chosen Products
pr_001640779,0.006580,No Mappings With Chosen Products
pr_000290277,0.006580,No Mappings With Chosen Products
pr_001631556,0.056844,No Mappings With Chosen Products
pr_001324790,0.002487,No Mappings With Chosen Products
pr_001352590,0.000467,No Mappings With Chosen Products
pr_000382056,0.006580,No Mappings With Chosen Products
us_000572363,0.008917,No Mappings With Chosen Products
pr_000892943,0.007548,No Mappings With Chosen Products
pr_001269400,0.000467,No Mappings With Chosen Products
pr_001256591,0.002504,No Mappings With Chosen Products
pr_001243784,0.000467,No Mappings With Chosen Products
pr_000756384,0.005793,No Mappings With Chosen Products
pr_001843252,0.015898,No Mappings With Chosen Products
pr_001247866,0.000467,No Mappings With Chosen Products
pr_001363432,0.000467,No Mappings With Chosen Products
pr_000176277,0.017523,No Mappings With Chosen Products
us_000609728,0.179067,No Mappings With Chosen Products
us_000548662,0.026629,No Mappings With Chosen Products
us_000574277,0.016359,No Mappings With Chosen Products
pr_001121203,0.006462,No Mappings With Chosen Products
us_000565108,0.007585,No Mappings With Chosen Products
pr_001199050,1.005236,No Mappings With Chosen Products
us_000538274,0.155239,No Mappings With Chosen Products
us_000549787,0.085425,No Mappings With Chosen Products
pr_001278501,0.025845,No Mappings With Chosen Products
pr_002182145,0.012345,No Mappings With Chosen Products
us_000534568,0.080117,No Mappings With Chosen Products
pr_001324237,0.030121,No Mappings With Chosen Products
pr_001842088,0.006580,No Mappings With Chosen Products
pr_001170333,0.000467,No Mappings With Chosen Products
pr_000923613,0.000486,No Mappings With Chosen Products
pr_001276260,1.004961,No Mappings With Chosen Products
pr_000178823,0.012509,No Mappings With Chosen Products
pr_001055657,0.006725,No Mappings With Chosen Products
pr_001255920,0.000467,No Mappings With Chosen Products
pr_001381064,0.000467,No Mappings With Chosen Products
us_000473384,0.052102,No Mappings With Chosen Products
pr_000595862,0.014752,No Mappings With Chosen Products
pr_000754366,0.006659,No Mappings With Chosen Products
us_000492607,0.019263,No Mappings With Chosen Products
pr_000757480,0.027742,No Mappings With Chosen Products
pr_001440531,0.000467,No Mappings With Chosen Products
pr_001519685,0.012645,No Mappings With Chosen Products
pr_000835071,0.012345,No Mappings With Chosen Products
pr_001939015,0.006809,No Mappings With Chosen Products
pr_001339992,0.025845,No Mappings With Chosen Products
us_000605957,0.013800,No Mappings With Chosen Products
pr_001046120,0.006542,No Mappings With Chosen Products
pr_001202981,0.000467,No Mappings With Chosen Products
pr_000930043,0.006580,No Mappings With Chosen Products
us_000575223,0.009512,No Mappings With Chosen Products
pr_000790250,0.008039,No Mappings With Chosen Products
pr_001627033,0.006580,No Mappings With Chosen Products
us_000583376,0.079943,No Mappings With Chosen Products
pr_001053828,0.006580,No Mappings With Chosen Products
pr_001214961,0.000467,No Mappings With Chosen Products
pr_001518112,0.000467,No Mappings With Chosen Products
pr_000334288,0.007002,No Mappings With Chosen Products
us_000591357,0.017904,No Mappings With Chosen Products
us_000501825,0.073055,No Mappings With Chosen Products
us_000472812,0.069957,No Mappings With Chosen Products
pr_000256060,0.006580,No Mappings With Chosen Products
pr_000831999,0.022790,No Mappings With Chosen Products
pr_000220672,0.005651,No Mappings With Chosen Products
pr_000481294,0.006580,No Mappings With Chosen Products
pr_000748105,0.006580,No Mappings With Chosen Products
pr_000075525,0.006575,No Mappings With Chosen Products
pr_001832588,0.006580,No Mappings With Chosen Products
pr_000630514,0.006580,No Mappings With Chosen Products
pr_001143447,0.007345,No Mappings With Chosen Products
us_000599509,0.026103,No Mappings With Chosen Products
pr_000525064,0.007723,No Mappings With Chosen Products
pr_000919970,0.006580,No Mappings With Chosen Products
pr_001595462,0.006580,No Mappings With Chosen Products
pr_001267194,0.005223,No Mappings With Chosen Products
pr_001270073,0.005446,No Mappings With Chosen Products
us_000595653,0.010231,No Mappings With Chosen Products
pr_000738729,0.006966,No Mappings With Chosen Products
us_000473798,0.007459,No Mappings With Chosen Products
us_000464501,0.009537,No Mappings With Chosen Products
pr_001004130,0.007970,No Mappings With Chosen Products
pr_001396254,0.007587,No Mappings With Chosen Products
pr_000182061,0.006580,No Mappings With Chosen Products
pr_000693332,0.006580,No Mappings With Chosen Products
pr_001041734,0.014986,No Mappings With Chosen Products
pr_001242015,0.000467,No Mappings With Chosen Products
pr_001047814,0.012345,No Mappings With Chosen Products
pr_000257558,0.006731,No Mappings With Chosen Products
pr_001183424,0.005024,No Mappings With Chosen Products
pr_000758547,0.006580,No Mappings With Chosen Products
pr_000414010,0.006580,No Mappings With Chosen Products
us_000534861,0.149775,No Mappings With Chosen Products
us_000474980,0.006580,No Mappings With Chosen Products
pr_001764151,0.006714,No Mappings With Chosen Products
pr_000875191,0.021269,No Mappings With Chosen Products
pr_001046322,0.006580,No Mappings With Chosen Products
pr_001261846,1.008137,No Mappings With Chosen Products
us_000553489,0.198633,No Mappings With Chosen Products
pr_001307867,0.000467,No Mappings With Chosen Products
pr_000959222,0.012345,No Mappings With Chosen Products
pr_001295183,1.004961,No Mappings With Chosen Products
pr_000027746,0.006749,No Mappings With Chosen Products
pr_000164115,0.018109,No Mappings With Chosen Products
pr_001123859,0.006580,No Mappings With Chosen Products
pr_000993703,0.052077,No Mappings With Chosen Products
pr_001917685,0.017193,No Mappings With Chosen Products
pr_001275888,0.004744,No Mappings With Chosen Products
pr_000755972,0.005793,No Mappings With Chosen Products
us_000497145,0.007287,No Mappings With Chosen Products
pr_001774223,0.006809,No Mappings With Chosen Products
us_000470228,0.008640,No Mappings With Chosen Products
us_000471641,0.013689,No Mappings With Chosen Products
pr_001844616,0.006580,No Mappings With Chosen Products
pr_001091630,0.018918,No Mappings With Chosen Products
pr_001934083,0.007166,No Mappings With Chosen Products
us_000607405,0.696719,No Mappings With Chosen Products
pr_001594827,0.006580,No Mappings With Chosen Products
pr_000714982,0.010571,No Mappings With Chosen Products
pr_001894269,0.011364,No Mappings With Chosen Products
us_000592843,0.047181,No Mappings With Chosen Products
pr_001141266,0.006580,No Mappings With Chosen Products
pr_001017922,0.005793,No Mappings With Chosen Products
pr_001907286,0.012264,No Mappings With Chosen Products
pr_000770830,0.007094,No Mappings With Chosen Products
pr_001360259,0.004866,No Mappings With Chosen Products
pr_000762105,0.006720,No Mappings With Chosen Products
pr_000760254,0.006966,No Mappings With Chosen Products
pr_000798272,0.007102,No Mappings With Chosen Products
pr_002176376,0.049558,No Mappings With Chosen Products
pr_001181957,0.000103,No Mappings With Chosen Products
pr_000784415,0.008039,No Mappings With Chosen Products
us_000549366,0.486968,No Mappings With Chosen Products
pr_000631699,0.021940,No Mappings With Chosen Products
pr_001342418,0.002139,No Mappings With Chosen Products
pr_001135170,0.006462,No Mappings With Chosen Products
pr_002112542,0.006462,No Mappings With Chosen Products
us_000505536,0.009494,No Mappings With Chosen Products
pr_000555986,0.006580,No Mappings With Chosen Products
pr_000759784,0.007233,No Mappings With Chosen Products
pr_001357614,0.000467,No Mappings With Chosen Products
us_000563524,0.013861,No Mappings With Chosen Products
pr_001065051,0.012345,No Mappings With Chosen Products
pr_000348795,0.007058,No Mappings With Chosen Products
pr_000941076,0.017637,No Mappings With Chosen Products
us_000523100,1.234053,No Mappings With Chosen Products
pr_001006906,0.013571,No Mappings With Chosen Products
pr_000596030,0.005793,No Mappings With Chosen Products
us_000549860,0.085430,No Mappings With Chosen Products
us_000579503,0.060807,No Mappings With Chosen Products
us_000539853,0.548145,No Mappings With Chosen Products
us_000493934,0.028031,No Mappings With Chosen Products
pr_001716362,0.006580,No Mappings With Chosen Products
us_000512142,0.173431,No Mappings With Chosen Products
us_000598321,1.048021,No Mappings With Chosen Products
pr_000850022,0.007355,No Mappings With Chosen Products
us_000554083,0.007466,No Mappings With Chosen Products
pr_002231588,0.006580,No Mappings With Chosen Products
pr_001571856,0.000078,No Mappings With Chosen Products
us_000539310,0.020195,No Mappings With Chosen Products
pr_001677503,0.018808,No Mappings With Chosen Products
pr_000838973,0.006580,No Mappings With Chosen Products
pr_001355955,1.005378,No Mappings With Chosen Products
pr_000999697,0.021994,No Mappings With Chosen Products
us_000613343,0.064604,No Mappings With Chosen Products
pr_000295862,0.006580,No Mappings With Chosen Products
us_000523408,0.071421,No Mappings With Chosen Products
pr_001738969,0.006966,No Mappings With Chosen Products
us_000585464,0.209866,No Mappings With Chosen Products
us_000601831,0.006580,No Mappings With Chosen Products
pr_001039533,0.012513,No Mappings With Chosen Products
us_000462542,0.006580,No Mappings With Chosen Products
pr_000812564,0.006540,No Mappings With Chosen Products
pr_000703573,0.005793,No Mappings With Chosen Products
pr_001247584,1.005236,No Mappings With Chosen Products
pr_001782045,0.006800,No Mappings With Chosen Products
us_000506402,0.087805,No Mappings With Chosen Products
us_000561072,0.048868,No Mappings With Chosen Products
us_000529966,0.200060,No Mappings With Chosen Products
pr_000991720,0.021301,No Mappings With Chosen Products
us_000502929,0.066249,No Mappings With Chosen Products
pr_001254148,1.008096,No Mappings With Chosen Products
pr_000751245,0.026393,No Mappings With Chosen Products
pr_000720540,0.006580,No Mappings With Chosen Products
pr_001364593,1.005562,No Mappings With Chosen Products
pr_001721516,0.006731,No Mappings With Chosen Products
pr_002065862,0.007166,No Mappings With Chosen Products
pr_001908027,0.006580,No Mappings With Chosen Products
pr_000676372,0.008110,No Mappings With Chosen Products
us_000534290,0.006484,No Mappings With Chosen Products
us_000493409,0.008147,No Mappings With Chosen Products
pr_001349805,0.000467,No Mappings With Chosen Products
pr_001300760,0.000467,No Mappings With Chosen Products
us_000596008,1.042772,No Mappings With Chosen Products
pr_000183464,0.024684,No Mappings With Chosen Products
pr_001049961,0.000539,No Mappings With Chosen Products
us_000503725,0.116500,No Mappings With Chosen Products
pr_001369622,0.000467,No Mappings With Chosen Products
pr_001481870,0.000467,No Mappings With Chosen Products
pr_001023030,0.006580,No Mappings With Chosen Products
pr_000319870,0.005651,No Mappings With Chosen Products
pr_001203915,0.000467,No Mappings With Chosen Products
us_000539836,0.507160,No Mappings With Chosen Products
pr_001099379,0.009969,No Mappings With Chosen Products
pr_001501917,0.002504,No Mappings With Chosen Products
pr_001302435,0.002504,No Mappings With Chosen Products
us_000549256,0.006580,No Mappings With Chosen Products
pr_001217996,0.025845,No Mappings With Chosen Products
pr_001802777,0.007159,No Mappings With Chosen Products
pr_001251176,0.000467,No Mappings With Chosen Products
us_000537307,0.024740,No Mappings With Chosen Products
us_000529211,1.115457,No Mappings With Chosen Products
pr_000777083,0.006580,No Mappings With Chosen Products
us_000565231,0.006820,No Mappings With Chosen Products
pr_000858703,0.007637,No Mappings With Chosen Products
us_000571753,0.407092,No Mappings With Chosen Products
pr_001134457,0.007135,No Mappings With Chosen Products
pr_001060840,0.006647,No Mappings With Chosen Products
us_000520751,0.021367,No Mappings With Chosen Products
pr_001675410,0.008088,No Mappings With Chosen Products
pr_000812588,0.005793,No Mappings With Chosen Products
pr_002031043,0.006854,No Mappings With Chosen Products
us_000611941,0.023348,No Mappings With Chosen Products
pr_001183810,0.000467,No Mappings With Chosen Products
pr_000924929,0.006342,No Mappings With Chosen Products
us_000550775,1.006064,No Mappings With Chosen Products
pr_000968289,0.006580,No Mappings With Chosen Products
pr_001169066,0.000467,No Mappings With Chosen Products
pr_001674313,0.005793,No Mappings With Chosen Products
pr_000187024,0.010707,No Mappings With Chosen Products
pr_001254620,0.000467,No Mappings With Chosen Products
pr_001066338,0.006580,No Mappings With Chosen Products
pr_000914125,0.015080,No Mappings With Chosen Products
us_000603225,0.114608,No Mappings With Chosen Products
pr_001789135,0.012180,No Mappings With Chosen Products
pr_001656391,0.006580,No Mappings With Chosen Products
pr_000776669,0.008489,No Mappings With Chosen Products
pr_001087736,0.034645,No Mappings With Chosen Products
us_000584745,0.029606,No Mappings With Chosen Products
us_000540359,0.035704,No Mappings With Chosen Products
pr_001228531,0.000467,No Mappings With Chosen Products
pr_001245834,0.000467,No Mappings With Chosen Products
us_000573521,0.145393,No Mappings With Chosen Products
us_000568677,0.007431,No Mappings With Chosen Products
us_000485305,0.008859,No Mappings With Chosen Products
pr_001221547,0.000467,No Mappings With Chosen Products
pr_001760498,0.009803,No Mappings With Chosen Products
pr_001028396,0.013475,No Mappings With Chosen Products
pr_001143894,0.014631,No Mappings With Chosen Products
pr_002082055,0.006941,No Mappings With Chosen Products
us_000578547,0.061821,No Mappings With Chosen Products
pr_001443670,0.000467,No Mappings With Chosen Products
pr_002118901,0.006966,No Mappings With Chosen Products
pr_001946834,0.005793,No Mappings With Chosen Products
pr_000960069,0.012726,No Mappings With Chosen Products
pr_002042613,0.006906,No Mappings With Chosen Products
pr_001215321,0.000467,No Mappings With Chosen Products
pr_001228814,0.000467,No Mappings With Chosen Products
pr_000632967,0.006580,No Mappings With Chosen Products
pr_001280080,0.025845,No Mappings With Chosen Products
pr_001117296,0.013176,No Mappings With Chosen Products
pr_001404269,0.004737,No Mappings With Chosen Products
pr_000608236,0.006580,No Mappings With Chosen Products
pr_001017840,0.021622,No Mappings With Chosen Products
pr_000752195,0.006580,No Mappings With Chosen Products
pr_001655918,0.006580,No Mappings With Chosen Products
pr_001054909,0.006761,No Mappings With Chosen Products
us_000516664,0.006671,No Mappings With Chosen Products
pr_001693592,0.013068,No Mappings With Chosen Products
pr_000637871,0.065766,No Mappings With Chosen Products
pr_001895180,0.008263,No Mappings With Chosen Products
us_000570052,0.019887,No Mappings With Chosen Products
pr_001570220,0.000078,No Mappings With Chosen Products
pr_001318171,0.002557,No Mappings With Chosen Products
pr_001334814,0.001346,No Mappings With Chosen Products
pr_000517729,0.012757,No Mappings With Chosen Products
pr_001283948,1.005465,No Mappings With Chosen Products
pr_001272678,0.000467,No Mappings With Chosen Products
pr_001885151,0.112851,No Mappings With Chosen Products
us_000592580,1.033715,No Mappings With Chosen Products
pr_000094687,0.003148,No Mappings With Chosen Products
