Prospect OID,Prospect BMU Dist,Product OID, Product Confidence,...
pr_000372131,0.068038,895:0.144696,
us_000484001,0.108677,2126:0.545920,
pr_000372339,0.051401,2091:0.058780,
us_000357517,0.132341,890:0.062506,
us_000554553,0.711545,2064:0.985936,
us_000611786,0.209668,930:0.164787,
us_000539922,0.093940,2107:0.311199,
pr_000694802,0.111201,90:0.391115,
us_000613477,0.429396,215:0.019098,
us_000488547,0.082065,2076:0.085171,
us_000545582,0.020663,2126:0.067998,
us_000555692,4.161158,949:1.000000,2148:0.152305,
us_000584129,0.050981,918:0.196236,
us_000486801,0.026363,2126:0.006854,
us_000571206,1.465472,2134:0.105399,
us_000543142,0.574750,930:0.540751,2070:0.299936,988:0.041718,
pr_000869814,0.032097,1037:0.202869,
us_000504506,0.844351,2120:0.331030,997:0.065901,
us_000498327,0.133613,997:0.080627,
pr_000979877,0.249780,1005:0.642199,
pr_001948504,0.177871,949:0.456385,
pr_000823868,0.245379,2064:0.581005,
us_000469399,0.718308,951:1.000000,966:0.280084,
pr_000361310,0.249780,1005:0.642199,
us_000470083,0.503741,2093:0.884422,
pr_000746294,0.068895,972:0.173006,
pr_001156851,0.066935,895:0.144696,
us_000458660,1.833274,2143:1.000000,2132:0.777007,1005:0.232098,2085:0.120961,
us_000471555,0.206059,2076:0.144674,
us_000486840,0.317499,895:0.764121,
pr_000593491,0.130405,215:0.224731,
pr_000723215,0.084883,1027:0.351804,
us_000469624,0.087309,997:0.054803,
us_000458815,0.041551,215:0.019098,
pr_000991739,0.059085,215:0.019098,
us_000551444,0.240765,2115:1.000000,
us_000571285,0.892741,2112:0.725237,2132:0.641994,2085:0.396074,1005:0.132173,
us_000497026,0.349500,2091:0.323822,895:0.234411,2146:0.116726,
us_000542759,0.456156,893:0.914608,
us_000575691,0.196900,983:0.048863,
us_000252617,0.132814,890:0.062506,
us_000472654,0.525025,997:0.150180,
pr_001158814,0.065841,895:0.144696,
pr_001130379,0.092243,90:0.391115,
us_000555367,0.092610,997:0.150180,
us_000505338,0.272300,2139:0.041275,
us_000565044,1.062014,1005:1.000000,2132:0.512341,
us_000537724,1.214966,957:0.099901,2074:0.019580,
us_000547738,1.260510,1005:1.000000,2132:0.512341,
pr_000208904,0.050117,983:0.047159,
us_000573481,0.054883,983:0.047159,
us_000564219,0.955892,933:0.720307,
us_000459805,0.575322,2108:1.000000,
us_000462327,0.433174,972:0.890675,
us_000598111,0.330548,2088:0.412241,966:0.258528,918:0.160355,
pr_001028066,0.024098,2095:0.047896,
us_000537085,0.433151,949:0.358854,1047:0.023919,
us_000470442,1.728571,2096:0.803605,2082:0.610726,968:0.145899,893:0.015941,
pr_001858500,0.249233,1005:0.642199,
us_000593895,0.027475,905:0.217479,
pr_000734921,0.136046,932:0.522655,
us_000475220,1.243559,2127:0.662272,1005:0.312785,2124:0.113289,890:0.063231,
us_000563083,0.172953,993:0.437233,2064:0.063365,
us_000539347,0.218070,983:0.114262,
us_000476341,0.065313,983:0.234137,
us_000536641,0.027475,905:0.217479,
us_000579673,0.024499,2067:0.014582,
us_000487199,0.212293,2090:0.051035,
us_000538758,0.258626,983:0.230125,1005:0.006612,
pr_000592865,0.220595,1005:0.592200,
us_000483911,0.074055,2062:0.092085,
us_000543158,0.141437,982:0.673033,
us_000486824,0.954107,957:0.110729,1005:0.014161,2132:0.013742,
pr_001035161,0.061557,895:0.144696,
pr_000967112,0.179287,932:0.592207,
us_000490136,0.068376,983:0.234137,
us_000530988,0.127303,890:0.062506,
us_000524879,0.975865,2119:0.519867,
us_000334068,0.948709,90:1.000000,2064:0.833437,89:0.742738,972:0.217087,
pr_000238082,0.249780,1005:0.642199,
pr_001142045,0.245379,2064:0.581005,
us_000586349,0.279302,2092:0.318070,2139:0.285125,
us_000459484,0.040548,215:0.019098,
us_000466866,0.078605,997:0.054803,
us_000539633,0.841846,90:0.998177,89:0.734507,2064:0.506210,972:0.338291,993:0.101660,
us_000527554,0.335772,2092:0.666139,
us_000576536,0.128737,983:0.012996,
pr_000648944,0.167559,972:0.427147,
pr_001127698,0.245379,2064:0.581005,
us_000477623,0.013494,905:0.029430,
us_000514953,0.659441,915:0.004879,
us_000547756,0.251659,215:0.182677,
us_000543189,0.097269,997:0.150180,
pr_000253966,0.249854,1005:0.642199,
us_000222622,0.734050,1027:1.000000,
us_000520516,0.389824,2096:0.148030,
us_000539344,0.165500,993:0.437233,2064:0.063365,
