Prospect OID,Prospect BMU Dist,Product OID, Product Confidence,...
us_000514649,0.789041,2142:1.000000,
us_000537167,0.671912,918:0.112357,
us_000484071,1.408439,2070:0.792962,930:0.771158,
us_000599203,0.229698,983:0.530823,
us_000462738,0.076687,997:0.054803,
us_000551357,0.312728,2108:1.000000,
us_000359145,0.721510,2064:0.985936,
pr_001127442,0.243510,2064:0.581005,
us_000545143,3.142789,2116:0.999718,1047:0.999376,2069:0.987336,949:0.924378,2148:0.775044,
us_000548180,2.136117,2096:0.699353,968:0.303603,893:0.232017,2082:0.007432,
us_000474005,0.133492,997:0.380150,
us_000596352,0.268659,987:0.070077,
pr_000003421,0.219049,1005:0.592200,
pr_000705735,0.037526,1037:0.199104,
pr_000551746,0.247257,2064:0.581005,
us_000486825,0.241586,2121:0.975383,
us_000418100,0.082065,2076:0.085171,
us_000516514,0.215785,2146:0.366215,972:0.147058,
us_000501104,0.172953,993:0.437233,2064:0.063365,
pr_001034333,0.078367,895:0.067435,
us_000477352,0.129787,2067:0.490123,
us_000466876,0.041551,215:0.019098,
us_000542427,0.047636,2129:0.030475,
us_000489973,0.060188,2126:0.564967,
pr_001022240,0.112604,893:0.296768,
pr_000376089,0.068038,895:0.144696,
us_000526824,0.383031,1005:0.795767,
us_000573230,0.721510,2064:0.985936,
pr_001709371,0.044028,1037:0.308218,
us_000486986,0.499815,2088:0.673450,966:0.287805,918:0.282377,
us_000477585,0.558751,930:0.554039,2070:0.371508,
pr_001010359,0.096989,90:0.391115,
pr_000708511,0.023131,2095:0.014809,
us_000479396,0.042938,2107:0.133173,
us_000562469,0.472023,2091:0.968207,
us_000483556,0.174324,897:0.705032,
us_000539043,1.034271,988:0.999943,897:0.152583,
us_000528741,0.171108,2095:0.747507,
pr_001146475,0.046062,2091:0.058780,
pr_000635187,0.052607,933:0.283718,
us_000514629,0.029462,2126:0.156381,
pr_000811130,0.177871,949:0.456385,
us_000527437,0.318913,2092:0.666139,
us_000584236,0.116035,2115:0.758648,
pr_000283850,0.249780,1005:0.642199,
us_000493510,0.068871,997:0.054803,
us_000493587,0.601746,2139:0.747594,2092:0.044426,
us_000519259,0.151509,982:0.673033,
us_000557729,0.968109,2119:0.519867,
us_000474462,0.184087,897:0.744057,
us_000540832,0.154365,2076:0.085171,
us_000533098,0.689197,2096:0.729006,893:0.283229,968:0.182933,
us_000554715,0.677320,915:0.078573,2105:0.007728,
us_000537620,0.278480,2067:0.068591,
pr_000760383,0.048038,933:0.249844,
us_000545316,0.097144,2126:0.733738,
us_000536638,9.885546,2074:1.000000,2127:0.904306,2124:0.737105,2060:0.584625,2132:0.562352,966:0.460271,2149:0.360604,1005:0.193014,957:0.165800,
pr_000174499,0.044098,2103:0.248589,
us_000470207,0.081262,997:0.054803,
pr_001065086,0.048038,933:0.249844,
pr_000699791,0.044098,2103:0.248589,
us_000484451,0.614949,982:0.684819,2107:0.361890,215:0.337697,2129:0.201279,
pr_000239353,0.247734,1005:0.642199,
us_000496618,0.078229,982:0.116684,
us_000480506,0.477286,949:0.750042,2148:0.267306,
us_000529246,0.089740,1037:0.507365,
us_000499012,0.117833,2123:0.456642,
us_000473167,0.039070,215:0.019098,
us_000560251,0.142896,2062:0.475845,
us_000548683,0.029661,2126:0.238516,
pr_000633645,0.084883,1027:0.351804,
us_000598193,1.907432,2093:0.956947,
us_000512667,0.231554,890:0.062506,
us_000198585,0.092610,997:0.150180,
pr_001866780,0.037526,1037:0.199104,
pr_000739845,0.249780,1005:0.642199,
us_000497649,0.212173,89:0.783447,
us_000599023,0.095268,2067:0.017265,
pr_000722655,0.069588,972:0.173006,
pr_001151475,0.049589,2091:0.058780,
pr_000403117,0.032709,2095:0.014809,
pr_000691067,0.173844,932:0.592207,
us_000585058,0.319775,2092:0.318070,2139:0.285125,
us_000601143,0.517135,930:0.635040,2070:0.401917,
us_000514850,0.013831,100:0.128841,
us_000499396,0.156231,2091:0.510176,
pr_000637860,0.051401,2091:0.058780,
us_000491140,0.077875,982:0.116684,
us_000598370,0.040135,215:0.019098,
pr_000568753,0.245467,1005:0.642199,
us_000506546,0.132519,2067:0.490123,
us_000527262,0.295000,2078:0.868027,
us_000599756,0.260353,215:0.468938,988:0.198612,
us_000538142,0.422418,897:0.999192,
us_000491215,0.378700,957:0.826737,
pr_000995440,0.136125,932:0.522655,
us_000491293,0.307268,997:0.546923,
us_000564614,0.286104,893:0.688693,983:0.024356,
us_000590719,0.383587,2108:0.924673,
us_000559696,0.629897,988:0.587593,
us_000538438,0.126123,2080:0.794953,
pr_000627631,0.066935,895:0.144696,
us_000478068,0.186941,1037:0.705659,
pr_001146955,0.065841,895:0.144696,
pr_001093769,0.055637,2108:0.099223,
us_000459340,0.366234,997:0.150180,
us_000500506,0.722582,949:0.750042,2148:0.267306,
us_000509391,0.284434,2078:0.868027,
us_000484914,1.697229,2093:0.956947,
us_000474050,0.297259,2085:0.468999,
us_000512723,0.301430,983:0.043388,
us_000571062,0.408413,2095:0.125402,
us_000461743,0.070143,215:0.179263,
us_000598239,0.225595,2139:0.041275,
us_000585540,0.184182,2090:0.051035,
pr_000574939,0.622735,2083:1.000000,
us_000606585,0.081547,997:0.054803,
pr_000374555,0.068038,895:0.144696,
us_000516442,0.817128,932:0.691883,2127:0.307084,
pr_000337807,0.220595,1005:0.592200,
us_000578469,0.296906,215:0.182677,
pr_000861923,0.054125,2093:0.193038,
us_000569971,0.066664,2095:0.382661,
us_000602844,0.387882,957:0.826737,
us_000495839,0.662552,2105:0.530377,
pr_001048825,0.028436,2095:0.014809,
us_000572513,0.066664,2095:0.382661,
us_000474043,2.900356,949:0.999660,1047:0.990473,2069:0.972910,2116:0.959225,2148:0.177463,
us_000529998,0.795647,2119:0.519867,
us_000560411,0.142555,949:0.456385,
us_000501147,0.134976,2101:0.032735,
us_000506746,0.380900,949:0.358854,1047:0.023919,
pr_000610712,0.046915,2067:0.082387,
us_000459250,0.271497,918:0.188585,966:0.115193,
pr_001662311,0.048038,933:0.249844,
us_000309486,0.550495,988:0.586830,
us_000482870,0.122378,997:0.054803,
us_000464187,1.936912,2146:1.000000,2091:0.992934,972:0.941870,895:0.363364,
us_000459353,0.408659,972:0.851527,
us_000462909,0.547558,89:1.000000,
us_000484715,0.256312,2071:0.271411,
us_000459773,0.126306,890:0.062506,
us_000508990,0.387969,2096:0.148030,
us_000494708,0.170890,993:0.437233,2064:0.063365,
us_000604077,0.271497,918:0.188585,966:0.115193,
pr_000756993,0.082074,2080:0.498404,
us_000593671,0.499339,893:0.914608,
us_000510097,0.214237,2129:0.458946,2107:0.352606,215:0.105130,
us_000476915,0.429447,972:0.890675,
us_000598595,0.249553,215:0.224731,
us_000461062,0.145009,918:0.501720,
us_000566563,0.052535,983:0.027724,
us_000541402,0.028332,2126:0.182104,
pr_000972101,0.251057,1005:0.642199,
us_000492104,0.721510,2064:0.985936,
us_000120695,0.116211,983:0.234137,
us_000480461,0.334077,890:0.062506,
us_000468962,1.592948,997:0.896443,2120:0.002807,
us_000527179,1.530842,2093:0.395492,
us_000550479,0.170950,997:0.380150,
us_000476637,0.475570,893:0.855656,968:0.197102,983:0.073384,
