Product ID : 7792 # of JPs covered : 1 : 216 : Accounting-Non-Profit, 
us_000549587,0.776750,0.226578
pr_001163984,0.776750,0.228257
pr_000560644,0.776750,0.228613
us_000496121,0.776750,0.229018
us_000470663,0.776750,0.229207
us_000520087,0.776750,0.229369
us_000460245,0.776750,0.229771
us_000500866,0.776750,0.230362
us_000538410,0.776750,0.230436
us_000502840,0.776750,0.230444
us_000526144,0.776750,0.231124
us_000522580,0.776750,0.231339
us_000498211,0.776750,0.231625
us_000599799,0.776750,0.231700
us_000491846,0.776750,0.231843
us_000529784,0.776750,0.232483
us_000580008,0.776750,0.232661
us_000531704,0.776750,0.232739
pr_001677892,0.776750,0.233498
us_000465024,0.776750,0.233526
us_000538310,0.776750,0.233914
us_000541127,0.776750,0.233995
us_000459072,0.776750,0.234427
pr_001087728,0.776750,0.234971
us_000496004,0.776750,0.235582
us_000583601,0.776750,0.236742
us_000582319,0.776750,0.236750
us_000603467,0.776750,0.236826
pr_000717908,0.776750,0.237336
pr_001130864,0.776750,0.237890
us_000574734,0.776750,0.238005
us_000476410,0.776750,0.238252
us_000596449,0.776750,0.239035
pr_001129749,0.776750,0.239623
us_000585809,0.776750,0.240315
pr_001088983,0.776750,0.240475
us_000552069,0.776750,0.240606
us_000531619,0.776750,0.241654
pr_000865191,0.776750,0.241816
pr_000874336,0.776750,0.241816
us_000495740,0.776750,0.241858
pr_000822389,0.776750,0.241988
us_000556575,0.776750,0.242117
us_000539838,0.776750,0.242221
us_000468496,0.776750,0.242609
us_000490378,0.776750,0.243136
us_000582422,0.776750,0.243273
pr_001640470,0.776750,0.244604
pr_000698604,0.776750,0.244604
pr_001869625,0.776750,0.244604
pr_001008644,0.776750,0.244604
pr_001089262,0.776750,0.244604
us_000468504,0.776750,0.244799
us_000582517,0.776750,0.244932
us_000229265,0.776750,0.245326
us_000502286,0.776750,0.245574
us_000501205,0.776750,0.246113
pr_001016997,0.776750,0.246468
pr_001131364,0.776750,0.246468
pr_001130717,0.776750,0.246468
pr_001703366,0.776750,0.246468
pr_001156903,0.776750,0.246468
us_000529812,0.776750,0.247252
us_000472584,0.776750,0.247826
pr_000872234,0.776750,0.248793
pr_000716913,0.776750,0.248793
pr_001089818,0.776750,0.248793
us_000534120,0.776750,0.249580
us_000479076,0.776750,0.249730
us_000489111,0.776750,0.249761
us_000530065,0.776750,0.249803
us_000483964,0.776750,0.250139
us_000530264,0.776750,0.250233
us_000569865,0.776750,0.250959
us_000569731,0.776750,0.250988
pr_001093121,0.776750,0.251449
pr_001130982,0.776750,0.251449
pr_001130689,0.776750,0.251449
pr_001129959,0.776750,0.251449
pr_001685639,0.776750,0.251449
us_000536556,0.776750,0.252254
pr_001008732,0.776750,0.253445
pr_000895744,0.776750,0.253445
pr_001088849,0.776750,0.253445
pr_000866803,0.776750,0.253445
pr_001089653,0.776750,0.253445
us_000546404,0.776750,0.253809
us_000495876,0.776750,0.253890
us_000466716,0.776750,0.254847
pr_000654908,0.776750,0.276279
pr_000554841,0.776750,0.281260
pr_000512320,0.776750,0.293856
pr_000701931,0.776750,0.313002
pr_000910651,0.776750,0.392040
pr_001142976,0.776750,0.398650
pr_000513370,0.776750,0.406189
us_000458704,0.776750,0.415209
us_000459977,0.776750,0.430447
pr_000821922,0.776750,0.446040
pr_000883349,0.776750,0.457991
us_000492041,0.776750,0.464384
us_000485064,0.776750,0.484809
pr_001004003,0.776750,0.489235
pr_000890541,0.776750,0.496212
us_000397051,0.776750,0.497693
us_000473079,0.776750,0.510118
us_000479266,0.776750,0.515182
us_000460056,0.776750,0.529410
us_000273404,0.776750,0.533890
us_000473890,0.776750,0.544290
us_000245391,0.776750,0.548592
us_000460638,0.776750,0.613690
us_000518410,0.776750,0.638216
us_000442757,0.776750,0.644655
pr_000721006,0.776750,0.648262
us_000460654,0.776750,0.662028
us_000531578,0.776750,0.678221
us_000386038,0.776750,0.703112
us_000459456,0.776750,0.718530
us_000463358,0.776750,1.207188
us_000593532,0.709404,0.495635
us_000556579,0.697635,0.000000
us_000557505,0.697635,0.000000
us_000545607,0.697635,0.000000
us_000567434,0.697635,0.000026
pr_001721086,0.697635,0.000102
pr_000485626,0.697635,0.000245
us_000615084,0.697635,0.000249
pr_000266781,0.697635,0.000355
us_000599472,0.697635,0.000367
us_000615734,0.697635,0.001674
us_000609877,0.697635,0.002744
us_000530628,0.697635,0.008164
us_000533134,0.697635,0.043212
us_000492826,0.697635,0.074704
us_000611882,0.697635,2.327627
us_000618901,0.697635,2.346603
us_000537901,0.672923,0.097671
us_000597625,0.672923,0.101953
us_000613782,0.672923,0.118394
us_000612471,0.672923,0.134828
us_000555828,0.672923,0.141892
us_000558073,0.672923,0.146024
us_000562965,0.672923,0.149539
us_000520033,0.672923,0.154120
us_000535136,0.672923,0.170708
us_000490516,0.672923,0.173119
us_000557395,0.672923,0.178109
us_000494001,0.672923,0.182332
pr_001012515,0.672923,0.182839
pr_001142035,0.672923,0.182839
us_000566592,0.672923,0.185042
us_000538486,0.672923,0.185105
us_000569851,0.672923,0.187800
us_000574034,0.672923,0.190928
us_000553105,0.672923,0.194999
us_000491635,0.672923,0.198410
us_000530978,0.672923,0.201261
us_000482978,0.672923,0.205541
us_000464685,0.672923,0.380300
us_000503737,0.672923,0.391679
us_000479569,0.672923,0.412706
us_000511255,0.665300,0.000000
pr_002088814,0.665300,0.000000
pr_001078109,0.665300,0.000000
pr_002079728,0.665300,0.000000
pr_000920353,0.665300,0.000000
pr_000761212,0.665300,0.000000
pr_001020841,0.665300,0.000000
pr_001044539,0.665300,0.000000
pr_000790484,0.665300,0.000000
pr_001398794,0.665300,0.000000
pr_001160538,0.665300,0.000000
us_000555743,0.665300,0.000005
us_000538958,0.665300,0.000027
us_000606725,0.665300,0.000071
us_000533963,0.665300,0.000075
us_000595542,0.665300,0.000436
us_000611811,0.665300,0.000886
us_000602450,0.665300,0.001150
pr_000731683,0.665300,0.001202
us_000491199,0.665300,0.001211
pr_001031707,0.665300,0.001363
us_000498686,0.665300,0.001424
us_000545265,0.665300,0.001488
pr_000184818,0.665300,0.003535
us_000586568,0.665300,0.003898
pr_000238948,0.665300,0.003956
us_000494770,0.665300,0.004150
us_000573776,0.665300,0.010486
pr_000821057,0.665300,0.012109
pr_000807422,0.665300,0.014588
pr_001088041,0.665300,0.016136
pr_000785728,0.665300,0.016566
pr_000611082,0.665300,0.017572
us_000598183,0.665300,0.018161
pr_001666038,0.665300,0.020640
us_000546054,0.665300,0.024222
pr_001987093,0.665300,0.025261
pr_001751798,0.665300,0.028510
us_000598590,0.665300,0.033444
us_000471916,0.665300,0.044898
pr_001667735,0.665300,0.049417
pr_001068790,0.665300,0.053458
pr_001664692,0.665300,0.060166
pr_001659044,0.665300,0.064314
us_000535349,0.665300,0.088282
pr_000608693,0.665300,0.116305
us_000575431,0.665300,0.241699
us_000485626,0.665300,0.307588
pr_000121229,0.638270,0.000000
pr_000288697,0.624220,0.000000
us_000619301,0.624220,0.349614
us_000580177,0.624220,0.438286
us_000540044,0.624220,0.442292
us_000576564,0.624220,0.511930
us_000558831,0.624220,0.528443
us_000566927,0.624220,0.532847
us_000597661,0.624220,0.564406
us_000540808,0.624220,0.588520
us_000558363,0.624220,0.588819
us_000577986,0.624220,0.610912
us_000575918,0.624220,0.617182
us_000574387,0.624220,0.625239
us_000566881,0.624220,0.632217
pr_001087700,0.624220,0.638119
us_000022324,0.624220,0.949562
us_000586130,0.624220,0.959245
us_000565160,0.624220,0.963294
us_000595700,0.617798,0.275929
us_000537017,0.617798,0.310321
us_000614949,0.617798,0.316518
us_000479553,0.617798,0.348063
us_000557629,0.617798,0.348375
us_000590599,0.617798,0.357629
us_000528955,0.617798,0.358540
pr_001126162,0.617798,0.361719
us_000594257,0.617798,0.362484
us_000586381,0.617798,0.368118
us_000585787,0.617798,0.375679
us_000593409,0.617798,0.375736
us_000559021,0.617798,0.376876
us_000512093,0.617798,0.377107
pr_001128696,0.617798,0.378556
us_000517245,0.617798,0.378915
us_000539133,0.617798,0.379130
us_000510874,0.617798,0.379351
us_000561969,0.617798,0.380794
us_000534876,0.617798,0.380970
us_000590807,0.617798,0.383349
us_000590687,0.617798,0.383434
us_000585153,0.617798,0.385799
pr_001089761,0.617798,0.387002
pr_001716468,0.617798,0.387002
pr_001075181,0.617798,0.387002
us_000574214,0.617798,0.387542
us_000573308,0.617798,0.391185
us_000517507,0.617798,0.392248
us_000586341,0.617798,0.394335
us_000565158,0.617798,0.394733
us_000548535,0.617798,0.395188
pr_001127135,0.617798,0.395471
pr_001157885,0.617798,0.396741
pr_000559090,0.617798,0.399879
us_000528774,0.617798,0.400486
us_000561133,0.617798,0.402835
us_000562447,0.617798,0.403029
us_000520363,0.617798,0.403081
pr_001392007,0.617798,0.404419
pr_001128996,0.617798,0.405206
us_000574574,0.617798,0.409123
us_000594763,0.617798,0.410054
us_000516951,0.617798,0.410306
us_000538905,0.617798,0.410650
us_000556909,0.617798,0.412964
us_000479375,0.617798,0.413089
pr_001090913,0.617798,0.413895
us_000534742,0.617798,0.416405
pr_001089571,0.617798,0.418830
pr_001906781,0.617798,0.418830
pr_001093130,0.617798,0.418830
us_000576845,0.617798,0.420796
us_000512180,0.617798,0.420812
us_000562097,0.617798,0.421289
pr_001806053,0.617798,0.422769
pr_001126326,0.617798,0.422769
pr_001129106,0.617798,0.422769
us_000582409,0.617798,0.424086
us_000535509,0.617798,0.425430
pr_001127157,0.617798,0.425732
pr_001126921,0.617798,0.425732
us_000535556,0.617798,0.426789
pr_001129469,0.617798,0.427309
pr_001127014,0.617798,0.427309
us_000557092,0.617798,0.428060
us_000507123,0.617798,0.429460
pr_001126701,0.617798,0.431981
pr_001163535,0.617798,0.431981
pr_001129194,0.617798,0.431981
us_000537403,0.617798,0.436308
pr_001089016,0.617798,0.436785
pr_001159352,0.617798,0.436785
us_000513078,0.617798,0.437096
us_000538312,0.617798,0.437511
pr_001785519,0.617798,0.437773
us_000471145,0.617798,0.440262
pr_001090866,0.617798,0.441720
pr_001127189,0.617798,0.441720
pr_001128889,0.617798,0.441720
pr_001096865,0.617798,0.441720
pr_002252249,0.617798,0.441720
pr_001128449,0.617798,0.441720
pr_001127243,0.617798,0.441720
us_000529509,0.617798,0.445444
pr_001836746,0.617798,0.446458
pr_001093108,0.617798,0.446458
pr_001129368,0.617798,0.450999
pr_001127434,0.617798,0.450999
pr_000560123,0.617798,0.455671
pr_001127424,0.617798,0.455671
pr_000627591,0.617798,0.455671
pr_001126997,0.617798,0.455671
pr_001126616,0.617798,0.460474
pr_001128062,0.617798,0.460474
pr_001117879,0.617798,0.460474
pr_001129152,0.617798,0.460474
pr_001089646,0.617798,0.460474
pr_001088949,0.617798,0.460474
pr_001126860,0.617798,0.460474
pr_000557741,0.617798,0.460474
pr_001126341,0.617798,0.460474
pr_001128649,0.617798,0.460474
pr_000652798,0.617798,0.460474
pr_001126716,0.617798,0.460474
pr_000559788,0.617798,0.460474
pr_001124608,0.617798,0.460474
pr_001126118,0.617798,0.460474
pr_000652924,0.617798,0.460474
pr_001090848,0.617798,0.460474
pr_001089774,0.617798,0.460474
pr_001090831,0.617798,0.465410
pr_001088385,0.617798,0.465410
pr_001093808,0.617798,0.465410
pr_001129448,0.617798,0.465410
pr_001691087,0.617798,0.465410
pr_000655084,0.617798,0.465410
pr_001164899,0.617798,0.465410
pr_001722263,0.617798,0.465410
pr_001794475,0.617798,0.465410
pr_001164894,0.617798,0.465410
pr_001859666,0.617798,0.465410
pr_001093823,0.617798,0.465410
pr_001087396,0.617798,0.465410
pr_001093234,0.617798,0.465410
pr_001803322,0.617798,0.465410
pr_001677750,0.617798,0.465410
pr_001128499,0.617798,0.465410
pr_000561314,0.617798,0.465410
pr_001857724,0.617798,0.465410
pr_000555043,0.617798,0.465410
pr_001680478,0.617798,0.465410
pr_001127513,0.617798,0.465410
pr_001882054,0.617798,0.465410
pr_001127699,0.617798,0.465410
pr_001129076,0.617798,0.465410
pr_001088957,0.617798,0.465410
pr_001090920,0.617798,0.472329
us_000577180,0.617798,0.506516
pr_000559557,0.617798,0.522309
us_000471617,0.617798,0.609422
pr_001126085,0.617798,0.611144
us_000460744,0.617798,0.622387
pr_001093177,0.617798,0.657393
pr_000631702,0.617798,0.668879
pr_000557909,0.617798,0.698232
us_000460688,0.617798,0.703039
us_000557057,0.617798,0.724561
us_000482146,0.617798,0.732719
us_000525854,0.617798,0.736068
pr_001391580,0.617798,0.736530
us_000482147,0.617798,0.741998
pr_001045045,0.617798,0.759890
us_000533192,0.617798,0.761239
us_000460814,0.617798,0.772505
us_000460987,0.617798,0.838591
us_000462894,0.617798,1.166528
us_000529644,0.617193,0.249181
us_000555875,0.610570,0.000020
us_000555182,0.610570,0.420884
us_000476015,0.610570,0.426191
pr_001089004,0.610570,0.432952
us_000539430,0.610570,0.435576
us_000588357,0.610570,0.442407
pr_001676784,0.610570,0.447752
us_000533123,0.610570,0.451062
us_000520391,0.610570,0.454658
pr_001093155,0.610570,0.458928
pr_001161849,0.610570,0.461478
us_000533393,0.610570,0.471215
us_000541948,0.610570,0.474759
us_000534036,0.610570,0.475049
us_000521878,0.610570,0.479067
us_000583869,0.610570,0.479439
pr_001089068,0.610570,0.480315
pr_001087743,0.610570,0.482773
us_000587339,0.610570,0.483692
us_000512178,0.610570,0.485874
us_000534141,0.610570,0.487560
us_000518313,0.610570,0.488520
pr_001089529,0.610570,0.490271
us_000562004,0.610570,0.491135
us_000550848,0.610570,0.492305
pr_001093225,0.610570,0.492327
us_000538708,0.610570,0.496676
us_000468937,0.610570,0.500620
us_000565656,0.610570,0.505027
us_000517868,0.610570,0.506242
us_000533865,0.610570,0.509753
pr_001088962,0.610570,0.510441
pr_000556361,0.610570,0.514539
us_000529743,0.610570,0.514975
pr_001805809,0.610570,0.515152
us_000529723,0.610570,0.515190
pr_001124485,0.610570,0.527094
pr_001093344,0.610570,0.527094
pr_001089687,0.610570,0.527094
pr_000654737,0.610570,0.528748
pr_001905565,0.610570,0.538047
pr_000634754,0.610570,0.545677
pr_000552894,0.610570,0.548082
pr_001164904,0.610570,0.560694
pr_001976583,0.610570,0.568607
pr_000559168,0.610570,0.598366
us_000566926,0.610570,0.718147
us_000473619,0.610570,0.765080
us_000481505,0.610570,0.767671
us_000472736,0.610570,0.786122
us_000472622,0.610570,0.807571
us_000469646,0.610570,0.859335
us_000513854,0.610570,1.131306
us_000518919,0.610570,1.234467
us_000523004,0.578079,0.000000
us_000579935,0.578079,0.035938
us_000477066,0.578079,0.035992
us_000469917,0.578079,0.036041
us_000499218,0.578079,0.036495
us_000566135,0.578079,0.036733
us_000573502,0.578079,0.037072
us_000617152,0.578079,0.037131
us_000569405,0.578079,0.037231
us_000617548,0.578079,0.037236
us_000569400,0.578079,0.037528
us_000618377,0.578079,0.037608
us_000617857,0.578079,0.038142
us_000579948,0.578079,0.038657
pr_001130122,0.578079,0.039928
us_000573303,0.578079,0.040014
us_000569525,0.578079,0.040224
us_000522806,0.578079,0.040269
us_000555803,0.578079,0.040927
us_000619261,0.578079,0.040984
us_000601243,0.578079,0.041550
us_000558021,0.578079,0.041605
us_000558016,0.578079,0.041605
us_000552878,0.578079,0.041909
us_000618973,0.578079,0.042037
us_000596783,0.578079,0.042205
us_000556956,0.578079,0.042566
us_000595621,0.578079,0.042569
pr_001129006,0.578079,0.043051
pr_001126750,0.578079,0.043051
pr_001126415,0.578079,0.043051
pr_001142759,0.578079,0.043051
pr_001130469,0.578079,0.043051
us_000618369,0.578079,0.043782
us_000501656,0.578079,0.043990
us_000616158,0.578079,0.044023
us_000618216,0.578079,0.044517
us_000588559,0.578079,0.044609
us_000593467,0.578079,0.045092
us_000595718,0.578079,0.045305
us_000467959,0.578079,0.045357
us_000461227,0.578079,0.045400
us_000613769,0.578079,0.045661
us_000616660,0.578079,0.045943
us_000595596,0.578079,0.046240
us_000554236,0.578079,0.046262
pr_001075197,0.578079,0.046306
pr_001126880,0.578079,0.046306
pr_001128200,0.578079,0.046306
us_000566931,0.578079,0.046703
us_000566154,0.578079,0.046848
us_000612629,0.578079,0.046916
us_000492022,0.578079,0.047219
us_000491964,0.578079,0.047221
us_000617946,0.578079,0.047531
us_000603648,0.578079,0.047653
us_000603733,0.578079,0.047653
us_000555800,0.578079,0.047670
us_000529566,0.578079,0.047990
us_000583898,0.578079,0.048149
us_000611888,0.578079,0.048280
us_000494904,0.578079,0.048414
us_000491945,0.578079,0.048448
us_000519671,0.578079,0.048456
us_000550123,0.578079,0.048660
us_000549855,0.578079,0.048680
us_000498941,0.578079,0.048763
us_000592972,0.578079,0.049288
us_000530866,0.578079,0.049668
pr_001126092,0.578079,0.049692
pr_001128483,0.578079,0.049692
pr_001625006,0.578079,0.049692
pr_001117884,0.578079,0.049692
pr_001128931,0.578079,0.049692
pr_001128747,0.578079,0.049692
pr_001130808,0.578079,0.049692
pr_001075217,0.578079,0.049692
pr_000723893,0.578079,0.049692
us_000537967,0.578079,0.049892
pr_000549531,0.578079,0.050090
pr_000512026,0.578079,0.050279
us_000588192,0.578079,0.050303
us_000615003,0.578079,0.050345
us_000549877,0.578079,0.050917
us_000606258,0.578079,0.051093
us_000593549,0.578079,0.051132
us_000593493,0.578079,0.051155
us_000526631,0.578079,0.051485
us_000585928,0.578079,0.051646
us_000520073,0.578079,0.051664
us_000530876,0.578079,0.051759
us_000581682,0.578079,0.051811
us_000501039,0.578079,0.051820
us_000586150,0.578079,0.051832
us_000554423,0.578079,0.051839
us_000550262,0.578079,0.052126
us_000556618,0.578079,0.052162
us_000615575,0.578079,0.052220
us_000600386,0.578079,0.052243
us_000617172,0.578079,0.052334
us_000617037,0.578079,0.052469
us_000534733,0.578079,0.052568
us_000615468,0.578079,0.052675
us_000615444,0.578079,0.052684
us_000586094,0.578079,0.052770
us_000574154,0.578079,0.052778
us_000576563,0.578079,0.052832
us_000616671,0.578079,0.053007
pr_001126285,0.578079,0.053210
pr_001128497,0.578079,0.053210
pr_000553160,0.578079,0.053210
pr_001124708,0.578079,0.053210
pr_000993622,0.578079,0.053210
pr_001129172,0.578079,0.053210
pr_001127315,0.578079,0.053210
pr_001130341,0.578079,0.053210
pr_001127732,0.578079,0.053210
pr_001130501,0.578079,0.053210
pr_001618009,0.578079,0.053210
pr_001126235,0.578079,0.053210
pr_001129017,0.578079,0.053210
pr_000853331,0.578079,0.053210
pr_001128613,0.578079,0.053210
us_000550166,0.578079,0.053542
us_000616124,0.578079,0.053807
us_000587995,0.578079,0.053844
us_000507752,0.578079,0.053853
us_000612660,0.578079,0.053864
us_000612639,0.578079,0.053867
us_000612637,0.578079,0.053867
us_000612631,0.578079,0.053867
us_000614948,0.578079,0.053887
us_000595635,0.578079,0.053931
us_000614837,0.578079,0.054044
us_000497174,0.578079,0.054087
us_000496114,0.578079,0.054108
us_000491942,0.578079,0.054198
us_000555754,0.578079,0.054581
us_000606712,0.578079,0.054664
us_000606795,0.578079,0.054664
us_000593520,0.578079,0.054724
us_000561554,0.578079,0.054862
us_000594054,0.578079,0.054952
us_000548732,0.578079,0.054985
us_000614222,0.578079,0.055107
us_000500524,0.578079,0.055423
us_000561218,0.578079,0.055471
us_000591937,0.578079,0.055479
us_000596673,0.578079,0.055941
us_000596282,0.578079,0.056259
us_000562506,0.578079,0.056268
us_000522179,0.578079,0.056356
us_000599914,0.578079,0.056425
us_000472720,0.578079,0.056458
us_000490936,0.578079,0.056650
pr_001128064,0.578079,0.056860
pr_001129397,0.578079,0.056860
pr_001126289,0.578079,0.056860
pr_001089755,0.578079,0.056860
pr_001130185,0.578079,0.056860
pr_001124656,0.578079,0.056860
pr_000992561,0.578079,0.056860
pr_001142476,0.578079,0.056860
pr_001126575,0.578079,0.056860
pr_001126441,0.578079,0.056860
pr_001126863,0.578079,0.056860
pr_001126434,0.578079,0.056860
pr_001093090,0.578079,0.056860
pr_001126666,0.578079,0.056860
pr_001014266,0.578079,0.056860
pr_001156910,0.578079,0.056860
pr_000942218,0.578079,0.056860
pr_001128139,0.578079,0.056860
pr_001142861,0.578079,0.056860
pr_001124680,0.578079,0.056860
pr_001161916,0.578079,0.056860
pr_000722697,0.578079,0.056860
pr_001129144,0.578079,0.056860
pr_001130573,0.578079,0.056860
us_000613301,0.578079,0.056888
us_000522563,0.578079,0.057117
us_000557906,0.578079,0.057356
us_000612795,0.578079,0.057413
us_000612783,0.578079,0.057418
us_000563403,0.578079,0.057440
us_000612781,0.578079,0.057447
us_000612767,0.578079,0.057463
us_000501977,0.578079,0.057626
us_000498444,0.578079,0.057741
us_000612517,0.578079,0.057788
us_000593424,0.578079,0.057801
us_000491847,0.578079,0.057879
us_000612384,0.578079,0.057909
us_000594046,0.578079,0.057919
us_000618028,0.578079,0.057944
us_000555741,0.578079,0.057964
us_000563879,0.578079,0.058012
us_000585913,0.578079,0.058221
us_000605552,0.578079,0.058366
us_000607348,0.578079,0.058366
us_000605725,0.578079,0.058366
us_000605649,0.578079,0.058366
us_000603695,0.578079,0.058366
us_000605883,0.578079,0.058366
us_000557113,0.578079,0.058391
us_000611986,0.578079,0.058445
us_000611984,0.578079,0.058446
us_000611952,0.578079,0.058446
us_000464081,0.578079,0.058476
us_000463857,0.578079,0.058482
us_000584926,0.578079,0.058518
us_000593463,0.578079,0.058568
us_000573229,0.578079,0.058580
us_000495016,0.578079,0.058649
us_000511593,0.578079,0.058795
us_000602310,0.578079,0.058827
us_000602183,0.578079,0.058827
us_000513865,0.578079,0.058992
us_000581731,0.578079,0.059004
us_000615058,0.578079,0.059005
us_000511560,0.578079,0.059028
us_000511362,0.578079,0.059031
us_000502161,0.578079,0.059133
us_000502123,0.578079,0.059133
us_000502114,0.578079,0.059133
us_000501982,0.578079,0.059134
us_000501720,0.578079,0.059140
us_000500861,0.578079,0.059149
us_000498428,0.578079,0.059182
us_000557901,0.578079,0.059188
us_000491941,0.578079,0.059254
us_000479196,0.578079,0.059409
us_000469361,0.578079,0.059439
us_000523028,0.578079,0.059467
us_000549590,0.578079,0.059534
us_000549589,0.578079,0.059534
us_000549588,0.578079,0.059534
us_000557166,0.578079,0.059650
us_000234234,0.578079,0.059795
us_000616667,0.578079,0.060428
us_000503463,0.578079,0.060566
pr_001142365,0.578079,0.060641
pr_001127355,0.578079,0.060641
pr_001127488,0.578079,0.060641
pr_001129881,0.578079,0.060641
pr_001127401,0.578079,0.060641
pr_001127663,0.578079,0.060641
pr_001127280,0.578079,0.060641
pr_001121410,0.578079,0.060641
pr_001128488,0.578079,0.060641
pr_000559003,0.578079,0.060641
pr_002159529,0.578079,0.060641
pr_001130707,0.578079,0.060641
pr_001129360,0.578079,0.060641
pr_001126733,0.578079,0.060641
pr_001128290,0.578079,0.060641
pr_001126078,0.578079,0.060641
pr_001127012,0.578079,0.060641
pr_001130793,0.578079,0.060641
pr_000781599,0.578079,0.060641
pr_001603816,0.578079,0.060641
pr_002045310,0.578079,0.060641
pr_000723873,0.578079,0.060641
pr_001127693,0.578079,0.060641
pr_001128760,0.578079,0.060641
pr_001059350,0.578079,0.060641
pr_001112274,0.578079,0.060641
pr_001128316,0.578079,0.060641
pr_001075215,0.578079,0.060641
pr_001128910,0.578079,0.060641
pr_001142557,0.578079,0.060641
pr_001127974,0.578079,0.060641
pr_000561038,0.578079,0.060641
pr_001127364,0.578079,0.060641
us_000517444,0.578079,0.060725
us_000523602,0.578079,0.060829
us_000572352,0.578079,0.060871
us_000512397,0.578079,0.061216
us_000586011,0.578079,0.061540
us_000496227,0.578079,0.061568
us_000496496,0.578079,0.061597
us_000559322,0.578079,0.061630
us_000618134,0.578079,0.061763
us_000591983,0.578079,0.061819
us_000591981,0.578079,0.061819
us_000591979,0.578079,0.061819
us_000591959,0.578079,0.061850
us_000591829,0.578079,0.061872
us_000549164,0.578079,0.061882
us_000594033,0.578079,0.061887
us_000594032,0.578079,0.061887
us_000591643,0.578079,0.061894
us_000479185,0.578079,0.061953
us_000462978,0.578079,0.061970
us_000593860,0.578079,0.061984
us_000564366,0.578079,0.062061
us_000564330,0.578079,0.062062
us_000564302,0.578079,0.062065
us_000500999,0.578079,0.062072
