Product ID : 893 JPs covered : 214 : Insurance Litigation, 
us_000532777,0.829216, 0.515487
us_000486870,0.829216, 0.515487
us_000480124,0.829216, 0.515487
us_000568041,0.829216, 0.515487
us_000462967,0.829216, 0.515487
us_000554065,0.829216, 0.515487
us_000543628,0.829216, 0.515487
us_000567821,0.829216, 0.515487
us_000462146,0.829216, 0.515487
us_000127968,0.829216, 0.515487
us_000546272,0.829216, 0.515487
us_000519962,0.829216, 0.515487
us_000609537,0.829216, 0.515487
us_000567255,0.829216, 0.515487
us_000486828,0.829216, 0.515487
us_000569791,0.829216, 0.515487
us_000479774,0.829216, 0.515487
us_000461807,0.829216, 0.515487
us_000563876,0.829216, 0.515487
us_000489313,0.829216, 0.515487
us_000601489,0.829216, 0.515487
us_000462975,0.829216, 0.515487
us_000466478,0.829216, 0.515487
us_000477498,0.829216, 0.515487
us_000479689,0.829216, 0.515487
us_000481154,0.829216, 0.515487
us_000461892,0.829216, 0.515487
us_000462974,0.829216, 0.515487
us_000479240,0.829216, 0.515487
us_000535510,0.829216, 0.515487
us_000541133,0.829216, 0.515487
us_000460282,0.829216, 0.515487
us_000462294,0.829216, 0.515487
us_000464543,0.829216, 0.515487
us_000542116,0.829216, 0.515487
us_000565323,0.829216, 0.515487
us_000462149,0.829216, 0.515487
us_000461635,0.829216, 0.515487
us_000478008,0.829216, 0.515487
us_000477292,0.829216, 0.515487
us_000462412,0.829216, 0.515487
us_000599263,0.829216, 0.515487
us_000581207,0.829216, 0.515487
us_000462413,0.829216, 0.515487
us_000461321,0.829216, 0.515487
us_000542507,0.829216, 0.515487
us_000534029,0.829216, 0.515487
us_000480800,0.829216, 0.515487
us_000462792,0.829216, 0.515487
us_000488645,0.829216, 0.515487
us_000567954,0.829216, 0.515487
us_000496219,0.829216, 0.515487
us_000477495,0.829216, 0.515487
us_000479971,0.829216, 0.515487
us_000552832,0.829216, 0.515487
us_000490884,0.829216, 0.515487
us_000569810,0.829216, 0.515487
us_000462136,0.829216, 0.515487
us_000600587,0.829216, 0.515487
us_000462361,0.829216, 0.515487
us_000502648,0.829216, 0.515487
us_000565265,0.829216, 0.515644
us_000477984,0.829216, 0.515697
us_000598651,0.829216, 0.515750
us_000518734,0.829216, 0.515750
us_000486842,0.829216, 0.515750
us_000535310,0.829216, 0.515750
us_000606307,0.829216, 0.515917
us_000486965,0.829216, 0.516110
us_000459890,0.829216, 0.516253
us_000491810,0.829216, 0.516260
us_000556145,0.829216, 0.516384
us_000479970,0.829216, 0.516526
us_000555852,0.829216, 0.517048
us_000586545,0.829216, 0.520081
us_000594237,0.829216, 0.520830
us_000474485,0.829216, 0.523008
us_000480133,0.829216, 0.523562
us_000515392,0.829216, 0.523689
us_000549847,0.829216, 0.525692
us_000567129,0.829216, 0.529024
us_000534831,0.829216, 0.529721
us_000489988,0.829216, 0.529894
us_000473330,0.829216, 0.530446
us_000483991,0.829216, 0.532438
us_000514812,0.829216, 0.532798
us_000495025,0.829216, 0.539538
us_000564955,0.829216, 0.543760
us_000597140,0.829216, 0.546415
us_000481125,0.829216, 0.546974
us_000488591,0.829216, 0.548248
us_000475050,0.829216, 0.551531
us_000535072,0.829216, 0.559299
us_000594980,0.829216, 0.562987
us_000569371,0.829216, 0.563341
us_000517821,0.829216, 0.568210
us_000573241,0.829216, 0.573879
us_000574002,0.829216, 0.576570
us_000253530,0.829216, 0.582115
us_000467250,0.829216, 0.585286
us_000535062,0.829216, 0.618764
us_000599047,0.829216, 0.629906
us_000542770,0.829216, 0.630441
us_000496882,0.829216, 0.645453
us_000459171,0.829216, 0.710634
us_000519493,0.829216, 0.744580
us_000498284,0.829216, 0.746585
us_000471840,0.829216, 1.003618
pr_000550375,0.788583, 0.000000
us_000508119,0.788583, 0.000003
us_000499173,0.788583, 0.000003
us_000550317,0.788583, 0.013201
us_000475730,0.711312, 0.410222
us_000551374,0.711312, 0.421327
us_000551352,0.711312, 0.421327
us_000520750,0.711312, 0.421327
us_000475893,0.711312, 0.438392
us_000486963,0.711312, 0.440682
us_000489726,0.711312, 0.447919
us_000227340,0.711312, 0.447919
us_000549625,0.711312, 0.447919
us_000480985,0.711312, 0.447919
us_000479930,0.711312, 0.447919
us_000477290,0.711312, 0.447919
us_000385840,0.711312, 0.457438
us_000179559,0.711312, 0.458187
us_000597605,0.711312, 0.460271
us_000597781,0.711312, 0.461416
us_000564403,0.711312, 0.462437
us_000008592,0.711312, 0.462572
us_000472976,0.711312, 0.463080
us_000592812,0.711312, 0.466881
us_000485570,0.711312, 0.468731
us_000271198,0.711312, 0.472386
us_000584478,0.711312, 0.472555
us_000476637,0.711312, 0.475570
us_000580619,0.711312, 0.478624
us_000598650,0.711312, 0.479948
us_000566699,0.711312, 0.484470
us_000480716,0.711312, 0.487080
us_000010644,0.711312, 0.488178
us_000418420,0.711312, 0.489164
us_000086777,0.711312, 0.489901
us_000545787,0.711312, 0.490187
us_000543809,0.711312, 0.491313
us_000480728,0.711312, 0.492585
us_000566150,0.711312, 0.492585
us_000472401,0.711312, 0.492585
us_000462360,0.711312, 0.492585
us_000551113,0.711312, 0.492585
us_000607649,0.711312, 0.492585
us_000563459,0.711312, 0.493643
us_000581400,0.711312, 0.494629
us_000564696,0.711312, 0.494629
us_000537927,0.711312, 0.494629
us_000564660,0.711312, 0.494629
us_000476653,0.711312, 0.494933
us_000490441,0.711312, 0.495485
us_000535925,0.711312, 0.498198
us_000481188,0.711312, 0.499148
us_000293463,0.711312, 0.499667
us_000474880,0.711312, 0.499667
us_000537971,0.711312, 0.500134
us_000459983,0.711312, 0.500134
us_000580280,0.711312, 0.504824
us_000550504,0.711312, 0.516185
us_000483015,0.711312, 0.531480
us_000549776,0.711312, 0.537598
pr_001065108,0.665926, 0.000010
pr_000242141,0.665926, 0.000049
us_000587717,0.665926, 0.001121
us_000590095,0.665926, 0.003479
us_000266417,0.665926, 0.005050
us_000563947,0.665926, 0.025774
us_000459385,0.665926, 0.393964
us_000461358,0.665926, 0.397769
us_000476600,0.665926, 0.400889
us_000458558,0.665926, 0.404694
us_000609786,0.665926, 0.409466
us_000538586,0.665926, 0.412527
us_000130528,0.665926, 0.412778
us_000553024,0.665926, 0.414733
us_000522992,0.665926, 0.414783
us_000485364,0.665926, 0.415582
us_000462355,0.665926, 0.417026
us_000462314,0.665926, 0.423350
us_000586489,0.665926, 0.450106
us_000613033,0.665926, 0.462916
us_000587375,0.665926, 0.491318
us_000566315,0.575446, 0.000081
us_000476449,0.575446, 0.385663
us_000613606,0.575446, 0.395999
us_000592235,0.575446, 0.397088
us_000553429,0.575446, 0.415702
us_000131848,0.575446, 0.422277
us_000568068,0.575446, 0.422277
us_000534146,0.575446, 0.422277
us_000535755,0.575446, 0.422277
us_000475242,0.575446, 0.422277
us_000480962,0.575446, 0.422277
us_000532596,0.575446, 0.456374
pr_001643435,0.562476, 0.000000
pr_001628343,0.562476, 0.000000
pr_001718973,0.562476, 0.000000
pr_001390539,0.562476, 0.000000
pr_000760423,0.562476, 0.000000
pr_000953259,0.562476, 0.000000
pr_000710137,0.562476, 0.000000
us_000488318,0.562476, 0.000001
pr_001845361,0.562476, 0.000038
us_000460004,0.562476, 0.000052
us_000459530,0.562476, 0.000052
us_000459487,0.562476, 0.000052
us_000459758,0.562476, 0.000052
us_000575384,0.562476, 0.000555
us_000538797,0.562476, 0.001926
us_000533988,0.562476, 0.003751
us_000465799,0.562476, 0.004693
us_000458577,0.562476, 0.004889
us_000538969,0.562476, 0.007271
us_000473601,0.562476, 0.008276
us_000462607,0.562476, 0.010742
us_000501934,0.562476, 0.011259
us_000543614,0.562476, 0.011882
us_000492774,0.562476, 0.013336
us_000487587,0.562476, 0.014210
us_000538793,0.562476, 0.017882
us_000044950,0.562476, 0.018035
us_000491344,0.562476, 0.019068
us_000554495,0.562476, 0.020253
us_000481438,0.562476, 0.023894
us_000512595,0.562476, 0.030840
us_000468357,0.562476, 0.035594
us_000488084,0.562476, 0.044254
us_000556524,0.562476, 0.046819
us_000264749,0.562476, 0.054775
us_000593451,0.562476, 0.066483
us_000017515,0.562476, 0.121218
us_000458909,0.562476, 0.160302
pr_000957806,0.546721, 0.000000
pr_001677631,0.546721, 0.000000
pr_000488968,0.546721, 0.000000
us_000538707,0.546721, 0.000026
us_000541332,0.546721, 0.000026
us_000524223,0.546721, 0.000026
us_000524664,0.546721, 0.000026
us_000538278,0.546721, 0.000026
us_000537928,0.546721, 0.000026
us_000497954,0.546721, 0.000026
us_000523537,0.546721, 0.000026
us_000541768,0.546721, 0.000026
us_000538659,0.546721, 0.000026
us_000534998,0.546721, 0.000026
us_000496805,0.546721, 0.000026
us_000550975,0.546721, 0.000246
us_000521780,0.546721, 0.000246
us_000551047,0.546721, 0.000246
us_000534955,0.546721, 0.000246
us_000523543,0.546721, 0.000311
us_000490899,0.546721, 0.001201
us_000516486,0.546721, 0.035064
us_000516355,0.546721, 0.046781
us_000510267,0.546721, 0.104269
us_000515722,0.546721, 0.373790
us_000475276,0.546721, 0.377674
us_000481100,0.546721, 0.391100
us_000557722,0.546721, 0.392285
us_000544251,0.546721, 0.418682
us_000431333,0.546721, 0.432561
us_000499625,0.546721, 0.440425
us_000560042,0.546721, 0.445494
us_000517669,0.546721, 0.454248
us_000544409,0.377386, 0.000017
us_000518473,0.377386, 0.000017
us_000512754,0.377386, 0.000017
us_000566219,0.377386, 0.000017
us_000517826,0.377386, 0.000017
us_000498669,0.377386, 0.000017
us_000498534,0.377386, 0.000017
us_000547890,0.377386, 0.000017
us_000527486,0.377386, 0.000017
us_000509848,0.377386, 0.000017
us_000527199,0.377386, 0.000017
us_000528490,0.377386, 0.000017
us_000529483,0.377386, 0.000017
us_000569411,0.377386, 0.000017
us_000518763,0.377386, 0.000017
us_000499401,0.377386, 0.000060
us_000510522,0.377386, 0.000060
us_000490417,0.377386, 0.000077
us_000511958,0.377386, 0.000128
us_000529299,0.377386, 0.000128
us_000574943,0.377386, 0.000128
us_000569753,0.377386, 0.000182
us_000498568,0.377386, 0.002052
us_000569209,0.377386, 0.002656
us_000548710,0.377386, 0.005820
us_000549337,0.377386, 0.043172
us_000584346,0.377386, 0.279290
us_000564614,0.377386, 0.286104
us_000614723,0.377386, 0.287976
us_000613601,0.377386, 0.296309
us_000560007,0.377386, 0.299308
us_000498123,0.377386, 0.299345
us_000551033,0.377386, 0.303727
us_000581984,0.377386, 0.304373
us_000613618,0.377386, 0.413255
us_000587773,0.377386, 0.477963
pr_000608002,0.296702, 0.000000
pr_000209863,0.296702, 0.000000
us_000462261,0.296702, 0.000127
us_000546367,0.296702, 0.000241
us_000465182,0.296702, 0.000429
us_000556487,0.296702, 0.000752
us_000584145,0.296702, 0.000874
us_000597300,0.296702, 0.000874
us_000533308,0.296702, 0.000894
us_000510268,0.296702, 0.001011
us_000582182,0.296702, 0.001028
us_000548557,0.296702, 0.001148
us_000459524,0.296702, 0.001264
us_000578626,0.296702, 0.001513
us_000460784,0.296702, 0.001907
us_000533309,0.296702, 0.002233
us_000492007,0.296702, 0.002486
us_000485956,0.296702, 0.002738
us_000547777,0.296702, 0.003972
us_000599324,0.296702, 0.004139
us_000538701,0.296702, 0.004466
us_000499872,0.296702, 0.004611
us_000499245,0.296702, 0.004666
us_000600516,0.296702, 0.005915
us_000525708,0.296702, 0.007016
us_000558556,0.296702, 0.011390
us_000602235,0.296702, 0.011393
us_000477630,0.296702, 0.020052
us_000615325,0.296702, 0.023446
us_000464782,0.296702, 0.027021
us_000499249,0.296702, 0.034275
us_000565211,0.296702, 0.057675
us_000560133,0.296702, 0.075540
