Product ID : 893 JPs covered : 214 : Insurance Litigation, 
us_000489619,0.829216, 0.444773
us_000465666,0.829216, 0.444773
us_000549264,0.829216, 0.444773
us_000545804,0.829216, 0.444773
us_000534199,0.829216, 0.444773
us_000465647,0.829216, 0.444773
us_000459274,0.829216, 0.444773
us_000545099,0.829216, 0.444773
us_000520433,0.829216, 0.444773
us_000501184,0.829216, 0.444773
us_000533772,0.829216, 0.447343
us_000522943,0.829216, 0.447704
us_000532640,0.829216, 0.450444
us_000477824,0.829216, 0.450444
us_000459533,0.829216, 0.450444
us_000544408,0.829216, 0.450444
us_000461519,0.829216, 0.450444
us_000426066,0.829216, 0.450444
us_000567479,0.829216, 0.450444
us_000487280,0.829216, 0.450444
us_000524824,0.829216, 0.450444
us_000542993,0.829216, 0.450444
us_000552545,0.829216, 0.450444
us_000534551,0.829216, 0.450444
us_000542612,0.829216, 0.450444
us_000480562,0.829216, 0.450444
us_000500010,0.829216, 0.450444
us_000474571,0.829216, 0.450444
us_000480683,0.829216, 0.450444
us_000536335,0.829216, 0.450444
us_000518785,0.829216, 0.450444
us_000555617,0.829216, 0.450444
us_000112379,0.829216, 0.450444
us_000543173,0.829216, 0.450444
us_000518758,0.829216, 0.450444
us_000309771,0.829216, 0.450444
us_000438558,0.829216, 0.450444
us_000481058,0.829216, 0.450444
us_000555650,0.829216, 0.450444
us_000480520,0.829216, 0.450444
us_000465018,0.829216, 0.450444
us_000461557,0.829216, 0.450444
us_000552645,0.829216, 0.450444
us_000495428,0.829216, 0.450444
us_000518780,0.829216, 0.450444
us_000599775,0.829216, 0.450444
us_000500230,0.829216, 0.450444
us_000499882,0.829216, 0.450444
us_000533990,0.829216, 0.450444
us_000478042,0.829216, 0.450444
us_000477250,0.829216, 0.450444
us_000548769,0.829216, 0.450444
us_000516982,0.829216, 0.450444
us_000552608,0.829216, 0.450444
us_000485973,0.829216, 0.450444
us_000479987,0.829216, 0.450444
us_000540650,0.829216, 0.450444
us_000568581,0.829216, 0.450444
us_000465007,0.829216, 0.450444
us_000481052,0.829216, 0.450444
us_000495426,0.829216, 0.450444
us_000479499,0.829216, 0.450444
us_000461567,0.829216, 0.451902
us_000480999,0.829216, 0.456156
us_000534930,0.829216, 0.456156
us_000480846,0.829216, 0.456156
us_000535077,0.829216, 0.456156
us_000532086,0.829216, 0.456156
us_000486958,0.829216, 0.456156
us_000597799,0.829216, 0.456156
us_000462404,0.829216, 0.456156
us_000477301,0.829216, 0.456156
us_000523735,0.829216, 0.456156
us_000486950,0.829216, 0.456156
us_000478165,0.829216, 0.456156
us_000535010,0.829216, 0.456156
us_000518161,0.829216, 0.456156
us_000489547,0.829216, 0.456156
us_000479728,0.829216, 0.456156
us_000481027,0.829216, 0.456156
us_000531964,0.829216, 0.456156
us_000461439,0.829216, 0.456156
us_000548074,0.829216, 0.456156
us_000490017,0.829216, 0.456156
us_000542759,0.829216, 0.456156
us_000489166,0.829216, 0.456156
us_000476775,0.829216, 0.456156
us_000458594,0.829216, 0.456156
us_000533993,0.829216, 0.456156
us_000462268,0.829216, 0.456156
us_000478002,0.829216, 0.456156
us_000534874,0.829216, 0.456156
us_000488558,0.829216, 0.456156
us_000543445,0.829216, 0.456156
us_000462300,0.829216, 0.456156
us_000479102,0.829216, 0.456156
us_000466099,0.829216, 0.456156
us_000298510,0.829216, 0.456156
us_000536292,0.829216, 0.456156
us_000477447,0.829216, 0.456156
us_000524870,0.829216, 0.456156
us_000485348,0.829216, 0.456156
us_000462181,0.829216, 0.456156
us_000569734,0.829216, 0.456156
us_000535426,0.829216, 0.456156
us_000462320,0.829216, 0.456156
us_000458957,0.829216, 0.456156
us_000462064,0.829216, 0.456156
us_000462973,0.829216, 0.456156
us_000500273,0.829216, 0.456156
us_000550723,0.829216, 0.456156
us_000147846,0.829216, 0.456156
us_000496197,0.829216, 0.456156
us_000518727,0.829216, 0.456156
us_000535341,0.829216, 0.456156
us_000518145,0.829216, 0.456156
us_000462323,0.829216, 0.456156
us_000480172,0.829216, 0.456156
us_000481184,0.829216, 0.456156
us_000463072,0.829216, 0.456156
us_000476700,0.829216, 0.456156
us_000459567,0.829216, 0.456156
us_000479092,0.829216, 0.456156
us_000571083,0.829216, 0.456156
us_000478253,0.829216, 0.456156
us_000462242,0.829216, 0.456156
us_000489795,0.829216, 0.456156
us_000479825,0.829216, 0.456156
us_000486941,0.829216, 0.456156
us_000480864,0.829216, 0.456156
us_000463021,0.829216, 0.456156
us_000479577,0.829216, 0.456156
us_000480894,0.829216, 0.456156
us_000534661,0.829216, 0.456156
us_000479794,0.829216, 0.456156
us_000518312,0.829216, 0.456156
us_000466171,0.829216, 0.456156
us_000486561,0.829216, 0.456156
us_000532481,0.829216, 0.456156
us_000461709,0.829216, 0.456156
us_000493855,0.829216, 0.456156
us_000550500,0.829216, 0.456156
us_000549012,0.829216, 0.456156
us_000477340,0.829216, 0.456156
us_000488659,0.829216, 0.456156
us_000535394,0.829216, 0.456156
us_000532801,0.829216, 0.456156
us_000481024,0.829216, 0.456156
us_000312160,0.829216, 0.456156
us_000597896,0.829216, 0.456156
us_000548422,0.829216, 0.456156
us_000465560,0.829216, 0.456156
us_000535763,0.829216, 0.456156
us_000128486,0.829216, 0.456156
us_000539073,0.829216, 0.456156
us_000465542,0.829216, 0.456156
us_000481025,0.829216, 0.456156
us_000539629,0.829216, 0.456156
us_000502345,0.829216, 0.456156
us_000538815,0.829216, 0.456156
us_000536236,0.829216, 0.456156
us_000461479,0.829216, 0.456156
us_000261871,0.829216, 0.456156
us_000480804,0.829216, 0.456156
us_000552879,0.829216, 0.456156
us_000478191,0.829216, 0.456156
us_000538066,0.829216, 0.456156
us_000532803,0.829216, 0.456156
us_000458170,0.829216, 0.456156
us_000545270,0.829216, 0.456156
us_000502689,0.829216, 0.456156
us_000480799,0.829216, 0.456156
us_000461501,0.829216, 0.456156
us_000545838,0.829216, 0.456156
us_000580979,0.829216, 0.456156
us_000462278,0.829216, 0.456156
us_000090585,0.829216, 0.456156
us_000479329,0.829216, 0.456156
us_000535423,0.829216, 0.456156
us_000552703,0.829216, 0.456156
us_000501483,0.829216, 0.456156
us_000470032,0.829216, 0.456156
us_000534842,0.829216, 0.456156
us_000563849,0.829216, 0.456156
us_000494742,0.829216, 0.456156
us_000554350,0.829216, 0.456156
us_000465282,0.829216, 0.456156
us_000480472,0.829216, 0.456156
us_000541115,0.829216, 0.456156
us_000548866,0.829216, 0.456156
us_000480786,0.829216, 0.456156
us_000462344,0.829216, 0.456156
us_000486813,0.829216, 0.456156
us_000531723,0.829216, 0.456156
us_000551692,0.829216, 0.456156
us_000518132,0.829216, 0.456156
us_000392118,0.829216, 0.456156
us_000532455,0.829216, 0.456156
us_000486938,0.829216, 0.456156
us_000462112,0.829216, 0.456156
us_000535799,0.829216, 0.456156
us_000465308,0.829216, 0.456156
us_000532819,0.829216, 0.456156
us_000563714,0.829216, 0.456156
us_000184931,0.829216, 0.456156
us_000569191,0.829216, 0.456419
us_000500286,0.829216, 0.456586
us_000495351,0.829216, 0.457158
us_000488686,0.829216, 0.457874
us_000534012,0.829216, 0.457883
us_000480735,0.829216, 0.459236
us_000535857,0.829216, 0.462267
us_000460162,0.829216, 0.462556
us_000496150,0.829216, 0.462763
us_000518277,0.829216, 0.464862
us_000419614,0.829216, 0.465187
us_000482218,0.829216, 0.465740
us_000536889,0.829216, 0.473533
us_000395991,0.829216, 0.473703
us_000505901,0.829216, 0.475049
us_000563439,0.829216, 0.475660
us_000492087,0.829216, 0.476565
us_000612372,0.829216, 0.478179
us_000485715,0.829216, 0.479406
us_000224039,0.829216, 0.479465
us_000599426,0.829216, 0.480248
us_000465071,0.829216, 0.481851
us_000573896,0.829216, 0.484892
us_000577837,0.829216, 0.484892
us_000577836,0.829216, 0.484892
us_000577827,0.829216, 0.484892
us_000583752,0.829216, 0.484892
us_000608779,0.829216, 0.484892
us_000477227,0.829216, 0.485319
us_000490124,0.829216, 0.485319
us_000489932,0.829216, 0.485319
us_000460728,0.829216, 0.485319
us_000488840,0.829216, 0.485319
us_000489963,0.829216, 0.485319
us_000518661,0.829216, 0.485319
us_000597685,0.829216, 0.485582
us_000597666,0.829216, 0.485582
us_000597690,0.829216, 0.485582
us_000597684,0.829216, 0.485582
us_000597679,0.829216, 0.485582
us_000585451,0.829216, 0.485582
us_000580271,0.829216, 0.485582
us_000597681,0.829216, 0.485582
us_000597676,0.829216, 0.485582
us_000485769,0.829216, 0.485811
us_000489956,0.829216, 0.485942
us_000466267,0.829216, 0.486385
us_000611950,0.829216, 0.488958
us_000574146,0.829216, 0.489221
us_000578334,0.829216, 0.490287
us_000584312,0.829216, 0.490287
us_000472829,0.829216, 0.490923
us_000572583,0.829216, 0.490966
us_000572581,0.829216, 0.490966
us_000577821,0.829216, 0.490966
us_000572617,0.829216, 0.490966
us_000572580,0.829216, 0.490966
us_000572582,0.829216, 0.490966
us_000577823,0.829216, 0.490966
us_000572577,0.829216, 0.490966
us_000549884,0.829216, 0.491272
us_000477200,0.829216, 0.491272
us_000499801,0.829216, 0.491272
us_000613673,0.829216, 0.491656
us_000593685,0.829216, 0.491656
us_000612852,0.829216, 0.491656
us_000583719,0.829216, 0.491656
us_000612451,0.829216, 0.491656
us_000612723,0.829216, 0.491656
us_000599233,0.829216, 0.491656
us_000593250,0.829216, 0.491656
us_000593652,0.829216, 0.491656
us_000459584,0.829216, 0.491925
us_000466130,0.829216, 0.491925
us_000615227,0.829216, 0.491925
us_000474148,0.829216, 0.491925
us_000462085,0.829216, 0.491925
us_000475137,0.829216, 0.491925
us_000602611,0.829216, 0.492356
us_000612982,0.829216, 0.492356
us_000572733,0.829216, 0.492356
us_000572734,0.829216, 0.492356
us_000588910,0.829216, 0.492356
us_000572674,0.829216, 0.492356
us_000541203,0.829216, 0.492356
us_000612984,0.829216, 0.492356
us_000612983,0.829216, 0.492356
us_000473261,0.829216, 0.492356
us_000612835,0.829216, 0.492356
us_000612805,0.829216, 0.493377
us_000510251,0.829216, 0.493583
us_000354513,0.829216, 0.493799
us_000577802,0.829216, 0.495731
us_000577801,0.829216, 0.495731
us_000464815,0.829216, 0.495731
us_000597609,0.829216, 0.496236
us_000465784,0.829216, 0.496391
us_000584599,0.829216, 0.496392
us_000533483,0.829216, 0.497266
us_000130294,0.829216, 0.497266
us_000490064,0.829216, 0.497266
us_000496239,0.829216, 0.497266
us_000496304,0.829216, 0.497266
us_000541274,0.829216, 0.497266
us_000466990,0.829216, 0.497770
us_000596270,0.829216, 0.497770
us_000577797,0.829216, 0.497770
us_000460241,0.829216, 0.497770
us_000584565,0.829216, 0.497770
us_000597043,0.829216, 0.497770
us_000602936,0.829216, 0.498470
us_000612841,0.829216, 0.498470
us_000477154,0.829216, 0.498470
us_000609788,0.829216, 0.498470
us_000460095,0.829216, 0.498470
us_000612720,0.829216, 0.498470
us_000612682,0.829216, 0.498470
us_000594434,0.829216, 0.498470
us_000573536,0.829216, 0.498470
us_000607380,0.829216, 0.498470
us_000580499,0.829216, 0.498470
us_000612415,0.829216, 0.498470
us_000611702,0.829216, 0.498470
us_000586371,0.829216, 0.498470
us_000614899,0.829216, 0.498470
us_000586195,0.829216, 0.498470
us_000582768,0.829216, 0.498470
us_000573493,0.829216, 0.498470
us_000614939,0.829216, 0.498470
us_000605590,0.829216, 0.498470
us_000582415,0.829216, 0.498470
us_000612839,0.829216, 0.498470
us_000606889,0.829216, 0.498470
us_000592216,0.829216, 0.498470
us_000614253,0.829216, 0.498470
us_000600876,0.829216, 0.498470
us_000601110,0.829216, 0.498470
us_000571393,0.829216, 0.498470
us_000613009,0.829216, 0.498470
us_000603391,0.829216, 0.498470
us_000596266,0.829216, 0.498470
us_000601114,0.829216, 0.498470
us_000581739,0.829216, 0.498470
us_000604303,0.829216, 0.498470
us_000586557,0.829216, 0.498470
us_000476893,0.829216, 0.498470
us_000612191,0.829216, 0.498470
us_000581971,0.829216, 0.498470
us_000583153,0.829216, 0.498470
us_000604453,0.829216, 0.498470
us_000586370,0.829216, 0.498470
us_000582761,0.829216, 0.498470
us_000573532,0.829216, 0.498470
us_000616964,0.829216, 0.498470
us_000614595,0.829216, 0.498470
us_000480714,0.829216, 0.498470
us_000586368,0.829216, 0.498470
us_000612840,0.829216, 0.498470
us_000596350,0.829216, 0.498470
us_000594234,0.829216, 0.498470
us_000586564,0.829216, 0.498470
us_000593671,0.829216, 0.499339
us_000599577,0.829216, 0.501503
us_000584600,0.829216, 0.502837
us_000459516,0.829216, 0.503299
us_000495129,0.829216, 0.503299
us_000518446,0.829216, 0.503299
us_000524232,0.829216, 0.503299
us_000465760,0.829216, 0.503299
us_000459500,0.829216, 0.503299
us_000479168,0.829216, 0.503299
us_000495687,0.829216, 0.503299
us_000540232,0.829216, 0.503299
us_000564736,0.829216, 0.503299
us_000465728,0.829216, 0.503299
us_000132179,0.829216, 0.503299
us_000545095,0.829216, 0.503299
us_000459525,0.829216, 0.503299
us_000520796,0.829216, 0.503299
us_000479255,0.829216, 0.503299
us_000481131,0.829216, 0.503299
us_000563825,0.829216, 0.503299
us_000556130,0.829216, 0.503299
us_000563836,0.829216, 0.503299
us_000544806,0.829216, 0.503299
us_000490111,0.829216, 0.503299
us_000563844,0.829216, 0.503299
us_000501199,0.829216, 0.503299
us_000568811,0.829216, 0.503299
us_000459273,0.829216, 0.504008
us_000581729,0.829216, 0.506051
us_000541867,0.829216, 0.507311
us_000614292,0.829216, 0.508054
us_000501287,0.829216, 0.508313
us_000479888,0.829216, 0.509373
us_000562039,0.829216, 0.509373
us_000524450,0.829216, 0.509373
us_000485959,0.829216, 0.509373
us_000599678,0.829216, 0.509373
us_000465019,0.829216, 0.509373
us_000553338,0.829216, 0.509373
us_000488722,0.829216, 0.509373
us_000563327,0.829216, 0.509373
us_000567462,0.829216, 0.509373
us_000486059,0.829216, 0.509373
us_000464938,0.829216, 0.509373
us_000317031,0.829216, 0.509373
us_000479308,0.829216, 0.509373
us_000539465,0.829216, 0.509373
us_000564763,0.829216, 0.509373
us_000338801,0.829216, 0.509373
us_000488702,0.829216, 0.509373
us_000599817,0.829216, 0.509373
us_000599672,0.829216, 0.509373
us_000500470,0.829216, 0.509373
us_000524394,0.829216, 0.509373
us_000089462,0.829216, 0.509373
us_000479882,0.829216, 0.509373
us_000464958,0.829216, 0.509373
us_000500259,0.829216, 0.509373
us_000581431,0.829216, 0.509373
us_000599892,0.829216, 0.509373
us_000581401,0.829216, 0.509373
us_000543631,0.829216, 0.509373
us_000478027,0.829216, 0.509373
us_000479984,0.829216, 0.509373
us_000486845,0.829216, 0.509373
us_000485782,0.829216, 0.509373
us_000485457,0.829216, 0.509373
us_000501540,0.829216, 0.509373
us_000540794,0.829216, 0.509373
us_000599668,0.829216, 0.509373
us_000479439,0.829216, 0.509373
us_000500386,0.829216, 0.509373
us_000536318,0.829216, 0.509373
us_000464910,0.829216, 0.509373
us_000479901,0.829216, 0.509373
us_000540697,0.829216, 0.509373
us_000485739,0.829216, 0.509373
us_000459528,0.829216, 0.509373
us_000480676,0.829216, 0.509373
us_000577877,0.829216, 0.510443
us_000608173,0.829216, 0.511236
us_000563675,0.829216, 0.511302
us_000571709,0.829216, 0.513136
us_000547385,0.829216, 0.513791
us_000461516,0.829216, 0.514813
us_000568466,0.829216, 0.515487
us_000129367,0.829216, 0.515487
us_000142182,0.829216, 0.515487
us_000551019,0.829216, 0.515487
us_000604713,0.829216, 0.515487
us_000540086,0.829216, 0.515487
us_000518959,0.829216, 0.515487
us_000477850,0.829216, 0.515487
us_000563877,0.829216, 0.515487
us_000463046,0.829216, 0.515487
us_000487936,0.829216, 0.515487
us_000465047,0.829216, 0.515487
us_000464638,0.829216, 0.515487
us_000465143,0.829216, 0.515487
us_000218559,0.829216, 0.515487
us_000535226,0.829216, 0.515487
us_000478120,0.829216, 0.515487
us_000465030,0.829216, 0.515487
us_000480758,0.829216, 0.515487
us_000048327,0.829216, 0.515487
us_000563905,0.829216, 0.515487
us_000465158,0.829216, 0.515487
us_000603042,0.829216, 0.515487
us_000179658,0.829216, 0.515487
us_000598656,0.829216, 0.515487
us_000478214,0.829216, 0.515487
us_000567920,0.829216, 0.515487
us_000481185,0.829216, 0.515487
us_000568008,0.829216, 0.515487
us_000464527,0.829216, 0.515487
us_000598938,0.829216, 0.515487
us_000489559,0.829216, 0.515487
us_000563555,0.829216, 0.515487
us_000462363,0.829216, 0.515487
us_000581283,0.829216, 0.515487
us_000566261,0.829216, 0.515487
us_000465086,0.829216, 0.515487
us_000533318,0.829216, 0.515487
us_000480730,0.829216, 0.515487
us_000464416,0.829216, 0.515487
us_000019125,0.829216, 0.515487
us_000489500,0.829216, 0.515487
us_000567449,0.829216, 0.515487
us_000489740,0.829216, 0.515487
us_000604642,0.829216, 0.515487
us_000479554,0.829216, 0.515487
us_000567016,0.829216, 0.515487
us_000568163,0.829216, 0.515487
us_000481189,0.829216, 0.515487
us_000458787,0.829216, 0.515487
us_000459548,0.829216, 0.515487
us_000570497,0.829216, 0.515487
us_000570998,0.829216, 0.515487
us_000487972,0.829216, 0.515487
us_000464506,0.829216, 0.515487
us_000131702,0.829216, 0.515487
us_000461755,0.829216, 0.515487
us_000565979,0.829216, 0.515487
us_000555705,0.829216, 0.515487
us_000568043,0.829216, 0.515487
us_000463075,0.829216, 0.515487
us_000198504,0.829216, 0.515487
us_000536196,0.829216, 0.515487
us_000533625,0.829216, 0.515487
us_000478089,0.829216, 0.515487
us_000562156,0.829216, 0.515487
us_000275210,0.829216, 0.515487
us_000462551,0.829216, 0.515487
us_000544070,0.829216, 0.515487
us_000480986,0.829216, 0.515487
us_000567010,0.829216, 0.515487
us_000570530,0.829216, 0.515487
us_000462218,0.829216, 0.515487
us_000462370,0.829216, 0.515487
us_000476801,0.829216, 0.515487
us_000567887,0.829216, 0.515487
us_000466046,0.829216, 0.515487
us_000609483,0.829216, 0.515487
us_000571118,0.829216, 0.515487
us_000478935,0.829216, 0.515487
us_000478212,0.829216, 0.515487
us_000462365,0.829216, 0.515487
us_000480980,0.829216, 0.515487
us_000462316,0.829216, 0.515487
us_000462376,0.829216, 0.515487
us_000604716,0.829216, 0.515487
us_000565375,0.829216, 0.515487
us_000462374,0.829216, 0.515487
us_000489435,0.829216, 0.515487
us_000537984,0.829216, 0.515487
us_000536411,0.829216, 0.515487
us_000461788,0.829216, 0.515487
us_000462362,0.829216, 0.515487
us_000465536,0.829216, 0.515487
us_000486912,0.829216, 0.515487
us_000489191,0.829216, 0.515487
us_000542764,0.829216, 0.515487
us_000481121,0.829216, 0.515487
us_000522986,0.829216, 0.515487
us_000598654,0.829216, 0.515487
us_000093973,0.829216, 0.515487
us_000461971,0.829216, 0.515487
us_000564529,0.829216, 0.515487
us_000460082,0.829216, 0.515487
us_000462512,0.829216, 0.515487
us_000542810,0.829216, 0.515487
us_000476649,0.829216, 0.515487
us_000462150,0.829216, 0.515487
us_000540039,0.829216, 0.515487
us_000462378,0.829216, 0.515487
us_000517549,0.829216, 0.515487
us_000485419,0.829216, 0.515487
us_000480488,0.829216, 0.515487
us_000465074,0.829216, 0.515487
us_000599042,0.829216, 0.515487
