OID,Sq Dist to BMU, BMU Map Loc,Sq Dist to Nbr Map Node, Neighbor Node Map Loc,Sq Dist to Nbr Map Node, Neighbor Node Map Loc,Sq Dist to Nbr Map Node, Neighbor Node Map Loc,Sq Dist to Nbr Map Node, Neighbor Node Map Loc,Sq Dist to Nbr Map Node, Neighbor Node Map Loc,Sq Dist to Nbr Map Node, Neighbor Node Map Loc,Sq Dist to Nbr Map Node, Neighbor Node Map Loc,Sq Dist to Nbr Map Node, Neighbor Node Map Loc,
1915,0.00000028,(35|18),0.00000036,(34|18),0.00000040,(35|17),0.00001603,(36|17),0.00002027,(34|17),0.09013478,(36|18),0.29310733,(34|19),0.91570938,(36|19),0.95238787,(35|19),
1916,0.00000430,(14|3),0.00004263,(15|2),0.00007521,(14|2),0.00012045,(14|4),0.00023386,(15|3),0.00070294,(13|3),0.00151744,(13|4),0.00238924,(15|4),0.03420509,(13|2),
1917,0.00000914,(33|10),0.00000988,(34|11),0.00001217,(33|11),0.00147778,(32|11),0.19953480,(34|10),0.63116431,(32|10),0.99714839,(33|9),0.99970686,(32|9),1.00000000,(34|9),
1918,0.00005218,(27|0),0.00008693,(28|0),0.00173419,(27|1),0.01084392,(27|49),0.01620376,(26|0),0.03872186,(26|1),0.13525009,(26|49),0.52053738,(28|49),0.54554427,(28|1),
1919,0.00026560,(17|12),0.00062573,(16|13),0.01238688,(16|12),0.03774415,(16|11),0.19634208,(17|13),0.35081631,(17|11),0.85659653,(18|12),0.98397732,(18|13),1.00000000,(18|11),
192,0.00003412,(25|12),0.00007316,(25|13),0.00017261,(26|12),0.00039651,(25|11),0.00051629,(24|12),0.00619993,(26|11),0.01530622,(24|11),0.13505305,(26|13),0.23051453,(24|13),
1920,0.00007093,(6|29),0.00038878,(6|28),0.00040217,(7|29),0.00047588,(7|28),0.00291800,(5|28),0.00381083,(5|29),0.00900951,(6|30),0.01897627,(7|30),0.05655703,(5|30),
1921,0.01951136,(29|28),0.02808070,(28|28),0.06047999,(29|27),0.07463204,(30|28),0.09251831,(29|29),0.16857578,(28|27),0.91568673,(30|27),0.93145287,(28|29),0.99657828,(30|29),
1922,0.00001286,(8|14),0.00002080,(9|13),0.00002282,(9|14),0.00002454,(8|13),0.00053122,(8|15),0.00057964,(7|14),0.11713469,(7|15),0.14132109,(7|13),0.29188609,(9|15),
1923,0.00229491,(28|23),0.42052838,(28|24),0.42820767,(29|23),0.46694127,(28|22),0.76498210,(27|23),0.98926771,(27|24),0.99758333,(27|22),0.99941975,(29|24),1.00000000,(29|22),
1924,0.00025103,(11|19),0.00059051,(11|20),0.00652386,(11|18),0.01626649,(12|19),0.02117629,(12|20),0.02402656,(10|19),0.05744416,(10|20),0.14584197,(10|18),0.23379496,(12|18),
1925,0.03263412,(1|8),0.61805862,(1|7),0.64440620,(1|9),0.73067588,(0|8),0.76925433,(2|8),0.96589798,(0|9),0.97833139,(0|7),0.97931206,(2|7),0.98658937,(2|9),
1926,0.00003968,(22|13),0.00004538,(22|12),0.00005258,(23|13),0.00015374,(21|12),0.00038395,(23|12),0.00100116,(23|14),0.57897294,(22|14),0.92994839,(21|13),0.99839824,(21|14),
1927,0.00003901,(17|21),0.00004476,(16|20),0.00099555,(16|21),0.00148034,(17|20),0.06058546,(17|22),0.14086628,(18|21),0.59736204,(18|20),0.85849118,(18|22),0.98720330,(16|22),
1928,0.00106273,(30|26),0.05543105,(30|25),0.14165318,(31|26),0.22512724,(31|27),0.32976976,(30|27),0.50026244,(31|25),0.59319770,(29|26),0.67180687,(29|25),0.92287570,(29|27),
1929,0.00000812,(32|20),0.00001197,(31|19),0.00001269,(32|19),0.00004646,(33|19),0.40931165,(31|20),0.44894603,(33|20),0.53801489,(32|21),0.99608707,(31|21),0.99901962,(33|21),
193,0.00106273,(30|26),0.05543105,(30|25),0.14165318,(31|26),0.22512724,(31|27),0.32976976,(30|27),0.50026244,(31|25),0.59319770,(29|26),0.67180687,(29|25),0.92287570,(29|27),
1930,0.00000240,(35|14),0.00000406,(36|14),0.00004784,(36|13),0.00007028,(35|15),0.00123785,(36|15),0.09846669,(35|13),0.69670486,(34|15),0.86348540,(34|14),1.00000000,(34|13),
1931,0.00008451,(18|18),0.00030094,(19|18),0.00264146,(18|19),0.00779050,(17|18),0.02043590,(17|17),0.03626524,(17|19),0.17622568,(18|17),0.47216505,(19|19),0.86221975,(19|17),
1932,0.00000095,(3|23),0.00000125,(3|24),0.00000360,(2|23),0.00004201,(2|24),0.00160028,(2|22),0.00190867,(4|24),0.00419412,(3|22),0.07818530,(4|23),0.75164610,(4|22),
1933,0.00002731,(42|15),0.00007047,(43|15),0.00023712,(42|16),0.00033538,(43|16),0.00275753,(42|14),0.01046757,(41|15),0.01108096,(41|16),0.02268769,(41|14),0.02649115,(43|14),
1934,0.00000037,(40|20),0.00000052,(39|20),0.00000110,(39|19),0.00000960,(41|20),0.00001156,(39|21),0.00014875,(41|19),0.00053169,(40|21),0.00585720,(41|21),0.00866981,(40|19),
1935,0.00000023,(48|12),0.00000152,(47|12),0.00000836,(49|12),0.00001021,(48|11),0.00005465,(49|13),0.00063983,(48|13),0.00265919,(47|13),0.00411062,(47|11),0.78281271,(49|11),
1936,0.00000648,(40|23),0.00059752,(39|24),0.00066149,(41|23),0.00266676,(40|24),0.00773925,(40|22),0.01083712,(41|22),0.02050803,(41|24),0.05363971,(39|23),0.54212451,(39|22),
1937,0.00013481,(41|12),0.00046348,(42|12),0.00643391,(41|13),0.01856842,(41|11),0.03522381,(42|11),0.04271857,(40|12),0.04571610,(40|13),0.05412513,(40|11),0.06106666,(42|13),
1938,0.00000023,(48|12),0.00000152,(47|12),0.00000836,(49|12),0.00001021,(48|11),0.00005465,(49|13),0.00063983,(48|13),0.00265919,(47|13),0.00411062,(47|11),0.78281271,(49|11),
1939,0.00001139,(47|6),0.00004168,(47|7),0.00016789,(48|6),0.00022326,(48|5),0.00086210,(47|5),0.00105533,(48|7),0.00333768,(46|6),0.02288183,(46|7),0.99151367,(46|5),
194,0.00001002,(28|48),0.00004013,(29|48),0.00005475,(27|47),0.00022150,(27|48),0.00033548,(28|47),0.00277157,(28|49),0.00776675,(29|47),0.01443186,(29|49),0.44067404,(27|49),
1940,0.00229491,(28|23),0.42052838,(28|24),0.42820767,(29|23),0.46694127,(28|22),0.76498210,(27|23),0.98926771,(27|24),0.99758333,(27|22),0.99941975,(29|24),1.00000000,(29|22),
1941,0.00026560,(17|12),0.00062573,(16|13),0.01238688,(16|12),0.03774415,(16|11),0.19634208,(17|13),0.35081631,(17|11),0.85659653,(18|12),0.98397732,(18|13),1.00000000,(18|11),
1942,0.17011836,(30|25),0.24695365,(30|24),0.41961145,(31|24),0.46398899,(31|25),0.67909271,(29|25),0.76115036,(30|26),0.78630883,(31|26),0.85184777,(29|24),0.90507382,(29|26),
1943,0.00021262,(18|7),0.00036215,(17|8),0.00114097,(18|8),0.00508494,(17|7),0.00656681,(19|7),0.01066452,(18|6),0.13532279,(19|8),0.14953922,(17|6),0.17753035,(19|6),
1944,0.00315701,(31|16),0.00651088,(31|15),0.00668176,(30|15),0.02233432,(30|16),0.82201833,(32|15),0.99731982,(30|17),0.99798018,(32|16),0.99827367,(31|17),1.00000000,(32|17),
1945,0.00000812,(32|20),0.00001197,(31|19),0.00001269,(32|19),0.00004646,(33|19),0.40931165,(31|20),0.44894603,(33|20),0.53801489,(32|21),0.99608707,(31|21),0.99901962,(33|21),
1946,0.00000014,(35|8),0.00000034,(36|8),0.00000035,(34|9),0.00000504,(36|7),0.00004921,(35|9),0.00082885,(36|9),0.01387990,(34|8),0.44733784,(35|7),0.99626082,(34|7),
1947,0.00001217,(31|22),0.00008682,(31|21),0.00080522,(30|21),0.00602622,(32|21),0.38882834,(30|22),0.39305386,(32|22),0.43142003,(31|23),0.98825169,(30|23),0.99767405,(32|23),
1948,0.00003294,(28|39),0.00005632,(29|40),0.00007667,(28|40),0.00011630,(29|39),0.00060114,(29|38),0.00140758,(28|38),0.00367237,(27|39),0.01457085,(27|40),0.13494815,(27|38),
1949,0.00000034,(42|32),0.00000411,(42|31),0.00000472,(42|33),0.00003029,(41|31),0.00007016,(43|33),0.00013046,(41|32),0.00037515,(41|33),0.05806365,(43|32),0.80756825,(43|31),
195,0.00001661,(33|16),0.00002273,(33|15),0.00110269,(32|15),0.02568050,(34|16),0.11534247,(32|16),0.42404398,(34|15),0.68795705,(33|17),0.99983704,(32|17),0.99998534,(34|17),
1950,0.00111358,(19|34),0.00156547,(20|34),0.00263653,(18|34),0.00344296,(18|33),0.00760537,(19|33),0.04937378,(19|35),0.15580644,(18|35),0.59700000,(20|33),0.61947143,(20|35),
1951,0.00011790,(22|29),0.00016218,(22|28),0.00019127,(21|28),0.00048057,(21|29),0.03034398,(22|30),0.10687526,(23|29),0.11929390,(23|30),0.12617919,(23|28),0.28957662,(21|30),
1952,0.00010149,(18|16),0.00015256,(19|17),0.02206187,(19|16),0.03333008,(18|15),0.03809605,(18|17),0.04048837,(17|16),0.06837250,(19|15),0.07714156,(17|15),0.92738312,(17|17),
1953,0.00175106,(19|24),0.12845816,(19|25),0.26180044,(19|23),0.28011605,(18|24),0.78420579,(20|24),0.95796043,(18|23),0.97652608,(18|25),0.98001528,(20|23),0.98589092,(20|25),
1954,0.00000111,(37|0),0.00024261,(36|0),0.00032810,(37|49),0.00034882,(36|1),0.00035931,(38|49),0.00077309,(38|0),0.00102116,(37|1),0.00771961,(36|49),0.58403468,(38|1),
1955,0.00017440,(27|19),0.00744210,(27|20),0.01495721,(26|19),0.03302201,(28|19),0.12390795,(27|18),0.27947566,(28|18),0.66847962,(26|20),0.74451619,(26|18),0.93455666,(28|20),
1956,0.00001113,(28|36),0.00002383,(29|36),0.00007916,(27|36),0.00289461,(28|37),0.00437357,(27|37),0.00585242,(29|35),0.01488852,(27|35),0.05117514,(29|37),0.09149984,(28|35),
1957,0.00002972,(7|23),0.00015526,(6|23),0.00027397,(8|23),0.00106139,(7|24),0.00169879,(6|22),0.00301104,(8|24),0.00699772,(7|22),0.00938354,(6|24),0.01412869,(8|22),
1958,0.00005160,(32|9),0.00021914,(32|8),0.00136782,(32|10),0.03491976,(33|9),0.18869577,(33|8),0.22585237,(31|9),0.42853475,(31|8),0.70270628,(31|10),0.98035049,(33|10),
1959,0.00011854,(24|16),0.00043759,(24|15),0.00048037,(23|16),0.00142592,(25|16),0.00388015,(23|15),0.00579569,(25|15),0.00656099,(24|17),0.06703673,(23|17),0.30002472,(25|17),
1960,0.00052024,(21|23),0.01615542,(21|22),0.04501867,(21|24),0.71251953,(20|23),0.74257016,(22|23),0.98406446,(22|22),0.98540992,(22|24),0.99441940,(20|24),0.99485153,(20|22),
1961,0.00000023,(48|12),0.00000152,(47|12),0.00000836,(49|12),0.00001021,(48|11),0.00005465,(49|13),0.00063983,(48|13),0.00265919,(47|13),0.00411062,(47|11),0.78281271,(49|11),
1962,0.00009331,(29|24),0.08702360,(29|25),0.09617973,(28|24),0.29509875,(29|23),0.65653419,(30|24),0.93252707,(28|25),0.97003412,(28|23),0.97305024,(30|23),0.97548378,(30|25),
1963,0.00285389,(13|23),0.06523558,(13|22),0.13171169,(12|23),0.31374127,(14|23),0.59882939,(13|24),0.77448434,(12|24),0.87333387,(14|22),0.89545417,(12|22),0.97550732,(14|24),
1964,0.00000629,(32|23),0.00003574,(32|24),0.01400271,(32|22),0.02273088,(31|23),0.06248915,(33|23),0.50059468,(31|24),0.62213933,(33|24),0.96106851,(31|22),0.98878330,(33|22),
1965,0.00355746,(28|13),0.00663088,(27|13),0.00763512,(29|13),0.06722128,(27|12),0.28619000,(28|12),0.60782295,(27|14),0.82911325,(28|14),0.93853879,(29|12),0.96662438,(29|14),
1966,0.00000008,(4|1),0.00000017,(3|1),0.00000039,(4|0),0.00000041,(3|2),0.00000044,(5|0),0.00000459,(4|2),0.00002222,(3|0),1.00000000,(5|1),1.00000000,(5|2),
1967,0.01951136,(29|28),0.02808070,(28|28),0.06047999,(29|27),0.07463204,(30|28),0.09251831,(29|29),0.16857578,(28|27),0.91568673,(30|27),0.93145287,(28|29),0.99657828,(30|29),
1968,0.00000605,(23|7),0.00005281,(22|7),0.00005431,(24|8),0.00007747,(24|7),0.00021133,(23|8),0.00030505,(23|6),0.00420165,(22|8),0.00540301,(22|6),0.12575682,(24|6),
1969,0.00023204,(19|28),0.00114044,(20|28),0.00228694,(19|29),0.01453468,(18|28),0.02204367,(19|27),0.02885560,(20|29),0.03516041,(18|29),0.07381485,(18|27),0.23151062,(20|27),
197,0.00032557,(25|25),0.10862447,(26|25),0.17479455,(25|24),0.22235905,(26|26),0.22670920,(26|24),0.32495305,(25|26),0.56191635,(24|25),0.62702268,(24|24),0.93739432,(24|26),
1970,0.00000037,(40|20),0.00000052,(39|20),0.00000110,(39|19),0.00000960,(41|20),0.00001156,(39|21),0.00014875,(41|19),0.00053169,(40|21),0.00585720,(41|21),0.00866981,(40|19),
1971,0.00000648,(40|23),0.00059752,(39|24),0.00066149,(41|23),0.00266676,(40|24),0.00773925,(40|22),0.01083712,(41|22),0.02050803,(41|24),0.05363971,(39|23),0.54212451,(39|22),
1972,0.00370640,(34|23),0.02238167,(33|24),0.04466251,(34|24),0.05317320,(35|23),0.17539828,(33|23),0.27639768,(35|24),0.36225459,(34|22),0.76912612,(35|22),0.98192412,(33|22),
1973,0.00002890,(28|20),0.00009321,(29|20),0.00027009,(29|19),0.00623247,(29|21),0.13292260,(28|21),0.20878692,(28|19),0.60710353,(27|20),0.97737241,(27|19),0.99230331,(27|21),
1974,0.00000020,(43|20),0.00010168,(44|20),0.00010898,(43|19),0.00036252,(43|21),0.00391024,(44|19),0.08119689,(42|20),0.29756275,(44|21),0.59525788,(42|19),0.88001019,(42|21),
1975,0.00005218,(27|0),0.00008693,(28|0),0.00173419,(27|1),0.01084392,(27|49),0.01620376,(26|0),0.03872186,(26|1),0.13525009,(26|49),0.52053738,(28|49),0.54554427,(28|1),
1976,0.00003294,(28|39),0.00005632,(29|40),0.00007667,(28|40),0.00011630,(29|39),0.00060114,(29|38),0.00140758,(28|38),0.00367237,(27|39),0.01457085,(27|40),0.13494815,(27|38),
1977,0.00092632,(19|20),0.00257291,(18|20),0.00671173,(19|19),0.07078202,(20|20),0.07132049,(19|21),0.33113948,(18|21),0.38099891,(20|21),0.61994630,(20|19),0.86059278,(18|19),
1978,0.00000812,(32|20),0.00001197,(31|19),0.00001269,(32|19),0.00004646,(33|19),0.40931165,(31|20),0.44894603,(33|20),0.53801489,(32|21),0.99608707,(31|21),0.99901962,(33|21),
1979,0.00096825,(30|14),0.02923809,(31|14),0.05119648,(30|13),0.06492992,(29|14),0.14758764,(31|13),0.50331205,(29|13),0.50513095,(30|15),0.94993013,(31|15),0.97523576,(29|15),
198,0.00003901,(17|21),0.00004476,(16|20),0.00099555,(16|21),0.00148034,(17|20),0.06058546,(17|22),0.14086628,(18|21),0.59736204,(18|20),0.85849118,(18|22),0.98720330,(16|22),
1980,0.00000095,(3|23),0.00000125,(3|24),0.00000360,(2|23),0.00004201,(2|24),0.00160028,(2|22),0.00190867,(4|24),0.00419412,(3|22),0.07818530,(4|23),0.75164610,(4|22),
1981,0.00000240,(35|14),0.00000406,(36|14),0.00004784,(36|13),0.00007028,(35|15),0.00123785,(36|15),0.09846669,(35|13),0.69670486,(34|15),0.86348540,(34|14),1.00000000,(34|13),
1982,0.00156021,(20|23),0.06318161,(20|22),0.12868291,(19|23),0.72031420,(20|24),0.78491735,(21|23),0.95103884,(19|22),0.96067321,(21|22),0.98112077,(19|24),0.98313433,(21|24),
1983,0.00001240,(49|33),0.00003016,(49|32),0.00004086,(48|33),0.00011162,(48|34),0.00033552,(49|34),0.00074723,(48|32),0.00451783,(0|34),0.01258216,(0|33),0.01564348,(0|32),
1984,0.00011854,(24|16),0.00043759,(24|15),0.00048037,(23|16),0.00142592,(25|16),0.00388015,(23|15),0.00579569,(25|15),0.00656099,(24|17),0.06703673,(23|17),0.30002472,(25|17),
1985,0.00001661,(33|16),0.00002273,(33|15),0.00110269,(32|15),0.02568050,(34|16),0.11534247,(32|16),0.42404398,(34|15),0.68795705,(33|17),0.99983704,(32|17),0.99998534,(34|17),
1986,0.00000020,(43|20),0.00010168,(44|20),0.00010898,(43|19),0.00036252,(43|21),0.00391024,(44|19),0.08119689,(42|20),0.29756275,(44|21),0.59525788,(42|19),0.88001019,(42|21),
1987,0.00003586,(32|26),0.00008297,(32|27),0.00349920,(32|25),0.02708318,(31|27),0.04666778,(33|26),0.05503627,(31|26),0.10562495,(33|27),0.40064290,(31|25),0.89952928,(33|25),
1988,0.00031523,(20|26),0.01964724,(20|25),0.02162092,(19|26),0.03457046,(20|27),0.16673142,(21|26),0.21789137,(19|25),0.25317240,(21|25),0.50738007,(19|27),0.86161381,(21|27),
1989,0.00678331,(25|23),0.01636611,(26|23),0.06856652,(25|24),0.07653520,(26|22),0.08098723,(25|22),0.09411450,(24|23),0.26717284,(26|24),0.32461950,(24|24),0.50961179,(24|22),
199,0.00049303,(29|22),0.02259300,(28|22),0.08367664,(29|23),0.08897725,(30|22),0.43983284,(29|21),0.87066615,(28|21),0.87593597,(30|21),0.97220987,(28|23),0.98015475,(30|23),
1990,0.00000028,(35|18),0.00000036,(34|18),0.00000040,(35|17),0.00001603,(36|17),0.00002027,(34|17),0.09013478,(36|18),0.29310733,(34|19),0.91570938,(36|19),0.95238787,(35|19),
1991,0.26426065,(26|31),0.27572486,(25|31),0.31997192,(25|30),0.35336271,(25|32),0.43823320,(26|30),0.47173461,(26|32),0.47306645,(27|30),0.53480071,(27|31),0.77977061,(27|32),
1992,0.00008712,(16|9),0.00190700,(15|9),0.03152418,(15|10),0.04680235,(16|10),0.05182799,(15|8),0.19692451,(16|8),0.26829654,(17|9),0.67337990,(17|10),0.93152314,(17|8),
1993,0.00036941,(25|33),0.00045786,(26|33),0.00129204,(25|34),0.00329255,(24|33),0.01076948,(26|34),0.28001764,(25|32),0.50832844,(26|32),0.67261153,(24|32),0.80679178,(24|34),
1994,0.00370640,(34|23),0.02238167,(33|24),0.04466251,(34|24),0.05317320,(35|23),0.17539828,(33|23),0.27639768,(35|24),0.36225459,(34|22),0.76912612,(35|22),0.98192412,(33|22),
1995,0.00007093,(6|29),0.00038878,(6|28),0.00040217,(7|29),0.00047588,(7|28),0.00291800,(5|28),0.00381083,(5|29),0.00900951,(6|30),0.01897627,(7|30),0.05655703,(5|30),
1996,0.00025988,(14|34),0.00139067,(15|34),0.01003180,(14|35),0.01597944,(13|34),0.02223625,(14|33),0.04033738,(15|35),0.13879035,(13|33),0.30519041,(15|33),0.32391202,(13|35),
1997,0.00000023,(48|12),0.00000152,(47|12),0.00000836,(49|12),0.00001021,(48|11),0.00005465,(49|13),0.00063983,(48|13),0.00265919,(47|13),0.00411062,(47|11),0.78281271,(49|11),
1998,0.00038675,(17|32),0.00040588,(16|32),0.01482245,(16|31),0.02902918,(16|33),0.12412380,(17|33),0.19188476,(17|31),0.39073780,(18|32),0.96855706,(18|31),0.97144073,(18|33),
1999,0.00017440,(27|19),0.00744210,(27|20),0.01495721,(26|19),0.03302201,(28|19),0.12390795,(27|18),0.27947566,(28|18),0.66847962,(26|20),0.74451619,(26|18),0.93455666,(28|20),
20,0.00000014,(35|8),0.00000034,(36|8),0.00000035,(34|9),0.00000504,(36|7),0.00004921,(35|9),0.00082885,(36|9),0.01387990,(34|8),0.44733784,(35|7),0.99626082,(34|7),
2000,0.00039571,(16|15),0.00108211,(15|15),0.00376442,(16|16),0.00933204,(15|16),0.09058155,(15|14),0.20944043,(17|16),0.42758369,(17|15),0.43412718,(16|14),0.90315479,(17|14),
2001,0.00040450,(13|31),0.00296627,(13|32),0.00458777,(12|31),0.02883183,(14|31),0.03075218,(12|30),0.03257921,(13|30),0.05793104,(12|32),0.42743653,(14|32),0.57465404,(14|30),
2002,0.00019860,(32|6),0.00036525,(32|7),0.00207041,(31|6),0.00978917,(31|7),0.01329944,(33|6),0.01682651,(32|5),0.06146443,(33|7),0.11785811,(33|5),0.21655621,(31|5),
2003,0.00416441,(31|10),0.11827317,(31|9),0.86494303,(32|10),0.88272905,(30|9),0.91745079,(32|9),0.92021233,(31|11),0.93269330,(30|10),1.00000000,(30|11),1.00000000,(32|11),
2004,0.00084183,(22|23),0.00091738,(22|24),0.00332883,(22|22),0.01171200,(23|23),0.01387893,(23|24),0.10731005,(23|22),0.77654004,(21|23),0.81037349,(21|24),0.96033996,(21|22),
2005,0.00378701,(30|23),0.40956870,(31|23),0.41514304,(30|22),0.42931125,(29|23),0.77642238,(30|24),0.98271126,(31|22),0.98885107,(29|24),0.98928344,(29|22),0.99072021,(31|24),
2006,0.00000014,(35|8),0.00000034,(36|8),0.00000035,(34|9),0.00000504,(36|7),0.00004921,(35|9),0.00082885,(36|9),0.01387990,(34|8),0.44733784,(35|7),0.99626082,(34|7),
2007,0.03263412,(1|8),0.61805862,(1|7),0.64440620,(1|9),0.73067588,(0|8),0.76925433,(2|8),0.96589798,(0|9),0.97833139,(0|7),0.97931206,(2|7),0.98658937,(2|9),
2008,0.00000091,(9|3),0.00002300,(9|4),0.00002384,(9|2),0.00004320,(8|2),0.00005997,(10|3),0.00019957,(10|4),0.00026939,(8|3),0.00101947,(10|2),0.00327525,(8|4),
2009,0.00016408,(27|15),0.03183325,(26|15),0.05785260,(27|16),0.24370417,(28|15),0.51400918,(27|14),0.95811200,(28|16),0.96779758,(26|16),0.97199112,(28|14),0.98810619,(26|14),
201,0.17011836,(30|25),0.24695365,(30|24),0.41961145,(31|24),0.46398899,(31|25),0.67909271,(29|25),0.76115036,(30|26),0.78630883,(31|26),0.85184777,(29|24),0.90507382,(29|26),
2010,0.00049284,(37|2),0.00086739,(38|2),0.00966837,(38|3),0.01131001,(38|1),0.03775050,(37|3),0.58538729,(36|2),0.65027934,(37|1),0.93486768,(36|3),0.99825042,(36|1),
2011,0.00023204,(19|28),0.00114044,(20|28),0.00228694,(19|29),0.01453468,(18|28),0.02204367,(19|27),0.02885560,(20|29),0.03516041,(18|29),0.07381485,(18|27),0.23151062,(20|27),
2012,0.00006506,(14|24),0.00166236,(14|25),0.00356157,(13|24),0.01732359,(13|25),0.02521250,(15|25),0.03138800,(15|24),0.20430316,(14|23),0.58658135,(13|23),0.89555699,(15|23),
2013,0.00000020,(43|20),0.00010168,(44|20),0.00010898,(43|19),0.00036252,(43|21),0.00391024,(44|19),0.08119689,(42|20),0.29756275,(44|21),0.59525788,(42|19),0.88001019,(42|21),
2014,0.00004433,(24|45),0.00007863,(25|45),0.00028486,(24|46),0.00047411,(23|45),0.00209860,(23|46),0.00345106,(24|44),0.00404461,(25|44),0.01072424,(23|44),0.17560618,(25|46),
2015,0.00025988,(14|34),0.00139067,(15|34),0.01003180,(14|35),0.01597944,(13|34),0.02223625,(14|33),0.04033738,(15|35),0.13879035,(13|33),0.30519041,(15|33),0.32391202,(13|35),
2016,0.00025988,(14|34),0.00139067,(15|34),0.01003180,(14|35),0.01597944,(13|34),0.02223625,(14|33),0.04033738,(15|35),0.13879035,(13|33),0.30519041,(15|33),0.32391202,(13|35),
2017,0.00021262,(18|7),0.00036215,(17|8),0.00114097,(18|8),0.00508494,(17|7),0.00656681,(19|7),0.01066452,(18|6),0.13532279,(19|8),0.14953922,(17|6),0.17753035,(19|6),
2018,0.00011790,(22|29),0.00016218,(22|28),0.00019127,(21|28),0.00048057,(21|29),0.03034398,(22|30),0.10687526,(23|29),0.11929390,(23|30),0.12617919,(23|28),0.28957662,(21|30),
2019,0.48420891,(18|6),0.55959088,(18|5),0.57918310,(17|6),0.63625538,(17|5),0.78363287,(19|6),0.84341991,(19|5),0.97538644,(18|7),0.97665894,(17|7),0.99869877,(19|7),
202,0.00000733,(24|49),0.00001626,(24|0),0.00009736,(25|48),0.00012987,(25|49),0.00025378,(24|48),0.00114690,(23|0),0.00207814,(25|0),0.00488084,(23|49),0.05465630,(23|48),
2020,0.00011854,(24|16),0.00043759,(24|15),0.00048037,(23|16),0.00142592,(25|16),0.00388015,(23|15),0.00579569,(25|15),0.00656099,(24|17),0.06703673,(23|17),0.30002472,(25|17),
2021,0.00002198,(8|9),0.00011924,(7|9),0.00018047,(8|10),0.00024581,(9|9),0.00056638,(9|10),0.00314741,(7|10),0.00439146,(9|8),0.00474132,(8|8),0.01406718,(7|8),
2022,0.00008451,(18|18),0.00030094,(19|18),0.00264146,(18|19),0.00779050,(17|18),0.02043590,(17|17),0.03626524,(17|19),0.17622568,(18|17),0.47216505,(19|19),0.86221975,(19|17),
2023,0.00007093,(6|29),0.00038878,(6|28),0.00040217,(7|29),0.00047588,(7|28),0.00291800,(5|28),0.00381083,(5|29),0.00900951,(6|30),0.01897627,(7|30),0.05655703,(5|30),
2024,0.00000037,(40|20),0.00000052,(39|20),0.00000110,(39|19),0.00000960,(41|20),0.00001156,(39|21),0.00014875,(41|19),0.00053169,(40|21),0.00585720,(41|21),0.00866981,(40|19),
2025,0.00003968,(22|13),0.00004538,(22|12),0.00005258,(23|13),0.00015374,(21|12),0.00038395,(23|12),0.00100116,(23|14),0.57897294,(22|14),0.92994839,(21|13),0.99839824,(21|14),
2026,0.00001867,(39|3),0.00007911,(39|4),0.00007988,(40|3),0.00009924,(40|4),0.00469502,(38|4),0.41867974,(38|3),0.42419791,(39|2),0.82967496,(40|2),0.99353147,(38|2),
2027,0.00095173,(32|4),0.00230396,(32|3),0.00463122,(31|3),0.02456784,(33|4),0.02760199,(31|4),0.03479715,(33|3),0.37354282,(32|5),0.70075434,(31|5),0.73339260,(33|5),
2028,0.00012105,(10|30),0.00012197,(9|30),0.00076543,(9|31),0.00142300,(11|30),0.00160751,(10|31),0.00463508,(10|29),0.04373550,(9|29),0.05880623,(11|29),0.10777561,(11|31),
2029,0.00002890,(28|20),0.00009321,(29|20),0.00027009,(29|19),0.00623247,(29|21),0.13292260,(28|21),0.20878692,(28|19),0.60710353,(27|20),0.97737241,(27|19),0.99230331,(27|21),
203,0.00003412,(25|12),0.00007316,(25|13),0.00017261,(26|12),0.00039651,(25|11),0.00051629,(24|12),0.00619993,(26|11),0.01530622,(24|11),0.13505305,(26|13),0.23051453,(24|13),
2030,0.00000095,(3|23),0.00000125,(3|24),0.00000360,(2|23),0.00004201,(2|24),0.00160028,(2|22),0.00190867,(4|24),0.00419412,(3|22),0.07818530,(4|23),0.75164610,(4|22),
2031,0.00005218,(27|0),0.00008693,(28|0),0.00173419,(27|1),0.01084392,(27|49),0.01620376,(26|0),0.03872186,(26|1),0.13525009,(26|49),0.52053738,(28|49),0.54554427,(28|1),
2032,0.00001002,(28|48),0.00004013,(29|48),0.00005475,(27|47),0.00022150,(27|48),0.00033548,(28|47),0.00277157,(28|49),0.00776675,(29|47),0.01443186,(29|49),0.44067404,(27|49),
2033,0.00005160,(32|9),0.00021914,(32|8),0.00136782,(32|10),0.03491976,(33|9),0.18869577,(33|8),0.22585237,(31|9),0.42853475,(31|8),0.70270628,(31|10),0.98035049,(33|10),
2034,0.00000023,(48|12),0.00000152,(47|12),0.00000836,(49|12),0.00001021,(48|11),0.00005465,(49|13),0.00063983,(48|13),0.00265919,(47|13),0.00411062,(47|11),0.78281271,(49|11),
2035,0.00168845,(35|25),0.00328570,(35|26),0.00567624,(34|25),0.00850474,(36|25),0.01986308,(36|26),0.06434274,(36|24),0.08589950,(35|24),0.25598496,(34|26),0.38422677,(34|24),
2036,0.00004044,(32|17),0.00034157,(33|17),0.01340113,(31|17),0.04950873,(32|18),0.06654823,(32|16),0.24883638,(33|18),0.87513721,(31|18),0.90223080,(33|16),0.99767023,(31|16),
