Prospect OID,Prospect BMU Dist,Product OID, Product Confidence,...
us_000586774,0.353489,7754:0.877155,7818:0.471628,7799:0.458939,7797:0.451746,7757:0.450697,7897:0.448043,7750:0.447969,7749:0.446308,7801:0.443456,7796:0.443257,7753:0.443162,7815:0.442823,7833:0.440491,7831:0.438906,7800:0.132021,7792:0.003892,
us_000569361,0.015042,7796:0.507573,7801:0.468951,7818:0.464916,7831:0.459212,7833:0.454470,7749:0.451035,7757:0.450436,7815:0.448940,7799:0.447815,7754:0.446310,7753:0.443842,7797:0.442383,7897:0.439751,7750:0.439234,7800:0.011408,
us_000486352,2.079569,7833:0.542851,7815:0.483203,7757:0.478498,7753:0.456189,7831:0.455761,7818:0.453153,7796:0.443694,7801:0.443246,7797:0.443225,7799:0.441670,7749:0.441295,7897:0.440320,7754:0.440232,7750:0.439390,7792:0.023870,7875:0.018568,7842:0.018213,
us_000545549,2.812286,7797:0.558642,7831:0.549980,7750:0.533848,7753:0.532825,7799:0.528216,7801:0.527106,7897:0.518945,7833:0.516003,7757:0.496314,7818:0.496257,7749:0.491730,7754:0.483508,7815:0.482130,7796:0.470089,7834:0.112824,7842:0.095705,7875:0.057994,7800:0.048029,7792:0.024347,
us_000572078,3.864562,7797:0.558642,7831:0.549980,7750:0.533848,7753:0.532825,7799:0.528216,7801:0.527106,7897:0.518945,7833:0.516003,7757:0.496314,7818:0.496257,7749:0.491730,7754:0.483508,7815:0.482130,7796:0.470089,7834:0.112824,7842:0.095705,7875:0.057994,7800:0.048029,7792:0.024347,
us_000464428,2.808658,7797:0.558642,7831:0.549980,7750:0.533848,7753:0.532825,7799:0.528216,7801:0.527106,7897:0.518945,7833:0.516003,7757:0.496314,7818:0.496257,7749:0.491730,7754:0.483508,7815:0.482130,7796:0.470089,7834:0.112824,7842:0.095705,7875:0.057994,7800:0.048029,7792:0.024347,
us_000464857,0.112845,7831:0.463360,7833:0.455298,7815:0.451375,7753:0.440044,7796:0.440018,7754:0.439724,7801:0.439705,7799:0.439671,7750:0.439389,7797:0.439378,7897:0.439120,7818:0.438833,7749:0.438833,7757:0.438833,7834:0.009422,
us_000491383,0.041557,7757:0.458036,7818:0.438833,7749:0.438833,7815:0.438833,7801:0.438833,7833:0.438833,7799:0.438833,7754:0.438833,7831:0.438833,7797:0.438833,7897:0.438833,7753:0.438833,7796:0.438833,7750:0.438833,7875:0.011376,
us_000556475,2.810052,7797:0.558642,7831:0.549980,7750:0.533848,7753:0.532825,7799:0.528216,7801:0.527106,7897:0.518945,7833:0.516003,7757:0.496314,7818:0.496257,7749:0.491730,7754:0.483508,7815:0.482130,7796:0.470089,7834:0.112824,7842:0.095705,7875:0.057994,7800:0.048029,7792:0.024347,
us_000620875,0.046264,7753:0.628094,7897:0.466478,7831:0.446248,7797:0.443744,7796:0.439671,7799:0.439298,7749:0.439032,7757:0.438931,7818:0.438833,7815:0.438833,7801:0.438833,7833:0.438833,7754:0.438833,7750:0.438833,
us_000553634,2.010620,7757:0.595298,7796:0.581001,7801:0.504851,7799:0.473315,7754:0.460377,7749:0.459873,7833:0.459015,7815:0.455965,7753:0.455784,7818:0.453889,7797:0.450104,7897:0.442773,7750:0.442698,7831:0.440726,7842:0.067970,7875:0.018433,7792:0.017276,
us_000597476,0.113133,7757:0.473262,7831:0.440383,7815:0.440343,7796:0.440169,7801:0.440058,7833:0.439748,7754:0.439488,7753:0.439404,7799:0.439250,7750:0.439085,7749:0.439074,7797:0.439021,7897:0.438912,7818:0.438833,7842:0.162177,7792:0.071017,7875:0.051025,
us_000586345,0.226376,7757:0.482272,7754:0.443869,7801:0.443697,7799:0.442716,7796:0.439253,7750:0.439213,7897:0.439190,7797:0.439157,7815:0.439100,7818:0.438833,7749:0.438833,7833:0.438833,7831:0.438833,7753:0.438833,7842:0.237507,7875:0.099613,7792:0.056665,
