Product ID : 2091 JPs covered : 58 : State Income, 
OID,Confidence at Map Node,Error at Map Node
us_000537913,0.020352, 0.167553
us_000519467,0.020352, 0.167553
us_000557300,0.020352, 0.167553
us_000520484,0.020352, 0.167553
us_000557339,0.020352, 0.167553
us_000498741,0.020352, 0.167553
pr_000566202,0.020352, 0.169180
us_000536376,0.020352, 0.169203
us_000461448,0.020352, 0.169203
us_000542860,0.020352, 0.169203
us_000049027,0.020352, 0.169203
us_000506389,0.020352, 0.169203
us_000469469,0.020352, 0.169203
us_000583723,0.020352, 0.169203
us_000537236,0.020352, 0.169203
us_000482868,0.020352, 0.169203
us_000461327,0.020352, 0.169203
us_000510778,0.020352, 0.169203
us_000526595,0.020352, 0.169203
us_000551083,0.020352, 0.169203
us_000461432,0.020352, 0.169462
pr_001147015,0.020352, 0.169496
us_000501275,0.020352, 0.170511
pr_000643618,0.020352, 0.170538
us_000341376,0.020352, 0.170861
us_000588452,0.020352, 0.170861
us_000505325,0.020352, 0.170861
us_000615113,0.020352, 0.170861
us_000521127,0.020352, 0.170861
us_000517310,0.020352, 0.170861
us_000470385,0.020352, 0.170861
us_000508419,0.020352, 0.170861
us_000588453,0.020352, 0.170861
us_000588454,0.020352, 0.170861
us_000550820,0.020352, 0.170861
us_000509463,0.020352, 0.170861
us_000140349,0.020352, 0.170861
us_000470405,0.020352, 0.170861
us_000575829,0.020352, 0.170861
us_000594544,0.020352, 0.170861
us_000470419,0.020352, 0.170861
us_000492496,0.020352, 0.170861
us_000468703,0.020352, 0.170861
us_000615965,0.020352, 0.170861
us_000481778,0.020352, 0.170861
us_000481511,0.020352, 0.170861
us_000341785,0.020352, 0.170861
us_000469881,0.020352, 0.170861
us_000497234,0.020352, 0.170861
us_000474085,0.020352, 0.172169
us_000536414,0.020352, 0.172169
us_000560999,0.020352, 0.172337
us_000133743,0.020352, 0.172527
us_000593350,0.020352, 0.172527
us_000502586,0.020352, 0.172527
us_000469498,0.020352, 0.172527
us_000469002,0.020352, 0.172527
us_000427634,0.020352, 0.172527
us_000462163,0.020352, 0.172527
us_000467093,0.020352, 0.172527
us_000462804,0.020352, 0.172527
us_000462880,0.020352, 0.172527
us_000487254,0.020352, 0.172527
us_000487616,0.020352, 0.172527
us_000576749,0.020352, 0.172527
us_000501435,0.020352, 0.172527
us_000506896,0.020352, 0.172527
us_000484559,0.020352, 0.172527
us_000462190,0.020352, 0.172527
us_000498313,0.020352, 0.172527
us_000499368,0.020352, 0.172527
us_000480618,0.020352, 0.172527
us_000488012,0.020352, 0.172527
us_000467063,0.020352, 0.172527
us_000508243,0.020352, 0.172527
us_000572544,0.020352, 0.172527
us_000580218,0.020352, 0.172527
us_000568351,0.020352, 0.172527
us_000468969,0.020352, 0.172527
us_000460918,0.020352, 0.172527
us_000551975,0.020352, 0.172527
us_000466550,0.020352, 0.172527
us_000544100,0.020352, 0.172527
us_000568353,0.020352, 0.172527
us_000462878,0.020352, 0.172527
us_000581061,0.020352, 0.172527
us_000547433,0.020352, 0.173599
pr_001155480,0.020352, 0.173814
us_000536162,0.020352, 0.174202
us_000470528,0.020352, 0.174202
us_000511587,0.020352, 0.174202
us_000487022,0.020352, 0.174202
us_000461036,0.020352, 0.174202
us_000615117,0.020352, 0.174202
us_000518358,0.020352, 0.174202
us_000459461,0.020352, 0.174202
us_000460691,0.020352, 0.174202
us_000464760,0.020352, 0.174202
us_000463537,0.020352, 0.174202
us_000032950,0.020352, 0.174202
us_000572670,0.020352, 0.174202
us_000481198,0.020352, 0.174202
us_000517405,0.020352, 0.174202
us_000458991,0.020352, 0.174202
us_000519321,0.020352, 0.174202
us_000590021,0.020352, 0.174202
us_000469461,0.020352, 0.174202
us_000536747,0.020352, 0.174202
us_000461758,0.020352, 0.174202
us_000499363,0.020352, 0.174202
us_000483713,0.020352, 0.174202
us_000510369,0.020352, 0.174202
us_000517221,0.020352, 0.174202
us_000470512,0.020352, 0.174202
us_000555710,0.020352, 0.174202
us_000615108,0.020352, 0.174202
us_000535951,0.020352, 0.174202
us_000544390,0.020352, 0.174202
us_000517204,0.020352, 0.174202
us_000461784,0.020352, 0.174202
us_000486804,0.020352, 0.174202
us_000483678,0.020352, 0.174202
us_000499550,0.020352, 0.174202
us_000520040,0.020352, 0.174202
us_000464307,0.020352, 0.174202
us_000532143,0.020352, 0.174202
us_000466810,0.020352, 0.174202
us_000518300,0.020352, 0.174202
us_000486803,0.020352, 0.174202
us_000615110,0.020352, 0.174202
us_000615118,0.020352, 0.174202
us_000538623,0.020352, 0.174202
us_000461849,0.020352, 0.174202
us_000488377,0.020352, 0.174202
us_000565688,0.020352, 0.174202
us_000498908,0.020352, 0.174202
us_000572545,0.020352, 0.174202
us_000469573,0.020352, 0.174202
us_000525408,0.020352, 0.174202
us_000469851,0.020352, 0.174202
us_000469485,0.020352, 0.174202
us_000469530,0.020352, 0.174202
us_000464237,0.020352, 0.174202
us_000460619,0.020352, 0.174202
us_000609367,0.020352, 0.174202
us_000514710,0.020352, 0.174202
us_000454039,0.020352, 0.174202
us_000468325,0.020352, 0.174202
us_000525318,0.020352, 0.174202
us_000516737,0.020352, 0.174202
us_000462802,0.020352, 0.174202
us_000473016,0.020352, 0.174202
us_000466591,0.020352, 0.174202
pr_001146936,0.020352, 0.174202
us_000538545,0.020352, 0.174202
us_000474280,0.020352, 0.174202
us_000469345,0.020352, 0.174202
us_000517723,0.020352, 0.174202
us_000465206,0.020352, 0.174202
us_000506666,0.020352, 0.174202
us_000518557,0.020352, 0.174202
us_000532490,0.020352, 0.174202
us_000543987,0.020352, 0.174202
us_000466588,0.020352, 0.174202
us_000516662,0.020352, 0.174202
us_000462299,0.020352, 0.174202
us_000536821,0.020352, 0.174202
us_000532474,0.020352, 0.174202
us_000471482,0.020352, 0.174202
us_000510658,0.020352, 0.174202
us_000530833,0.020352, 0.174202
us_000514787,0.020352, 0.174202
us_000520518,0.020352, 0.174202
us_000544389,0.020352, 0.174202
us_000461987,0.020352, 0.174202
us_000506259,0.020352, 0.174202
us_000467348,0.020352, 0.174202
us_000536011,0.020352, 0.174202
us_000474596,0.020352, 0.174202
us_000538440,0.020352, 0.174202
us_000615073,0.020352, 0.174202
us_000487949,0.020352, 0.174202
us_000599079,0.020352, 0.174202
us_000490769,0.020352, 0.174202
us_000346724,0.020352, 0.174202
us_000486868,0.020352, 0.174202
us_000593658,0.020352, 0.174202
us_000484884,0.020352, 0.174202
us_000463467,0.020352, 0.174202
us_000543021,0.020352, 0.174265
us_000580359,0.020352, 0.174265
us_000501253,0.020352, 0.174265
us_000472142,0.020352, 0.174480
us_000564910,0.020352, 0.174749
pr_001612252,0.020352, 0.174922
us_000573296,0.020352, 0.175510
us_000526663,0.020352, 0.175510
pr_000370160,0.020352, 0.175860
pr_001149591,0.020352, 0.177576
pr_001150443,0.020352, 0.177576
pr_001150685,0.020352, 0.177576
pr_000362793,0.020352, 0.178291
us_000483270,0.020352, 0.183423
pr_000567191,0.020352, 0.185323
us_000540105,0.020352, 0.186234
