Product ID : 2091 JPs covered : 58 : State Income, 
OID,Confidence at Map Node,Error at Map Node
us_000497648,0.810337, 1.346013
us_000469107,0.810337, 1.361186
us_000300352,0.810337, 1.372901
us_000296439,0.810337, 1.373197
us_000484495,0.810337, 1.435567
us_000472482,0.810337, 1.449647
us_000472118,0.810337, 1.456075
us_000473916,0.810337, 1.458196
us_000471894,0.810337, 1.464792
us_000501307,0.810337, 1.470856
us_000478445,0.810337, 1.476373
us_000506282,0.810337, 1.485404
us_000466831,0.810337, 1.485979
us_000022713,0.810337, 1.522879
us_000426466,0.810337, 1.524853
us_000107482,0.810337, 1.536232
us_000521825,0.810337, 1.536739
us_000501553,0.810337, 1.549692
us_000493375,0.810337, 1.550795
us_000557080,0.810337, 1.553958
us_000513627,0.810337, 1.557913
us_000494478,0.810337, 1.564699
us_000444611,0.810337, 1.587164
us_000467345,0.810337, 1.591710
us_000355547,0.810337, 1.596551
us_000232499,0.810337, 1.596613
us_000472083,0.810337, 1.603140
us_000504143,0.810337, 1.610733
us_000527884,0.810337, 1.612954
us_000232458,0.810337, 1.614371
us_000347003,0.810337, 1.614392
us_000498463,0.810337, 1.618664
us_000472411,0.810337, 1.640933
us_000112543,0.810337, 1.643959
us_000465321,0.810337, 1.652017
us_000296784,0.810337, 1.653254
us_000488897,0.810337, 1.664055
us_000478407,0.810337, 1.702047
us_000472074,0.810337, 1.703437
us_000479838,0.810337, 1.708996
us_000468971,0.810337, 1.727351
pr_001141797,0.788310, 0.000000
pr_000195780,0.788310, 0.000000
pr_000005695,0.788310, 0.000000
pr_000821400,0.788310, 0.000003
pr_001954405,0.788310, 0.000005
pr_002194657,0.788310, 0.000005
pr_001955329,0.788310, 0.000031
pr_001082350,0.788310, 0.000038
pr_000868117,0.788310, 0.000178
us_000539741,0.788310, 0.000433
us_000487223,0.788310, 0.001993
us_000565111,0.788310, 0.006251
us_000561618,0.788310, 0.015073
us_000536331,0.788310, 0.377924
us_000484507,0.788310, 1.739734
us_000542861,0.788310, 1.960187
us_000544974,0.503270, 0.000039
us_000527868,0.503270, 0.000192
us_000487043,0.503270, 0.000462
us_000480710,0.503270, 0.000462
us_000504552,0.503270, 0.802943
us_000460016,0.503270, 0.845326
us_000472390,0.503270, 0.976161
us_000469960,0.503270, 0.980173
us_000461195,0.503270, 0.982496
us_000475825,0.503270, 1.025841
us_000469162,0.503270, 1.071664
us_000040613,0.503270, 1.073288
us_000478779,0.503270, 1.088761
us_000476393,0.503270, 1.089588
us_000530326,0.503270, 1.100529
us_000475202,0.503270, 1.113564
us_000524090,0.503270, 1.130352
us_000545636,0.503270, 1.147558
us_000498188,0.503270, 1.147917
us_000197128,0.503270, 1.164083
us_000328840,0.503270, 1.165694
us_000487823,0.503270, 1.168570
us_000478244,0.503270, 1.191260
us_000479625,0.503270, 1.199137
us_000500874,0.503270, 1.211405
us_000501909,0.503270, 1.216125
us_000473015,0.503270, 1.219248
us_000487359,0.503270, 1.223868
us_000460810,0.503270, 1.226186
us_000202089,0.503270, 1.226883
us_000545377,0.503270, 1.227505
us_000545483,0.503270, 1.227524
us_000516789,0.503270, 1.233095
us_000503009,0.503270, 1.239463
us_000530234,0.503270, 1.254966
us_000397133,0.503270, 1.260920
us_000516727,0.503270, 1.264604
us_000466578,0.503270, 1.268528
us_000395690,0.503270, 1.271937
us_000515239,0.503270, 1.316120
us_000481750,0.503270, 1.321288
us_000502320,0.503270, 1.329685
us_000469892,0.503270, 1.361108
us_000580604,0.491619, 0.000000
us_000548125,0.491619, 0.000000
us_000531480,0.491619, 0.000019
us_000579827,0.491619, 0.000024
us_000595971,0.491619, 0.000024
us_000585986,0.491619, 0.001519
us_000476857,0.491619, 0.660420
us_000491326,0.491619, 0.762192
us_000472271,0.491619, 0.768916
us_000461629,0.491619, 0.786107
us_000459022,0.491619, 0.797189
us_000475662,0.491619, 0.804811
us_000485562,0.491619, 0.819145
us_000506070,0.491619, 0.835690
us_000508275,0.491619, 0.838750
us_000485770,0.491619, 0.847213
us_000468966,0.491619, 0.870881
us_000479850,0.491619, 0.895255
us_000487304,0.491619, 0.910561
us_000548684,0.201623, 0.000000
us_000530883,0.201623, 0.000000
us_000548763,0.201623, 0.000000
us_000505538,0.201623, 0.000000
us_000516889,0.201623, 0.000000
us_000483417,0.201623, 0.000427
us_000468375,0.201623, 0.640392
us_000475809,0.201623, 0.695677
us_000458506,0.201623, 0.764838
us_000475451,0.201623, 0.790226
us_000195817,0.201623, 0.801313
us_000237348,0.201623, 0.829326
us_000467258,0.201623, 0.853754
us_000019407,0.201623, 0.856574
us_000460007,0.201623, 0.863810
us_000471944,0.201623, 0.867745
us_000471822,0.201623, 0.871607
us_000454538,0.201623, 0.878101
us_000473005,0.201623, 0.899799
us_000515890,0.201623, 0.904435
us_000463527,0.201623, 0.904988
us_000397468,0.201623, 0.905459
us_000486041,0.201623, 0.905901
us_000473645,0.201623, 0.908485
us_000478291,0.201623, 0.910125
us_000480077,0.201623, 0.913068
us_000516548,0.201623, 0.917211
us_000478286,0.201623, 0.919191
us_000510605,0.201623, 0.920709
us_000465516,0.201623, 0.921148
us_000478919,0.201623, 0.923399
us_000474403,0.201623, 0.928063
us_000492377,0.201623, 0.930348
us_000504787,0.201623, 0.932822
us_000482353,0.201623, 0.940658
us_000471776,0.201623, 0.942244
us_000470734,0.201623, 0.942599
us_000467833,0.201623, 0.947289
us_000474160,0.201623, 1.389878
us_000452134,0.198712, 0.000087
pr_001389568,0.198712, 0.000100
us_000145338,0.198712, 0.000101
us_000556647,0.198712, 0.000760
pr_001971568,0.177363, 0.000000
pr_002141380,0.177363, 0.000000
pr_000590851,0.177363, 0.000000
pr_000894691,0.177363, 0.000001
pr_000572694,0.177363, 0.000003
pr_001765945,0.177363, 0.000003
pr_001049811,0.177363, 0.000003
pr_001896143,0.177363, 0.000004
pr_001604435,0.177363, 0.000004
pr_002126789,0.177363, 0.000007
pr_001101264,0.177363, 0.000015
pr_000585846,0.177363, 0.000103
pr_000586351,0.177363, 0.000138
us_000576981,0.177363, 0.002055
us_000475413,0.177363, 0.012288
us_000557634,0.177363, 0.050747
us_000433420,0.177363, 0.236406
us_000557197,0.177363, 0.324329
us_000562732,0.177363, 0.338842
us_000505778,0.177363, 0.344500
us_000513333,0.177363, 0.348052
us_000471956,0.177363, 0.351893
us_000045621,0.177363, 0.357302
us_000569749,0.177363, 0.367340
us_000517020,0.177363, 0.368455
us_000471153,0.177363, 0.379475
us_000525805,0.177363, 0.380193
us_000473151,0.177363, 0.382494
us_000464348,0.177363, 0.386567
us_000483605,0.177363, 0.389237
us_000470791,0.177363, 0.391463
us_000483265,0.177363, 0.396875
us_000507220,0.177363, 0.398742
us_000613083,0.177363, 0.403079
us_000558268,0.177363, 0.418273
us_000465999,0.177363, 0.429594
us_000471495,0.177363, 0.432270
us_000504102,0.177363, 0.435962
us_000483983,0.177363, 0.439689
us_000492526,0.177363, 0.442925
us_000510755,0.177363, 0.443356
us_000475045,0.177363, 0.446219
us_000557659,0.177363, 0.450183
us_000486131,0.177363, 0.453268
us_000534917,0.177363, 0.462005
us_000507205,0.177363, 0.468628
us_000569846,0.177363, 0.504350
us_000155943,0.177363, 0.551905
us_000469240,0.177363, 0.579007
us_000246229,0.177363, 0.593221
pr_001146924,0.020352, 0.000000
pr_000387903,0.020352, 0.000000
pr_001157503,0.020352, 0.000000
pr_001005348,0.020352, 0.000000
pr_000565225,0.020352, 0.000000
pr_000372723,0.020352, 0.000000
pr_000387786,0.020352, 0.000000
pr_000813688,0.020352, 0.000073
us_000525696,0.020352, 0.152809
us_000458728,0.020352, 0.153070
us_000522538,0.020352, 0.153070
us_000527276,0.020352, 0.153070
us_000556809,0.020352, 0.153070
us_000527269,0.020352, 0.153070
us_000522543,0.020352, 0.153070
us_000497040,0.020352, 0.153070
us_000461330,0.020352, 0.153070
us_000527572,0.020352, 0.153070
us_000551037,0.020352, 0.153070
us_000473130,0.020352, 0.153070
us_000588400,0.020352, 0.154646
us_000600373,0.020352, 0.154646
us_000500812,0.020352, 0.154646
us_000505676,0.020352, 0.154646
us_000461142,0.020352, 0.154646
us_000096410,0.020352, 0.154646
us_000466721,0.020352, 0.154646
us_000588376,0.020352, 0.154646
us_000461087,0.020352, 0.154646
us_000493565,0.020352, 0.154646
us_000468394,0.020352, 0.154646
us_000500530,0.020352, 0.154646
us_000594587,0.020352, 0.154646
us_000466727,0.020352, 0.154646
us_000485559,0.020352, 0.154646
us_000029453,0.020352, 0.154646
us_000471204,0.020352, 0.154646
us_000466697,0.020352, 0.154646
us_000464060,0.020352, 0.154646
us_000558267,0.020352, 0.154904
us_000466513,0.020352, 0.154984
us_000525591,0.020352, 0.155954
us_000518183,0.020352, 0.155954
us_000462457,0.020352, 0.156231
us_000514450,0.020352, 0.156231
us_000501405,0.020352, 0.156231
us_000196507,0.020352, 0.156231
us_000202243,0.020352, 0.156231
us_000499396,0.020352, 0.156231
us_000475904,0.020352, 0.156231
us_000593439,0.020352, 0.156231
us_000461228,0.020352, 0.156231
us_000461212,0.020352, 0.156231
us_000505188,0.020352, 0.156231
us_000608219,0.020352, 0.156231
us_000481223,0.020352, 0.156231
us_000481234,0.020352, 0.156231
us_000532566,0.020352, 0.156231
us_000601549,0.020352, 0.156231
us_000486310,0.020352, 0.156231
us_000462841,0.020352, 0.156231
us_000462852,0.020352, 0.156231
us_000592859,0.020352, 0.156231
us_000550957,0.020352, 0.156231
us_000505436,0.020352, 0.156231
us_000573978,0.020352, 0.156231
us_000498376,0.020352, 0.156231
us_000119631,0.020352, 0.156231
us_000499251,0.020352, 0.156231
us_000468263,0.020352, 0.156231
us_000603322,0.020352, 0.156231
us_000528140,0.020352, 0.156231
us_000464208,0.020352, 0.156231
us_000586248,0.020352, 0.156231
us_000614321,0.020352, 0.156231
us_000460402,0.020352, 0.156231
us_000587513,0.020352, 0.156389
us_000591332,0.020352, 0.156731
us_000610657,0.020352, 0.157707
us_000519960,0.020352, 0.157824
us_000608510,0.020352, 0.157824
us_000476000,0.020352, 0.157824
us_000603730,0.020352, 0.157824
us_000561799,0.020352, 0.157824
us_000476088,0.020352, 0.157824
us_000557024,0.020352, 0.157824
us_000499365,0.020352, 0.157824
us_000594009,0.020352, 0.157824
us_000486692,0.020352, 0.157824
us_000603719,0.020352, 0.157824
us_000511640,0.020352, 0.157824
us_000495216,0.020352, 0.157824
us_000520422,0.020352, 0.157824
us_000461647,0.020352, 0.157824
us_000468339,0.020352, 0.157824
us_000468284,0.020352, 0.157824
us_000562229,0.020352, 0.157824
us_000538456,0.020352, 0.157824
us_000497503,0.020352, 0.157824
us_000462393,0.020352, 0.157824
us_000610137,0.020352, 0.157824
us_000517808,0.020352, 0.157824
us_000461925,0.020352, 0.157824
us_000614517,0.020352, 0.157824
us_000615109,0.020352, 0.157824
us_000576661,0.020352, 0.157824
us_000536539,0.020352, 0.157824
us_000561164,0.020352, 0.157824
us_000533795,0.020352, 0.157824
us_000486373,0.020352, 0.157824
us_000462096,0.020352, 0.157824
us_000517144,0.020352, 0.157824
us_000506148,0.020352, 0.157824
us_000509976,0.020352, 0.157824
us_000458749,0.020352, 0.157824
us_000580870,0.020352, 0.157824
us_000468734,0.020352, 0.157824
us_000463256,0.020352, 0.157824
us_000586274,0.020352, 0.157824
us_000544082,0.020352, 0.157824
us_000578873,0.020352, 0.157824
us_000517781,0.020352, 0.157824
us_000495804,0.020352, 0.157824
us_000498074,0.020352, 0.157824
us_000538453,0.020352, 0.157824
us_000561452,0.020352, 0.157824
us_000573915,0.020352, 0.157824
us_000486395,0.020352, 0.157824
us_000551858,0.020352, 0.157824
us_000537151,0.020352, 0.157824
us_000516719,0.020352, 0.157824
us_000570125,0.020352, 0.157824
us_000584568,0.020352, 0.157824
us_000493751,0.020352, 0.157824
us_000544140,0.020352, 0.157824
us_000608265,0.020352, 0.157824
us_000520718,0.020352, 0.157824
us_000506714,0.020352, 0.157824
us_000578809,0.020352, 0.157824
us_000482402,0.020352, 0.157824
us_000498122,0.020352, 0.157824
us_000614934,0.020352, 0.157824
us_000506668,0.020352, 0.157824
us_000526761,0.020352, 0.157824
us_000474473,0.020352, 0.157824
us_000486895,0.020352, 0.157824
us_000530007,0.020352, 0.157824
us_000514054,0.020352, 0.157824
us_000469559,0.020352, 0.157824
us_000109014,0.020352, 0.157824
us_000462343,0.020352, 0.157824
us_000464634,0.020352, 0.157824
us_000485735,0.020352, 0.157824
us_000573905,0.020352, 0.157824
us_000537194,0.020352, 0.157824
us_000517733,0.020352, 0.157824
us_000590264,0.020352, 0.157824
us_000492611,0.020352, 0.157824
us_000506642,0.020352, 0.157824
us_000607462,0.020352, 0.157824
us_000463416,0.020352, 0.157824
us_000519561,0.020352, 0.157824
us_000469953,0.020352, 0.157824
us_000473321,0.020352, 0.157824
us_000536180,0.020352, 0.157824
us_000463321,0.020352, 0.157824
us_000572653,0.020352, 0.157824
us_000487112,0.020352, 0.157824
us_000088278,0.020352, 0.157824
us_000511641,0.020352, 0.157824
us_000562587,0.020352, 0.157824
us_000480724,0.020352, 0.157824
us_000461746,0.020352, 0.157824
us_000489392,0.020352, 0.157824
us_000468731,0.020352, 0.157824
us_000567018,0.020352, 0.157824
us_000576659,0.020352, 0.157824
us_000561118,0.020352, 0.157824
us_000468270,0.020352, 0.157824
us_000504341,0.020352, 0.157824
us_000509977,0.020352, 0.157824
us_000586275,0.020352, 0.157824
us_000517436,0.020352, 0.157824
us_000529360,0.020352, 0.157887
us_000540160,0.020352, 0.157887
us_000537158,0.020352, 0.157887
us_000562170,0.020352, 0.157887
us_000530375,0.020352, 0.157887
us_000505480,0.020352, 0.157887
us_000215760,0.020352, 0.157941
us_000474136,0.020352, 0.157955
us_000529271,0.020352, 0.157976
us_000540177,0.020352, 0.157976
us_000591733,0.020352, 0.157982
us_000570690,0.020352, 0.158228
us_000609366,0.020352, 0.158228
us_000521991,0.020352, 0.159015
us_000529198,0.020352, 0.159132
us_000560875,0.020352, 0.159132
us_000537180,0.020352, 0.159132
us_000591440,0.020352, 0.159132
us_000500482,0.020352, 0.159132
us_000601252,0.020352, 0.159151
us_000604181,0.020352, 0.159269
us_000568899,0.020352, 0.159300
us_000463509,0.020352, 0.159425
us_000530136,0.020352, 0.159658
us_000578616,0.020352, 0.159706
us_000476516,0.020352, 0.160895
us_000459128,0.020352, 0.161025
us_000515409,0.020352, 0.162203
us_000583615,0.020352, 0.162652
us_000517485,0.020352, 0.162652
us_000511699,0.020352, 0.162652
us_000300434,0.020352, 0.162652
us_000585286,0.020352, 0.164277
us_000502368,0.020352, 0.164277
us_000458631,0.020352, 0.164277
us_000495835,0.020352, 0.164277
pr_001151265,0.020352, 0.165512
us_000537295,0.020352, 0.165911
us_000615190,0.020352, 0.165974
us_000537305,0.020352, 0.167219
us_000614448,0.020352, 0.167553
us_000467677,0.020352, 0.167553
