Product ID : 215 # of JPs covered : 1 : 97 : Healthcare, 
OID,Confidence at Map Node,Error at Map Node
us_000527691,0.394155, 0.949242
us_000506029,0.394155, 0.949729
us_000509861,0.394155, 0.953222
us_000580902,0.394155, 0.956152
us_000578237,0.394155, 0.958690
us_000504612,0.394155, 0.961228
us_000561424,0.394155, 0.968304
us_000617259,0.394155, 0.968518
us_000616687,0.394155, 0.974286
us_000526609,0.394155, 0.974505
us_000598974,0.394155, 0.975584
us_000579241,0.394155, 0.976519
us_000467421,0.394155, 0.979309
us_000581101,0.394155, 0.986448
us_000559994,0.394155, 1.007211
us_000549135,0.394155, 1.049376
us_000561686,0.394155, 1.060383
us_000484030,0.392198, 0.000030
us_000555471,0.392198, 0.016412
us_000565090,0.392198, 0.372674
us_000552173,0.392198, 0.403094
us_000573424,0.392198, 0.511060
us_000561771,0.392198, 0.546162
us_000573170,0.392198, 0.552726
us_000496919,0.392198, 0.603336
us_000574010,0.392198, 0.621416
us_000573074,0.392198, 0.638184
us_000569485,0.392198, 0.641776
us_000578036,0.392198, 0.643290
us_000584407,0.392198, 0.645126
us_000573781,0.392198, 0.645874
us_000574334,0.392198, 0.647053
us_000569571,0.392198, 0.654266
us_000571529,0.392198, 0.661840
us_000570813,0.392198, 0.665905
us_000497210,0.392198, 0.694705
us_000524155,0.392198, 0.696359
us_000584255,0.392198, 0.705825
us_000561928,0.392198, 0.706437
us_000498302,0.392198, 0.725860
us_000466955,0.392198, 0.779769
us_000567701,0.392198, 0.787301
us_000591522,0.392198, 0.803150
us_000506239,0.392198, 0.804906
us_000569120,0.392198, 0.808314
us_000468054,0.392198, 0.809617
us_000575174,0.392198, 0.809781
us_000557347,0.392198, 0.811005
us_000580331,0.392198, 0.813528
us_000581918,0.392198, 0.817554
us_000566942,0.392198, 0.817698
us_000582292,0.392198, 0.818567
us_000582225,0.392198, 0.818726
us_000586758,0.392198, 0.826286
us_000596381,0.392198, 0.827612
us_000488981,0.392198, 0.828157
us_000612661,0.392198, 0.829824
us_000489711,0.392198, 0.833142
us_000587317,0.392198, 0.833503
us_000578312,0.392198, 0.833623
us_000556309,0.392198, 0.835320
us_000509817,0.392198, 0.837384
us_000593244,0.392198, 0.837496
us_000585978,0.392198, 0.841408
us_000499803,0.392198, 0.842583
us_000577204,0.392198, 0.846294
us_000582065,0.392198, 0.846299
us_000580394,0.392198, 0.851818
us_000598021,0.392198, 0.853487
us_000577149,0.392198, 0.855272
us_000577368,0.392198, 0.856169
us_000577187,0.392198, 0.856169
us_000590292,0.392198, 0.856169
us_000579134,0.392198, 0.856359
us_000613701,0.392198, 0.856359
us_000613046,0.392198, 0.860692
us_000568742,0.392198, 0.868896
us_000576105,0.392198, 0.869254
us_000582067,0.392198, 0.871880
us_000515136,0.392198, 0.880049
us_000561930,0.392198, 0.900867
us_000566432,0.392198, 0.914742
us_000578320,0.392198, 0.916814
us_000585814,0.392198, 0.965435
us_000499155,0.392198, 1.023022
us_000589878,0.392198, 1.056905
pr_000524187,0.386736, 0.000000
pr_000553761,0.386736, 0.000000
pr_000524486,0.386736, 0.000000
us_000523747,0.386736, 0.175449
us_000608713,0.386736, 0.298696
us_000582208,0.386736, 0.447060
us_000586619,0.386736, 0.514049
us_000594731,0.386736, 0.703899
us_000597117,0.386736, 0.704653
us_000612216,0.386736, 0.708674
us_000514202,0.386736, 0.728594
us_000464149,0.386736, 0.731775
us_000564387,0.386736, 0.740392
us_000548703,0.386736, 0.747562
us_000485644,0.386736, 0.752189
us_000572313,0.386736, 0.754894
us_000528780,0.386736, 0.755636
us_000592697,0.386736, 0.778169
us_000550120,0.386736, 0.779720
us_000597889,0.386736, 0.784677
us_000592822,0.386736, 0.792268
us_000613907,0.386736, 0.794640
us_000586077,0.386736, 0.797882
us_000499909,0.386736, 0.801498
us_000570089,0.386736, 0.802159
us_000581655,0.386736, 0.803665
us_000556842,0.386736, 0.804032
us_000556040,0.386736, 0.806039
us_000573601,0.386736, 0.809403
us_000562032,0.386736, 0.811149
us_000571207,0.386736, 0.812934
us_000490546,0.386736, 0.813159
us_000595051,0.386736, 0.813932
us_000536368,0.386736, 0.815208
us_000527740,0.386736, 0.815229
us_000541686,0.386736, 0.818819
us_000615662,0.386736, 0.819006
us_000520269,0.386736, 0.819058
us_000579070,0.386736, 0.819102
us_000614126,0.386736, 0.822227
us_000614922,0.386736, 0.822563
us_000538937,0.386736, 0.824473
us_000614103,0.386736, 0.824946
us_000587492,0.386736, 0.825833
us_000611375,0.386736, 0.827890
us_000568531,0.386736, 0.830818
us_000499869,0.386736, 0.832601
us_000598780,0.386736, 0.834388
us_000596689,0.386736, 0.834388
us_000547206,0.386736, 0.836845
us_000542563,0.386736, 0.837643
us_000574035,0.386736, 0.838241
us_000513077,0.386736, 0.838499
us_000615693,0.386736, 0.841637
us_000615640,0.386736, 0.846836
us_000616540,0.386736, 0.850516
us_000615588,0.386736, 0.850516
us_000546462,0.386736, 0.858637
us_000556602,0.386736, 0.858837
us_000546228,0.386736, 0.883657
us_000615611,0.386736, 1.065557
pr_000269633,0.369811, 0.000011
us_000314713,0.369811, 0.101799
us_000550002,0.369811, 0.229506
us_000510542,0.369811, 0.350189
us_000596247,0.369811, 0.362039
us_000591210,0.369811, 0.368597
us_000523813,0.369811, 0.373935
us_000521936,0.369811, 0.383242
us_000512396,0.369811, 0.387857
us_000526555,0.369811, 0.389561
us_000502996,0.369811, 0.398716
us_000599757,0.369811, 0.484059
us_000587422,0.369811, 0.516337
us_000581858,0.369811, 0.536652
us_000600705,0.369811, 0.538393
us_000580170,0.369811, 0.549669
us_000602064,0.369811, 0.555897
us_000600844,0.369811, 0.567008
us_000607775,0.369811, 0.579291
us_000599958,0.369811, 0.585652
us_000614183,0.369811, 0.586181
us_000614176,0.369811, 0.586181
us_000614978,0.369811, 0.587915
us_000604583,0.369811, 0.588125
us_000614408,0.369811, 0.590423
us_000602710,0.369811, 0.606242
us_000605931,0.369811, 0.626507
us_000611062,0.369811, 0.835405
us_000612869,0.369811, 0.868941
us_000598187,0.369811, 1.099991
us_000132962,0.337697, 0.336150
us_000496995,0.337697, 0.385051
us_000517969,0.337697, 0.394396
us_000534450,0.337697, 0.418296
us_000486276,0.337697, 0.418915
us_000122764,0.337697, 0.425008
us_000529364,0.337697, 0.429639
us_000486225,0.337697, 0.434381
us_000479034,0.337697, 0.434850
us_000353702,0.337697, 0.435599
us_000414852,0.337697, 0.436780
us_000509627,0.337697, 0.437755
us_000516875,0.337697, 0.441283
us_000535807,0.337697, 0.444006
us_000490405,0.337697, 0.450996
us_000490914,0.337697, 0.456321
us_000542783,0.337697, 0.460063
us_000505832,0.337697, 0.460611
us_000486205,0.337697, 0.461615
us_000481346,0.337697, 0.462831
us_000224125,0.337697, 0.463680
us_000474910,0.337697, 0.463771
us_000487263,0.337697, 0.465156
us_000487187,0.337697, 0.469244
us_000481060,0.337697, 0.472308
us_000504253,0.337697, 0.473341
us_000480886,0.337697, 0.474012
us_000481789,0.337697, 0.474959
us_000526061,0.337697, 0.476810
us_000474077,0.337697, 0.476850
us_000497760,0.337697, 0.479901
us_000539868,0.337697, 0.480124
us_000485047,0.337697, 0.480415
us_000589066,0.337697, 0.480625
us_000461193,0.337697, 0.481552
us_000483183,0.337697, 0.482054
us_000197187,0.337697, 0.482363
us_000497013,0.337697, 0.482987
us_000485004,0.337697, 0.483641
us_000496484,0.337697, 0.485734
us_000523694,0.337697, 0.488546
us_000515833,0.337697, 0.489396
us_000523998,0.337697, 0.489651
us_000494716,0.337697, 0.493883
us_000524011,0.337697, 0.494483
us_000505860,0.337697, 0.495718
us_000476710,0.337697, 0.496352
us_000484689,0.337697, 0.496836
us_000480578,0.337697, 0.499794
us_000484116,0.337697, 0.502692
us_000480839,0.337697, 0.503051
us_000518820,0.337697, 0.508804
us_000488619,0.337697, 0.518472
us_000480837,0.337697, 0.520229
us_000494978,0.337697, 0.521180
us_000487846,0.337697, 0.521242
us_000475189,0.337697, 0.535085
us_000560568,0.337697, 0.539181
us_000515781,0.337697, 0.548777
us_000477485,0.337697, 0.560383
us_000504619,0.337697, 0.577955
us_000582280,0.337697, 0.591708
us_000484451,0.337697, 0.614949
us_000551635,0.337697, 0.645367
us_000474738,0.337697, 0.736147
pr_000444933,0.334758, 0.000000
pr_000913755,0.334758, 0.000000
us_000513282,0.334758, 0.000009
us_000466489,0.334758, 0.017200
us_000457821,0.334758, 0.037911
us_000465227,0.334758, 0.137094
us_000276343,0.334758, 0.141110
us_000472025,0.334758, 0.156879
us_000503942,0.334758, 0.158114
us_000580196,0.334758, 0.159754
us_000504114,0.334758, 0.167718
us_000533086,0.334758, 0.169672
us_000536130,0.334758, 0.177477
us_000511926,0.334758, 0.179266
us_000522709,0.334758, 0.181569
us_000536017,0.334758, 0.181585
us_000353229,0.334758, 0.181959
us_000485150,0.334758, 0.183203
us_000522673,0.334758, 0.183386
us_000596629,0.334758, 0.183847
us_000561539,0.334758, 0.185717
us_000522705,0.334758, 0.186962
us_000472379,0.334758, 0.187070
us_000469832,0.334758, 0.189505
us_000553579,0.334758, 0.189886
us_000584644,0.334758, 0.190861
us_000539825,0.334758, 0.191465
us_000277967,0.334758, 0.191773
us_000490883,0.334758, 0.192020
us_000504391,0.334758, 0.192563
us_000532319,0.334758, 0.192660
us_000575210,0.334758, 0.192789
us_000516966,0.334758, 0.193692
us_000460593,0.334758, 0.193761
us_000567385,0.334758, 0.194042
us_000482901,0.334758, 0.194288
us_000517798,0.334758, 0.195632
us_000476480,0.334758, 0.195817
us_000568965,0.334758, 0.195936
us_000580332,0.334758, 0.196145
us_000466104,0.334758, 0.196311
us_000468155,0.334758, 0.197095
us_000478756,0.334758, 0.197156
us_000469200,0.334758, 0.197630
us_000575792,0.334758, 0.197891
us_000553019,0.334758, 0.198526
pr_001770188,0.334758, 0.198616
us_000496922,0.334758, 0.199504
us_000471626,0.334758, 0.199593
pr_000320527,0.334758, 0.199791
us_000473189,0.334758, 0.199899
us_000476381,0.334758, 0.200051
us_000482949,0.334758, 0.200214
us_000551141,0.334758, 0.200572
us_000507372,0.334758, 0.201212
us_000495359,0.334758, 0.202284
us_000541179,0.334758, 0.202313
us_000473679,0.334758, 0.202347
us_000519878,0.334758, 0.202716
us_000515240,0.334758, 0.203179
us_000468252,0.334758, 0.203616
us_000219537,0.334758, 0.203658
us_000525471,0.334758, 0.203738
us_000470337,0.334758, 0.203840
us_000470329,0.334758, 0.204850
us_000516855,0.334758, 0.204894
pr_000865807,0.334758, 0.205131
us_000518644,0.334758, 0.205214
us_000557066,0.334758, 0.205214
us_000502967,0.334758, 0.205791
us_000545856,0.334758, 0.205860
us_000518690,0.334758, 0.206225
us_000561562,0.334758, 0.207320
us_000552872,0.334758, 0.207668
us_000458796,0.334758, 0.209023
us_000535695,0.334758, 0.209195
us_000487807,0.334758, 0.209296
us_000488784,0.334758, 0.209503
us_000492488,0.334758, 0.209714
us_000159482,0.334758, 0.210201
us_000552440,0.334758, 0.210221
us_000546810,0.334758, 0.210361
us_000546811,0.334758, 0.210361
us_000545871,0.334758, 0.210541
us_000470270,0.334758, 0.211282
us_000478896,0.334758, 0.211561
us_000488778,0.334758, 0.211673
us_000482379,0.334758, 0.212009
us_000546740,0.334758, 0.213711
us_000496094,0.334758, 0.217055
us_000575907,0.334758, 0.224005
us_000507340,0.334758, 0.224104
us_000463764,0.334758, 0.224417
us_000482591,0.334758, 0.230564
us_000279720,0.334758, 0.235511
us_000458791,0.334758, 0.236824
us_000460467,0.334758, 0.238031
us_000465166,0.334758, 0.243968
us_000516230,0.334758, 0.248601
us_000552357,0.334758, 0.253969
us_000530351,0.334758, 0.254919
us_000159553,0.334758, 0.256922
us_000482817,0.334758, 0.257799
us_000491268,0.334758, 0.259267
us_000536514,0.334758, 0.267916
us_000252048,0.334758, 0.273851
us_000474257,0.334758, 0.279129
us_000499965,0.334758, 0.326034
us_000559368,0.334758, 0.327171
us_000511195,0.334758, 0.336555
us_000472885,0.334758, 0.341196
us_000473376,0.334758, 0.353941
us_000518581,0.334758, 0.356102
us_000509566,0.334758, 0.377884
us_000515257,0.334758, 0.549401
us_000554671,0.329500, 0.000000
pr_001112473,0.329500, 0.000000
us_000496365,0.329500, 0.000000
us_000544623,0.329500, 0.000000
us_000535783,0.329500, 0.000000
us_000496566,0.329500, 0.000000
us_000496108,0.329500, 0.000000
us_000532030,0.329500, 0.000000
us_000543350,0.329500, 0.000000
pr_000575941,0.329500, 0.000007
pr_001953261,0.329500, 0.000014
pr_001665776,0.329500, 0.000195
pr_000587716,0.329500, 0.000376
us_000076354,0.329500, 0.268644
us_000481997,0.329500, 0.272447
us_000462687,0.329500, 0.273047
us_000472809,0.329500, 0.273453
us_000522679,0.329500, 0.276198
us_000545040,0.329500, 0.293275
us_000154001,0.329500, 0.296464
us_000491162,0.329500, 0.299878
us_000578340,0.329500, 0.300126
us_000500504,0.329500, 0.301075
us_000485056,0.329500, 0.301902
us_000515223,0.329500, 0.304538
us_000482125,0.329500, 0.304646
us_000516198,0.329500, 0.304767
us_000514193,0.329500, 0.305357
us_000573530,0.329500, 0.307098
us_000511406,0.329500, 0.307143
us_000524382,0.329500, 0.312323
us_000536347,0.329500, 0.314102
us_000511408,0.329500, 0.314146
us_000520174,0.329500, 0.315163
us_000524316,0.329500, 0.315917
us_000478013,0.329500, 0.321582
us_000162678,0.329500, 0.321585
us_000510840,0.329500, 0.331730
us_000517214,0.329500, 0.333832
us_000343178,0.329500, 0.336479
us_000490069,0.329500, 0.341889
us_000162284,0.329500, 0.347627
us_000558012,0.329500, 0.407421
us_000555166,0.329500, 0.646686
us_000576906,0.329500, 0.686389
us_000608712,0.329500, 0.709473
us_000514609,0.329500, 0.767144
us_000241025,0.319994, 0.264816
us_000480167,0.319994, 0.326422
us_000531822,0.319994, 0.365330
us_000553390,0.319994, 0.369573
us_000477490,0.319994, 0.377366
us_000461306,0.319994, 0.393593
us_000503002,0.319994, 0.410097
us_000473498,0.319994, 0.425602
us_000459248,0.319994, 0.428873
us_000568035,0.319994, 0.434865
us_000533455,0.319994, 0.445144
us_000503906,0.319994, 0.478529
us_000484614,0.319994, 0.484173
us_000532935,0.319994, 0.525566
us_000518044,0.319994, 0.618680
us_000573584,0.319994, 0.704160
us_000584679,0.319994, 0.859640
us_000257129,0.281596, 0.383370
us_000555695,0.281596, 0.428751
us_000555657,0.281596, 0.490148
us_000553658,0.281596, 0.512250
us_000503767,0.281596, 0.617371
us_000524946,0.281596, 0.635468
us_000585694,0.281596, 0.637952
us_000571843,0.281596, 0.642028
us_000593179,0.281596, 0.652314
us_000596068,0.281596, 0.669646
us_000524936,0.281596, 0.671968
us_000573403,0.281596, 0.674458
us_000526152,0.281596, 0.678163
us_000596037,0.281596, 0.679069
us_000525001,0.281596, 0.683784
us_000592904,0.281596, 0.690404
us_000528982,0.281596, 0.705940
us_000562068,0.281596, 0.750288
us_000611462,0.281596, 0.750706
us_000562362,0.281596, 0.752624
us_000506353,0.281596, 0.767430
us_000596217,0.281596, 0.772778
us_000488094,0.281596, 0.774423
us_000585418,0.281596, 0.779326
us_000602253,0.281596, 0.788231
us_000611497,0.281596, 0.788785
us_000307041,0.281596, 0.789298
us_000588023,0.281596, 0.804408
us_000551155,0.281596, 0.806440
us_000461009,0.281596, 0.811832
us_000581472,0.281596, 0.812056
us_000581473,0.281596, 0.817437
us_000487262,0.281596, 0.818980
us_000553114,0.281596, 0.823770
us_000610425,0.281596, 0.825483
us_000584362,0.281596, 0.828724
us_000572071,0.281596, 0.832979
us_000609113,0.281596, 0.834574
us_000491236,0.281596, 0.836664
us_000551711,0.281596, 0.836793
us_000601117,0.281596, 0.837722
us_000460628,0.281596, 0.838496
us_000605533,0.281596, 0.839271
us_000305045,0.281596, 0.840687
us_000547961,0.281596, 0.846387
us_000309280,0.281596, 0.847046
us_000544509,0.281596, 0.847329
us_000556951,0.281596, 0.848215
us_000596424,0.281596, 0.848611
us_000561405,0.281596, 0.849001
us_000471884,0.281596, 0.849336
us_000597195,0.281596, 0.850428
us_000573434,0.281596, 0.852270
us_000604365,0.281596, 0.852549
us_000575462,0.281596, 0.854672
us_000584894,0.281596, 0.855259
us_000602729,0.281596, 0.855285
us_000581384,0.281596, 0.856774
us_000576955,0.281596, 0.856774
us_000609431,0.281596, 0.859153
us_000592215,0.281596, 0.859153
us_000602571,0.281596, 0.861555
us_000561135,0.281596, 0.862876
us_000610016,0.281596, 0.864557
us_000608681,0.281596, 0.864557
us_000577203,0.281596, 0.880117
us_000607900,0.281596, 0.881199
us_000563826,0.281596, 0.881223
us_000562966,0.281596, 0.881259
us_000487071,0.281596, 0.885506
us_000563572,0.281596, 0.886198
us_000581897,0.281596, 0.890880
us_000582066,0.281596, 0.890880
us_000608154,0.281596, 0.890880
us_000609626,0.281596, 0.895516
us_000593699,0.281596, 0.902862
us_000577202,0.281596, 0.952608
us_000592273,0.281596, 0.958951
us_000600214,0.281596, 0.960886
us_000535803,0.281596, 0.973020
us_000596226,0.281596, 0.980408
us_000596834,0.281596, 0.987822
us_000589630,0.281596, 0.998594
us_000382416,0.281596, 1.000868
us_000575068,0.281596, 1.000881
us_000576810,0.281596, 1.000881
us_000596796,0.281596, 1.000935
us_000594748,0.281596, 1.002199
us_000573242,0.281596, 1.010807
us_000594907,0.281596, 1.021607
us_000594909,0.281596, 1.021607
us_000598209,0.281596, 1.027702
us_000509514,0.281596, 1.029260
us_000595119,0.281596, 1.030182
us_000582437,0.281596, 1.034793
us_000587996,0.281596, 1.036807
us_000596390,0.281596, 1.037965
us_000601083,0.281596, 1.039422
us_000597890,0.281596, 1.040205
us_000574462,0.281596, 1.040205
us_000585608,0.281596, 1.040992
us_000595070,0.281596, 1.041782
us_000574555,0.281596, 1.042576
us_000596116,0.281596, 1.042576
us_000600978,0.281596, 1.042576
us_000574595,0.281596, 1.042576
us_000600590,0.281596, 1.042576
us_000582560,0.281596, 1.042576
us_000556509,0.281596, 1.051449
us_000470073,0.281596, 1.054545
us_000596474,0.281596, 1.056060
us_000596476,0.281596, 1.056060
us_000596475,0.281596, 1.056060
us_000587246,0.281596, 1.057463
us_000573443,0.281596, 1.059132
us_000597378,0.281596, 1.059132
us_000584363,0.281596, 1.061472
us_000584812,0.281596, 1.062259
us_000584806,0.281596, 1.062259
us_000595694,0.281596, 1.062259
us_000612318,0.281596, 1.063843
us_000584553,0.281596, 1.063843
us_000599992,0.281596, 1.063843
us_000582206,0.281596, 1.063843
us_000576453,0.281596, 1.068899
us_000582013,0.281596, 1.090166
us_000582053,0.281596, 1.090166
us_000581910,0.281596, 1.090166
us_000581908,0.281596, 1.090166
us_000581965,0.281596, 1.090166
us_000598591,0.281596, 1.102536
us_000596723,0.281596, 1.108629
us_000548058,0.281596, 1.116828
us_000587233,0.281596, 1.245082
us_000581380,0.281596, 1.334103
us_000586420,0.281596, 1.480721
us_000470007,0.270867, 0.302632
us_000387790,0.270867, 0.326326
us_000475316,0.270867, 0.336756
us_000477988,0.270867, 0.371814
us_000508474,0.270867, 0.395264
us_000475799,0.270867, 0.405083
us_000546086,0.270867, 0.409264
us_000335473,0.270867, 0.410384
us_000074707,0.270867, 0.413796
us_000493162,0.270867, 0.419042
us_000597165,0.270867, 0.427461
us_000445966,0.270867, 0.431958
us_000496284,0.270867, 0.432110
us_000553974,0.270867, 0.436511
us_000552418,0.270867, 0.448273
us_000513044,0.270867, 0.451697
us_000515115,0.270867, 0.471935
us_000559640,0.270867, 0.610835
us_000476620,0.247018, 0.086807
us_000503869,0.247018, 0.089991
us_000595948,0.247018, 0.094058
us_000192040,0.247018, 0.094800
us_000474128,0.247018, 0.097918
us_000501372,0.247018, 0.099483
us_000467123,0.247018, 0.099955
us_000266847,0.247018, 0.100867
us_000494251,0.247018, 0.107115
us_000555601,0.247018, 0.109308
us_000576100,0.247018, 0.109412
us_000554743,0.247018, 0.109615
us_000465209,0.247018, 0.112619
us_000511981,0.247018, 0.113259
us_000572167,0.247018, 0.113264
us_000520123,0.247018, 0.114294
us_000374588,0.247018, 0.114697
us_000198547,0.247018, 0.115897
us_000525703,0.247018, 0.116109
us_000527941,0.247018, 0.116109
pr_001703778,0.247018, 0.116363
us_000575865,0.247018, 0.119108
us_000575214,0.247018, 0.119751
us_000575231,0.247018, 0.119791
us_000058796,0.247018, 0.120389
us_000495146,0.247018, 0.120904
us_000461312,0.247018, 0.121436
us_000198988,0.247018, 0.121682
us_000461882,0.247018, 0.121684
us_000495164,0.247018, 0.122069
us_000469589,0.247018, 0.122184
us_000543008,0.247018, 0.124808
us_000470594,0.247018, 0.124808
us_000565429,0.247018, 0.125051
us_000533806,0.247018, 0.125500
us_000489589,0.247018, 0.125513
us_000536500,0.247018, 0.125777
us_000498035,0.247018, 0.126287
us_000499876,0.247018, 0.126453
us_000514221,0.247018, 0.126548
us_000470461,0.247018, 0.126842
us_000473635,0.247018, 0.126973
pr_001005444,0.247018, 0.126983
us_000549836,0.247018, 0.127011
us_000536343,0.247018, 0.127027
us_000404245,0.247018, 0.127471
us_000524286,0.247018, 0.127726
us_000497655,0.247018, 0.127758
us_000507980,0.247018, 0.127767
us_000553656,0.247018, 0.127821
us_000524132,0.247018, 0.128085
us_000565122,0.247018, 0.128366
us_000574629,0.247018, 0.128366
us_000581456,0.247018, 0.128766
us_000267746,0.247018, 0.128994
us_000473998,0.247018, 0.129140
us_000541697,0.247018, 0.129238
us_000556277,0.247018, 0.129440
us_000579052,0.247018, 0.129449
us_000592898,0.247018, 0.129449
us_000592903,0.247018, 0.129449
us_000580313,0.247018, 0.129449
us_000592213,0.247018, 0.129449
us_000581813,0.247018, 0.129449
us_000520409,0.247018, 0.129470
us_000511522,0.247018, 0.129542
us_000498031,0.247018, 0.129796
us_000519662,0.247018, 0.130159
us_000473045,0.247018, 0.130197
us_000473727,0.247018, 0.130332
us_000467625,0.247018, 0.130482
us_000547542,0.247018, 0.131493
us_000558180,0.247018, 0.131834
us_000571521,0.247018, 0.131964
us_000465110,0.247018, 0.132333
us_000564965,0.247018, 0.132530
us_000502450,0.247018, 0.132632
us_000494342,0.247018, 0.132926
us_000513615,0.247018, 0.133021
us_000112467,0.247018, 0.133238
us_000479315,0.247018, 0.133263
us_000572470,0.247018, 0.133343
us_000523443,0.247018, 0.133575
us_000568174,0.247018, 0.133632
us_000474155,0.247018, 0.134027
us_000470166,0.247018, 0.134027
us_000179852,0.247018, 0.134144
us_000495289,0.247018, 0.134548
us_000549727,0.247018, 0.134602
us_000467088,0.247018, 0.134652
us_000517992,0.247018, 0.135002
us_000540747,0.247018, 0.135263
us_000590936,0.247018, 0.135286
us_000473353,0.247018, 0.135323
us_000596152,0.247018, 0.135364
us_000247600,0.247018, 0.135678
us_000517968,0.247018, 0.135678
us_000517698,0.247018, 0.135678
us_000469089,0.247018, 0.135867
us_000484235,0.247018, 0.135900
us_000509508,0.247018, 0.135939
us_000573203,0.247018, 0.136034
pr_000187900,0.247018, 0.136173
us_000470107,0.247018, 0.136260
us_000536728,0.247018, 0.136414
us_000525654,0.247018, 0.136582
us_000519617,0.247018, 0.137291
us_000511574,0.247018, 0.137384
us_000533337,0.247018, 0.137510
us_000568086,0.247018, 0.137544
us_000497890,0.247018, 0.137630
us_000534103,0.247018, 0.137687
us_000534101,0.247018, 0.137687
us_000534078,0.247018, 0.137687
us_000502268,0.247018, 0.138045
us_000564258,0.247018, 0.138064
us_000557059,0.247018, 0.138184
us_000473524,0.247018, 0.138184
us_000466637,0.247018, 0.138202
us_000587423,0.247018, 0.138211
us_000479285,0.247018, 0.138543
us_000466400,0.247018, 0.139099
us_000519989,0.247018, 0.139104
us_000551040,0.247018, 0.139293
us_000500340,0.247018, 0.139390
us_000461745,0.247018, 0.139621
us_000583091,0.247018, 0.139752
us_000459642,0.247018, 0.139792
us_000585289,0.247018, 0.139813
us_000461834,0.247018, 0.139990
us_000497037,0.247018, 0.139990
us_000462040,0.247018, 0.139990
us_000473207,0.247018, 0.140147
us_000567013,0.247018, 0.140290
us_000559692,0.247018, 0.140418
us_000501202,0.247018, 0.140482
us_000228696,0.247018, 0.140670
us_000546716,0.247018, 0.140774
us_000578942,0.247018, 0.140891
us_000483193,0.247018, 0.140947
us_000523422,0.247018, 0.140970
us_000615989,0.247018, 0.140985
us_000557696,0.247018, 0.141053
us_000579668,0.247018, 0.141055
us_000524599,0.247018, 0.141438
us_000477996,0.247018, 0.141444
us_000245843,0.247018, 0.141564
us_000461666,0.247018, 0.141595
us_000470231,0.247018, 0.141595
us_000542585,0.247018, 0.141765
us_000472421,0.247018, 0.141976
us_000588442,0.247018, 0.142157
us_000494308,0.247018, 0.142212
us_000533582,0.247018, 0.142219
us_000520400,0.247018, 0.142314
us_000520327,0.247018, 0.142314
us_000599706,0.247018, 0.142314
us_000589332,0.247018, 0.142407
us_000614567,0.247018, 0.142627
us_000546733,0.247018, 0.142840
us_000171237,0.247018, 0.142886
us_000462326,0.247018, 0.142965
us_000482140,0.247018, 0.142965
us_000527613,0.247018, 0.143119
us_000525049,0.247018, 0.143119
us_000526035,0.247018, 0.143336
us_000472114,0.247018, 0.143345
us_000575161,0.247018, 0.143345
us_000489961,0.247018, 0.143414
us_000481554,0.247018, 0.143414
us_000595270,0.247018, 0.143456
us_000250710,0.247018, 0.143459
us_000316767,0.247018, 0.143460
us_000614747,0.247018, 0.143834
us_000582302,0.247018, 0.143834
us_000557798,0.247018, 0.143920
us_000503510,0.247018, 0.144003
us_000499524,0.247018, 0.144224
us_000515808,0.247018, 0.144224
us_000568981,0.247018, 0.144314
us_000588855,0.247018, 0.144343
us_000459656,0.247018, 0.144483
us_000524451,0.247018, 0.144552
us_000524453,0.247018, 0.144552
us_000551433,0.247018, 0.144673
us_000532558,0.247018, 0.144673
us_000506556,0.247018, 0.144673
us_000596071,0.247018, 0.144873
us_000524681,0.247018, 0.145058
us_000586789,0.247018, 0.145058
us_000525162,0.247018, 0.145058
us_000599745,0.247018, 0.145584
us_000525075,0.247018, 0.145584
us_000482322,0.247018, 0.145649
us_000523450,0.247018, 0.145776
us_000510041,0.247018, 0.145776
us_000477074,0.247018, 0.145776
us_000557336,0.247018, 0.145776
us_000466089,0.247018, 0.145997
us_000459125,0.247018, 0.146035
us_000579853,0.247018, 0.146299
us_000596095,0.247018, 0.146299
us_000468970,0.247018, 0.146299
us_000581825,0.247018, 0.146299
us_000600991,0.247018, 0.146493
us_000589201,0.247018, 0.147017
pr_000187400,0.247018, 0.147630
us_000469117,0.247018, 0.147675
us_000507840,0.247018, 0.147883
us_000463490,0.247018, 0.148184
us_000473073,0.247018, 0.148184
us_000473557,0.247018, 0.148184
us_000533099,0.247018, 0.148271
us_000473002,0.247018, 0.148380
us_000546737,0.247018, 0.148390
pr_001403481,0.247018, 0.148596
us_000538006,0.247018, 0.149145
us_000595275,0.247018, 0.149419
us_000559695,0.247018, 0.149677
us_000575219,0.247018, 0.150171
us_000523407,0.247018, 0.150896
us_000519433,0.247018, 0.151362
us_000494333,0.247018, 0.152415
us_000565662,0.247018, 0.153218
us_000486213,0.247018, 0.154317
us_000486034,0.247018, 0.155335
us_000488738,0.247018, 0.156436
us_000474615,0.247018, 0.159071
us_000502424,0.247018, 0.162651
us_000547481,0.247018, 0.169269
us_000561624,0.247018, 0.169395
us_000538404,0.247018, 0.169450
us_000567669,0.247018, 0.169667
us_000481257,0.247018, 0.171318
us_000564252,0.247018, 0.172646
us_000517575,0.247018, 0.174298
us_000503449,0.247018, 0.182500
us_000471173,0.247018, 0.190143
us_000376226,0.247018, 0.191149
us_000541262,0.247018, 0.192454
us_000571577,0.247018, 0.193342
us_000566354,0.247018, 0.201135
us_000472214,0.247018, 0.211235
us_000516153,0.247018, 0.239012
