Product ID : 215 # of JPs covered : 1 : 97 : Healthcare, 
OID,Confidence at Map Node,Error at Map Node
us_000578935,0.247018, 0.247983
us_000472494,0.247018, 0.278405
us_000538791,0.247018, 0.306296
us_000514342,0.247018, 0.309980
us_000149495,0.247018, 0.422119
us_000548935,0.247018, 0.768344
us_000572357,0.247018, 0.910891
us_000222560,0.224965, 0.067258
us_000057824,0.224965, 0.227985
us_000230781,0.224965, 0.277364
us_000322645,0.224965, 0.320531
us_000489526,0.224965, 0.362980
us_000547136,0.224965, 0.370775
us_000538403,0.224965, 0.380348
us_000517524,0.224965, 0.381592
us_000582389,0.224965, 0.392297
us_000581955,0.224965, 0.392652
us_000532712,0.224965, 0.400841
us_000582168,0.224965, 0.406033
us_000537982,0.224965, 0.408882
us_000522396,0.224965, 0.411145
us_000473573,0.224965, 0.419980
us_000479742,0.224965, 0.420493
us_000512372,0.224965, 0.421887
us_000512465,0.224965, 0.422589
us_000511840,0.224965, 0.423418
us_000597188,0.224965, 0.423706
us_000555910,0.224965, 0.430992
us_000528686,0.224965, 0.436814
us_000518010,0.224965, 0.440279
us_000535273,0.224965, 0.441427
us_000513142,0.224965, 0.442189
us_000579461,0.224965, 0.443946
us_000581926,0.224965, 0.450063
us_000473664,0.224965, 0.451165
us_000542509,0.224965, 0.452019
us_000575613,0.224965, 0.452190
us_000494443,0.224965, 0.453857
us_000477937,0.224965, 0.458643
us_000582093,0.224965, 0.459934
us_000515755,0.224965, 0.462873
us_000556214,0.224965, 0.465329
us_000545815,0.224965, 0.465780
us_000569558,0.224965, 0.466438
us_000533600,0.224965, 0.468980
us_000528445,0.224965, 0.470774
us_000576386,0.224965, 0.471962
us_000550406,0.224965, 0.472858
us_000595059,0.224965, 0.473296
us_000541038,0.224965, 0.474794
us_000485308,0.224965, 0.475837
us_000586099,0.224965, 0.477877
us_000479264,0.224965, 0.478000
us_000556389,0.224965, 0.478399
us_000501014,0.224965, 0.479503
us_000569560,0.224965, 0.480429
us_000485781,0.224965, 0.481693
us_000515627,0.224965, 0.481699
us_000491203,0.224965, 0.482158
us_000557408,0.224965, 0.482181
us_000482251,0.224965, 0.483864
us_000596990,0.224965, 0.484338
us_000584253,0.224965, 0.484452
us_000565245,0.224965, 0.485267
us_000587262,0.224965, 0.488521
us_000600489,0.224965, 0.489056
us_000558015,0.224965, 0.491568
us_000581256,0.224965, 0.491623
us_000549075,0.224965, 0.492928
us_000566816,0.224965, 0.494878
us_000558505,0.224965, 0.496630
us_000537104,0.224965, 0.499812
us_000550753,0.224965, 0.500757
us_000561068,0.224965, 0.501402
us_000557319,0.224965, 0.502291
us_000570137,0.224965, 0.505598
us_000597335,0.224965, 0.505651
us_000557409,0.224965, 0.507049
us_000508954,0.224965, 0.507960
us_000522724,0.224965, 0.508680
us_000522762,0.224965, 0.508956
us_000582397,0.224965, 0.512805
us_000576181,0.224965, 0.514346
us_000551878,0.224965, 0.517183
us_000546134,0.224965, 0.520921
us_000600062,0.224965, 0.525215
us_000582073,0.224965, 0.529673
us_000569841,0.224965, 0.530232
us_000479097,0.224965, 0.532185
us_000570079,0.224965, 0.568980
us_000529825,0.224965, 0.605271
us_000539474,0.224731, 0.000000
us_000537505,0.224731, 0.000003
us_000514088,0.224731, 0.000262
pr_000283251,0.224731, 0.000491
us_000461341,0.224731, 0.081239
us_000470790,0.224731, 0.081239
us_000575565,0.224731, 0.084108
us_000584317,0.224731, 0.084108
us_000564887,0.224731, 0.084108
us_000565357,0.224731, 0.084108
us_000575908,0.224731, 0.084492
us_000570516,0.224731, 0.084827
us_000497343,0.224731, 0.085067
us_000580120,0.224731, 0.085143
us_000498253,0.224731, 0.085320
us_000067641,0.224731, 0.085699
us_000520612,0.224731, 0.086455
us_000575217,0.224731, 0.086483
us_000559448,0.224731, 0.086632
us_000485422,0.224731, 0.087016
us_000461683,0.224731, 0.087494
us_000598359,0.224731, 0.087662
us_000546563,0.224731, 0.087662
us_000571687,0.224731, 0.088614
us_000616728,0.224731, 0.088661
us_000497090,0.224731, 0.088801
us_000575366,0.224731, 0.088806
us_000575401,0.224731, 0.088806
us_000596406,0.224731, 0.088806
us_000202470,0.224731, 0.089121
us_000537764,0.224731, 0.089145
us_000549974,0.224731, 0.089211
us_000588858,0.224731, 0.089665
us_000571629,0.224731, 0.089681
us_000500156,0.224731, 0.089756
us_000572153,0.224731, 0.089973
us_000569564,0.224731, 0.090183
us_000250307,0.224731, 0.090220
us_000564862,0.224731, 0.090433
us_000510019,0.224731, 0.090762
us_000406944,0.224731, 0.090801
us_000469929,0.224731, 0.090839
us_000595388,0.224731, 0.090841
us_000577527,0.224731, 0.090990
us_000481309,0.224731, 0.091002
us_000441616,0.224731, 0.091076
us_000612217,0.224731, 0.091154
us_000463454,0.224731, 0.091439
us_000498244,0.224731, 0.091485
us_000516097,0.224731, 0.091599
us_000571901,0.224731, 0.091671
us_000468559,0.224731, 0.091766
us_000526772,0.224731, 0.091877
us_000515160,0.224731, 0.091884
us_000488825,0.224731, 0.091923
us_000552924,0.224731, 0.092007
us_000476863,0.224731, 0.092019
us_000521992,0.224731, 0.092024
us_000498040,0.224731, 0.092066
us_000565484,0.224731, 0.092066
us_000569771,0.224731, 0.092066
us_000567141,0.224731, 0.092232
us_000472941,0.224731, 0.092363
us_000616573,0.224731, 0.092403
us_000560682,0.224731, 0.092436
us_000558415,0.224731, 0.092604
us_000487934,0.224731, 0.092697
us_000527329,0.224731, 0.092716
us_000579463,0.224731, 0.092758
us_000602735,0.224731, 0.092758
us_000584162,0.224731, 0.092758
us_000475498,0.224731, 0.092824
us_000549814,0.224731, 0.092907
us_000572660,0.224731, 0.092955
us_000568654,0.224731, 0.092955
us_000416028,0.224731, 0.093017
us_000593096,0.224731, 0.093049
us_000474070,0.224731, 0.093148
us_000472981,0.224731, 0.093297
us_000464210,0.224731, 0.093327
us_000575911,0.224731, 0.093358
us_000592591,0.224731, 0.093388
us_000543541,0.224731, 0.093388
us_000496584,0.224731, 0.093508
us_000585803,0.224731, 0.093508
us_000470703,0.224731, 0.093508
us_000571119,0.224731, 0.093513
us_000571016,0.224731, 0.093513
us_000578079,0.224731, 0.093513
us_000591184,0.224731, 0.093513
us_000161914,0.224731, 0.093522
us_000571776,0.224731, 0.093647
us_000566201,0.224731, 0.093647
us_000587608,0.224731, 0.093647
us_000599057,0.224731, 0.093690
us_000471864,0.224731, 0.093738
us_000572648,0.224731, 0.093738
us_000466708,0.224731, 0.093774
us_000584198,0.224731, 0.093990
us_000474755,0.224731, 0.094043
us_000579315,0.224731, 0.094193
us_000579965,0.224731, 0.094193
us_000579947,0.224731, 0.094193
us_000611339,0.224731, 0.094205
us_000593967,0.224731, 0.094205
us_000461411,0.224731, 0.094205
us_000588746,0.224731, 0.094430
us_000427573,0.224731, 0.094430
us_000549141,0.224731, 0.094430
us_000611324,0.224731, 0.094430
us_000588761,0.224731, 0.094430
us_000474663,0.224731, 0.094430
us_000573279,0.224731, 0.094430
us_000494491,0.224731, 0.094430
us_000576962,0.224731, 0.094430
us_000571248,0.224731, 0.094430
us_000573823,0.224731, 0.094430
us_000611302,0.224731, 0.094430
us_000100548,0.224731, 0.094430
us_000323642,0.224731, 0.094453
us_000568408,0.224731, 0.094598
us_000071486,0.224731, 0.094815
us_000471959,0.224731, 0.094882
us_000533634,0.224731, 0.094882
us_000585028,0.224731, 0.094882
us_000473117,0.224731, 0.095190
us_000596556,0.224731, 0.095264
us_000572029,0.224731, 0.095425
us_000479828,0.224731, 0.095486
us_000525762,0.224731, 0.095574
us_000594815,0.224731, 0.095574
us_000600929,0.224731, 0.095574
us_000592607,0.224731, 0.095574
us_000615409,0.224731, 0.095574
us_000590242,0.224731, 0.095574
us_000582765,0.224731, 0.095574
us_000483074,0.224731, 0.095574
us_000474624,0.224731, 0.095574
us_000614775,0.224731, 0.095574
us_000470162,0.224731, 0.095574
us_000591955,0.224731, 0.095574
us_000582213,0.224731, 0.095574
us_000524757,0.224731, 0.095574
us_000589984,0.224731, 0.095574
us_000525423,0.224731, 0.095574
us_000599419,0.224731, 0.095574
us_000587478,0.224731, 0.095574
us_000540962,0.224731, 0.095574
us_000355923,0.224731, 0.095672
us_000589093,0.224731, 0.095747
us_000601842,0.224731, 0.095803
us_000470620,0.224731, 0.095820
us_000533864,0.224731, 0.095879
pr_000596216,0.224731, 0.096155
us_000550805,0.224731, 0.096189
us_000069502,0.224731, 0.096189
us_000584290,0.224731, 0.096189
us_000546970,0.224731, 0.096438
us_000582443,0.224731, 0.096439
us_000613227,0.224731, 0.096528
us_000602399,0.224731, 0.096571
us_000514705,0.224731, 0.096571
us_000510588,0.224731, 0.096648
us_000566643,0.224731, 0.096773
us_000570541,0.224731, 0.096794
pr_000778031,0.224731, 0.096876
us_000476784,0.224731, 0.096877
us_000460135,0.224731, 0.096882
us_000587468,0.224731, 0.096966
us_000582374,0.224731, 0.096969
us_000585188,0.224731, 0.096985
us_000595704,0.224731, 0.097136
us_000426548,0.224731, 0.097160
pr_000875789,0.224731, 0.097198
us_000590263,0.224731, 0.097401
us_000597969,0.224731, 0.097401
us_000583987,0.224731, 0.097475
us_000610227,0.224731, 0.097547
us_000463418,0.224731, 0.097565
us_000603324,0.224731, 0.097588
us_000599960,0.224731, 0.097659
us_000572318,0.224731, 0.097665
us_000572315,0.224731, 0.097665
us_000572350,0.224731, 0.097665
us_000572332,0.224731, 0.097665
us_000572351,0.224731, 0.097665
us_000600017,0.224731, 0.097757
us_000553923,0.224731, 0.097829
us_000575218,0.224731, 0.097834
us_000524418,0.224731, 0.097883
us_000570084,0.224731, 0.098012
us_000556725,0.224731, 0.098012
us_000473177,0.224731, 0.098091
us_000615912,0.224731, 0.098251
us_000574630,0.224731, 0.098261
us_000470098,0.224731, 0.098274
us_000568970,0.224731, 0.098312
us_000591101,0.224731, 0.098332
us_000599956,0.224731, 0.098332
us_000609487,0.224731, 0.098332
us_000514407,0.224731, 0.098379
us_000475484,0.224731, 0.098478
us_000270550,0.224731, 0.098590
us_000567438,0.224731, 0.098680
us_000600065,0.224731, 0.098731
us_000502347,0.224731, 0.098746
us_000604268,0.224731, 0.098785
us_000576060,0.224731, 0.098797
us_000490310,0.224731, 0.098815
us_000589597,0.224731, 0.098990
us_000603441,0.224731, 0.098998
us_000616736,0.224731, 0.099014
us_000589913,0.224731, 0.099014
us_000502576,0.224731, 0.099039
us_000581479,0.224731, 0.099052
us_000470391,0.224731, 0.099052
us_000599730,0.224731, 0.099052
pr_000574854,0.224731, 0.099066
us_000495208,0.224731, 0.099107
us_000568202,0.224731, 0.099214
pr_002117833,0.224731, 0.099301
us_000595303,0.224731, 0.099306
us_000595335,0.224731, 0.099306
us_000551379,0.224731, 0.099330
us_000464053,0.224731, 0.099373
us_000472942,0.224731, 0.099373
us_000592987,0.224731, 0.099407
us_000523333,0.224731, 0.099512
us_000570807,0.224731, 0.099538
us_000587763,0.224731, 0.099571
us_000514839,0.224731, 0.099571
us_000593901,0.224731, 0.099714
us_000581445,0.224731, 0.099714
us_000515424,0.224731, 0.099718
us_000526578,0.224731, 0.099775
us_000585817,0.224731, 0.099775
us_000616514,0.224731, 0.099829
us_000562410,0.224731, 0.099829
us_000248205,0.224731, 0.099832
us_000565816,0.224731, 0.099832
us_000500894,0.224731, 0.099872
us_000105578,0.224731, 0.099872
us_000551392,0.224731, 0.100034
us_000580621,0.224731, 0.100034
us_000588475,0.224731, 0.100034
us_000468267,0.224731, 0.100034
us_000599298,0.224731, 0.100034
us_000604206,0.224731, 0.100034
us_000510752,0.224731, 0.100038
us_000474575,0.224731, 0.100093
us_000473132,0.224731, 0.100093
us_000609536,0.224731, 0.100130
us_000591093,0.224731, 0.100130
us_000562139,0.224731, 0.100182
us_000564496,0.224731, 0.100182
us_000601208,0.224731, 0.100182
us_000568533,0.224731, 0.100261
us_000568665,0.224731, 0.100261
us_000610566,0.224731, 0.100261
us_000556122,0.224731, 0.100261
us_000308623,0.224731, 0.100388
us_000612251,0.224731, 0.100441
us_000601404,0.224731, 0.100441
us_000592082,0.224731, 0.100441
us_000553066,0.224731, 0.100441
us_000599952,0.224731, 0.100502
us_000574530,0.224731, 0.100502
us_000561589,0.224731, 0.100502
us_000594130,0.224731, 0.100572
us_000617074,0.224731, 0.100572
us_000598801,0.224731, 0.100761
us_000592899,0.224731, 0.100761
us_000571764,0.224731, 0.100761
us_000598857,0.224731, 0.100761
us_000552690,0.224731, 0.100761
us_000471288,0.224731, 0.100761
us_000591995,0.224731, 0.100761
us_000484051,0.224731, 0.100761
us_000608852,0.224731, 0.100761
us_000591089,0.224731, 0.100761
us_000581476,0.224731, 0.100761
us_000500972,0.224731, 0.100761
us_000591993,0.224731, 0.100761
us_000524812,0.224731, 0.100761
us_000586120,0.224731, 0.100761
us_000579990,0.224731, 0.100761
us_000570076,0.224731, 0.100761
us_000599422,0.224731, 0.100761
us_000570080,0.224731, 0.100761
us_000592952,0.224731, 0.100761
us_000513476,0.224731, 0.100761
us_000599392,0.224731, 0.100761
us_000542389,0.224731, 0.100764
us_000570953,0.224731, 0.100825
us_000571244,0.224731, 0.101088
pr_000408689,0.224731, 0.101271
us_000571523,0.224731, 0.101295
us_000571525,0.224731, 0.101295
us_000546984,0.224731, 0.101318
pr_000588605,0.224731, 0.101405
pr_000991960,0.224731, 0.101423
us_000578533,0.224731, 0.101778
us_000571517,0.224731, 0.102022
us_000571515,0.224731, 0.102022
us_000571519,0.224731, 0.102022
us_000571513,0.224731, 0.102022
us_000592717,0.224731, 0.102102
us_000472201,0.224731, 0.102275
pr_000263887,0.224731, 0.102363
us_000609909,0.224731, 0.102366
us_000600050,0.224731, 0.102538
pr_000997642,0.224731, 0.102542
us_000494509,0.224731, 0.102738
us_000599850,0.224731, 0.102751
us_000612747,0.224731, 0.102811
us_000568420,0.224731, 0.103316
us_000483098,0.224731, 0.103336
us_000557135,0.224731, 0.103535
us_000552766,0.224731, 0.103645
pr_000341048,0.224731, 0.103792
pr_000944133,0.224731, 0.104012
us_000500730,0.224731, 0.104267
pr_000861522,0.224731, 0.104864
us_000202781,0.224731, 0.105012
us_000488988,0.224731, 0.105092
pr_000188208,0.224731, 0.105110
us_000471289,0.224731, 0.105410
us_000588065,0.224731, 0.105569
us_000466999,0.224731, 0.105782
us_000561394,0.224731, 0.106048
us_000534552,0.224731, 0.106393
us_000597872,0.224731, 0.106959
us_000485896,0.224731, 0.107404
us_000540022,0.224731, 0.107904
us_000481818,0.224731, 0.109018
us_000603239,0.224731, 0.110628
us_000506334,0.224731, 0.110871
us_000556225,0.224731, 0.113417
us_000476946,0.224731, 0.113483
us_000598919,0.224731, 0.113779
us_000527320,0.224731, 0.114779
us_000463094,0.224731, 0.114982
us_000544886,0.224731, 0.115066
us_000466951,0.224731, 0.115541
us_000523434,0.224731, 0.115887
us_000572751,0.224731, 0.116233
us_000526736,0.224731, 0.117092
us_000567935,0.224731, 0.118206
us_000498806,0.224731, 0.121749
us_000566700,0.224731, 0.121782
us_000323008,0.224731, 0.123166
us_000479492,0.224731, 0.124302
us_000556385,0.224731, 0.124867
us_000567586,0.224731, 0.126231
us_000569094,0.224731, 0.126861
us_000613745,0.224731, 0.127243
us_000498925,0.224731, 0.127390
us_000511289,0.224731, 0.127461
us_000214601,0.224731, 0.128152
pr_000593508,0.224731, 0.130109
pr_000593491,0.224731, 0.130405
us_000589107,0.224731, 0.130666
us_000607797,0.224731, 0.133407
us_000569689,0.224731, 0.133837
us_000589760,0.224731, 0.135046
us_000572161,0.224731, 0.135675
us_000569134,0.224731, 0.136272
us_000536371,0.224731, 0.138313
us_000576044,0.224731, 0.138679
us_000491305,0.224731, 0.141425
us_000578881,0.224731, 0.141736
us_000560240,0.224731, 0.143393
us_000491630,0.224731, 0.150090
pr_000850534,0.224731, 0.159951
us_000499472,0.224731, 0.172523
us_000545028,0.224731, 0.173873
us_000423674,0.224731, 0.178277
us_000467533,0.224731, 0.179186
us_000569511,0.224731, 0.181270
us_000577089,0.224731, 0.183584
us_000475491,0.224731, 0.186854
us_000583202,0.224731, 0.187277
us_000524574,0.224731, 0.188036
us_000575990,0.224731, 0.226050
us_000598595,0.224731, 0.249553
us_000499881,0.224731, 0.254007
us_000500139,0.224731, 0.265262
us_000526045,0.224731, 0.284508
us_000575536,0.224731, 0.286502
us_000485333,0.224731, 0.300650
us_000589484,0.224731, 0.316295
us_000553185,0.224731, 0.336732
us_000567156,0.224731, 0.344124
us_000560864,0.224731, 0.351895
us_000511096,0.224731, 0.363150
us_000594018,0.224731, 0.485297
us_000483588,0.224731, 0.547807
us_000589528,0.224731, 0.606187
us_000544912,0.224731, 0.622441
us_000509538,0.224731, 0.724942
us_000533005,0.202196, 0.000000
us_000484700,0.202196, 0.000020
us_000516125,0.202196, 0.000024
us_000544759,0.202196, 0.000101
us_000512144,0.202196, 0.434511
us_000592367,0.202196, 0.455119
us_000554061,0.202196, 0.467893
us_000313232,0.202196, 0.487726
us_000586102,0.202196, 0.657357
us_000535288,0.202196, 0.703329
us_000612043,0.202196, 0.713445
us_000594791,0.202196, 0.769042
us_000555970,0.202196, 0.772708
us_000520146,0.202196, 0.773883
us_000541648,0.202196, 0.775656
us_000555624,0.202196, 0.776434
us_000611845,0.202196, 0.776911
us_000600568,0.202196, 0.777439
us_000596093,0.202196, 0.777608
us_000555930,0.202196, 0.777909
us_000616403,0.202196, 0.779570
us_000598838,0.202196, 0.780325
us_000579251,0.202196, 0.782404
us_000548611,0.202196, 0.799707
us_000600024,0.202196, 0.806354
us_000555725,0.202196, 0.837092
us_000555395,0.202196, 0.932459
us_000483102,0.202119, 0.000000
us_000584561,0.202119, 0.130934
us_000575872,0.202119, 0.138175
us_000555778,0.202119, 0.149818
us_000536577,0.202119, 0.155266
us_000516581,0.202119, 0.157418
us_000477711,0.202119, 0.158949
us_000562172,0.202119, 0.159689
us_000594975,0.202119, 0.160162
us_000592095,0.202119, 0.160572
us_000595707,0.202119, 0.160750
us_000554851,0.202119, 0.163446
us_000561975,0.202119, 0.164111
us_000574554,0.202119, 0.164764
us_000531870,0.202119, 0.164969
us_000586729,0.202119, 0.166831
us_000584585,0.202119, 0.167151
us_000469517,0.202119, 0.168817
us_000571628,0.202119, 0.169203
us_000592527,0.202119, 0.169567
us_000505796,0.202119, 0.169760
us_000475382,0.202119, 0.169859
us_000575901,0.202119, 0.170361
us_000583434,0.202119, 0.170694
us_000565413,0.202119, 0.171972
us_000536147,0.202119, 0.172032
us_000547323,0.202119, 0.173162
us_000584750,0.202119, 0.173566
us_000582385,0.202119, 0.173894
us_000575603,0.202119, 0.173901
us_000474727,0.202119, 0.174227
us_000528981,0.202119, 0.175026
us_000474529,0.202119, 0.176377
us_000494250,0.202119, 0.177402
us_000510637,0.202119, 0.177534
us_000584429,0.202119, 0.178410
us_000477805,0.202119, 0.178910
us_000583891,0.202119, 0.179072
us_000575961,0.202119, 0.179179
us_000501428,0.202119, 0.179318
us_000557429,0.202119, 0.180593
us_000506345,0.202119, 0.181081
us_000598163,0.202119, 0.182418
us_000582451,0.202119, 0.184734
us_000593181,0.202119, 0.185137
us_000584783,0.202119, 0.185239
us_000534847,0.202119, 0.185546
us_000525467,0.202119, 0.186204
us_000584040,0.202119, 0.186624
us_000600696,0.202119, 0.187034
us_000611416,0.202119, 0.187321
us_000598096,0.202119, 0.187321
us_000574413,0.202119, 0.188022
us_000599719,0.202119, 0.188022
us_000585054,0.202119, 0.188022
us_000574286,0.202119, 0.189478
us_000554968,0.202119, 0.190038
us_000595147,0.202119, 0.191796
us_000617057,0.202119, 0.192232
us_000589428,0.202119, 0.192794
us_000557679,0.202119, 0.193258
us_000545318,0.202119, 0.197565
us_000593097,0.202119, 0.198725
us_000493798,0.202119, 0.198741
us_000577190,0.202119, 0.199820
us_000563831,0.202119, 0.200365
us_000576241,0.202119, 0.201962
us_000587313,0.202119, 0.202134
us_000529445,0.202119, 0.205179
us_000453245,0.202119, 0.237096
us_000597734,0.202119, 0.268542
pr_000607308,0.193482, 0.000000
us_000485448,0.193482, 0.000000
pr_000011608,0.193482, 0.000002
us_000568651,0.193482, 0.162292
us_000502673,0.193482, 0.165486
us_000586724,0.193482, 0.168836
us_000572810,0.193482, 0.169657
us_000540156,0.193482, 0.171621
us_000475450,0.193482, 0.172434
us_000492657,0.193482, 0.172445
us_000491369,0.193482, 0.172477
us_000586725,0.193482, 0.173374
us_000557971,0.193482, 0.173624
us_000602074,0.193482, 0.174166
us_000607623,0.193482, 0.174606
us_000493621,0.193482, 0.174753
us_000529072,0.193482, 0.175543
us_000543297,0.193482, 0.175760
us_000544104,0.193482, 0.175886
us_000603000,0.193482, 0.175924
us_000588780,0.193482, 0.175928
us_000553897,0.193482, 0.176516
us_000599230,0.193482, 0.177299
us_000589692,0.193482, 0.178041
us_000592905,0.193482, 0.178079
us_000608296,0.193482, 0.178646
us_000590351,0.193482, 0.178862
us_000575987,0.193482, 0.179254
us_000506925,0.193482, 0.179311
us_000573988,0.193482, 0.179655
us_000479631,0.193482, 0.179737
us_000611434,0.193482, 0.181137
us_000566706,0.193482, 0.181177
us_000602061,0.193482, 0.181192
us_000584587,0.193482, 0.181412
us_000575854,0.193482, 0.181588
us_000599055,0.193482, 0.181588
us_000595506,0.193482, 0.182823
us_000595510,0.193482, 0.182883
us_000594383,0.193482, 0.183044
us_000594350,0.193482, 0.183537
us_000611827,0.193482, 0.183985
us_000599957,0.193482, 0.184351
us_000577655,0.193482, 0.184522
us_000529651,0.193482, 0.184884
us_000595247,0.193482, 0.185517
us_000562305,0.193482, 0.185720
us_000600626,0.193482, 0.186116
us_000582391,0.193482, 0.186116
us_000595133,0.193482, 0.186411
us_000600485,0.193482, 0.186411
us_000584705,0.193482, 0.186854
us_000576858,0.193482, 0.186854
us_000544984,0.193482, 0.188320
us_000594354,0.193482, 0.188403
us_000601012,0.193482, 0.189570
us_000617122,0.193482, 0.189570
us_000617066,0.193482, 0.189570
us_000588299,0.193482, 0.190080
us_000594217,0.193482, 0.190258
us_000594366,0.193482, 0.190258
us_000574576,0.193482, 0.190949
us_000600471,0.193482, 0.190949
us_000584586,0.193482, 0.190949
us_000593774,0.193482, 0.190949
us_000599497,0.193482, 0.190949
us_000617202,0.193482, 0.190949
us_000600522,0.193482, 0.190949
us_000601324,0.193482, 0.190949
us_000600546,0.193482, 0.190949
us_000600472,0.193482, 0.190949
us_000574987,0.193482, 0.190949
us_000544739,0.193482, 0.190949
us_000600414,0.193482, 0.190949
us_000600442,0.193482, 0.190949
us_000594400,0.193482, 0.190949
us_000600452,0.193482, 0.190949
us_000593020,0.193482, 0.190949
us_000593534,0.193482, 0.190949
us_000594404,0.193482, 0.190949
us_000599575,0.193482, 0.190949
us_000594131,0.193482, 0.191358
us_000536869,0.193482, 0.191482
us_000478016,0.193482, 0.192060
us_000600473,0.193482, 0.194961
us_000564753,0.193482, 0.196685
us_000591561,0.193482, 0.200737
us_000611269,0.193482, 0.203167
us_000534866,0.193482, 0.205654
us_000606166,0.193482, 0.208498
us_000486929,0.193482, 0.208818
us_000593426,0.193482, 0.209549
us_000582103,0.193482, 0.211809
us_000577656,0.193482, 0.214416
us_000521666,0.182677, 0.200640
us_000565411,0.182677, 0.220009
us_000542671,0.182677, 0.242142
us_000559630,0.182677, 0.244139
us_000463127,0.182677, 0.245639
us_000480790,0.182677, 0.249806
us_000546564,0.182677, 0.250592
us_000550095,0.182677, 0.251361
us_000547756,0.182677, 0.251659
us_000599961,0.182677, 0.253848
us_000591368,0.182677, 0.254769
us_000473143,0.182677, 0.257164
us_000550713,0.182677, 0.257640
us_000548962,0.182677, 0.259896
us_000589065,0.182677, 0.261634
us_000579567,0.182677, 0.261904
us_000461121,0.182677, 0.262503
us_000470891,0.182677, 0.262775
us_000501057,0.182677, 0.263651
us_000534455,0.182677, 0.263880
us_000482650,0.182677, 0.263933
us_000474589,0.182677, 0.265169
us_000406600,0.182677, 0.265920
us_000553126,0.182677, 0.266453
us_000517216,0.182677, 0.266509
us_000612170,0.182677, 0.267179
us_000551528,0.182677, 0.268747
us_000600562,0.182677, 0.268759
us_000551376,0.182677, 0.268959
us_000583068,0.182677, 0.269307
us_000579508,0.182677, 0.269406
us_000610363,0.182677, 0.269649
us_000529121,0.182677, 0.270115
us_000556223,0.182677, 0.270132
us_000601723,0.182677, 0.270463
us_000568593,0.182677, 0.270672
us_000531882,0.182677, 0.271505
us_000555913,0.182677, 0.271577
us_000513562,0.182677, 0.271811
us_000599601,0.182677, 0.273884
us_000517663,0.182677, 0.274578
us_000528465,0.182677, 0.274623
us_000581402,0.182677, 0.275085
us_000596096,0.182677, 0.275153
us_000586238,0.182677, 0.275639
us_000592900,0.182677, 0.275729
us_000567322,0.182677, 0.275941
us_000511104,0.182677, 0.276352
us_000588924,0.182677, 0.276695
us_000568045,0.182677, 0.276924
us_000595074,0.182677, 0.276941
us_000598038,0.182677, 0.277718
us_000519992,0.182677, 0.277780
us_000567472,0.182677, 0.278652
us_000574143,0.182677, 0.279262
us_000615163,0.182677, 0.279687
us_000567240,0.182677, 0.279839
us_000555591,0.182677, 0.280013
us_000601545,0.182677, 0.280297
us_000541577,0.182677, 0.280319
us_000601079,0.182677, 0.281502
us_000581092,0.182677, 0.281707
us_000587282,0.182677, 0.281815
us_000598752,0.182677, 0.281999
us_000604463,0.182677, 0.282190
us_000576932,0.182677, 0.282460
us_000561247,0.182677, 0.282460
us_000591729,0.182677, 0.282499
us_000567327,0.182677, 0.282899
us_000503599,0.182677, 0.283758
us_000604054,0.182677, 0.284088
us_000562691,0.182677, 0.284500
us_000520047,0.182677, 0.284840
us_000600694,0.182677, 0.286987
us_000593542,0.182677, 0.287503
us_000541144,0.182677, 0.287532
us_000579908,0.182677, 0.287571
us_000574672,0.182677, 0.287603
us_000601870,0.182677, 0.288414
us_000512687,0.182677, 0.288985
us_000593074,0.182677, 0.289071
us_000586450,0.182677, 0.289093
us_000577186,0.182677, 0.289093
us_000577192,0.182677, 0.290027
us_000568443,0.182677, 0.290706
us_000577199,0.182677, 0.290706
us_000591740,0.182677, 0.290951
us_000578478,0.182677, 0.290960
us_000567575,0.182677, 0.291977
us_000586452,0.182677, 0.292103
us_000612335,0.182677, 0.292992
us_000587350,0.182677, 0.292992
us_000603537,0.182677, 0.292992
us_000576882,0.182677, 0.293332
us_000577424,0.182677, 0.293671
us_000589596,0.182677, 0.293671
us_000615766,0.182677, 0.293671
us_000615765,0.182677, 0.293671
us_000577491,0.182677, 0.294181
us_000593314,0.182677, 0.294576
us_000597691,0.182677, 0.294697
us_000606048,0.182677, 0.294786
us_000537538,0.182677, 0.295013
us_000547402,0.182677, 0.295171
us_000611271,0.182677, 0.295341
us_000577191,0.182677, 0.296231
us_000591360,0.182677, 0.296231
us_000577288,0.182677, 0.296231
us_000615151,0.182677, 0.296231
us_000603883,0.182677, 0.296309
us_000591185,0.182677, 0.296906
us_000578208,0.182677, 0.296906
us_000587358,0.182677, 0.296906
us_000578469,0.182677, 0.296906
us_000577197,0.182677, 0.296906
us_000586973,0.182677, 0.296906
us_000577194,0.182677, 0.296906
us_000577148,0.182677, 0.296906
us_000577196,0.182677, 0.296906
us_000577193,0.182677, 0.296906
us_000586810,0.182677, 0.296906
us_000577195,0.182677, 0.296906
us_000590380,0.182677, 0.296906
us_000577198,0.182677, 0.296906
us_000590463,0.182677, 0.296906
us_000577463,0.182677, 0.297585
us_000586440,0.182677, 0.297585
us_000590268,0.182677, 0.297585
us_000593197,0.182677, 0.297585
us_000577201,0.182677, 0.297585
us_000577200,0.182677, 0.297585
us_000577422,0.182677, 0.297585
us_000591053,0.182677, 0.297585
us_000586436,0.182677, 0.297585
us_000577188,0.182677, 0.297585
us_000586290,0.182677, 0.297585
