Job Practice, Probability (Class), Segment of training data mapped to node possessing orders in specified JP  : 282 | Acct Tax-Federal Tax (jp:282,idx:131)
Class Probability,Ex Count at BMU,BMU Map Loc
0.3061225,90.0,(41|46)
0.2112676,15.0,(42|46)
0.1111111,1.0,(41|47)
0.09359606,19.0,(40|46)
